Date,ETFMG Alternative Harvest ETF_Open_average,ETFMG Alternative Harvest ETF_Open_max,ETFMG Alternative Harvest ETF_Open_min,ETFMG Alternative Harvest ETF_Open_volatility,ETFMG Alternative Harvest ETF_Open_change,ETFMG Alternative Harvest ETF_High_average,ETFMG Alternative Harvest ETF_High_max,ETFMG Alternative Harvest ETF_High_min,ETFMG Alternative Harvest ETF_High_volatility,ETFMG Alternative Harvest ETF_High_change,ETFMG Alternative Harvest ETF_Low_average,ETFMG Alternative Harvest ETF_Low_max,ETFMG Alternative Harvest ETF_Low_min,ETFMG Alternative Harvest ETF_Low_volatility,ETFMG Alternative Harvest ETF_Low_change,ETFMG Alternative Harvest ETF_Close_average,ETFMG Alternative Harvest ETF_Close_max,ETFMG Alternative Harvest ETF_Close_min,ETFMG Alternative Harvest ETF_Close_volatility,ETFMG Alternative Harvest ETF_Close_change
2018-01-14,36.32,36.32,36.32,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.48,36.48,36.48,0.0,0.0
2018-01-21,37.0,37.0,37.0,0.0,0.0,37.99,37.99,37.99,0.0,0.0,36.24,36.24,36.24,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2018-01-28,32.05,32.05,32.05,0.0,0.0,32.19,32.19,32.19,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2018-02-04,31.69,31.69,31.69,0.0,0.0,32.25,32.25,32.25,0.0,0.0,30.36,30.36,30.36,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2018-02-11,33.01,33.01,33.01,0.0,0.0,33.09,33.09,33.09,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2018-02-18,32.7,32.7,32.7,0.0,0.0,32.71,32.71,32.71,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.96,31.96,31.96,0.0,0.0
2018-02-25,32.1,32.1,32.1,0.0,0.0,32.55,32.55,32.55,0.0,0.0,31.88,31.88,31.88,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2018-03-04,33.69,33.69,33.69,0.0,0.0,33.69,33.69,33.69,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2018-03-11,32.2,32.2,32.2,0.0,0.0,32.25,32.25,32.25,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2018-03-18,30.98,30.98,30.98,0.0,0.0,31.62,31.62,31.62,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2018-03-25,29.0,29.0,29.0,0.0,0.0,29.7,29.7,29.7,0.0,0.0,28.75,28.75,28.75,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2018-04-01,27.8,27.8,27.8,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2018-04-08,28.4,28.4,28.4,0.0,0.0,29.88,29.88,29.88,0.0,0.0,28.05,28.05,28.05,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2018-04-15,29.57,29.57,29.57,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2018-04-22,28.21,28.21,28.21,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2018-04-29,28.7,28.7,28.7,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2018-05-06,29.73,29.73,29.73,0.0,0.0,30.09,30.09,30.09,0.0,0.0,29.62,29.62,29.62,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2018-05-13,29.77,29.77,29.77,0.0,0.0,30.47,30.47,30.47,0.0,0.0,29.71,29.71,29.71,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2018-05-20,30.26,30.26,30.26,0.0,0.0,30.49,30.49,30.49,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2018-05-27,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2018-06-03,31.85,31.85,31.85,0.0,0.0,31.85,31.85,31.85,0.0,0.0,30.68,30.68,30.68,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2018-06-10,30.01,30.01,30.01,0.0,0.0,30.33,30.33,30.33,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2018-06-17,32.0,32.0,32.0,0.0,0.0,32.24,32.24,32.24,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2018-06-24,29.82,29.82,29.82,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2018-07-01,29.61,29.61,29.61,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2018-07-08,29.21,29.21,29.21,0.0,0.0,29.21,29.21,29.21,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2018-07-15,27.45,27.45,27.45,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2018-07-22,26.53,26.53,26.53,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.49,26.49,26.49,0.0,0.0
2018-07-29,27.02,27.02,27.02,0.0,0.0,27.11,27.11,27.11,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2018-08-05,26.75,26.75,26.75,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2018-08-12,26.63,26.63,26.63,0.0,0.0,27.28,27.28,27.28,0.0,0.0,26.53,26.53,26.53,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2018-08-19,31.0,31.0,31.0,0.0,0.0,32.35,32.35,32.35,0.0,0.0,30.9,30.9,30.9,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2018-08-26,33.04,33.04,33.04,0.0,0.0,33.81,33.81,33.81,0.0,0.0,32.95,32.95,32.95,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2018-09-02,34.25,34.25,34.25,0.0,0.0,35.62,35.62,35.62,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2018-09-09,33.93,33.93,33.93,0.0,0.0,36.3,36.3,36.3,0.0,0.0,33.51,33.51,33.51,0.0,0.0,35.77,35.77,35.77,0.0,0.0
2018-09-16,42.7,42.7,42.7,0.0,0.0,42.86,42.86,42.86,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2018-09-23,38.87,38.87,38.87,0.0,0.0,40.15,40.15,40.15,0.0,0.0,38.65,38.65,38.65,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2018-09-30,39.74,39.74,39.74,0.0,0.0,39.85,39.85,39.85,0.0,0.0,37.81,37.81,37.81,0.0,0.0,38.82,38.82,38.82,0.0,0.0
2018-10-07,38.85,38.85,38.85,0.0,0.0,39.32,39.32,39.32,0.0,0.0,38.1,38.1,38.1,0.0,0.0,39.23,39.23,39.23,0.0,0.0
2018-10-14,39.87,39.87,39.87,0.0,0.0,40.2,40.2,40.2,0.0,0.0,36.79,36.79,36.79,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2018-10-21,31.85,31.85,31.85,0.0,0.0,32.83,32.83,32.83,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2018-10-28,32.05,32.05,32.05,0.0,0.0,32.38,32.38,32.38,0.0,0.0,31.57,31.57,31.57,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2018-11-04,34.0,34.0,34.0,0.0,0.0,34.05,34.05,34.05,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2018-11-11,31.14,31.14,31.14,0.0,0.0,31.61,31.61,31.61,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2018-11-18,29.59,29.59,29.59,0.0,0.0,30.15,30.15,30.15,0.0,0.0,29.29,29.29,29.29,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2018-11-25,29.36,29.36,29.36,0.0,0.0,29.41,29.41,29.41,0.0,0.0,28.77,28.77,28.77,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2018-12-02,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2018-12-09,27.0,27.0,27.0,0.0,0.0,27.85,27.85,27.85,0.0,0.0,26.65,26.65,26.65,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2018-12-16,25.72,25.72,25.72,0.0,0.0,25.72,25.72,25.72,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2018-12-23,24.48,24.48,24.48,0.0,0.0,25.46,25.46,25.46,0.0,0.0,24.15,24.15,24.15,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2018-12-30,26.88,26.88,26.88,0.0,0.0,27.3,27.3,27.3,0.0,0.0,26.72,26.72,26.72,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2019-01-06,29.88,29.88,29.88,0.0,0.0,31.32,31.32,31.32,0.0,0.0,29.58,29.58,29.58,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2019-01-13,30.95,30.95,30.95,0.0,0.0,31.3,31.3,31.3,0.0,0.0,30.61,30.61,30.61,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2019-01-20,31.8,31.8,31.8,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.3,31.3,31.3,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2019-01-27,35.58,35.58,35.58,0.0,0.0,36.38,36.38,36.38,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2019-02-03,35.28,35.28,35.28,0.0,0.0,35.47,35.47,35.47,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2019-02-10,35.55,35.55,35.55,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2019-02-17,36.46,36.46,36.46,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.54,36.54,36.54,0.0,0.0
2019-02-24,37.38,37.38,37.38,0.0,0.0,37.45,37.45,37.45,0.0,0.0,36.7,36.7,36.7,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2019-03-03,34.8,34.8,34.8,0.0,0.0,35.8,35.8,35.8,0.0,0.0,34.5,34.5,34.5,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2019-03-10,37.3,37.3,37.3,0.0,0.0,37.38,37.38,37.38,0.0,0.0,36.65,36.65,36.65,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2019-03-17,38.1,38.1,38.1,0.0,0.0,38.23,38.23,38.23,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.83,36.83,36.83,0.0,0.0
2019-03-24,36.36,36.36,36.36,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2019-03-31,36.1,36.1,36.1,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.3,36.3,36.3,0.0,0.0
2019-04-07,35.21,35.21,35.21,0.0,0.0,35.53,35.53,35.53,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2019-04-14,34.93,34.93,34.93,0.0,0.0,34.94,34.94,34.94,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2019-04-21,34.65,34.65,34.65,0.0,0.0,35.31,35.31,35.31,0.0,0.0,34.62,34.62,34.62,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2019-04-28,35.05,35.05,35.05,0.0,0.0,35.46,35.46,35.46,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2019-05-05,33.95,33.95,33.95,0.0,0.0,34.38,34.38,34.38,0.0,0.0,33.53,33.53,33.53,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2019-05-12,33.7,33.7,33.7,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2019-05-19,33.59,33.59,33.59,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2019-05-26,31.5,31.5,31.5,0.0,0.0,31.6,31.6,31.6,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2019-06-02,31.77,31.77,31.77,0.0,0.0,32.45,32.45,32.45,0.0,0.0,31.66,31.66,31.66,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2019-06-09,31.85,31.85,31.85,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2019-06-16,32.11,32.11,32.11,0.0,0.0,32.13,32.13,32.13,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2019-06-23,31.7,31.7,31.7,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2019-06-30,31.86,31.86,31.86,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2019-07-07,30.49,30.49,30.49,0.0,0.0,30.5,30.5,30.5,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2019-07-14,30.04,30.04,30.04,0.0,0.0,30.26,30.26,30.26,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.83,29.83,29.83,0.0,0.0
