Date,FFIV_stock_Open_average,FFIV_stock_Open_max,FFIV_stock_Open_min,FFIV_stock_Open_volatility,FFIV_stock_Open_change,FFIV_stock_High_average,FFIV_stock_High_max,FFIV_stock_High_min,FFIV_stock_High_volatility,FFIV_stock_High_change,FFIV_stock_Low_average,FFIV_stock_Low_max,FFIV_stock_Low_min,FFIV_stock_Low_volatility,FFIV_stock_Low_change,FFIV_stock_Close_average,FFIV_stock_Close_max,FFIV_stock_Close_min,FFIV_stock_Close_volatility,FFIV_stock_Close_change,FFIV_stock_Volume_average,FFIV_stock_Volume_max,FFIV_stock_Volume_min,FFIV_stock_Volume_volatility,FFIV_stock_Volume_change
2018-01-14,139.6825,141.79,138.7,3.0900000000000034,-3.0900000000000034,140.865,142.6,139.56,3.039999999999992,-3.039999999999992,138.45499999999998,140.15,137.5,2.6500000000000057,-1.960000000000008,139.2075,140.52,138.0,2.5200000000000102,-1.7600000000000193,648653,738209,568261,169948,148837
2018-01-21,140.67,144.27,136.13,8.140000000000015,-2.569999999999993,142.25,144.45,139.25,5.199999999999989,-2.0800000000000125,138.124,141.08,134.84,6.240000000000009,-1.6200000000000045,139.792,142.59,134.94,7.650000000000006,-2.819999999999993,1331524,2008646,642920,1365726,1091827
2018-01-28,140.884,144.57,138.06,6.509999999999991,4.780000000000001,143.376,146.0,139.67,6.3300000000000125,5.690000000000026,140.266,143.4,137.31,6.090000000000003,5.52000000000001,142.708,145.03,138.89,6.140000000000015,5.240000000000009,1160336,1287009,983072,303937,252337
2018-02-04,139.104,142.55,133.58,8.969999999999999,-3.740000000000009,141.564,143.94,139.69,4.25,-4.25,136.066,138.98,133.14,5.840000000000003,-1.3099999999999739,138.638,141.39,136.18,5.2099999999999795,2.4599999999999795,1115404,1385675,933167,452508,-304765
2018-02-11,140.942,144.84,133.89,10.950000000000017,5.289999999999992,144.022,146.06,141.14,4.920000000000016,4.920000000000016,140.156,144.64,133.89,10.75,6.4599999999999795,143.3,145.39,140.15,5.239999999999981,4.8799999999999955,609696,684950,457999,226951,-164825
2018-02-18,144.3175,145.22,143.41,1.8100000000000023,0.6599999999999966,146.3975,147.36,145.41,1.950000000000017,1.950000000000017,143.4675,144.57,142.88,1.6899999999999977,1.5999999999999943,144.725,147.33,143.04,4.2900000000000205,4.2900000000000205,633000,768392,470123,298269,-298269
2018-02-25,149.046,151.81,145.21,6.599999999999994,-2.6500000000000057,150.806,153.08,148.57,4.510000000000019,-2.7600000000000193,147.478,150.47,145.21,5.259999999999991,-2.259999999999991,149.056,151.03,146.55,4.47999999999999,-2.6899999999999977,820295,1129617,511898,617719,-432100
2018-03-04,150.356,153.25,147.67,5.5800000000000125,0.5300000000000011,152.14000000000001,153.91,149.77,4.139999999999986,-1.3899999999999864,147.726,150.86,144.12,6.740000000000009,-0.9399999999999977,150.168,153.32,147.06,6.259999999999991,-3.3600000000000136,833515,1433169,381428,1051741,143369
2018-03-11,148.13,148.54,147.75,0.789999999999992,0.2600000000000193,149.204,150.21,148.29,1.920000000000016,1.920000000000016,146.88,147.41,146.28,1.1299999999999955,1.1299999999999955,147.774,148.18,146.78,1.4000000000000057,1.4000000000000057,706061,838400,601899,236501,173088
2018-03-18,147.89000000000001,149.3,147.11,2.1899999999999977,-0.12000000000000455,149.288,151.07,147.86,3.2099999999999795,-0.8999999999999773,146.39600000000002,148.3,144.49,3.8100000000000023,-1.3499999999999943,147.20600000000002,149.55,144.51,5.0400000000000205,-2.2900000000000205,541528,598836,490250,108586,83005
2018-03-25,145.73000000000002,148.4,143.59,4.810000000000002,-2.4099999999999966,146.8275,148.97,145.26,3.710000000000008,-2.460000000000008,143.26,144.33,142.07,2.2600000000000193,-2.2600000000000193,144.945,147.6,142.61,4.989999999999981,-2.9899999999999807,567071,637380,518449,118931,-69115
2018-04-01,142.51,144.23,140.15,4.079999999999984,-1.6400000000000148,143.91,144.87,143.05,1.8199999999999932,-0.8900000000000148,140.48,143.11,138.67,4.440000000000026,-0.12000000000000455,142.082,143.41,140.71,2.6999999999999886,0.0,671438,729417,560917,168500,-162369
2018-04-08,145.728,153.62,141.74,11.879999999999995,11.879999999999995,148.358,157.2,143.23,13.969999999999999,13.969999999999999,144.972,153.1,139.68,13.419999999999987,13.419999999999987,146.904,155.06,140.78,14.280000000000001,14.280000000000001,780393,1798428,396219,1402209,1318581
