Date,FRD_stock_Open_average,FRD_stock_Open_max,FRD_stock_Open_min,FRD_stock_Open_volatility,FRD_stock_Open_change,FRD_stock_High_average,FRD_stock_High_max,FRD_stock_High_min,FRD_stock_High_volatility,FRD_stock_High_change,FRD_stock_Low_average,FRD_stock_Low_max,FRD_stock_Low_min,FRD_stock_Low_volatility,FRD_stock_Low_change,FRD_stock_Close_average,FRD_stock_Close_max,FRD_stock_Close_min,FRD_stock_Close_volatility,FRD_stock_Close_change,FRD_stock_Volume_average,FRD_stock_Volume_max,FRD_stock_Volume_min,FRD_stock_Volume_volatility,FRD_stock_Volume_change
2018-01-14,5.47,5.51,5.42,0.08999999999999986,-0.08000000000000007,5.4875,5.55,5.44,0.10999999999999943,-0.10999999999999943,5.4575,5.5,5.42,0.08000000000000007,-0.040000000000000036,5.485,5.55,5.44,0.10999999999999943,-0.10999999999999943,1820,3511,200,3311,340
2018-01-21,5.504,5.63,5.41,0.21999999999999975,0.20999999999999996,5.562,5.63,5.46,0.16999999999999993,0.16999999999999993,5.47,5.56,5.4,0.15999999999999925,0.08000000000000007,5.528,5.58,5.46,0.1200000000000001,0.040000000000000036,1682,5029,220,4809,-337
2018-01-28,5.46,5.51,5.39,0.1200000000000001,0.009999999999999787,5.506,5.52,5.49,0.02999999999999936,0.019999999999999574,5.38,5.43,5.3,0.1299999999999999,-0.1299999999999999,5.456,5.51,5.4,0.10999999999999943,-0.09999999999999964,2571,6990,726,6264,6264
2018-02-04,5.42,5.49,5.26,0.23000000000000043,0.07000000000000028,5.484,5.52,5.44,0.07999999999999918,0.0699999999999994,5.346,5.48,5.24,0.2400000000000002,0.08000000000000007,5.462,5.52,5.38,0.13999999999999968,0.08999999999999986,2019,5282,217,5065,-3338
2018-02-11,5.59,5.75,5.45,0.2999999999999998,0.2999999999999998,5.734,6.08,5.55,0.5300000000000002,0.5300000000000002,5.56,5.66,5.45,0.20999999999999996,0.20999999999999996,5.714,6.08,5.55,0.5300000000000002,0.5300000000000002,2794,8898,25,8873,8873
2018-02-18,5.9,6.13,5.75,0.3799999999999999,-0.2699999999999996,6.012499999999999,6.13,5.93,0.20000000000000018,-0.11000000000000032,5.7925,5.86,5.7,0.16000000000000014,0.16000000000000014,5.8825,6.02,5.7,0.3199999999999994,0.3199999999999994,1120,1791,451,1340,-763
2018-02-25,6.008,6.28,5.67,0.6100000000000003,0.41000000000000014,6.292,6.79,6.1,0.6900000000000004,0.6900000000000004,5.914,6.19,5.61,0.5800000000000001,0.5800000000000001,6.16,6.79,5.61,1.1799999999999997,1.1799999999999997,3824,9517,712,8805,-1540
2018-03-04,6.406,6.79,6.22,0.5700000000000003,-0.3099999999999996,6.462,6.79,6.25,0.54,-0.3099999999999996,6.122,6.22,6.02,0.20000000000000018,-0.040000000000000036,6.226,6.48,6.02,0.46000000000000085,-0.019999999999999574,4493,10479,2231,8248,7
2018-03-11,6.2459999999999996,6.31,6.18,0.1299999999999999,0.02999999999999936,6.398,6.65,6.25,0.40000000000000036,0.2599999999999998,6.162,6.3,5.99,0.3099999999999996,0.20999999999999996,6.332,6.54,6.13,0.41000000000000014,0.41000000000000014,3166,6090,208,5882,1341
2018-03-18,6.412,6.55,6.27,0.28000000000000025,-0.27000000000000046,6.458,6.55,6.37,0.17999999999999972,-0.11000000000000032,6.252,6.27,6.22,0.04999999999999982,0.04999999999999982,6.376,6.43,6.25,0.17999999999999972,0.019999999999999574,1634,3618,901,2717,1998
2018-03-25,6.0875,6.47,5.94,0.5299999999999994,-0.5199999999999996,6.1425,6.47,6.0,0.46999999999999975,-0.3700000000000001,5.875,5.98,5.76,0.22000000000000064,-0.11000000000000032,5.907500000000001,5.98,5.82,0.16000000000000014,-0.11000000000000032,2273,2780,1750,1030,-32
2018-04-01,5.828,5.87,5.75,0.1200000000000001,-0.020000000000000462,5.886,5.97,5.85,0.1200000000000001,-0.09999999999999964,5.742,5.82,5.55,0.27000000000000046,-0.0600000000000005,5.824,5.85,5.8,0.04999999999999982,0.019999999999999574,3761,5473,1657,3816,1261
2018-04-08,5.7940000000000005,6.04,5.62,0.41999999999999993,0.29000000000000004,5.952,6.08,5.82,0.2599999999999998,0.1200000000000001,5.712,5.9,5.56,0.34000000000000075,0.34000000000000075,5.816,6.08,5.56,0.5200000000000005,0.34000000000000075,2189,6194,219,5975,-5975
2018-04-15,6.066,6.21,5.9,0.3099999999999996,0.23999999999999932,6.11,6.23,5.91,0.3200000000000003,0.3200000000000003,5.992,6.15,5.8,0.35000000000000053,0.2999999999999998,6.104,6.23,5.91,0.3200000000000003,0.3200000000000003,911,1552,201,1351,-697
2018-04-22,6.092,6.25,5.96,0.29000000000000004,-0.20999999999999996,6.13,6.25,6.07,0.17999999999999972,-0.17999999999999972,6.026,6.09,5.96,0.1299999999999999,-0.03000000000000025,6.072,6.15,6.02,0.13000000000000078,-0.10000000000000053,984,2339,209,2130,-1405
2018-04-29,6.1,6.19,6.04,0.15000000000000036,0.05999999999999961,6.22,6.5,6.08,0.41999999999999993,0.34999999999999964,6.036,6.09,5.96,0.1299999999999999,0.08000000000000007,6.182,6.36,6.08,0.28000000000000025,0.20999999999999996,2233,6858,141,6717,-3481
2018-05-06,6.204,6.3,6.06,0.2400000000000002,-0.14000000000000057,6.25,6.3,6.18,0.1200000000000001,0.08999999999999986,6.178,6.28,6.06,0.22000000000000064,-0.14000000000000057,6.224,6.29,6.13,0.16000000000000014,0.08999999999999986,285,541,123,418,379
2018-05-13,6.188,6.29,6.1,0.1900000000000004,-0.08000000000000007,6.234,6.29,6.19,0.09999999999999964,-0.09999999999999964,6.117999999999999,6.18,6.08,0.09999999999999964,-0.08000000000000007,6.216,6.29,6.13,0.16000000000000014,-0.09999999999999964,772,1341,195,1146,-499
2018-05-20,6.058,6.16,5.98,0.17999999999999972,-0.05999999999999961,6.098,6.16,6.05,0.11000000000000032,-0.0600000000000005,6.03,6.06,5.98,0.07999999999999918,-0.05999999999999961,6.08,6.12,6.01,0.11000000000000032,-0.0600000000000005,451,1030,5,1025,1025
2018-05-27,6.074999999999999,6.22,6.02,0.20000000000000018,0.17999999999999972,6.235,6.5,6.04,0.45999999999999996,0.45999999999999996,6.047499999999999,6.22,5.97,0.25,0.23999999999999932,6.1075,6.3,5.97,0.33000000000000007,0.3199999999999994,3019,9602,171,9431,9431
2018-06-03,6.414,6.61,6.16,0.4500000000000002,0.2600000000000007,6.49,6.65,6.35,0.3000000000000007,0.2600000000000007,6.296,6.5,6.11,0.3899999999999997,0.1999999999999993,6.36,6.59,6.11,0.47999999999999954,0.1999999999999993,4722,20048,201,19847,519
2018-06-10,6.4159999999999995,6.47,6.21,0.2599999999999998,-0.25,6.468,6.47,6.46,0.009999999999999787,0.009999999999999787,6.328,6.45,6.15,0.2999999999999998,-0.27999999999999936,6.3919999999999995,6.47,6.18,0.29000000000000004,0.040000000000000036,2666,7119,307,6812,4639
2018-06-17,6.436,6.47,6.33,0.13999999999999968,-0.009999999999999787,6.5,6.65,6.45,0.20000000000000018,0.1800000000000006,6.336,6.46,6.2,0.2599999999999998,0.04999999999999982,6.426,6.65,6.21,0.4400000000000004,0.2400000000000002,1601,4207,709,3498,3359
2018-06-24,6.814,8.0,6.4,1.5999999999999996,1.3499999999999996,7.287999999999999,10.12,6.52,3.5999999999999996,3.469999999999999,6.584,7.55,6.21,1.3399999999999999,1.3399999999999999,6.72,8.1,6.21,1.8899999999999997,1.8899999999999997,19006,93532,36,93496,93213
