Date,ProShares Ultra Health Care_Open_average,ProShares Ultra Health Care_Open_max,ProShares Ultra Health Care_Open_min,ProShares Ultra Health Care_Open_volatility,ProShares Ultra Health Care_Open_change,ProShares Ultra Health Care_High_average,ProShares Ultra Health Care_High_max,ProShares Ultra Health Care_High_min,ProShares Ultra Health Care_High_volatility,ProShares Ultra Health Care_High_change,ProShares Ultra Health Care_Low_average,ProShares Ultra Health Care_Low_max,ProShares Ultra Health Care_Low_min,ProShares Ultra Health Care_Low_volatility,ProShares Ultra Health Care_Low_change,ProShares Ultra Health Care_Close_average,ProShares Ultra Health Care_Close_max,ProShares Ultra Health Care_Close_min,ProShares Ultra Health Care_Close_volatility,ProShares Ultra Health Care_Close_change
2019-02-03,100.78,100.78,100.78,0.0,0.0,100.78,100.78,100.78,0.0,0.0,99.73,99.73,99.73,0.0,0.0,99.94,99.94,99.94,0.0,0.0
2019-02-10,104.95,104.95,104.95,0.0,0.0,106.61,106.61,106.61,0.0,0.0,104.95,104.95,104.95,0.0,0.0,106.6,106.6,106.6,0.0,0.0
2019-02-17,107.2,107.2,107.2,0.0,0.0,107.47,107.47,107.47,0.0,0.0,106.36,106.36,106.36,0.0,0.0,106.36,106.36,106.36,0.0,0.0
2019-02-24,107.84,107.84,107.84,0.0,0.0,107.84,107.84,107.84,0.0,0.0,102.8,102.8,102.8,0.0,0.0,104.15,104.15,104.15,0.0,0.0
2019-03-03,99.16,99.16,99.16,0.0,0.0,101.24,101.24,101.24,0.0,0.0,99.06,99.06,99.06,0.0,0.0,101.19,101.19,101.19,0.0,0.0
2019-03-10,105.85,105.85,105.85,0.0,0.0,105.85,105.85,105.85,0.0,0.0,104.63,104.63,104.63,0.0,0.0,105.21,105.21,105.21,0.0,0.0
2019-03-17,102.64,102.64,102.64,0.0,0.0,102.64,102.64,102.64,0.0,0.0,100.71,100.71,100.71,0.0,0.0,102.16,102.16,102.16,0.0,0.0
2019-03-24,105.61,105.61,105.61,0.0,0.0,105.61,105.61,105.61,0.0,0.0,104.53,104.53,104.53,0.0,0.0,105.03,105.03,105.03,0.0,0.0
2019-03-31,105.44,105.44,105.44,0.0,0.0,105.44,105.44,105.44,0.0,0.0,104.07,104.07,104.07,0.0,0.0,105.33,105.33,105.33,0.0,0.0
2019-04-07,100.49,100.49,100.49,0.0,0.0,100.85,100.85,100.85,0.0,0.0,100.22,100.22,100.22,0.0,0.0,100.85,100.85,100.85,0.0,0.0
2019-04-14,90.55,90.55,90.55,0.0,0.0,92.05,92.05,92.05,0.0,0.0,90.11,90.11,90.11,0.0,0.0,91.17,91.17,91.17,0.0,0.0
2019-04-21,97.81,97.81,97.81,0.0,0.0,97.83,97.83,97.83,0.0,0.0,96.8,96.8,96.8,0.0,0.0,97.37,97.37,97.37,0.0,0.0
2019-04-28,96.93,96.93,96.93,0.0,0.0,101.22,101.22,101.22,0.0,0.0,96.62,96.62,96.62,0.0,0.0,101.07,101.07,101.07,0.0,0.0
2019-05-05,93.34,93.34,93.34,0.0,0.0,94.15,94.15,94.15,0.0,0.0,92.28,92.28,92.28,0.0,0.0,93.2,93.2,93.2,0.0,0.0
2019-05-12,95.01,95.01,95.01,0.0,0.0,95.61,95.61,95.61,0.0,0.0,95.01,95.01,95.01,0.0,0.0,95.41,95.41,95.41,0.0,0.0
2019-05-19,97.82,97.82,97.82,0.0,0.0,98.75,98.75,98.75,0.0,0.0,97.23,97.23,97.23,0.0,0.0,97.67,97.67,97.67,0.0,0.0
2019-05-26,92.64,92.64,92.64,0.0,0.0,94.65,94.65,94.65,0.0,0.0,92.64,92.64,92.64,0.0,0.0,93.18,93.18,93.18,0.0,0.0
2019-06-02,101.1,101.1,101.1,0.0,0.0,101.77,101.77,101.77,0.0,0.0,100.74,100.74,100.74,0.0,0.0,101.24,101.24,101.24,0.0,0.0
2019-06-09,101.14,101.14,101.14,0.0,0.0,102.29,102.29,102.29,0.0,0.0,101.07,101.07,101.07,0.0,0.0,102.2,102.2,102.2,0.0,0.0
2019-06-16,106.94,106.94,106.94,0.0,0.0,106.94,106.94,106.94,0.0,0.0,106.05,106.05,106.05,0.0,0.0,106.37,106.37,106.37,0.0,0.0
2019-06-23,106.57,106.57,106.57,0.0,0.0,107.17,107.17,107.17,0.0,0.0,106.02,106.02,106.02,0.0,0.0,106.26,106.26,106.26,0.0,0.0
2019-06-30,106.31,106.31,106.31,0.0,0.0,106.31,106.31,106.31,0.0,0.0,104.91,104.91,104.91,0.0,0.0,105.77,105.77,105.77,0.0,0.0
2019-07-07,104.22,104.22,104.22,0.0,0.0,105.33,105.33,105.33,0.0,0.0,104.22,104.22,104.22,0.0,0.0,105.0,105.0,105.0,0.0,0.0
2019-07-14,103.3,103.3,103.3,0.0,0.0,103.46,103.46,103.46,0.0,0.0,102.92,102.92,102.92,0.0,0.0,102.93,102.93,102.93,0.0,0.0
2019-07-21,104.0,104.0,104.0,0.0,0.0,104.83,104.83,104.83,0.0,0.0,103.82,103.82,103.82,0.0,0.0,104.67,104.67,104.67,0.0,0.0
2019-07-28,99.28,99.28,99.28,0.0,0.0,99.28,99.28,99.28,0.0,0.0,96.14,96.14,96.14,0.0,0.0,96.81,96.81,96.81,0.0,0.0
2019-08-04,101.78,101.78,101.78,0.0,0.0,101.78,101.78,101.78,0.0,0.0,99.82,99.82,99.82,0.0,0.0,100.26,100.26,100.26,0.0,0.0
2019-08-11,101.78,101.78,101.78,0.0,0.0,102.46,102.46,102.46,0.0,0.0,101.54,101.54,101.54,0.0,0.0,102.28,102.28,102.28,0.0,0.0
2019-08-18,97.49,97.49,97.49,0.0,0.0,97.75,97.75,97.75,0.0,0.0,96.86,96.86,96.86,0.0,0.0,97.74,97.74,97.74,0.0,0.0
2019-08-25,100.23,100.23,100.23,0.0,0.0,100.6,100.6,100.6,0.0,0.0,99.53,99.53,99.53,0.0,0.0,100.01,100.01,100.01,0.0,0.0
2019-09-01,100.69,100.69,100.69,0.0,0.0,100.69,100.69,100.69,0.0,0.0,98.58,98.58,98.58,0.0,0.0,98.67,98.67,98.67,0.0,0.0
2019-09-08,100.99,100.99,100.99,0.0,0.0,101.04,101.04,101.04,0.0,0.0,100.97,100.97,100.97,0.0,0.0,100.97,100.97,100.97,0.0,0.0
2019-09-15,102.28,102.28,102.28,0.0,0.0,102.57,102.57,102.57,0.0,0.0,102.1,102.1,102.1,0.0,0.0,102.1,102.1,102.1,0.0,0.0
2019-09-22,98.05,98.05,98.05,0.0,0.0,98.67,98.67,98.67,0.0,0.0,98.05,98.05,98.05,0.0,0.0,98.21,98.21,98.21,0.0,0.0
2019-09-29,97.72,97.72,97.72,0.0,0.0,98.72,98.72,98.72,0.0,0.0,97.28,97.28,97.28,0.0,0.0,97.31,97.31,97.31,0.0,0.0
2019-10-06,97.47,97.47,97.47,0.0,0.0,98.21,98.21,98.21,0.0,0.0,97.47,97.47,97.47,0.0,0.0,97.56,97.56,97.56,0.0,0.0
2019-10-13,101.35,101.35,101.35,0.0,0.0,102.11,102.11,102.11,0.0,0.0,101.27,101.27,101.27,0.0,0.0,101.45,101.45,101.45,0.0,0.0
2019-10-20,102.67,102.67,102.67,0.0,0.0,104.52,104.52,104.52,0.0,0.0,102.66,102.66,102.66,0.0,0.0,104.22,104.22,104.22,0.0,0.0
2019-10-27,109.0,109.0,109.0,0.0,0.0,109.0,109.0,109.0,0.0,0.0,107.8,107.8,107.8,0.0,0.0,107.8,107.8,107.8,0.0,0.0
2019-11-03,108.29,108.29,108.29,0.0,0.0,108.51,108.51,108.51,0.0,0.0,108.14,108.14,108.14,0.0,0.0,108.3,108.3,108.3,0.0,0.0
2019-11-10,114.32,114.32,114.32,0.0,0.0,114.32,114.32,114.32,0.0,0.0,113.66,113.66,113.66,0.0,0.0,113.66,113.66,113.66,0.0,0.0
2019-11-17,117.44,117.44,117.44,0.0,0.0,119.57,119.57,119.57,0.0,0.0,117.44,117.44,117.44,0.0,0.0,119.57,119.57,119.57,0.0,0.0
2019-11-24,120.13,120.13,120.13,0.0,0.0,120.24,120.24,120.24,0.0,0.0,118.3,118.3,118.3,0.0,0.0,118.69,118.69,118.69,0.0,0.0
2019-12-01,122.21,122.21,122.21,0.0,0.0,122.21,122.21,122.21,0.0,0.0,119.85,119.85,119.85,0.0,0.0,119.88,119.88,119.88,0.0,0.0
2019-12-08,124.21,124.21,124.21,0.0,0.0,126.04,126.04,126.04,0.0,0.0,124.09,124.09,124.09,0.0,0.0,125.25,125.25,125.25,0.0,0.0
2019-12-15,128.32,128.32,128.32,0.0,0.0,129.36,129.36,129.36,0.0,0.0,128.21,128.21,128.21,0.0,0.0,128.98,128.98,128.98,0.0,0.0
2019-12-22,127.88,127.88,127.88,0.0,0.0,128.0,128.0,128.0,0.0,0.0,126.47,126.47,126.47,0.0,0.0,126.47,126.47,126.47,0.0,0.0
2019-12-29,125.71,125.71,125.71,0.0,0.0,126.76,126.76,126.76,0.0,0.0,125.55,125.55,125.55,0.0,0.0,125.83,125.83,125.83,0.0,0.0
