Date,iShares Morningstar Large-Cap Growth_etf_Open_average,iShares Morningstar Large-Cap Growth_etf_Open_max,iShares Morningstar Large-Cap Growth_etf_Open_min,iShares Morningstar Large-Cap Growth_etf_Open_volatility,iShares Morningstar Large-Cap Growth_etf_Open_change,iShares Morningstar Large-Cap Growth_etf_High_average,iShares Morningstar Large-Cap Growth_etf_High_max,iShares Morningstar Large-Cap Growth_etf_High_min,iShares Morningstar Large-Cap Growth_etf_High_volatility,iShares Morningstar Large-Cap Growth_etf_High_change,iShares Morningstar Large-Cap Growth_etf_Low_average,iShares Morningstar Large-Cap Growth_etf_Low_max,iShares Morningstar Large-Cap Growth_etf_Low_min,iShares Morningstar Large-Cap Growth_etf_Low_volatility,iShares Morningstar Large-Cap Growth_etf_Low_change,iShares Morningstar Large-Cap Growth_etf_Close_average,iShares Morningstar Large-Cap Growth_etf_Close_max,iShares Morningstar Large-Cap Growth_etf_Close_min,iShares Morningstar Large-Cap Growth_etf_Close_volatility,iShares Morningstar Large-Cap Growth_etf_Close_change
2018-09-02,180.81,180.81,180.81,0.0,0.0,181.87,181.87,181.87,0.0,0.0,180.0,180.0,180.0,0.0,0.0,181.05,181.05,181.05,0.0,0.0
2018-09-09,184.71,184.71,184.71,0.0,0.0,184.96,184.96,184.96,0.0,0.0,183.93,183.93,183.93,0.0,0.0,184.53,184.53,184.53,0.0,0.0
2018-09-16,185.8,185.8,185.8,0.0,0.0,185.9,185.9,185.9,0.0,0.0,184.95,184.95,184.95,0.0,0.0,185.02,185.02,185.02,0.0,0.0
2018-09-23,185.61,185.61,185.61,0.0,0.0,186.41,186.41,186.41,0.0,0.0,185.61,185.61,185.61,0.0,0.0,185.86,185.86,185.86,0.0,0.0
2018-09-30,182.5,182.5,182.5,0.0,0.0,183.3,183.3,183.3,0.0,0.0,180.19,180.19,180.19,0.0,0.0,181.28,181.28,181.28,0.0,0.0
2018-10-07,173.76,173.76,173.76,0.0,0.0,174.29,174.29,174.29,0.0,0.0,171.1,171.1,171.1,0.0,0.0,174.22,174.22,174.22,0.0,0.0
2018-10-14,173.98,173.98,173.98,0.0,0.0,174.91,174.91,174.91,0.0,0.0,172.14,172.14,172.14,0.0,0.0,172.62,172.62,172.62,0.0,0.0
2018-10-21,165.53,165.53,165.53,0.0,0.0,168.62,168.62,168.62,0.0,0.0,163.66,163.66,163.66,0.0,0.0,165.88,165.88,165.88,0.0,0.0
2018-10-28,172.33,172.33,172.33,0.0,0.0,173.11,173.11,173.11,0.0,0.0,169.92,169.92,169.92,0.0,0.0,170.83,170.83,170.83,0.0,0.0
2018-11-04,174.44,174.44,174.44,0.0,0.0,174.44,174.44,174.44,0.0,0.0,172.66,172.66,172.66,0.0,0.0,173.96,173.96,173.96,0.0,0.0
2018-11-11,168.78,168.78,168.78,0.0,0.0,170.69,170.69,170.69,0.0,0.0,168.48,168.48,168.48,0.0,0.0,169.9,169.9,169.9,0.0,0.0
2018-11-18,162.34,162.34,162.34,0.0,0.0,163.5,163.5,163.5,0.0,0.0,162.34,162.34,162.34,0.0,0.0,162.87,162.87,162.87,0.0,0.0
2018-11-25,171.78,171.78,171.78,0.0,0.0,173.15,173.15,173.15,0.0,0.0,171.59,171.59,171.59,0.0,0.0,172.97,172.97,172.97,0.0,0.0
2018-12-02,169.98,169.98,169.98,0.0,0.0,170.83,170.83,170.83,0.0,0.0,164.89,164.89,164.89,0.0,0.0,165.5,165.5,165.5,0.0,0.0
2018-12-09,166.19,166.19,166.19,0.0,0.0,166.57,166.57,166.57,0.0,0.0,163.98,163.98,163.98,0.0,0.0,164.49,164.49,164.49,0.0,0.0
2018-12-16,155.74,155.74,155.74,0.0,0.0,156.6,156.6,156.6,0.0,0.0,150.36,150.36,150.36,0.0,0.0,150.99,150.99,150.99,0.0,0.0
2018-12-23,158.19,158.19,158.19,0.0,0.0,159.48,159.48,159.48,0.0,0.0,156.04,156.04,156.04,0.0,0.0,157.07,157.07,157.07,0.0,0.0
2018-12-30,155.95,155.95,155.95,0.0,0.0,160.83,160.83,160.83,0.0,0.0,155.95,155.95,155.95,0.0,0.0,160.27,160.27,160.27,0.0,0.0
2019-01-06,164.57,164.57,164.57,0.0,0.0,165.15,165.15,165.15,0.0,0.0,163.99,163.99,163.99,0.0,0.0,165.15,165.15,165.15,0.0,0.0
2019-01-13,169.75,169.75,169.75,0.0,0.0,170.75,170.75,170.75,0.0,0.0,168.76,168.76,168.76,0.0,0.0,170.17,170.17,170.17,0.0,0.0
2019-01-20,169.47,169.47,169.47,0.0,0.0,170.43,170.43,170.43,0.0,0.0,169.42,169.42,169.42,0.0,0.0,170.02,170.02,170.02,0.0,0.0
2019-01-27,172.5,172.5,172.5,0.0,0.0,173.51,173.51,173.51,0.0,0.0,172.13,172.13,172.13,0.0,0.0,172.51,172.51,172.51,0.0,0.0
2019-02-03,171.4,171.4,171.4,0.0,0.0,173.2,173.2,173.2,0.0,0.0,171.4,171.4,171.4,0.0,0.0,173.2,173.2,173.2,0.0,0.0
2019-02-10,177.86,177.86,177.86,0.0,0.0,178.02,178.02,178.02,0.0,0.0,177.32,177.32,177.32,0.0,0.0,178.02,178.02,178.02,0.0,0.0
2019-02-17,177.33,177.33,177.33,0.0,0.0,178.66,178.66,178.66,0.0,0.0,177.33,177.33,177.33,0.0,0.0,178.54,178.54,178.54,0.0,0.0
2019-02-24,179.62,179.62,179.62,0.0,0.0,180.39,180.39,180.39,0.0,0.0,179.07,179.07,179.07,0.0,0.0,180.15,180.15,180.15,0.0,0.0
2019-03-03,174.05,174.05,174.05,0.0,0.0,175.44,175.44,175.44,0.0,0.0,173.88,173.88,173.88,0.0,0.0,175.41,175.41,175.41,0.0,0.0
2019-03-10,180.27,180.27,180.27,0.0,0.0,181.41,181.41,181.41,0.0,0.0,180.27,180.27,180.27,0.0,0.0,180.78,180.78,180.78,0.0,0.0
2019-03-17,183.44,183.44,183.44,0.0,0.0,183.55,183.55,183.55,0.0,0.0,180.69,180.69,180.69,0.0,0.0,180.69,180.69,180.69,0.0,0.0
2019-03-24,182.66,182.66,182.66,0.0,0.0,182.88,182.88,182.88,0.0,0.0,181.92,181.92,181.92,0.0,0.0,182.83,182.83,182.83,0.0,0.0
2019-03-31,186.89,186.89,186.89,0.0,0.0,186.96,186.96,186.96,0.0,0.0,186.46,186.46,186.46,0.0,0.0,186.83,186.83,186.83,0.0,0.0
2019-04-07,187.65,187.65,187.65,0.0,0.0,187.94,187.94,187.94,0.0,0.0,187.43,187.43,187.43,0.0,0.0,187.59,187.59,187.59,0.0,0.0
2019-04-14,186.05,186.05,186.05,0.0,0.0,186.16,186.16,186.16,0.0,0.0,184.76,184.76,184.76,0.0,0.0,186.08,186.08,186.08,0.0,0.0
2019-04-21,189.91,189.91,189.91,0.0,0.0,190.62,190.62,190.62,0.0,0.0,189.06,189.06,189.06,0.0,0.0,190.62,190.62,190.62,0.0,0.0
2019-04-28,188.79,188.79,188.79,0.0,0.0,189.94,189.94,189.94,0.0,0.0,188.79,188.79,188.79,0.0,0.0,189.84,189.84,189.84,0.0,0.0
2019-05-05,184.97,184.97,184.97,0.0,0.0,186.9,186.9,186.9,0.0,0.0,182.75,182.75,182.75,0.0,0.0,186.37,186.37,186.37,0.0,0.0
2019-05-12,185.39,185.39,185.39,0.0,0.0,186.99,186.99,186.99,0.0,0.0,185.39,185.39,185.39,0.0,0.0,185.79,185.79,185.79,0.0,0.0
2019-05-19,184.32,184.32,184.32,0.0,0.0,184.32,184.32,184.32,0.0,0.0,183.42,183.42,183.42,0.0,0.0,183.42,183.42,183.42,0.0,0.0
2019-05-26,180.3,180.3,180.3,0.0,0.0,181.01,181.01,181.01,0.0,0.0,179.84,179.84,179.84,0.0,0.0,180.2,180.2,180.2,0.0,0.0
2019-06-02,185.17,185.17,185.17,0.0,0.0,187.79,187.79,187.79,0.0,0.0,185.17,185.17,185.17,0.0,0.0,187.31,187.31,187.31,0.0,0.0
2019-06-09,187.74,187.74,187.74,0.0,0.0,188.49,188.49,188.49,0.0,0.0,187.57,187.57,187.57,0.0,0.0,187.81,187.81,187.81,0.0,0.0
2019-06-16,193.15,193.15,193.15,0.0,0.0,193.79,193.79,193.79,0.0,0.0,192.87,192.87,192.87,0.0,0.0,193.29,193.29,193.29,0.0,0.0
2019-06-23,191.39,191.39,191.39,0.0,0.0,192.05,192.05,192.05,0.0,0.0,190.72,190.72,190.72,0.0,0.0,191.85,191.85,191.85,0.0,0.0
2019-06-30,195.01,195.01,195.01,0.0,0.0,195.76,195.76,195.76,0.0,0.0,194.06,194.06,194.06,0.0,0.0,195.46,195.46,195.46,0.0,0.0
2019-07-07,197.71,197.71,197.71,0.0,0.0,198.26,198.26,198.26,0.0,0.0,197.4,197.4,197.4,0.0,0.0,198.2,198.2,198.2,0.0,0.0
2019-07-14,198.03,198.03,198.03,0.0,0.0,198.03,198.03,198.03,0.0,0.0,195.15,195.15,195.15,0.0,0.0,195.18,195.18,195.18,0.0,0.0
2019-07-21,197.82,197.82,197.82,0.0,0.0,198.9,198.9,198.9,0.0,0.0,197.82,197.82,197.82,0.0,0.0,198.74,198.74,198.74,0.0,0.0
2019-07-28,193.56,193.56,193.56,0.0,0.0,193.56,193.56,193.56,0.0,0.0,191.27,191.27,191.27,0.0,0.0,192.18,192.18,192.18,0.0,0.0
2019-08-04,193.62,193.62,193.62,0.0,0.0,193.64,193.64,193.64,0.0,0.0,191.74,191.74,191.74,0.0,0.0,192.83,192.83,192.83,0.0,0.0
2019-08-11,189.99,189.99,189.99,0.0,0.0,191.17,191.17,191.17,0.0,0.0,189.99,189.99,189.99,0.0,0.0,191.15,191.15,191.15,0.0,0.0
2019-08-18,192.68,192.68,192.68,0.0,0.0,193.63,193.63,193.63,0.0,0.0,187.91,187.91,187.91,0.0,0.0,187.92,187.92,187.92,0.0,0.0
2019-08-25,194.82,194.82,194.82,0.0,0.0,194.82,194.82,194.82,0.0,0.0,192.88,192.88,192.88,0.0,0.0,193.56,193.56,193.56,0.0,0.0
2019-09-01,197.03,197.03,197.03,0.0,0.0,197.27,197.27,197.27,0.0,0.0,196.55,196.55,196.55,0.0,0.0,196.57,196.57,196.57,0.0,0.0
2019-09-08,195.21,195.21,195.21,0.0,0.0,195.65,195.65,195.65,0.0,0.0,194.65,194.65,194.65,0.0,0.0,194.92,194.92,194.92,0.0,0.0
2019-09-15,196.4,196.4,196.4,0.0,0.0,196.47,196.47,196.47,0.0,0.0,193.95,193.95,193.95,0.0,0.0,194.64,194.64,194.64,0.0,0.0
2019-09-22,193.04,193.04,193.04,0.0,0.0,193.04,193.04,193.04,0.0,0.0,189.12,189.12,189.12,0.0,0.0,190.06,190.06,190.06,0.0,0.0
2019-09-29,188.47,188.47,188.47,0.0,0.0,190.65,190.65,190.65,0.0,0.0,188.47,188.47,188.47,0.0,0.0,190.54,190.54,190.54,0.0,0.0
2019-10-06,192.33,192.33,192.33,0.0,0.0,193.31,193.31,193.31,0.0,0.0,191.92,191.92,191.92,0.0,0.0,191.92,191.92,191.92,0.0,0.0
2019-10-13,193.77,193.77,193.77,0.0,0.0,194.08,194.08,194.08,0.0,0.0,191.8,191.8,191.8,0.0,0.0,192.61,192.61,192.61,0.0,0.0
2019-10-20,192.4,192.4,192.4,0.0,0.0,194.09,194.09,194.09,0.0,0.0,192.33,192.33,192.33,0.0,0.0,193.8,193.8,193.8,0.0,0.0
2019-10-27,195.66,195.66,195.66,0.0,0.0,196.79,196.79,196.79,0.0,0.0,195.66,195.66,195.66,0.0,0.0,196.01,196.01,196.01,0.0,0.0
2019-11-03,195.47,195.47,195.47,0.0,0.0,196.46,196.46,196.46,0.0,0.0,195.47,195.47,195.47,0.0,0.0,196.27,196.27,196.27,0.0,0.0
2019-11-10,199.39,199.39,199.39,0.0,0.0,199.65,199.65,199.65,0.0,0.0,199.03,199.03,199.03,0.0,0.0,199.63,199.63,199.63,0.0,0.0
2019-11-17,200.13,200.13,200.13,0.0,0.0,200.13,200.13,200.13,0.0,0.0,199.56,199.56,199.56,0.0,0.0,200.03,200.03,200.03,0.0,0.0
2019-11-24,203.99,203.99,203.99,0.0,0.0,204.24,204.24,204.24,0.0,0.0,203.68,203.68,203.68,0.0,0.0,203.68,203.68,203.68,0.0,0.0
2019-12-01,203.12,203.12,203.12,0.0,0.0,203.59,203.59,203.59,0.0,0.0,203.12,203.12,203.12,0.0,0.0,203.4,203.4,203.4,0.0,0.0
2019-12-08,204.8,204.8,204.8,0.0,0.0,205.86,205.86,205.86,0.0,0.0,204.66,204.66,204.66,0.0,0.0,205.35,205.35,205.35,0.0,0.0
2019-12-15,209.87,209.87,209.87,0.0,0.0,210.2,210.2,210.2,0.0,0.0,209.59,209.59,209.59,0.0,0.0,209.99,209.99,209.99,0.0,0.0
2019-12-22,212.15,212.15,212.15,0.0,0.0,212.15,212.15,212.15,0.0,0.0,211.72,211.72,211.72,0.0,0.0,211.72,211.72,211.72,0.0,0.0
2019-12-29,210.55,210.55,210.55,0.0,0.0,212.41,212.41,212.41,0.0,0.0,210.55,210.55,210.55,0.0,0.0,211.46,211.46,211.46,0.0,0.0
