Date,K_Open_average,K_Open_max,K_Open_min,K_Open_volatility,K_Open_change,K_High_average,K_High_max,K_High_min,K_High_volatility,K_High_change,K_Low_average,K_Low_max,K_Low_min,K_Low_volatility,K_Low_change,K_Close_average,K_Close_max,K_Close_min,K_Close_volatility,K_Close_change,K_Volume_average,K_Volume_max,K_Volume_min,K_Volume_volatility,K_Volume_change
2018-01-14,66.148,66.95,65.25,1.7000000000000028,1.7000000000000028,66.83,67.38,66.2,1.1799999999999926,0.9899999999999949,65.726,66.28,65.06,1.2199999999999989,1.2199999999999989,66.408,67.17,65.8,1.3700000000000045,1.230000000000004,3517057,4747416,2143906,2603510,-2603510
2018-01-21,67.458,68.12,66.97,1.1500000000000057,1.1500000000000057,68.074,68.44,67.32,1.1200000000000045,1.0900000000000034,67.24000000000001,67.73,66.51,1.2199999999999989,1.2199999999999989,67.646,68.33,66.93,1.3999999999999915,0.8299999999999983,2541956,4236767,1788498,2448269,336909
2018-01-28,67.502,68.17,65.64,2.530000000000001,-2.030000000000001,68.05199999999999,68.96,66.34,2.6199999999999903,-1.8999999999999915,66.24,67.42,64.08,3.3400000000000034,-3.030000000000001,66.78999999999999,68.32,64.13,4.189999999999998,-3.8100000000000023,3279321,4194789,2788978,1405811,1405811
2018-02-04,65.43,67.65,63.14,4.510000000000005,4.510000000000005,67.116,68.47,65.31,3.1599999999999966,3.1599999999999966,64.926,66.96,62.96,3.999999999999993,3.999999999999993,65.95,67.33,64.21,3.1200000000000045,1.9099999999999966,4672683,5911815,3287655,2624160,-1778516
2018-02-11,67.8625,69.14,66.89,2.25,2.25,68.91,69.93,67.8,2.1300000000000097,2.0900000000000034,67.3825,68.79,66.67,2.1200000000000045,2.1200000000000045,68.6775,69.82,67.49,2.3299999999999983,2.1700000000000017,2771699,3559679,2020042,1539637,-1119739
2018-02-18,68.754,69.51,68.13,1.3800000000000097,-0.8700000000000045,69.49,70.29,68.54,1.75,-1.1300000000000097,68.092,69.33,66.92,2.4099999999999966,-1.5300000000000011,68.748,69.68,68.26,1.4200000000000017,-0.730000000000004,2540686,3399810,1825942,1573868,-1482095
2018-02-25,67.37,69.0,66.37,2.6299999999999955,-1.5699999999999932,68.362,69.3,67.47,1.8299999999999983,-0.0799999999999983,66.696,67.42,66.18,1.2399999999999949,0.3100000000000023,67.424,69.2,66.2,3.0,2.0700000000000074,2849427,3908560,2130000,1778560,783430
2018-03-04,69.58,70.39,69.01,1.3799999999999955,1.2399999999999949,70.266,71.08,69.7,1.3799999999999955,1.0699999999999932,69.122,69.83,68.62,1.2099999999999937,1.0,69.784,70.25,69.3,0.9500000000000028,-0.07000000000000739,2400222,3269530,1452970,1816560,-805821
2018-03-11,68.526,70.15,66.37,3.780000000000001,-3.780000000000001,69.13,70.66,67.29,3.3699999999999903,-3.3299999999999983,67.372,69.46,65.88,3.5799999999999983,-3.309999999999988,67.7,69.64,66.43,3.2099999999999937,-3.2099999999999937,4164903,8421158,2557250,5863908,815195
2018-03-18,64.324,66.63,63.61,3.019999999999996,-2.8799999999999955,64.904,67.14,64.24,2.9000000000000057,-2.9000000000000057,63.696000000000005,65.87,62.95,2.9200000000000017,-2.5900000000000034,64.09,66.32,62.95,3.3699999999999903,-2.1899999999999977,3247108,5261287,1723789,3537498,-2404763
