Date,KALU_Open_average,KALU_Open_max,KALU_Open_min,KALU_Open_volatility,KALU_Open_change,KALU_High_average,KALU_High_max,KALU_High_min,KALU_High_volatility,KALU_High_change,KALU_Low_average,KALU_Low_max,KALU_Low_min,KALU_Low_volatility,KALU_Low_change,KALU_Close_average,KALU_Close_max,KALU_Close_min,KALU_Close_volatility,KALU_Close_change,KALU_Volume_average,KALU_Volume_max,KALU_Volume_min,KALU_Volume_volatility,KALU_Volume_change
2018-01-14,113.01,115.06,111.0,4.060000000000002,2.6700000000000017,114.764,116.13,113.71,2.4200000000000017,2.4200000000000017,111.758,113.65,110.06,3.5900000000000034,3.019999999999996,113.564,116.1,110.22,5.8799999999999955,5.8799999999999955,100456,132475,73324,59151,-49523
2018-01-21,114.63,115.86,113.06,2.799999999999997,-2.6099999999999994,115.654,116.86,114.43,2.4299999999999926,-1.5699999999999932,113.332,114.67,112.57,2.1000000000000085,-0.9400000000000119,113.922,115.0,112.66,2.3400000000000034,-2.240000000000009,140267,227710,78840,148870,-2619
2018-01-28,109.42399999999999,112.1,105.45,6.6499999999999915,-6.6499999999999915,110.94,113.82,108.41,5.409999999999997,-5.409999999999997,107.774,110.27,103.58,6.689999999999998,-6.689999999999998,108.31,110.44,104.25,6.189999999999998,-6.189999999999998,136292,168690,100704,67986,-32590
2018-02-04,104.272,105.63,101.81,3.819999999999993,3.819999999999993,106.572,107.97,105.71,2.260000000000005,-0.7099999999999937,102.834,104.8,101.02,3.780000000000001,3.299999999999997,104.682,105.83,102.27,3.5600000000000023,-0.6400000000000006,113947,152717,77905,74812,-62463
2018-02-11,107.005,109.31,104.67,4.640000000000001,3.3900000000000006,110.3275,113.94,107.46,6.480000000000004,3.3700000000000045,106.0875,107.42,104.67,2.75,2.230000000000004,108.0275,108.75,106.74,2.010000000000005,2.010000000000005,122216,253367,66232,187135,174553
2018-02-18,105.24,107.76,101.0,6.760000000000005,-1.5500000000000114,107.972,110.04,106.2,3.8400000000000034,-2.6099999999999994,103.14399999999999,105.16,101.0,4.159999999999997,-1.6099999999999994,105.548,108.19,103.59,4.599999999999994,-0.539999999999992,140234,178498,108372,70126,6440
2018-02-25,102.334,104.52,100.26,4.259999999999991,-4.259999999999991,103.994,105.93,102.86,3.0700000000000074,-2.8000000000000114,100.744,103.59,99.85,3.740000000000009,-3.5200000000000102,101.89,104.66,100.37,4.289999999999992,-3.0,138502,192576,92458,100118,-100118
2018-03-04,104.422,106.82,102.74,4.079999999999998,4.079999999999998,106.212,108.6,104.48,4.11999999999999,4.11999999999999,103.738,106.71,102.09,4.61999999999999,4.519999999999996,105.514,107.11,104.34,2.769999999999996,2.549999999999997,139939,215860,89432,126428,-19628
2018-03-11,105.874,108.4,103.51,4.890000000000001,-2.259999999999991,107.93599999999999,111.99,105.7,6.289999999999992,-4.420000000000002,104.404,106.93,103.13,3.8000000000000114,-3.200000000000003,105.41,107.25,103.33,3.9200000000000017,-1.7600000000000051,126808,262888,80838,182050,-30202
2018-03-18,103.24000000000001,105.2,101.7,3.5,-3.5,104.72,105.9,103.41,2.490000000000009,-2.430000000000007,101.414,103.28,99.79,3.489999999999995,-3.489999999999995,102.168,104.68,99.8,4.88000000000001,-2.4200000000000017,108268,166447,61671,104776,55783
2018-03-25,100.2825,101.1,99.45,1.6499999999999915,-0.01999999999999602,101.285,102.53,99.45,3.0799999999999983,0.960000000000008,98.60249999999999,99.28,97.62,1.6599999999999966,-0.8200000000000074,99.595,100.9,98.96,1.940000000000012,-0.5100000000000051,112414,146678,88060,58618,-8844
2018-04-01,100.91,103.14,98.36,4.780000000000001,3.660000000000011,102.864,104.33,100.31,4.019999999999996,2.269999999999996,99.626,100.91,98.04,2.8699999999999903,0.480000000000004,101.436,103.65,99.86,3.7900000000000063,2.450000000000003,101964,132912,71663,61249,6137
2018-04-08,105.566,106.64,103.71,2.930000000000007,1.7000000000000028,106.988,107.7,106.14,1.5600000000000023,0.8500000000000085,104.488,105.0,103.39,1.6099999999999994,1.6099999999999994,105.664,107.11,104.48,2.6299999999999955,1.1500000000000057,84664,132906,62007,70899,-63861
2018-04-15,107.294,108.67,104.88,3.7900000000000063,-2.6300000000000097,108.484,110.11,106.19,3.9200000000000017,-3.180000000000007,105.636,107.61,102.04,5.569999999999993,-4.659999999999997,106.12,107.72,102.1,5.6200000000000045,-5.6200000000000045,114948,142818,94931,47887,-20414
2018-04-22,100.592,102.75,99.29,3.4599999999999937,-2.6400000000000006,103.544,107.78,101.02,6.760000000000005,-4.099999999999994,97.614,99.25,95.42,3.8299999999999983,-1.0999999999999943,100.04599999999999,100.82,98.54,2.279999999999987,-1.3499999999999943,180491,232189,134222,97967,-22874
2018-04-29,99.326,101.06,97.85,3.210000000000008,2.799999999999997,100.948,102.09,99.3,2.7900000000000063,2.6899999999999977,98.62,100.28,95.75,4.530000000000001,4.530000000000001,99.682,100.48,97.71,2.7700000000000102,2.700000000000003,122390,192332,84847,107485,-107485
2018-05-06,103.22200000000001,106.43,100.41,6.02000000000001,6.02000000000001,105.15,108.14,101.65,6.489999999999995,6.489999999999995,102.616,104.99,99.65,5.339999999999989,4.679999999999993,103.884,105.84,100.42,5.420000000000002,4.319999999999993,98715,154211,72304,81907,7167
2018-05-13,105.57000000000001,106.89,103.4,3.489999999999995,3.4799999999999898,107.04599999999999,109.47,105.64,3.8299999999999983,3.8299999999999983,105.296,106.88,103.4,3.4799999999999898,3.4799999999999898,106.452,109.24,104.41,4.829999999999998,4.829999999999998,104984,125508,76083,49425,36065
2018-05-20,108.73750000000001,109.7,108.12,1.5799999999999983,-0.9399999999999977,109.69,110.41,109.21,1.2000000000000028,-0.8900000000000006,107.7975,108.56,107.02,1.5400000000000063,-0.6700000000000017,108.76,109.11,108.54,0.5699999999999932,-0.14000000000000057,196517,267419,112820,154599,77421
2018-05-27,109.68,111.29,107.09,4.200000000000003,3.0900000000000034,111.104,112.75,109.12,3.6299999999999955,1.9899999999999949,108.506,109.93,106.61,3.3200000000000074,3.1400000000000006,109.602,110.39,107.16,3.230000000000004,2.9200000000000017,138920,196372,92754,103618,-18109
