Date,NGS_Open_average,NGS_Open_max,NGS_Open_min,NGS_Open_volatility,NGS_Open_change,NGS_High_average,NGS_High_max,NGS_High_min,NGS_High_volatility,NGS_High_change,NGS_Low_average,NGS_Low_max,NGS_Low_min,NGS_Low_volatility,NGS_Low_change,NGS_Close_average,NGS_Close_max,NGS_Close_min,NGS_Close_volatility,NGS_Close_change,NGS_Volume_average,NGS_Volume_max,NGS_Volume_min,NGS_Volume_volatility,NGS_Volume_change
2018-01-14,28.8375,29.05,28.4,0.6500000000000021,-0.5500000000000007,28.9925,29.15,28.8,0.34999999999999787,-0.34999999999999787,28.475,28.8,28.25,0.5500000000000007,-0.10000000000000142,28.7875,29.0,28.65,0.3500000000000014,-0.20000000000000284,22347,26935,18363,8572,-7021
2018-01-21,28.88,29.0,28.65,0.3500000000000014,0.3000000000000007,29.11,29.35,28.9,0.45000000000000284,0.3500000000000014,28.53,28.7,28.35,0.34999999999999787,0.1999999999999993,28.830000000000002,29.1,28.6,0.5,0.3000000000000007,23863,36880,17824,19056,-2078
2018-01-28,28.33,29.0,27.6,1.3999999999999986,-1.0,28.59,29.0,28.15,0.8500000000000014,-0.8500000000000014,27.812,28.46,27.2,1.2600000000000016,-1.2600000000000016,28.05,28.65,27.2,1.4499999999999993,-1.4499999999999993,22729,26633,19317,7316,-1591
2018-02-04,26.05,26.9,25.55,1.3499999999999979,-1.0499999999999972,26.534,27.57,25.85,1.7199999999999989,-1.7199999999999989,25.5,26.05,24.95,1.1000000000000014,-1.1000000000000014,25.810000000000002,26.25,25.5,0.75,-0.6000000000000014,30729,49109,14393,34716,-17389
2018-02-11,25.95,26.5,25.55,0.9499999999999993,0.8999999999999986,26.514,27.15,25.95,1.1999999999999993,1.1999999999999993,25.81,26.45,25.4,1.0500000000000007,1.0500000000000007,26.28,26.7,25.8,0.8999999999999986,0.8999999999999986,28172,74238,11841,62397,-6685
2018-02-18,26.45,26.7,26.25,0.4499999999999993,-0.4499999999999993,26.845,26.98,26.8,0.17999999999999972,0.0,26.0425,26.3,25.9,0.40000000000000213,0.129999999999999,26.2875,26.7,25.9,0.8000000000000007,0.5,22630,41156,10929,30227,25815
2018-02-25,26.34,27.25,24.75,2.5,-0.6499999999999986,27.130000000000003,28.1,26.1,2.0,-0.6499999999999986,25.6,26.95,24.05,2.8999999999999986,-0.75,26.37,27.35,24.9,2.450000000000003,-0.75,25826,32528,19367,13161,-367
2018-03-04,26.48,26.85,26.2,0.6500000000000021,0.25,27.27,27.65,26.9,0.75,0.6000000000000014,26.27,26.5,26.1,0.3999999999999986,0.3999999999999986,26.91,27.5,26.45,1.0500000000000007,0.75,24946,38917,15184,23733,20154
2018-03-11,26.259999999999998,27.65,24.55,3.099999999999998,-2.849999999999998,26.69,27.95,25.45,2.5,-2.4499999999999993,25.5,27.15,24.3,2.849999999999998,-2.599999999999998,25.82,27.8,24.55,3.25,-2.650000000000002,39239,63955,27476,36479,32037
2018-03-18,24.93,25.15,24.45,0.6999999999999993,-0.6999999999999993,25.490000000000002,25.85,24.85,1.0,-0.5999999999999979,24.55,24.9,23.9,1.0,-0.9500000000000028,24.75,25.4,23.9,1.5,-1.2000000000000028,35428,52971,20322,32649,-4057
2018-03-25,23.6875,24.2,23.35,0.8499999999999979,-0.8000000000000007,24.275,24.65,23.8,0.8499999999999979,-0.5500000000000007,23.305,23.5,23.05,0.4499999999999993,-0.10000000000000142,23.6625,24.1,23.3,0.8000000000000007,-0.25,33605,40465,26643,13822,-10406
2018-04-01,24.39,24.75,24.0,0.75,0.75,24.85,25.35,24.45,0.9000000000000021,0.5500000000000007,24.080000000000002,24.5,23.6,0.8999999999999986,0.7999999999999972,24.53,24.85,24.35,0.5,0.14999999999999858,42079,59635,31636,27999,-17894
2018-04-08,25.14,25.6,24.65,0.9500000000000028,0.8000000000000007,25.516,25.9,24.8,1.0999999999999979,0.8999999999999986,24.93,25.35,24.4,0.9500000000000028,0.8500000000000014,25.189999999999998,25.45,24.5,0.9499999999999993,0.8999999999999986,34856,55272,22908,32364,6658
2018-04-15,25.99,26.4,25.5,0.8999999999999986,0.8999999999999986,26.416,26.7,26.13,0.5700000000000003,0.5,25.81,26.3,25.25,1.0500000000000007,1.0500000000000007,26.17,26.55,25.85,0.6999999999999993,0.6999999999999993,32194,59493,15099,44394,-9007
2018-04-22,26.25,26.5,26.05,0.4499999999999993,-0.3000000000000007,26.45,26.6,26.3,0.3000000000000007,-0.10000000000000142,25.72,26.1,25.1,1.0,-0.6999999999999993,25.92,26.25,25.1,1.1499999999999986,-1.1499999999999986,16301,22849,11657,11192,9120
2018-04-29,24.29,25.15,23.7,1.4499999999999993,-0.6499999999999986,24.779999999999998,25.4,24.15,1.25,0.1999999999999993,23.89,24.4,23.65,0.75,0.34999999999999787,24.33,25.2,23.75,1.4499999999999993,1.0999999999999979,48349,91142,24648,66494,-4555
2018-05-06,25.13,25.25,25.0,0.25,-0.25,25.31,25.7,25.0,0.6999999999999993,-0.6999999999999993,24.77,25.05,24.4,0.6500000000000021,-0.6500000000000021,24.96,25.3,24.45,0.8500000000000014,-0.8500000000000014,16973,28650,7545,21105,-4330
2018-05-13,24.169999999999998,24.5,23.9,0.6000000000000014,0.05000000000000071,24.41,24.6,24.2,0.40000000000000213,0.05000000000000071,23.874,24.05,23.75,0.3000000000000007,0.14999999999999858,24.05,24.35,23.9,0.45000000000000284,0.05000000000000071,21567,27810,13766,14044,12035
