Date,First Trust RiverFront Dynamic DM_Open_average,First Trust RiverFront Dynamic DM_Open_max,First Trust RiverFront Dynamic DM_Open_min,First Trust RiverFront Dynamic DM_Open_volatility,First Trust RiverFront Dynamic DM_Open_change,First Trust RiverFront Dynamic DM_High_average,First Trust RiverFront Dynamic DM_High_max,First Trust RiverFront Dynamic DM_High_min,First Trust RiverFront Dynamic DM_High_volatility,First Trust RiverFront Dynamic DM_High_change,First Trust RiverFront Dynamic DM_Low_average,First Trust RiverFront Dynamic DM_Low_max,First Trust RiverFront Dynamic DM_Low_min,First Trust RiverFront Dynamic DM_Low_volatility,First Trust RiverFront Dynamic DM_Low_change,First Trust RiverFront Dynamic DM_Close_average,First Trust RiverFront Dynamic DM_Close_max,First Trust RiverFront Dynamic DM_Close_min,First Trust RiverFront Dynamic DM_Close_volatility,First Trust RiverFront Dynamic DM_Close_change
2018-04-15,64.67,64.67,64.67,0.0,0.0,64.79,64.79,64.79,0.0,0.0,64.49,64.49,64.49,0.0,0.0,64.69,64.69,64.69,0.0,0.0
2018-04-22,64.27,64.27,64.27,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.13,64.13,64.13,0.0,0.0,64.18,64.18,64.18,0.0,0.0
2018-04-29,64.53,64.53,64.53,0.0,0.0,64.72,64.72,64.72,0.0,0.0,64.46,64.46,64.46,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2018-05-06,65.96,65.96,65.96,0.0,0.0,65.96,65.96,65.96,0.0,0.0,65.48,65.48,65.48,0.0,0.0,65.55,65.55,65.55,0.0,0.0
2018-05-13,65.71,65.71,65.71,0.0,0.0,65.81,65.81,65.81,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.81,65.81,65.81,0.0,0.0
2018-05-20,64.37,64.37,64.37,0.0,0.0,64.47,64.47,64.47,0.0,0.0,64.22,64.22,64.22,0.0,0.0,64.35,64.35,64.35,0.0,0.0
2018-05-27,64.68,64.68,64.68,0.0,0.0,64.71,64.71,64.71,0.0,0.0,64.41,64.41,64.41,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2018-06-03,64.99,64.99,64.99,0.0,0.0,65.3,65.3,65.3,0.0,0.0,64.99,64.99,64.99,0.0,0.0,65.19,65.19,65.19,0.0,0.0
2018-06-10,63.68,63.68,63.68,0.0,0.0,63.93,63.93,63.93,0.0,0.0,63.56,63.56,63.56,0.0,0.0,63.92,63.92,63.92,0.0,0.0
2018-06-17,61.57,61.57,61.57,0.0,0.0,61.66,61.66,61.66,0.0,0.0,61.08,61.08,61.08,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2018-06-24,60.3,60.3,60.3,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.24,60.24,60.24,0.0,0.0,60.44,60.44,60.44,0.0,0.0
2018-07-01,62.15,62.15,62.15,0.0,0.0,62.26,62.26,62.26,0.0,0.0,62.0,62.0,62.0,0.0,0.0,62.26,62.26,62.26,0.0,0.0
2018-07-08,62.05,62.05,62.05,0.0,0.0,62.12,62.12,62.12,0.0,0.0,61.93,61.93,61.93,0.0,0.0,62.04,62.04,62.04,0.0,0.0
2018-07-15,62.11,62.11,62.11,0.0,0.0,62.22,62.22,62.22,0.0,0.0,62.03,62.03,62.03,0.0,0.0,62.19,62.19,62.19,0.0,0.0
2018-07-22,63.14,63.14,63.14,0.0,0.0,63.14,63.14,63.14,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.85,62.85,62.85,0.0,0.0
2018-07-29,61.89,61.89,61.89,0.0,0.0,62.08,62.08,62.08,0.0,0.0,61.78,61.78,61.78,0.0,0.0,61.94,61.94,61.94,0.0,0.0
2018-08-05,60.73,60.73,60.73,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.5,60.5,60.5,0.0,0.0,60.68,60.68,60.68,0.0,0.0
2018-08-12,60.56,60.56,60.56,0.0,0.0,60.73,60.73,60.73,0.0,0.0,60.5,60.5,60.5,0.0,0.0,60.68,60.68,60.68,0.0,0.0
2018-08-19,61.79,61.79,61.79,0.0,0.0,62.26,62.26,62.26,0.0,0.0,61.79,61.79,61.79,0.0,0.0,62.21,62.21,62.21,0.0,0.0
2018-08-26,61.68,61.68,61.68,0.0,0.0,61.79,61.79,61.79,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.53,61.53,61.53,0.0,0.0
2018-09-02,60.0,60.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.84,59.84,59.84,0.0,0.0,59.84,59.84,59.84,0.0,0.0
2018-09-09,61.09,61.09,61.09,0.0,0.0,61.17,61.17,61.17,0.0,0.0,60.77,60.77,60.77,0.0,0.0,60.77,60.77,60.77,0.0,0.0
2018-09-16,62.31,62.31,62.31,0.0,0.0,62.35,62.35,62.35,0.0,0.0,62.04,62.04,62.04,0.0,0.0,62.04,62.04,62.04,0.0,0.0
2018-09-23,62.04,62.04,62.04,0.0,0.0,62.15,62.15,62.15,0.0,0.0,61.91,61.91,61.91,0.0,0.0,61.99,61.99,61.99,0.0,0.0
2018-09-30,59.1,59.1,59.1,0.0,0.0,59.39,59.39,59.39,0.0,0.0,58.94,58.94,58.94,0.0,0.0,59.36,59.36,59.36,0.0,0.0
2018-10-07,56.81,56.81,56.81,0.0,0.0,57.09,57.09,57.09,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.84,56.84,56.84,0.0,0.0
2018-10-14,56.67,56.67,56.67,0.0,0.0,56.67,56.67,56.67,0.0,0.0,56.29,56.29,56.29,0.0,0.0,56.43,56.43,56.43,0.0,0.0
2018-10-21,54.98,54.98,54.98,0.0,0.0,55.16,55.16,55.16,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.95,53.95,53.95,0.0,0.0
2018-10-28,56.39,56.39,56.39,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.19,56.19,56.19,0.0,0.0,56.35,56.35,56.35,0.0,0.0
2018-11-04,55.62,55.62,55.62,0.0,0.0,55.62,55.62,55.62,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.99,54.99,54.99,0.0,0.0
2018-11-11,55.17,55.17,55.17,0.0,0.0,55.27,55.27,55.27,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2018-11-18,54.59,54.59,54.59,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2018-11-25,55.75,55.75,55.75,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.79,55.79,55.79,0.0,0.0
2018-12-02,52.71,52.71,52.71,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.57,52.57,52.57,0.0,0.0
2018-12-09,52.41,52.41,52.41,0.0,0.0,52.52,52.52,52.52,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.99,51.99,51.99,0.0,0.0
2018-12-16,50.03,50.03,50.03,0.0,0.0,50.11,50.11,50.11,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2018-12-23,51.45,51.45,51.45,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.23,51.23,51.23,0.0,0.0
2018-12-30,52.49,52.49,52.49,0.0,0.0,53.06,53.06,53.06,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.83,52.83,52.83,0.0,0.0
2019-01-06,53.36,53.36,53.36,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.49,53.49,53.49,0.0,0.0
2019-01-13,54.68,54.68,54.68,0.0,0.0,54.93,54.93,54.93,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.74,54.74,54.74,0.0,0.0
2019-01-20,54.7,54.7,54.7,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.83,54.83,54.83,0.0,0.0
2019-01-27,55.73,55.73,55.73,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.9,55.9,55.9,0.0,0.0
2019-02-03,54.94,54.94,54.94,0.0,0.0,55.02,55.02,55.02,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.86,54.86,54.86,0.0,0.0
2019-02-10,56.04,56.04,56.04,0.0,0.0,56.25,56.25,56.25,0.0,0.0,56.04,56.04,56.04,0.0,0.0,56.23,56.23,56.23,0.0,0.0
2019-02-17,56.92,56.92,56.92,0.0,0.0,56.98,56.98,56.98,0.0,0.0,56.71,56.71,56.71,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2019-02-24,57.03,57.03,57.03,0.0,0.0,57.03,57.03,57.03,0.0,0.0,56.57,56.57,56.57,0.0,0.0,56.76,56.76,56.76,0.0,0.0
2019-03-03,55.67,55.67,55.67,0.0,0.0,56.06,56.06,56.06,0.0,0.0,55.67,55.67,55.67,0.0,0.0,56.06,56.06,56.06,0.0,0.0
2019-03-10,56.98,56.98,56.98,0.0,0.0,57.06,57.06,57.06,0.0,0.0,56.88,56.88,56.88,0.0,0.0,57.02,57.02,57.02,0.0,0.0
2019-03-17,55.84,55.84,55.84,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.78,55.78,55.78,0.0,0.0,55.99,55.99,55.99,0.0,0.0
2019-03-24,57.07,57.07,57.07,0.0,0.0,57.2,57.2,57.2,0.0,0.0,56.96,56.96,56.96,0.0,0.0,57.14,57.14,57.14,0.0,0.0
2019-03-31,57.86,57.86,57.86,0.0,0.0,57.86,57.86,57.86,0.0,0.0,57.69,57.69,57.69,0.0,0.0,57.8,57.8,57.8,0.0,0.0
2019-04-07,58.12,58.12,58.12,0.0,0.0,58.12,58.12,58.12,0.0,0.0,58.02,58.02,58.02,0.0,0.0,58.09,58.09,58.09,0.0,0.0
2019-04-14,58.08,58.08,58.08,0.0,0.0,58.26,58.26,58.26,0.0,0.0,58.08,58.08,58.08,0.0,0.0,58.21,58.21,58.21,0.0,0.0
2019-04-21,57.76,57.76,57.76,0.0,0.0,58.02,58.02,58.02,0.0,0.0,57.76,57.76,57.76,0.0,0.0,57.98,57.98,57.98,0.0,0.0
2019-04-28,56.88,56.88,56.88,0.0,0.0,57.5,57.5,57.5,0.0,0.0,56.88,56.88,56.88,0.0,0.0,57.48,57.48,57.48,0.0,0.0
2019-05-05,55.21,55.21,55.21,0.0,0.0,55.32,55.32,55.32,0.0,0.0,54.96,54.96,54.96,0.0,0.0,55.06,55.06,55.06,0.0,0.0
2019-05-12,55.6,55.6,55.6,0.0,0.0,55.7,55.7,55.7,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.61,55.61,55.61,0.0,0.0
2019-05-19,55.72,55.72,55.72,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.61,55.61,55.61,0.0,0.0,55.68,55.68,55.68,0.0,0.0
2019-05-26,54.54,54.54,54.54,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2019-06-02,56.39,56.39,56.39,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.39,56.39,56.39,0.0,0.0,56.41,56.41,56.41,0.0,0.0
2019-06-09,54.93,54.93,54.93,0.0,0.0,55.01,55.01,55.01,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2019-06-16,56.45,56.45,56.45,0.0,0.0,56.57,56.57,56.57,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2019-06-23,57.38,57.38,57.38,0.0,0.0,57.38,57.38,57.38,0.0,0.0,56.98,56.98,56.98,0.0,0.0,57.11,57.11,57.11,0.0,0.0
2019-06-30,56.74,56.74,56.74,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.68,56.68,56.68,0.0,0.0
2019-07-07,56.78,56.78,56.78,0.0,0.0,56.83,56.83,56.83,0.0,0.0,56.7,56.7,56.7,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2019-07-14,56.52,56.52,56.52,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.48,56.48,56.48,0.0,0.0
2019-07-21,56.58,56.58,56.58,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.53,56.53,56.53,0.0,0.0
2019-07-28,53.89,53.89,53.89,0.0,0.0,53.92,53.92,53.92,0.0,0.0,53.26,53.26,53.26,0.0,0.0,53.43,53.43,53.43,0.0,0.0
2019-08-04,53.93,53.93,53.93,0.0,0.0,53.96,53.96,53.96,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.63,53.63,53.63,0.0,0.0
2019-08-11,53.77,53.77,53.77,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2019-08-18,53.58,53.58,53.58,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.51,53.51,53.51,0.0,0.0
2019-08-25,54.4,54.4,54.4,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.04,54.04,54.04,0.0,0.0,54.25,54.25,54.25,0.0,0.0
2019-09-01,55.6,55.6,55.6,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.58,55.58,55.58,0.0,0.0
2019-09-08,56.6,56.6,56.6,0.0,0.0,56.63,56.63,56.63,0.0,0.0,56.44,56.44,56.44,0.0,0.0,56.48,56.48,56.48,0.0,0.0
2019-09-15,55.95,55.95,55.95,0.0,0.0,56.19,56.19,56.19,0.0,0.0,55.95,55.95,55.95,0.0,0.0,56.19,56.19,56.19,0.0,0.0
2019-09-22,55.58,55.58,55.58,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.69,55.69,55.69,0.0,0.0
2019-09-29,54.77,54.77,54.77,0.0,0.0,55.01,55.01,55.01,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.8,54.8,54.8,0.0,0.0
2019-10-06,55.85,55.85,55.85,0.0,0.0,55.89,55.89,55.89,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.85,55.85,55.85,0.0,0.0
2019-10-13,57.01,57.01,57.01,0.0,0.0,57.03,57.03,57.03,0.0,0.0,56.98,56.98,56.98,0.0,0.0,57.01,57.01,57.01,0.0,0.0
2019-10-20,57.49,57.49,57.49,0.0,0.0,57.68,57.68,57.68,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.67,57.67,57.67,0.0,0.0
2019-10-27,58.51,58.51,58.51,0.0,0.0,58.51,58.51,58.51,0.0,0.0,58.31,58.31,58.31,0.0,0.0,58.34,58.34,58.34,0.0,0.0
2019-11-03,58.47,58.47,58.47,0.0,0.0,58.59,58.59,58.59,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.56,58.56,58.56,0.0,0.0
2019-11-10,58.42,58.42,58.42,0.0,0.0,58.62,58.62,58.62,0.0,0.0,58.42,58.42,58.42,0.0,0.0,58.59,58.59,58.59,0.0,0.0
2019-11-17,58.37,58.37,58.37,0.0,0.0,58.56,58.56,58.56,0.0,0.0,58.37,58.37,58.37,0.0,0.0,58.56,58.56,58.56,0.0,0.0
2019-11-24,58.24,58.24,58.24,0.0,0.0,58.24,58.24,58.24,0.0,0.0,57.76,57.76,57.76,0.0,0.0,57.99,57.99,57.99,0.0,0.0
2019-12-01,58.78,58.78,58.78,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.66,58.66,58.66,0.0,0.0,58.66,58.66,58.66,0.0,0.0
2019-12-08,60.07,60.07,60.07,0.0,0.0,60.15,60.15,60.15,0.0,0.0,60.03,60.03,60.03,0.0,0.0,60.08,60.08,60.08,0.0,0.0
2019-12-15,59.7,59.7,59.7,0.0,0.0,59.83,59.83,59.83,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.8,59.8,59.8,0.0,0.0
2019-12-22,59.78,59.78,59.78,0.0,0.0,60.01,60.01,60.01,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.7,59.7,59.7,0.0,0.0
2019-12-29,59.73,59.73,59.73,0.0,0.0,60.12,60.12,60.12,0.0,0.0,59.72,59.72,59.72,0.0,0.0,59.8,59.8,59.8,0.0,0.0
