Date,CHTR_Open_average,CHTR_Open_max,CHTR_Open_min,CHTR_Open_volatility,CHTR_Open_change,CHTR_High_average,CHTR_High_max,CHTR_High_min,CHTR_High_volatility,CHTR_High_change,CHTR_Low_average,CHTR_Low_max,CHTR_Low_min,CHTR_Low_volatility,CHTR_Low_change,CHTR_Close_average,CHTR_Close_max,CHTR_Close_min,CHTR_Close_volatility,CHTR_Close_change,CHTR_Volume_average,CHTR_Volume_max,CHTR_Volume_min,CHTR_Volume_volatility,CHTR_Volume_change
2018-01-14,360.072,366.73,352.18,14.550000000000011,14.189999999999998,364.556,371.0,356.54,14.45999999999998,14.45999999999998,357.444,366.0,349.87,16.129999999999995,16.129999999999995,362.464,370.25,352.93,17.319999999999993,17.319999999999993,1408384,1821960,1112560,709400,709400
2018-01-21,373.112,376.23,367.81,8.420000000000016,7.430000000000007,376.44,378.38,372.0,6.3799999999999955,4.6200000000000045,370.03,374.31,366.16,8.149999999999977,4.5499999999999545,374.414,377.0,369.25,7.75,5.25,1187476,1758310,925630,832680,-117480
2018-01-28,379.778,391.6,374.81,16.79000000000002,15.230000000000018,385.838,396.64,377.98,18.659999999999968,17.019999999999982,372.632,375.5,371.14,4.360000000000014,-0.3699999999999477,377.014,387.5,371.18,16.319999999999993,-4.0,2514016,4374880,1241630,3133250,1631000
2018-02-04,359.392,367.11,350.26,16.850000000000023,-15.819999999999993,364.092,370.96,355.56,15.399999999999977,-10.579999999999984,351.892,360.12,343.15,16.970000000000027,-10.120000000000005,357.852,369.75,348.65,21.100000000000023,-11.870000000000005,2116046,4492120,855080,3637040,-3637040
2018-02-11,357.96,364.03,354.06,9.96999999999997,9.569999999999993,363.1975,370.09,357.49,12.599999999999966,12.599999999999966,355.635,361.49,352.01,9.480000000000018,8.079999999999984,360.9875,365.66,355.68,9.980000000000018,9.980000000000018,884145,1096710,751950,344760,-20450
2018-02-18,362.078,365.32,359.34,5.980000000000018,0.339999999999975,366.866,368.37,365.23,3.1399999999999864,3.1399999999999864,356.752,358.67,355.02,3.650000000000034,-1.3799999999999955,359.914,365.06,356.75,8.310000000000002,-0.75,733252,878280,601080,277200,-33020
2018-02-25,344.158,357.76,330.51,27.25,-27.25,350.34,359.75,339.73,20.019999999999982,-10.220000000000027,338.236,351.12,328.93,22.189999999999998,-22.189999999999998,342.382,351.22,332.75,18.470000000000027,-4.6200000000000045,1620610,2740420,947160,1793260,1793260
2018-03-04,343.558,349.56,337.5,12.060000000000002,0.38999999999998636,350.27,369.51,339.73,29.779999999999973,20.279999999999973,339.66200000000003,349.56,334.16,15.399999999999977,13.269999999999982,344.926,359.22,337.96,21.260000000000048,21.260000000000048,1249564,2001270,940930,1060340,812830
2018-03-11,346.892,361.05,340.14,20.910000000000025,-20.360000000000014,348.83,362.84,340.69,22.149999999999977,-22.149999999999977,339.294,348.19,331.49,16.69999999999999,-16.69999999999999,341.136,350.01,332.99,17.019999999999982,-17.019999999999982,1441856,2883020,823330,2059690,546750
2018-03-18,324.306,332.87,316.45,16.420000000000016,-16.420000000000016,325.562,333.85,316.9,16.950000000000045,-16.950000000000045,318.114,327.4,307.23,20.16999999999996,-20.16999999999996,320.124,327.61,312.18,15.430000000000007,-15.430000000000007,1541476,2769200,907380,1861820,659620
