Date,iShares Edge MSCI Multifactor Intl_Open_average,iShares Edge MSCI Multifactor Intl_Open_max,iShares Edge MSCI Multifactor Intl_Open_min,iShares Edge MSCI Multifactor Intl_Open_volatility,iShares Edge MSCI Multifactor Intl_Open_change,iShares Edge MSCI Multifactor Intl_High_average,iShares Edge MSCI Multifactor Intl_High_max,iShares Edge MSCI Multifactor Intl_High_min,iShares Edge MSCI Multifactor Intl_High_volatility,iShares Edge MSCI Multifactor Intl_High_change,iShares Edge MSCI Multifactor Intl_Low_average,iShares Edge MSCI Multifactor Intl_Low_max,iShares Edge MSCI Multifactor Intl_Low_min,iShares Edge MSCI Multifactor Intl_Low_volatility,iShares Edge MSCI Multifactor Intl_Low_change,iShares Edge MSCI Multifactor Intl_Close_average,iShares Edge MSCI Multifactor Intl_Close_max,iShares Edge MSCI Multifactor Intl_Close_min,iShares Edge MSCI Multifactor Intl_Close_volatility,iShares Edge MSCI Multifactor Intl_Close_change
2018-07-01,27.95,27.95,27.95,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.95,27.95,27.95,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2018-07-08,27.87,27.87,27.87,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.87,27.87,27.87,0.0,0.0
2018-07-15,27.95,27.95,27.95,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2018-07-22,28.45,28.45,28.45,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2018-07-29,27.84,27.84,27.84,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2018-08-05,27.39,27.39,27.39,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2018-08-12,27.35,27.35,27.35,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2018-08-19,27.86,27.86,27.86,0.0,0.0,28.02,28.02,28.02,0.0,0.0,27.84,27.84,27.84,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2018-08-26,27.77,27.77,27.77,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2018-09-02,27.14,27.14,27.14,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2018-09-09,27.67,27.67,27.67,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2018-09-16,28.39,28.39,28.39,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2018-09-23,28.24,28.24,28.24,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2018-09-30,27.17,27.17,27.17,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2018-10-07,26.14,26.14,26.14,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2018-10-14,26.02,26.02,26.02,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2018-10-21,25.27,25.27,25.27,0.0,0.0,25.39,25.39,25.39,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2018-10-28,25.9,25.9,25.9,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2018-11-04,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2018-11-11,25.68,25.68,25.68,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2018-11-18,25.3,25.3,25.3,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2018-11-25,25.77,25.77,25.77,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2018-12-02,24.45,24.45,24.45,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2018-12-09,24.37,24.37,24.37,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2018-12-16,23.25,23.25,23.25,0.0,0.0,23.36,23.36,23.36,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.95,22.95,22.95,0.0,0.0
2018-12-23,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2018-12-30,24.27,24.27,24.27,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2019-01-06,24.77,24.77,24.77,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2019-01-13,25.54,25.54,25.54,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2019-01-20,25.52,25.52,25.52,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2019-01-27,25.87,25.87,25.87,0.0,0.0,26.06,26.06,26.06,0.0,0.0,25.87,25.87,25.87,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2019-02-03,25.44,25.44,25.44,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2019-02-10,26.0,26.0,26.0,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.92,25.92,25.92,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-02-17,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2019-02-24,26.34,26.34,26.34,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2019-03-03,25.79,25.79,25.79,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.79,25.79,25.79,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2019-03-10,26.41,26.41,26.41,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-03-17,26.0,26.0,26.0,0.0,0.0,26.09,26.09,26.09,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-03-24,26.65,26.65,26.65,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2019-03-31,26.89,26.89,26.89,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2019-04-07,26.97,26.97,26.97,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2019-04-14,26.83,26.83,26.83,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2019-04-21,26.65,26.65,26.65,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2019-04-28,26.3,26.3,26.3,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-05-05,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2019-05-12,25.79,25.79,25.79,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2019-05-19,25.73,25.73,25.73,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-05-26,25.26,25.26,25.26,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2019-06-02,26.12,26.12,26.12,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2019-06-09,25.51,25.51,25.51,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2019-06-16,26.06,26.06,26.06,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.1,26.1,26.1,0.0,0.0
2019-06-23,26.49,26.49,26.49,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-06-30,26.22,26.22,26.22,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2019-07-07,26.26,26.26,26.26,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2019-07-14,26.17,26.17,26.17,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2019-07-21,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-07-28,24.76,24.76,24.76,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2019-08-04,24.63,24.63,24.63,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2019-08-11,24.65,24.65,24.65,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2019-08-18,24.42,24.42,24.42,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2019-08-25,24.79,24.79,24.79,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2019-09-01,25.44,25.44,25.44,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2019-09-08,25.79,25.79,25.79,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2019-09-15,25.54,25.54,25.54,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2019-09-22,25.51,25.51,25.51,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2019-09-29,25.06,25.06,25.06,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2019-10-06,25.56,25.56,25.56,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2019-10-13,25.99,25.99,25.99,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.98,25.98,25.98,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-10-20,26.24,26.24,26.24,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2019-10-27,26.66,26.66,26.66,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2019-11-03,26.55,26.55,26.55,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2019-11-10,26.56,26.56,26.56,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2019-11-17,26.67,26.67,26.67,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2019-11-24,26.68,26.68,26.68,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2019-12-01,26.91,26.91,26.91,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2019-12-08,26.96,26.96,26.96,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2019-12-15,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2019-12-22,27.11,27.11,27.11,0.0,0.0,27.18,27.18,27.18,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2019-12-29,26.92,26.92,26.92,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.91,26.91,26.91,0.0,0.0
