Date,Vanguard Mega Cap Growth_Open_average,Vanguard Mega Cap Growth_Open_max,Vanguard Mega Cap Growth_Open_min,Vanguard Mega Cap Growth_Open_volatility,Vanguard Mega Cap Growth_Open_change,Vanguard Mega Cap Growth_High_average,Vanguard Mega Cap Growth_High_max,Vanguard Mega Cap Growth_High_min,Vanguard Mega Cap Growth_High_volatility,Vanguard Mega Cap Growth_High_change,Vanguard Mega Cap Growth_Low_average,Vanguard Mega Cap Growth_Low_max,Vanguard Mega Cap Growth_Low_min,Vanguard Mega Cap Growth_Low_volatility,Vanguard Mega Cap Growth_Low_change,Vanguard Mega Cap Growth_Close_average,Vanguard Mega Cap Growth_Close_max,Vanguard Mega Cap Growth_Close_min,Vanguard Mega Cap Growth_Close_volatility,Vanguard Mega Cap Growth_Close_change
2018-03-25,111.7,111.7,111.7,0.0,0.0,112.0,112.0,112.0,0.0,0.0,108.37,108.37,108.37,0.0,0.0,109.46,109.46,109.46,0.0,0.0
2018-04-01,111.25,111.25,111.25,0.0,0.0,112.58,112.58,112.58,0.0,0.0,110.73,110.73,110.73,0.0,0.0,110.85,110.85,110.85,0.0,0.0
2018-04-08,113.72,113.72,113.72,0.0,0.0,114.08,114.08,114.08,0.0,0.0,113.28,113.28,113.28,0.0,0.0,113.77,113.77,113.77,0.0,0.0
2018-04-15,113.63,113.63,113.63,0.0,0.0,113.88,113.88,113.88,0.0,0.0,112.5,112.5,112.5,0.0,0.0,113.05,113.05,113.05,0.0,0.0
2018-04-22,113.45,113.45,113.45,0.0,0.0,114.07,114.07,114.07,0.0,0.0,112.7,112.7,112.7,0.0,0.0,112.7,112.7,112.7,0.0,0.0
2018-04-29,115.49,115.49,115.49,0.0,0.0,115.94,115.94,115.94,0.0,0.0,115.13,115.13,115.13,0.0,0.0,115.54,115.54,115.54,0.0,0.0
2018-05-06,118.27,118.27,118.27,0.0,0.0,118.55,118.55,118.55,0.0,0.0,117.77,117.77,117.77,0.0,0.0,117.95,117.95,117.95,0.0,0.0
2018-05-13,117.88,117.88,117.88,0.0,0.0,118.26,118.26,118.26,0.0,0.0,117.5,117.5,117.5,0.0,0.0,117.92,117.92,117.92,0.0,0.0
2018-05-20,118.02,118.02,118.02,0.0,0.0,118.31,118.31,118.31,0.0,0.0,117.76,117.76,117.76,0.0,0.0,117.99,117.99,117.99,0.0,0.0
2018-05-27,119.66,119.66,119.66,0.0,0.0,120.31,120.31,120.31,0.0,0.0,119.66,119.66,119.66,0.0,0.0,120.25,120.25,120.25,0.0,0.0
2018-06-03,121.36,121.36,121.36,0.0,0.0,121.87,121.87,121.87,0.0,0.0,121.34,121.34,121.34,0.0,0.0,121.56,121.56,121.56,0.0,0.0
2018-06-10,121.53,121.53,121.53,0.0,0.0,122.33,122.33,122.33,0.0,0.0,121.37,121.37,121.37,0.0,0.0,122.29,122.29,122.29,0.0,0.0
2018-06-17,120.37,120.37,120.37,0.0,0.0,120.54,120.54,120.54,0.0,0.0,117.99,117.99,117.99,0.0,0.0,118.89,118.89,118.89,0.0,0.0
2018-06-24,118.12,118.12,118.12,0.0,0.0,119.54,119.54,119.54,0.0,0.0,118.0,118.0,118.0,0.0,0.0,119.5,119.5,119.5,0.0,0.0
2018-07-01,121.72,121.72,121.72,0.0,0.0,122.18,122.18,122.18,0.0,0.0,121.4,121.4,121.4,0.0,0.0,122.18,122.18,122.18,0.0,0.0
2018-07-08,123.61,123.61,123.61,0.0,0.0,123.61,123.61,123.61,0.0,0.0,122.98,122.98,122.98,0.0,0.0,123.16,123.16,123.16,0.0,0.0
2018-07-15,123.14,123.14,123.14,0.0,0.0,123.38,123.38,123.38,0.0,0.0,122.56,122.56,122.56,0.0,0.0,123.35,123.35,123.35,0.0,0.0
2018-07-22,122.85,122.85,122.85,0.0,0.0,122.87,122.87,122.87,0.0,0.0,120.94,120.94,120.94,0.0,0.0,121.36,121.36,121.36,0.0,0.0
2018-07-29,123.87,123.87,123.87,0.0,0.0,124.48,124.48,124.48,0.0,0.0,123.7,123.7,123.7,0.0,0.0,124.48,124.48,124.48,0.0,0.0
2018-08-05,124.07,124.07,124.07,0.0,0.0,124.71,124.71,124.71,0.0,0.0,123.63,123.63,123.63,0.0,0.0,123.7,123.7,123.7,0.0,0.0
2018-08-12,124.25,124.25,124.25,0.0,0.0,124.37,124.37,124.37,0.0,0.0,123.82,123.82,123.82,0.0,0.0,124.18,124.18,124.18,0.0,0.0
2018-08-19,126.34,126.34,126.34,0.0,0.0,126.72,126.72,126.72,0.0,0.0,126.13,126.13,126.13,0.0,0.0,126.71,126.71,126.71,0.0,0.0
2018-08-26,127.54,127.54,127.54,0.0,0.0,128.09,128.09,128.09,0.0,0.0,127.45,127.45,127.45,0.0,0.0,127.81,127.81,127.81,0.0,0.0
2018-09-02,126.21,126.21,126.21,0.0,0.0,126.21,126.21,126.21,0.0,0.0,125.5,125.5,125.5,0.0,0.0,125.69,125.69,125.69,0.0,0.0
2018-09-09,126.97,126.97,126.97,0.0,0.0,126.99,126.99,126.99,0.0,0.0,125.59,125.59,125.59,0.0,0.0,125.74,125.74,125.74,0.0,0.0
2018-09-16,126.88,126.88,126.88,0.0,0.0,127.45,127.45,127.45,0.0,0.0,126.41,126.41,126.41,0.0,0.0,127.4,127.4,127.4,0.0,0.0
2018-09-23,128.94,128.94,128.94,0.0,0.0,129.38,129.38,129.38,0.0,0.0,128.43,128.43,128.43,0.0,0.0,128.7,128.7,128.7,0.0,0.0
2018-09-30,124.88,124.88,124.88,0.0,0.0,125.56,125.56,125.56,0.0,0.0,123.55,123.55,123.55,0.0,0.0,124.86,124.86,124.86,0.0,0.0
2018-10-07,120.4,120.4,120.4,0.0,0.0,120.6,120.6,120.6,0.0,0.0,119.42,119.42,119.42,0.0,0.0,119.51,119.51,119.51,0.0,0.0
2018-10-14,120.14,120.14,120.14,0.0,0.0,120.5,120.5,120.5,0.0,0.0,119.17,119.17,119.17,0.0,0.0,119.74,119.74,119.74,0.0,0.0
2018-10-21,116.71,116.71,116.71,0.0,0.0,117.16,117.16,117.16,0.0,0.0,111.26,111.26,111.26,0.0,0.0,113.22,113.22,113.22,0.0,0.0
2018-10-28,117.08,117.08,117.08,0.0,0.0,117.18,117.18,117.18,0.0,0.0,115.93,115.93,115.93,0.0,0.0,116.97,116.97,116.97,0.0,0.0
2018-11-04,118.52,118.52,118.52,0.0,0.0,118.52,118.52,118.52,0.0,0.0,115.87,115.87,115.87,0.0,0.0,116.01,116.01,116.01,0.0,0.0
2018-11-11,115.64,115.64,115.64,0.0,0.0,115.64,115.64,115.64,0.0,0.0,112.36,112.36,112.36,0.0,0.0,112.74,112.74,112.74,0.0,0.0
2018-11-18,111.63,111.63,111.63,0.0,0.0,112.3,112.3,112.3,0.0,0.0,111.14,111.14,111.14,0.0,0.0,112.27,112.27,112.27,0.0,0.0
2018-11-25,119.64,119.64,119.64,0.0,0.0,119.7,119.7,119.7,0.0,0.0,118.21,118.21,118.21,0.0,0.0,118.94,118.94,118.94,0.0,0.0
2018-12-02,111.61,111.61,111.61,0.0,0.0,112.97,112.97,112.97,0.0,0.0,110.22,110.22,110.22,0.0,0.0,112.53,112.53,112.53,0.0,0.0
2018-12-09,110.58,110.58,110.58,0.0,0.0,111.3,111.3,111.3,0.0,0.0,107.9,107.9,107.9,0.0,0.0,108.61,108.61,108.61,0.0,0.0
2018-12-16,101.02,101.02,101.02,0.0,0.0,102.25,102.25,102.25,0.0,0.0,99.51,99.51,99.51,0.0,0.0,99.52,99.52,99.52,0.0,0.0
2018-12-23,106.98,106.98,106.98,0.0,0.0,107.24,107.24,107.24,0.0,0.0,105.96,105.96,105.96,0.0,0.0,107.01,107.01,107.01,0.0,0.0
2018-12-30,108.2,108.2,108.2,0.0,0.0,109.54,109.54,109.54,0.0,0.0,107.84,107.84,107.84,0.0,0.0,108.95,108.95,108.95,0.0,0.0
2019-01-06,110.14,110.14,110.14,0.0,0.0,110.74,110.74,110.74,0.0,0.0,109.93,109.93,109.93,0.0,0.0,110.34,110.34,110.34,0.0,0.0
2019-01-13,113.9,113.9,113.9,0.0,0.0,114.6,114.6,114.6,0.0,0.0,113.27,113.27,113.27,0.0,0.0,114.22,114.22,114.22,0.0,0.0
2019-01-20,112.74,112.74,112.74,0.0,0.0,112.79,112.79,112.79,0.0,0.0,111.9,111.9,111.9,0.0,0.0,112.79,112.79,112.79,0.0,0.0
2019-01-27,116.17,116.17,116.17,0.0,0.0,117.4,117.4,117.4,0.0,0.0,116.14,116.14,116.14,0.0,0.0,117.4,117.4,117.4,0.0,0.0
2019-02-03,117.22,117.22,117.22,0.0,0.0,117.46,117.46,117.46,0.0,0.0,116.67,116.67,116.67,0.0,0.0,116.89,116.89,116.89,0.0,0.0
2019-02-10,119.74,119.74,119.74,0.0,0.0,119.74,119.74,119.74,0.0,0.0,119.09,119.09,119.09,0.0,0.0,119.62,119.62,119.62,0.0,0.0
2019-02-17,120.99,120.99,120.99,0.0,0.0,121.17,121.17,121.17,0.0,0.0,120.4,120.4,120.4,0.0,0.0,120.45,120.45,120.45,0.0,0.0
2019-02-24,122.04,122.04,122.04,0.0,0.0,122.21,122.21,122.21,0.0,0.0,119.98,119.98,119.98,0.0,0.0,121.19,121.19,121.19,0.0,0.0
2019-03-03,119.17,119.17,119.17,0.0,0.0,121.04,121.04,121.04,0.0,0.0,119.16,119.16,119.16,0.0,0.0,121.0,121.0,121.0,0.0,0.0
2019-03-10,123.08,123.08,123.08,0.0,0.0,123.43,123.43,123.43,0.0,0.0,122.73,122.73,122.73,0.0,0.0,123.22,123.22,123.22,0.0,0.0
2019-03-17,122.55,122.55,122.55,0.0,0.0,123.2,123.2,123.2,0.0,0.0,122.12,122.12,122.12,0.0,0.0,122.85,122.85,122.85,0.0,0.0
2019-03-24,125.4,125.4,125.4,0.0,0.0,125.82,125.82,125.82,0.0,0.0,125.0,125.0,125.0,0.0,0.0,125.75,125.75,125.75,0.0,0.0
2019-03-31,126.85,126.85,126.85,0.0,0.0,127.31,127.31,127.31,0.0,0.0,126.44,126.44,126.44,0.0,0.0,127.29,127.29,127.29,0.0,0.0
2019-04-07,128.2,128.2,128.2,0.0,0.0,128.27,128.27,128.27,0.0,0.0,127.48,127.48,127.48,0.0,0.0,128.18,128.18,128.18,0.0,0.0
2019-04-14,127.79,127.79,127.79,0.0,0.0,128.6,128.6,128.6,0.0,0.0,127.69,127.69,127.69,0.0,0.0,128.55,128.55,128.55,0.0,0.0
2019-04-21,130.66,130.66,130.66,0.0,0.0,131.0,131.0,131.0,0.0,0.0,130.56,130.56,130.56,0.0,0.0,130.79,130.79,130.79,0.0,0.0
2019-04-28,128.03,128.03,128.03,0.0,0.0,130.11,130.11,130.11,0.0,0.0,127.88,127.88,127.88,0.0,0.0,130.01,130.01,130.01,0.0,0.0
2019-05-05,124.57,124.57,124.57,0.0,0.0,125.08,125.08,125.08,0.0,0.0,123.36,123.36,123.36,0.0,0.0,123.67,123.67,123.67,0.0,0.0
2019-05-12,125.34,125.34,125.34,0.0,0.0,125.75,125.75,125.75,0.0,0.0,124.66,124.66,124.66,0.0,0.0,125.13,125.13,125.13,0.0,0.0
2019-05-19,125.06,125.06,125.06,0.0,0.0,125.31,125.31,125.31,0.0,0.0,124.26,124.26,124.26,0.0,0.0,124.37,124.37,124.37,0.0,0.0
2019-05-26,121.3,121.3,121.3,0.0,0.0,121.52,121.52,121.52,0.0,0.0,118.82,118.82,118.82,0.0,0.0,119.48,119.48,119.48,0.0,0.0
2019-06-02,127.49,127.49,127.49,0.0,0.0,128.5,128.5,128.5,0.0,0.0,127.35,127.35,127.35,0.0,0.0,127.4,127.4,127.4,0.0,0.0
2019-06-09,127.69,127.69,127.69,0.0,0.0,128.32,128.32,128.32,0.0,0.0,127.69,127.69,127.69,0.0,0.0,128.08,128.08,128.08,0.0,0.0
2019-06-16,131.05,131.05,131.05,0.0,0.0,131.12,131.12,131.12,0.0,0.0,130.68,130.68,130.68,0.0,0.0,130.69,130.69,130.69,0.0,0.0
2019-06-23,131.39,131.39,131.39,0.0,0.0,131.43,131.43,131.43,0.0,0.0,130.24,130.24,130.24,0.0,0.0,130.8,130.8,130.8,0.0,0.0
2019-06-30,131.47,131.47,131.47,0.0,0.0,131.58,131.58,131.58,0.0,0.0,131.06,131.06,131.06,0.0,0.0,131.46,131.46,131.46,0.0,0.0
2019-07-07,134.27,134.27,134.27,0.0,0.0,134.33,134.33,134.33,0.0,0.0,133.89,133.89,133.89,0.0,0.0,134.16,134.16,134.16,0.0,0.0
2019-07-14,132.73,132.73,132.73,0.0,0.0,133.41,133.41,133.41,0.0,0.0,132.68,132.68,132.68,0.0,0.0,133.17,133.17,133.17,0.0,0.0
2019-07-21,135.08,135.08,135.08,0.0,0.0,135.09,135.09,135.09,0.0,0.0,134.2,134.2,134.2,0.0,0.0,134.65,134.65,134.65,0.0,0.0
2019-07-28,127.83,127.83,127.83,0.0,0.0,128.27,128.27,128.27,0.0,0.0,125.22,125.22,125.22,0.0,0.0,126.26,126.26,126.26,0.0,0.0
2019-08-04,129.71,129.71,129.71,0.0,0.0,130.11,130.11,130.11,0.0,0.0,128.48,128.48,128.48,0.0,0.0,128.95,128.95,128.95,0.0,0.0
2019-08-11,131.6,131.6,131.6,0.0,0.0,132.0,132.0,132.0,0.0,0.0,131.18,131.18,131.18,0.0,0.0,131.71,131.71,131.71,0.0,0.0
2019-08-18,129.8,129.8,129.8,0.0,0.0,130.17,130.17,130.17,0.0,0.0,129.0,129.0,129.0,0.0,0.0,130.17,130.17,130.17,0.0,0.0
2019-08-25,133.05,133.05,133.05,0.0,0.0,133.22,133.22,133.22,0.0,0.0,131.53,131.53,131.53,0.0,0.0,132.07,132.07,132.07,0.0,0.0
2019-09-01,135.1,135.1,135.1,0.0,0.0,135.1,135.1,135.1,0.0,0.0,133.2,133.2,133.2,0.0,0.0,133.74,133.74,133.74,0.0,0.0
2019-09-08,133.53,133.53,133.53,0.0,0.0,134.04,134.04,134.04,0.0,0.0,133.5,133.5,133.5,0.0,0.0,133.78,133.78,133.78,0.0,0.0
2019-09-15,133.38,133.38,133.38,0.0,0.0,133.95,133.95,133.95,0.0,0.0,133.33,133.33,133.33,0.0,0.0,133.62,133.62,133.62,0.0,0.0
2019-09-22,132.1,132.1,132.1,0.0,0.0,132.86,132.86,132.86,0.0,0.0,131.87,131.87,131.87,0.0,0.0,132.66,132.66,132.66,0.0,0.0
2019-09-29,131.61,131.61,131.61,0.0,0.0,132.45,132.45,132.45,0.0,0.0,131.36,131.36,131.36,0.0,0.0,131.55,131.55,131.55,0.0,0.0
2019-10-06,133.1,133.1,133.1,0.0,0.0,133.67,133.67,133.67,0.0,0.0,133.0,133.0,133.0,0.0,0.0,133.19,133.19,133.19,0.0,0.0
2019-10-13,133.87,133.87,133.87,0.0,0.0,134.21,134.21,134.21,0.0,0.0,133.42,133.42,133.42,0.0,0.0,134.21,134.21,134.21,0.0,0.0
2019-10-20,135.53,135.53,135.53,0.0,0.0,136.06,136.06,136.06,0.0,0.0,135.47,135.47,135.47,0.0,0.0,135.94,135.94,135.94,0.0,0.0
2019-10-27,137.65,137.65,137.65,0.0,0.0,137.75,137.75,137.75,0.0,0.0,137.05,137.05,137.05,0.0,0.0,137.15,137.15,137.15,0.0,0.0
2019-11-03,136.91,136.91,136.91,0.0,0.0,137.64,137.64,137.64,0.0,0.0,136.83,136.83,136.83,0.0,0.0,137.51,137.51,137.51,0.0,0.0
2019-11-10,139.79,139.79,139.79,0.0,0.0,140.1,140.1,140.1,0.0,0.0,139.3,139.3,139.3,0.0,0.0,139.91,139.91,139.91,0.0,0.0
2019-11-17,139.63,139.63,139.63,0.0,0.0,140.42,140.42,140.42,0.0,0.0,139.63,139.63,139.63,0.0,0.0,140.42,140.42,140.42,0.0,0.0
2019-11-24,141.54,141.54,141.54,0.0,0.0,141.54,141.54,141.54,0.0,0.0,139.18,139.18,139.18,0.0,0.0,139.72,139.72,139.72,0.0,0.0
2019-12-01,141.01,141.01,141.01,0.0,0.0,141.47,141.47,141.47,0.0,0.0,140.66,140.66,140.66,0.0,0.0,140.71,140.71,140.71,0.0,0.0
2019-12-08,143.28,143.28,143.28,0.0,0.0,143.7,143.7,143.7,0.0,0.0,143.2,143.2,143.2,0.0,0.0,143.49,143.49,143.49,0.0,0.0
2019-12-15,145.71,145.71,145.71,0.0,0.0,145.71,145.71,145.71,0.0,0.0,145.34,145.34,145.34,0.0,0.0,145.44,145.44,145.44,0.0,0.0
2019-12-22,146.54,146.54,146.54,0.0,0.0,146.54,146.54,146.54,0.0,0.0,144.71,144.71,144.71,0.0,0.0,145.42,145.42,145.42,0.0,0.0
2019-12-29,146.12,146.12,146.12,0.0,0.0,147.54,147.54,147.54,0.0,0.0,146.0,146.0,146.0,0.0,0.0,146.81,146.81,146.81,0.0,0.0
