Date,EDN_Open_average,EDN_Open_max,EDN_Open_min,EDN_Open_volatility,EDN_Open_change,EDN_High_average,EDN_High_max,EDN_High_min,EDN_High_volatility,EDN_High_change,EDN_Low_average,EDN_Low_max,EDN_Low_min,EDN_Low_volatility,EDN_Low_change,EDN_Close_average,EDN_Close_max,EDN_Close_min,EDN_Close_volatility,EDN_Close_change,EDN_Volume_average,EDN_Volume_max,EDN_Volume_min,EDN_Volume_volatility,EDN_Volume_change
2018-01-14,57.668,59.19,55.9,3.289999999999999,3.289999999999999,58.782000000000004,59.96,57.15,2.8100000000000023,2.8100000000000023,56.402,58.5,54.85,3.6499999999999986,3.6499999999999986,57.774,59.38,55.99,3.3900000000000006,3.3900000000000006,87947,102071,78758,23313,-4573
2018-01-21,60.9,62.01,59.95,2.059999999999995,2.049999999999997,61.772,63.29,59.96,3.3299999999999983,2.5899999999999963,59.944,61.96,57.05,4.910000000000004,3.5400000000000063,60.864,62.55,59.36,3.1899999999999977,1.6400000000000006,70744,89235,52545,36690,11872
2018-01-28,59.498000000000005,61.2,56.0,5.200000000000003,-4.450000000000003,60.116,61.97,56.0,5.969999999999999,-4.909999999999997,57.838,60.47,53.38,7.089999999999996,-4.899999999999999,59.338,61.3,54.82,6.479999999999997,-6.089999999999996,98163,129838,64791,65047,34765
2018-02-04,55.86,58.47,54.4,4.07,0.12000000000000455,57.772,60.04,56.04,4.0,-1.8599999999999994,52.904,55.86,50.56,5.299999999999997,2.0700000000000003,55.583999999999996,57.55,53.35,4.199999999999996,-2.1299999999999955,63222,117886,36788,81098,-75917
2018-02-11,55.81,56.96,54.31,2.6499999999999986,1.5100000000000051,57.4725,59.72,55.25,4.469999999999999,4.469999999999999,55.0875,56.8,53.02,3.779999999999994,2.950000000000003,56.345,57.9,54.44,3.460000000000001,3.460000000000001,50502,61143,26936,34207,31536
2018-02-18,58.098,58.4,57.61,0.7899999999999991,-0.03999999999999915,58.95,59.5,58.49,1.009999999999998,-0.6699999999999946,56.854,58.0,56.03,1.9699999999999989,-0.9299999999999997,58.07,58.67,57.58,1.0900000000000034,-0.030000000000001137,40462,67906,13932,53974,23296
2018-02-25,56.492,57.87,54.87,3.0,-2.510000000000005,57.242,58.2,55.57,2.6300000000000026,-2.6300000000000026,54.924,56.23,53.78,2.4499999999999957,-2.4499999999999957,56.048,57.84,54.5,3.3400000000000034,-1.8200000000000003,47670,60742,30797,29945,-23796
2018-03-04,56.916,59.0,54.51,4.490000000000002,4.490000000000002,58.944,60.8,57.45,3.3499999999999943,3.3499999999999943,56.406,58.64,54.11,4.530000000000001,4.530000000000001,57.29,58.9,55.56,3.3399999999999963,3.3399999999999963,37543,61926,17610,44316,12953
2018-03-11,59.304,60.3,58.4,1.8999999999999986,-0.8500000000000014,59.866,60.93,58.89,2.039999999999999,-2.039999999999999,57.65,59.13,55.78,3.3500000000000014,-3.3500000000000014,59.038000000000004,59.99,57.55,2.440000000000005,-2.1500000000000057,32276,60027,14258,45769,1231
2018-03-18,57.218,57.57,56.45,1.1199999999999974,0.020000000000003126,58.204,58.5,57.78,0.7199999999999989,-0.010000000000005116,55.994,56.26,55.7,0.5599999999999952,0.07000000000000028,57.14,57.63,56.5,1.1300000000000026,0.8800000000000026,31436,61770,12260,49510,17688
2018-03-25,57.075,58.75,55.04,3.710000000000001,-0.75,58.31,58.76,57.5,1.259999999999998,-0.5200000000000031,55.5775,56.45,54.52,1.9299999999999997,-0.15000000000000568,56.8925,57.53,56.31,1.2199999999999989,-0.6400000000000006,18316,25214,10321,14893,11842
2018-04-01,57.322,58.21,56.62,1.5900000000000034,1.1099999999999994,58.39,58.76,58.0,0.759999999999998,0.5300000000000011,56.676,56.98,56.46,0.519999999999996,-0.07000000000000028,57.438,58.1,56.6,1.5,-0.9099999999999966,21459,27112,13024,14088,1796
2018-04-08,57.746,59.46,56.69,2.770000000000003,2.770000000000003,58.354,59.46,57.37,2.0900000000000034,2.0799999999999983,55.906,56.79,55.0,1.7899999999999991,1.3100000000000023,57.664,58.7,56.6,2.1000000000000014,-0.5499999999999972,41704,53008,26067,26941,-1983
2018-04-15,56.568,56.92,55.75,1.1700000000000017,-0.1700000000000017,57.757999999999996,58.8,56.92,1.8799999999999955,-0.8900000000000006,55.098,55.75,54.0,1.75,-0.5,56.42,57.0,55.65,1.3500000000000014,-0.3999999999999986,47965,75483,32572,42911,1924
