Date,AMSC_Open_average,AMSC_Open_max,AMSC_Open_min,AMSC_Open_volatility,AMSC_Open_change,AMSC_High_average,AMSC_High_max,AMSC_High_min,AMSC_High_volatility,AMSC_High_change,AMSC_Low_average,AMSC_Low_max,AMSC_Low_min,AMSC_Low_volatility,AMSC_Low_change,AMSC_Close_average,AMSC_Close_max,AMSC_Close_min,AMSC_Close_volatility,AMSC_Close_change,AMSC_Volume_average,AMSC_Volume_max,AMSC_Volume_min,AMSC_Volume_volatility,AMSC_Volume_change
2018-01-14,5.352,5.57,5.15,0.41999999999999993,-0.41999999999999993,5.446,5.74,5.24,0.5,-0.5,5.132,5.41,5.01,0.40000000000000036,-0.3700000000000001,5.252,5.49,5.1,0.39000000000000057,-0.39000000000000057,190830,295880,86895,208985,-208985
2018-01-21,5.438,6.08,5.08,1.0,0.4300000000000006,5.728,6.31,5.13,1.1799999999999997,0.40000000000000036,5.124,5.31,4.86,0.4499999999999993,0.35999999999999943,5.422000000000001,5.7,5.07,0.6299999999999999,0.3700000000000001,804084,2927459,109971,2817488,28772
2018-01-28,5.268,5.4,5.13,0.27000000000000046,-0.27000000000000046,5.392,5.59,5.23,0.35999999999999943,-0.17999999999999972,5.074,5.15,5.0,0.15000000000000036,0.0600000000000005,5.216,5.34,5.08,0.2599999999999998,-0.20000000000000018,182719,273538,94734,178804,-46515
2018-02-04,4.738,4.89,4.57,0.3199999999999994,-0.13999999999999968,4.852,4.97,4.74,0.22999999999999954,-0.21999999999999975,4.4159999999999995,4.56,4.25,0.3099999999999996,0.20999999999999996,4.588,4.88,4.39,0.4900000000000002,0.040000000000000036,319410,710935,196974,513961,-513961
2018-02-11,4.635,4.68,4.59,0.08999999999999986,0.08000000000000007,4.715,4.78,4.63,0.15000000000000036,0.10000000000000053,4.5024999999999995,4.54,4.43,0.11000000000000032,0.11000000000000032,4.6425,4.68,4.6,0.08000000000000007,0.010000000000000675,115592,227361,58295,169066,-169066
2018-02-18,4.82,5.06,4.61,0.4499999999999993,0.4499999999999993,4.984,5.13,4.73,0.39999999999999947,0.35999999999999943,4.732,4.86,4.58,0.28000000000000025,0.28000000000000025,4.846,5.02,4.71,0.3099999999999996,0.17999999999999972,106301,183415,82091,101324,16524
2018-02-25,4.824,4.91,4.7,0.20999999999999996,-0.040000000000000036,5.046,5.27,4.92,0.34999999999999964,0.28999999999999915,4.704,4.8,4.61,0.1899999999999995,0.08000000000000007,4.908,5.22,4.73,0.4899999999999993,0.3199999999999994,136304,188804,55994,132810,25517
2018-03-04,5.142,5.27,5.07,0.1999999999999993,-0.15999999999999925,5.362,6.07,5.08,0.9900000000000002,0.8000000000000007,4.986,5.11,4.86,0.25,0.0600000000000005,5.224,5.74,5.04,0.7000000000000002,0.5899999999999999,156512,384051,52022,332029,332029
2018-03-11,5.722,6.2,5.49,0.71,0.5099999999999998,5.95,6.2,5.55,0.6500000000000004,0.25,5.55,5.83,5.4,0.4299999999999997,0.25,5.814,6.18,5.52,0.6600000000000001,0.46999999999999975,189076,389205,67162,322043,58289
2018-03-18,5.95,6.2,5.68,0.5200000000000005,-0.5200000000000005,6.064,6.51,5.68,0.8300000000000001,-0.8300000000000001,5.672,5.97,5.31,0.6600000000000001,-0.6600000000000001,5.796,6.11,5.54,0.5700000000000003,-0.5700000000000003,210707,346067,148116,197951,-175358
2018-03-25,5.605,5.82,5.42,0.40000000000000036,0.22000000000000064,5.7775,5.96,5.58,0.3799999999999999,0.07000000000000028,5.365,5.5,5.27,0.23000000000000043,0.13999999999999968,5.58,5.82,5.39,0.4300000000000006,0.08999999999999986,148779,196848,91353,105495,-77106
