Date,iShares Global Infrastructure_Open_average,iShares Global Infrastructure_Open_max,iShares Global Infrastructure_Open_min,iShares Global Infrastructure_Open_volatility,iShares Global Infrastructure_Open_change,iShares Global Infrastructure_High_average,iShares Global Infrastructure_High_max,iShares Global Infrastructure_High_min,iShares Global Infrastructure_High_volatility,iShares Global Infrastructure_High_change,iShares Global Infrastructure_Low_average,iShares Global Infrastructure_Low_max,iShares Global Infrastructure_Low_min,iShares Global Infrastructure_Low_volatility,iShares Global Infrastructure_Low_change,iShares Global Infrastructure_Close_average,iShares Global Infrastructure_Close_max,iShares Global Infrastructure_Close_min,iShares Global Infrastructure_Close_volatility,iShares Global Infrastructure_Close_change
2018-08-19,43.1,43.1,43.1,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2018-08-26,42.7,42.7,42.7,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2018-09-02,42.3,42.3,42.3,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.34,42.34,42.34,0.0,0.0
2018-09-09,42.68,42.68,42.68,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.7,42.7,42.7,0.0,0.0
2018-09-16,42.75,42.75,42.75,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.41,42.41,42.41,0.0,0.0
2018-09-23,42.22,42.22,42.22,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.31,42.31,42.31,0.0,0.0
2018-09-30,41.72,41.72,41.72,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2018-10-07,40.84,40.84,40.84,0.0,0.0,41.1,41.1,41.1,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2018-10-14,41.61,41.61,41.61,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2018-10-21,40.71,40.71,40.71,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.04,40.04,40.04,0.0,0.0,40.28,40.28,40.28,0.0,0.0
2018-10-28,40.8,40.8,40.8,0.0,0.0,41.27,41.27,41.27,0.0,0.0,40.8,40.8,40.8,0.0,0.0,41.27,41.27,41.27,0.0,0.0
2018-11-04,40.96,40.96,40.96,0.0,0.0,41.14,41.14,41.14,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.91,40.91,40.91,0.0,0.0
2018-11-11,41.01,41.01,41.01,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.92,40.92,40.92,0.0,0.0,40.98,40.98,40.98,0.0,0.0
2018-11-18,40.69,40.69,40.69,0.0,0.0,41.07,41.07,41.07,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.92,40.92,40.92,0.0,0.0
2018-11-25,41.55,41.55,41.55,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.59,41.59,41.59,0.0,0.0
2018-12-02,41.06,41.06,41.06,0.0,0.0,41.08,41.08,41.08,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2018-12-09,41.33,41.33,41.33,0.0,0.0,41.43,41.43,41.43,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.69,40.69,40.69,0.0,0.0
2018-12-16,39.03,39.03,39.03,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2018-12-23,39.32,39.32,39.32,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2018-12-30,40.09,40.09,40.09,0.0,0.0,40.36,40.36,40.36,0.0,0.0,39.88,39.88,39.88,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2019-01-06,40.68,40.68,40.68,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2019-01-13,41.49,41.49,41.49,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2019-01-20,41.79,41.79,41.79,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2019-01-27,42.51,42.51,42.51,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2019-02-03,42.46,42.46,42.46,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2019-02-10,42.99,42.99,42.99,0.0,0.0,43.12,43.12,43.12,0.0,0.0,42.92,42.92,42.92,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2019-02-17,43.86,43.86,43.86,0.0,0.0,43.94,43.94,43.94,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.65,43.65,43.65,0.0,0.0
2019-02-24,43.77,43.77,43.77,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2019-03-03,43.74,43.74,43.74,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.73,43.73,43.73,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2019-03-10,44.68,44.68,44.68,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.78,44.78,44.78,0.0,0.0
2019-03-17,44.51,44.51,44.51,0.0,0.0,44.63,44.63,44.63,0.0,0.0,44.44,44.44,44.44,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2019-03-24,44.81,44.81,44.81,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.63,44.63,44.63,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2019-03-31,45.13,45.13,45.13,0.0,0.0,45.15,45.15,45.15,0.0,0.0,44.96,44.96,44.96,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2019-04-07,45.27,45.27,45.27,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.11,45.11,45.11,0.0,0.0,45.11,45.11,45.11,0.0,0.0
2019-04-14,44.91,44.91,44.91,0.0,0.0,44.94,44.94,44.94,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2019-04-21,45.15,45.15,45.15,0.0,0.0,45.15,45.15,45.15,0.0,0.0,44.94,44.94,44.94,0.0,0.0,45.09,45.09,45.09,0.0,0.0
2019-04-28,44.69,44.69,44.69,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2019-05-05,44.59,44.59,44.59,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2019-05-12,44.87,44.87,44.87,0.0,0.0,45.02,45.02,45.02,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2019-05-19,45.3,45.3,45.3,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2019-05-26,44.97,44.97,44.97,0.0,0.0,45.03,45.03,45.03,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2019-06-02,46.31,46.31,46.31,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.21,46.21,46.21,0.0,0.0
2019-06-09,45.48,45.48,45.48,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.32,45.32,45.32,0.0,0.0,45.33,45.33,45.33,0.0,0.0
2019-06-16,46.79,46.79,46.79,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.69,46.69,46.69,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2019-06-23,46.27,46.27,46.27,0.0,0.0,46.27,46.27,46.27,0.0,0.0,45.91,45.91,45.91,0.0,0.0,46.06,46.06,46.06,0.0,0.0
2019-06-30,46.53,46.53,46.53,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.49,46.49,46.49,0.0,0.0
2019-07-07,46.79,46.79,46.79,0.0,0.0,46.88,46.88,46.88,0.0,0.0,46.74,46.74,46.74,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2019-07-14,46.38,46.38,46.38,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.33,46.33,46.33,0.0,0.0
2019-07-21,45.81,45.81,45.81,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.79,45.79,45.79,0.0,0.0
2019-07-28,44.94,44.94,44.94,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.17,44.17,44.17,0.0,0.0,44.3,44.3,44.3,0.0,0.0
2019-08-04,45.02,45.02,45.02,0.0,0.0,45.16,45.16,45.16,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2019-08-11,45.14,45.14,45.14,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2019-08-18,44.92,44.92,44.92,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.74,44.74,44.74,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2019-08-25,45.66,45.66,45.66,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.46,45.46,45.46,0.0,0.0
2019-09-01,46.18,46.18,46.18,0.0,0.0,46.18,46.18,46.18,0.0,0.0,45.96,45.96,45.96,0.0,0.0,46.02,46.02,46.02,0.0,0.0
2019-09-08,45.61,45.61,45.61,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.39,45.39,45.39,0.0,0.0
2019-09-15,46.16,46.16,46.16,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.06,46.06,46.06,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2019-09-22,46.45,46.45,46.45,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2019-09-29,46.23,46.23,46.23,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.14,46.14,46.14,0.0,0.0,46.18,46.18,46.18,0.0,0.0
2019-10-06,46.54,46.54,46.54,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.41,46.41,46.41,0.0,0.0
2019-10-13,46.93,46.93,46.93,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.95,46.95,46.95,0.0,0.0
2019-10-20,47.02,47.02,47.02,0.0,0.0,47.09,47.09,47.09,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.89,46.89,46.89,0.0,0.0
2019-10-27,47.71,47.71,47.71,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.42,47.42,47.42,0.0,0.0
2019-11-03,46.51,46.51,46.51,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.5,46.5,46.5,0.0,0.0
2019-11-10,47.11,47.11,47.11,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.11,47.11,47.11,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2019-11-17,47.01,47.01,47.01,0.0,0.0,47.05,47.05,47.05,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2019-11-24,46.71,46.71,46.71,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2019-12-01,46.79,46.79,46.79,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.69,46.69,46.69,0.0,0.0,46.77,46.77,46.77,0.0,0.0
2019-12-08,47.23,47.23,47.23,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.42,47.42,47.42,0.0,0.0
2019-12-15,48.01,48.01,48.01,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2019-12-22,47.92,47.92,47.92,0.0,0.0,48.17,48.17,48.17,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2019-12-29,47.41,47.41,47.41,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.52,47.52,47.52,0.0,0.0
