Date,SPDR S&P Kensho Smart MobilityEtf_Open_average,SPDR S&P Kensho Smart MobilityEtf_Open_max,SPDR S&P Kensho Smart MobilityEtf_Open_min,SPDR S&P Kensho Smart MobilityEtf_Open_volatility,SPDR S&P Kensho Smart MobilityEtf_Open_change,SPDR S&P Kensho Smart MobilityEtf_High_average,SPDR S&P Kensho Smart MobilityEtf_High_max,SPDR S&P Kensho Smart MobilityEtf_High_min,SPDR S&P Kensho Smart MobilityEtf_High_volatility,SPDR S&P Kensho Smart MobilityEtf_High_change,SPDR S&P Kensho Smart MobilityEtf_Low_average,SPDR S&P Kensho Smart MobilityEtf_Low_max,SPDR S&P Kensho Smart MobilityEtf_Low_min,SPDR S&P Kensho Smart MobilityEtf_Low_volatility,SPDR S&P Kensho Smart MobilityEtf_Low_change,SPDR S&P Kensho Smart MobilityEtf_Close_average,SPDR S&P Kensho Smart MobilityEtf_Close_max,SPDR S&P Kensho Smart MobilityEtf_Close_min,SPDR S&P Kensho Smart MobilityEtf_Close_volatility,SPDR S&P Kensho Smart MobilityEtf_Close_change
2019-01-13,26.55,26.55,26.55,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-01-20,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2019-01-27,27.13,27.13,27.13,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2019-02-03,27.23,27.23,27.23,0.0,0.0,27.23,27.23,27.23,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2019-02-10,27.92,27.92,27.92,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2019-02-17,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2019-02-24,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2019-03-03,27.31,27.31,27.31,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2019-03-10,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2019-03-17,27.49,27.49,27.49,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2019-03-24,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2019-03-31,28.85,28.85,28.85,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2019-04-07,29.43,29.43,29.43,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2019-04-14,29.71,29.71,29.71,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2019-04-21,28.97,28.97,28.97,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.97,28.97,28.97,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2019-04-28,29.21,29.21,29.21,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2019-05-05,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2019-05-12,27.13,27.13,27.13,0.0,0.0,27.23,27.23,27.23,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2019-05-19,25.85,25.85,25.85,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2019-05-26,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2019-06-02,26.61,26.61,26.61,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2019-06-09,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2019-06-16,27.7,27.7,27.7,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2019-06-23,27.97,27.97,27.97,0.0,0.0,28.06,28.06,28.06,0.0,0.0,27.97,27.97,27.97,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2019-06-30,28.05,28.05,28.05,0.0,0.0,28.1,28.1,28.1,0.0,0.0,27.94,27.94,27.94,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2019-07-07,28.23,28.23,28.23,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-07-14,28.12,28.12,28.12,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2019-07-21,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2019-07-28,26.67,26.67,26.67,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2019-08-04,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2019-08-11,24.98,24.98,24.98,0.0,0.0,25.34,25.34,25.34,0.0,0.0,24.98,24.98,24.98,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2019-08-18,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2019-08-25,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2019-09-01,26.35,26.35,26.35,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2019-09-08,28.15,28.15,28.15,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2019-09-15,27.15,27.15,27.15,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2019-09-22,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-09-29,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2019-10-06,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2019-10-13,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2019-10-20,27.72,27.72,27.72,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2019-10-27,27.85,27.85,27.85,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2019-11-03,28.79,28.79,28.79,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2019-11-10,28.79,28.79,28.79,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2019-11-17,28.5,28.5,28.5,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2019-11-24,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2019-12-01,29.14,29.14,29.14,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2019-12-08,29.6,29.6,29.6,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.63,29.63,29.63,0.0,0.0
2019-12-15,30.24,30.24,30.24,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2019-12-22,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2019-12-29,30.49,30.49,30.49,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.22,30.22,30.22,0.0,0.0
