Date,ProShares K-1 Free Crude Oil Strategy_Open_average,ProShares K-1 Free Crude Oil Strategy_Open_max,ProShares K-1 Free Crude Oil Strategy_Open_min,ProShares K-1 Free Crude Oil Strategy_Open_volatility,ProShares K-1 Free Crude Oil Strategy_Open_change,ProShares K-1 Free Crude Oil Strategy_High_average,ProShares K-1 Free Crude Oil Strategy_High_max,ProShares K-1 Free Crude Oil Strategy_High_min,ProShares K-1 Free Crude Oil Strategy_High_volatility,ProShares K-1 Free Crude Oil Strategy_High_change,ProShares K-1 Free Crude Oil Strategy_Low_average,ProShares K-1 Free Crude Oil Strategy_Low_max,ProShares K-1 Free Crude Oil Strategy_Low_min,ProShares K-1 Free Crude Oil Strategy_Low_volatility,ProShares K-1 Free Crude Oil Strategy_Low_change,ProShares K-1 Free Crude Oil Strategy_Close_average,ProShares K-1 Free Crude Oil Strategy_Close_max,ProShares K-1 Free Crude Oil Strategy_Close_min,ProShares K-1 Free Crude Oil Strategy_Close_volatility,ProShares K-1 Free Crude Oil Strategy_Close_change
2018-06-10,118.45,118.45,118.45,0.0,0.0,119.55,119.55,119.55,0.0,0.0,117.8,117.8,117.8,0.0,0.0,119.29,119.29,119.29,0.0,0.0
2018-06-17,124.0,124.0,124.0,0.0,0.0,124.2,124.2,124.2,0.0,0.0,124.0,124.0,124.0,0.0,0.0,124.19,124.19,124.19,0.0,0.0
2018-06-24,134.75,134.75,134.75,0.0,0.0,135.0,135.0,135.0,0.0,0.0,133.5,133.5,133.5,0.0,0.0,134.55,134.55,134.55,0.0,0.0
2018-07-01,134.05,134.05,134.05,0.0,0.0,134.4,134.4,134.4,0.0,0.0,133.09,133.09,133.09,0.0,0.0,134.4,134.4,134.4,0.0,0.0
2018-07-08,126.8,126.8,126.8,0.0,0.0,126.8,126.8,126.8,0.0,0.0,123.9,123.9,123.9,0.0,0.0,124.01,124.01,124.01,0.0,0.0
2018-07-15,127.88,127.88,127.88,0.0,0.0,127.95,127.95,127.95,0.0,0.0,125.45,125.45,125.45,0.0,0.0,125.7,125.7,125.7,0.0,0.0
2018-07-22,130.1,130.1,130.1,0.0,0.0,130.37,130.37,130.37,0.0,0.0,129.8,129.8,129.8,0.0,0.0,130.05,130.05,130.05,0.0,0.0
2018-07-29,128.15,128.15,128.15,0.0,0.0,129.15,129.15,129.15,0.0,0.0,127.65,127.65,127.65,0.0,0.0,127.84,127.84,127.84,0.0,0.0
2018-08-05,122.84,122.84,122.84,0.0,0.0,125.05,125.05,125.05,0.0,0.0,122.84,122.84,122.84,0.0,0.0,125.03,125.03,125.03,0.0,0.0
2018-08-12,122.01,122.01,122.01,0.0,0.0,122.57,122.57,122.57,0.0,0.0,121.9,121.9,121.9,0.0,0.0,122.5,122.5,122.5,0.0,0.0
2018-08-19,128.75,128.75,128.75,0.0,0.0,129.15,129.15,129.15,0.0,0.0,128.75,128.75,128.75,0.0,0.0,129.1,129.1,129.1,0.0,0.0
2018-08-26,131.37,131.37,131.37,0.0,0.0,131.8,131.8,131.8,0.0,0.0,131.05,131.05,131.05,0.0,0.0,131.25,131.25,131.25,0.0,0.0
2018-09-02,128.15,128.15,128.15,0.0,0.0,128.15,128.15,128.15,0.0,0.0,126.64,126.64,126.64,0.0,0.0,126.64,126.64,126.64,0.0,0.0
2018-09-09,130.25,130.25,130.25,0.0,0.0,130.5,130.5,130.5,0.0,0.0,128.75,128.75,128.75,0.0,0.0,129.2,129.2,129.2,0.0,0.0
2018-09-16,135.8,135.8,135.8,0.0,0.0,136.5,136.5,136.5,0.0,0.0,135.4,135.4,135.4,0.0,0.0,135.98,135.98,135.98,0.0,0.0
2018-09-23,138.05,138.05,138.05,0.0,0.0,142.4,142.4,142.4,0.0,0.0,138.05,138.05,138.05,0.0,0.0,142.4,142.4,142.4,0.0,0.0
2018-09-30,138.8,138.8,138.8,0.0,0.0,139.8,139.8,139.8,0.0,0.0,138.65,138.65,138.65,0.0,0.0,139.5,139.5,139.5,0.0,0.0
2018-10-07,133.65,133.65,133.65,0.0,0.0,135.05,135.05,135.05,0.0,0.0,133.65,133.65,133.65,0.0,0.0,134.75,134.75,134.75,0.0,0.0
2018-10-14,130.2,130.2,130.2,0.0,0.0,131.35,131.35,131.35,0.0,0.0,129.45,129.45,129.45,0.0,0.0,131.3,131.3,131.3,0.0,0.0
2018-10-21,126.45,126.45,126.45,0.0,0.0,127.2,127.2,127.2,0.0,0.0,125.15,125.15,125.15,0.0,0.0,125.28,125.28,125.28,0.0,0.0
2018-10-28,120.35,120.35,120.35,0.0,0.0,120.65,120.65,120.65,0.0,0.0,118.51,118.51,118.51,0.0,0.0,118.55,118.55,118.55,0.0,0.0
2018-11-04,114.6,114.6,114.6,0.0,0.0,115.35,115.35,115.35,0.0,0.0,110.85,110.85,110.85,0.0,0.0,111.25,111.25,111.25,0.0,0.0
2018-11-11,105.75,105.75,105.75,0.0,0.0,108.3,108.3,108.3,0.0,0.0,104.4,104.4,104.4,0.0,0.0,108.05,108.05,108.05,0.0,0.0
2018-11-18,97.4,97.4,97.4,0.0,0.0,98.25,98.25,98.25,0.0,0.0,97.1,97.1,97.1,0.0,0.0,97.5,97.5,97.5,0.0,0.0
2018-11-25,99.75,99.75,99.75,0.0,0.0,100.25,100.25,100.25,0.0,0.0,98.48,98.48,98.48,0.0,0.0,100.2,100.2,100.2,0.0,0.0
2018-12-02,96.9,96.9,96.9,0.0,0.0,98.1,98.1,98.1,0.0,0.0,95.65,95.65,95.65,0.0,0.0,95.89,95.89,95.89,0.0,0.0
2018-12-09,96.62,96.62,96.62,0.0,0.0,96.62,96.62,96.62,0.0,0.0,89.55,89.55,89.55,0.0,0.0,93.05,93.05,93.05,0.0,0.0
2018-12-16,84.55,84.55,84.55,0.0,0.0,84.56,84.56,84.56,0.0,0.0,82.75,82.75,82.75,0.0,0.0,82.75,82.75,82.75,0.0,0.0
2018-12-23,85.05,85.05,85.05,0.0,0.0,85.75,85.75,85.75,0.0,0.0,83.59,83.59,83.59,0.0,0.0,85.65,85.65,85.65,0.0,0.0
2018-12-30,90.9,90.9,90.9,0.0,0.0,92.6,92.6,92.6,0.0,0.0,90.66,90.66,90.66,0.0,0.0,90.9,90.9,90.9,0.0,0.0
2019-01-06,95.7,95.7,95.7,0.0,0.0,95.75,95.75,95.75,0.0,0.0,94.2,94.2,94.2,0.0,0.0,94.5,94.5,94.5,0.0,0.0
2019-01-13,97.9,97.9,97.9,0.0,0.0,100.2,100.2,100.2,0.0,0.0,97.9,97.9,97.9,0.0,0.0,99.85,99.85,99.85,0.0,0.0
2019-01-20,96.45,96.45,96.45,0.0,0.0,96.7,96.7,96.7,0.0,0.0,95.39,95.39,95.39,0.0,0.0,96.65,96.65,96.65,0.0,0.0
2019-01-27,100.5,100.5,100.5,0.0,0.0,101.4,101.4,101.4,0.0,0.0,98.9,98.9,98.9,0.0,0.0,101.4,101.4,101.4,0.0,0.0
2019-02-03,95.95,95.95,95.95,0.0,0.0,97.6,97.6,97.6,0.0,0.0,95.45,95.45,95.45,0.0,0.0,97.3,97.3,97.3,0.0,0.0
2019-02-10,102.7,102.7,102.7,0.0,0.0,103.6,103.6,103.6,0.0,0.0,102.55,102.55,102.55,0.0,0.0,103.5,103.5,103.5,0.0,0.0
2019-02-17,103.65,103.65,103.65,0.0,0.0,103.65,103.65,103.65,0.0,0.0,101.85,101.85,101.85,0.0,0.0,102.23,102.23,102.23,0.0,0.0
2019-02-24,105.05,105.05,105.05,0.0,0.0,105.05,105.05,105.05,0.0,0.0,103.5,103.5,103.5,0.0,0.0,104.35,104.35,104.35,0.0,0.0
2019-03-03,104.45,104.45,104.45,0.0,0.0,105.15,105.15,105.15,0.0,0.0,104.3,104.3,104.3,0.0,0.0,104.91,104.91,104.91,0.0,0.0
2019-03-10,108.2,108.2,108.2,0.0,0.0,108.95,108.95,108.95,0.0,0.0,108.2,108.2,108.2,0.0,0.0,108.57,108.57,108.57,0.0,0.0
2019-03-17,107.05,107.05,107.05,0.0,0.0,107.9,107.9,107.9,0.0,0.0,107.05,107.05,107.05,0.0,0.0,107.73,107.73,107.73,0.0,0.0
2019-03-24,111.1,111.1,111.1,0.0,0.0,112.5,112.5,112.5,0.0,0.0,111.1,111.1,111.1,0.0,0.0,112.41,112.41,112.41,0.0,0.0
2019-03-31,115.25,115.25,115.25,0.0,0.0,119.6,119.6,119.6,0.0,0.0,115.25,115.25,115.25,0.0,0.0,117.3,117.3,117.3,0.0,0.0
2019-04-07,115.7,115.7,115.7,0.0,0.0,116.3,116.3,116.3,0.0,0.0,115.05,115.05,115.05,0.0,0.0,115.95,115.95,115.95,0.0,0.0
2019-04-14,119.4,119.4,119.4,0.0,0.0,120.0,120.0,120.0,0.0,0.0,119.2,119.2,119.2,0.0,0.0,119.64,119.64,119.64,0.0,0.0
2019-04-21,114.8,114.8,114.8,0.0,0.0,115.83,115.83,115.83,0.0,0.0,114.8,114.8,114.8,0.0,0.0,115.83,115.83,115.83,0.0,0.0
2019-04-28,112.2,112.2,112.2,0.0,0.0,114.55,114.55,114.55,0.0,0.0,112.1,112.1,112.1,0.0,0.0,114.44,114.44,114.44,0.0,0.0
2019-05-05,115.0,115.0,115.0,0.0,0.0,115.4,115.4,115.4,0.0,0.0,110.75,110.75,110.75,0.0,0.0,110.95,110.95,110.95,0.0,0.0
2019-05-12,114.85,114.85,114.85,0.0,0.0,115.35,115.35,115.35,0.0,0.0,114.4,114.4,114.4,0.0,0.0,115.07,115.07,115.07,0.0,0.0
2019-05-19,106.15,106.15,106.15,0.0,0.0,106.99,106.99,106.99,0.0,0.0,104.7,104.7,104.7,0.0,0.0,106.99,106.99,106.99,0.0,0.0
2019-05-26,98.86,98.86,98.86,0.0,0.0,98.86,98.86,98.86,0.0,0.0,95.95,95.95,95.95,0.0,0.0,95.95,95.95,95.95,0.0,0.0
2019-06-02,98.35,98.35,98.35,0.0,0.0,98.55,98.55,98.55,0.0,0.0,96.75,96.75,96.75,0.0,0.0,97.1,97.1,97.1,0.0,0.0
2019-06-09,95.05,95.05,95.05,0.0,0.0,95.3,95.3,95.3,0.0,0.0,94.55,94.55,94.55,0.0,0.0,94.55,94.55,94.55,0.0,0.0
2019-06-16,104.5,104.5,104.5,0.0,0.0,104.85,104.85,104.85,0.0,0.0,103.1,103.1,103.1,0.0,0.0,104.85,104.85,104.85,0.0,0.0
2019-06-23,107.81,107.81,107.81,0.0,0.0,107.81,107.81,107.81,0.0,0.0,105.85,105.85,105.85,0.0,0.0,106.81,106.81,106.81,0.0,0.0
2019-06-30,104.89,104.89,104.89,0.0,0.0,105.15,105.15,105.15,0.0,0.0,103.55,103.55,103.55,0.0,0.0,103.95,103.95,103.95,0.0,0.0
2019-07-07,109.8,109.8,109.8,0.0,0.0,109.8,109.8,109.8,0.0,0.0,107.38,107.38,107.38,0.0,0.0,107.38,107.38,107.38,0.0,0.0
2019-07-14,101.6,101.6,101.6,0.0,0.0,101.85,101.85,101.85,0.0,0.0,101.35,101.35,101.35,0.0,0.0,101.65,101.65,101.65,0.0,0.0
2019-07-21,101.92,101.92,101.92,0.0,0.0,102.98,102.98,102.98,0.0,0.0,101.92,101.92,101.92,0.0,0.0,102.98,102.98,102.98,0.0,0.0
2019-07-28,98.5,98.5,98.5,0.0,0.0,100.25,100.25,100.25,0.0,0.0,98.5,98.5,98.5,0.0,0.0,99.1,99.1,99.1,0.0,0.0
2019-08-04,98.85,98.85,98.85,0.0,0.0,99.0,99.0,99.0,0.0,0.0,98.6,98.6,98.6,0.0,0.0,98.92,98.92,98.92,0.0,0.0
2019-08-11,100.75,100.75,100.75,0.0,0.0,101.55,101.55,101.55,0.0,0.0,100.15,100.15,100.15,0.0,0.0,101.55,101.55,101.55,0.0,0.0
2019-08-18,99.71,99.71,99.71,0.0,0.0,99.71,99.71,99.71,0.0,0.0,97.2,97.2,97.2,0.0,0.0,97.31,97.31,97.31,0.0,0.0
2019-08-25,102.11,102.11,102.11,0.0,0.0,102.11,102.11,102.11,0.0,0.0,98.8,98.8,98.8,0.0,0.0,99.7,99.7,99.7,0.0,0.0
2019-09-01,103.75,103.75,103.75,0.0,0.0,105.25,105.25,105.25,0.0,0.0,103.75,103.75,103.75,0.0,0.0,105.1,105.1,105.1,0.0,0.0
2019-09-08,108.75,108.75,108.75,0.0,0.0,113.4,113.4,113.4,0.0,0.0,108.4,108.4,108.4,0.0,0.0,111.75,111.75,111.75,0.0,0.0
2019-09-15,105.7,105.7,105.7,0.0,0.0,106.45,106.45,106.45,0.0,0.0,105.5,105.5,105.5,0.0,0.0,106.0,106.0,106.0,0.0,0.0
2019-09-22,99.8,99.8,99.8,0.0,0.0,100.45,100.45,100.45,0.0,0.0,97.85,97.85,97.85,0.0,0.0,98.1,98.1,98.1,0.0,0.0
2019-09-29,95.74,95.74,95.74,0.0,0.0,95.74,95.74,95.74,0.0,0.0,95.74,95.74,95.74,0.0,0.0,95.74,95.74,95.74,0.0,0.0
2019-10-06,96.8,96.8,96.8,0.0,0.0,96.97,96.97,96.97,0.0,0.0,95.95,95.95,95.95,0.0,0.0,96.86,96.86,96.86,0.0,0.0
2019-10-13,95.75,95.75,95.75,0.0,0.0,97.15,97.15,97.15,0.0,0.0,95.75,95.75,95.75,0.0,0.0,97.08,97.08,97.08,0.0,0.0
2019-10-20,102.6,102.6,102.6,0.0,0.0,102.85,102.85,102.85,0.0,0.0,100.8,100.8,100.8,0.0,0.0,100.94,100.94,100.94,0.0,0.0
2019-10-27,103.3,103.3,103.3,0.0,0.0,103.63,103.63,103.63,0.0,0.0,102.33,102.33,102.33,0.0,0.0,102.33,102.33,102.33,0.0,0.0
2019-11-03,102.0,102.0,102.0,0.0,0.0,103.7,103.7,103.7,0.0,0.0,102.0,102.0,102.0,0.0,0.0,102.9,102.9,102.9,0.0,0.0
2019-11-10,103.9,103.9,103.9,0.0,0.0,103.9,103.9,103.9,0.0,0.0,102.8,102.8,102.8,0.0,0.0,102.89,102.89,102.89,0.0,0.0
2019-11-17,104.8,104.8,104.8,0.0,0.0,104.83,104.83,104.83,0.0,0.0,104.13,104.13,104.13,0.0,0.0,104.83,104.83,104.83,0.0,0.0
2019-11-24,102.15,102.15,102.15,0.0,0.0,102.15,102.15,102.15,0.0,0.0,100.8,100.8,100.8,0.0,0.0,101.14,101.14,101.14,0.0,0.0
2019-12-01,106.05,106.05,106.05,0.0,0.0,107.0,107.0,107.0,0.0,0.0,106.05,106.05,106.05,0.0,0.0,106.68,106.68,106.68,0.0,0.0
2019-12-08,108.9,108.9,108.9,0.0,0.0,108.99,108.99,108.99,0.0,0.0,108.87,108.87,108.87,0.0,0.0,108.97,108.97,108.97,0.0,0.0
2019-12-15,109.1,109.1,109.1,0.0,0.0,110.0,110.0,110.0,0.0,0.0,109.1,109.1,109.1,0.0,0.0,109.9,109.9,109.9,0.0,0.0
2019-12-22,111.85,111.85,111.85,0.0,0.0,112.25,112.25,112.25,0.0,0.0,110.8,110.8,110.8,0.0,0.0,111.45,111.45,111.45,0.0,0.0
2019-12-29,114.7,114.7,114.7,0.0,0.0,114.95,114.95,114.95,0.0,0.0,113.0,113.0,113.0,0.0,0.0,113.97,113.97,113.97,0.0,0.0
