Date,TRXC_Open_average,TRXC_Open_max,TRXC_Open_min,TRXC_Open_volatility,TRXC_Open_change,TRXC_High_average,TRXC_High_max,TRXC_High_min,TRXC_High_volatility,TRXC_High_change,TRXC_Low_average,TRXC_Low_max,TRXC_Low_min,TRXC_Low_volatility,TRXC_Low_change,TRXC_Close_average,TRXC_Close_max,TRXC_Close_min,TRXC_Close_volatility,TRXC_Close_change,TRXC_Volume_average,TRXC_Volume_max,TRXC_Volume_min,TRXC_Volume_volatility,TRXC_Volume_change
2018-06-03,44.486,49.27,40.3,8.970000000000006,4.810000000000002,45.994,50.18,42.9,7.280000000000001,5.329999999999998,42.717999999999996,47.71,39.26,8.450000000000003,6.240000000000002,44.772,48.49,40.69,7.800000000000004,5.850000000000001,56074,70656,45890,24766,-1531
2018-06-10,47.839999999999996,49.01,46.54,2.469999999999999,-0.519999999999996,49.322,52.0,47.32,4.68,2.990000000000002,46.384,47.84,44.85,2.990000000000002,1.6900000000000048,48.49,52.0,46.41,5.590000000000003,4.810000000000002,57582,85603,30722,54881,24322
2018-06-17,52.572,58.24,50.18,8.060000000000002,6.240000000000002,56.42,65.0,50.83,14.170000000000002,12.869999999999997,50.44,56.55,46.15,10.399999999999999,6.759999999999998,56.03,64.48,50.57,13.910000000000004,12.610000000000007,297133,1191081,30916,1160165,136250
2018-06-24,64.636,72.28,60.58,11.700000000000003,-4.290000000000006,70.07,78.52,61.36,17.159999999999997,-12.739999999999995,59.462,70.98,51.74,19.240000000000002,-10.659999999999997,63.492,75.92,52.13,23.79,-16.639999999999993,155954,245262,92438,152824,-6353
2018-07-01,51.285000000000004,52.0,50.7,1.2999999999999972,-0.9099999999999966,53.04,53.69,52.0,1.6899999999999977,1.4299999999999997,50.115,51.35,48.36,2.990000000000002,2.3400000000000034,51.9675,53.3,49.92,3.3799999999999955,2.210000000000001,41168,63240,28857,34383,-34383
2018-07-08,55.926,62.14,50.83,11.310000000000002,11.310000000000002,58.344,62.14,52.78,9.36,9.36,54.47,58.76,50.83,7.93,7.93,57.382,61.49,51.74,9.75,9.75,56442,96304,26302,70002,10710
2018-07-15,64.142,67.73,61.75,5.980000000000004,5.980000000000004,66.898,71.24,64.48,6.759999999999991,6.36999999999999,62.608,65.39,60.58,4.810000000000002,4.810000000000002,65.806,69.81,62.27,7.539999999999999,7.539999999999999,42713,49210,31994,17216,879
2018-07-22,69.186,72.67,64.35,8.320000000000007,-1.6899999999999977,71.552,72.67,70.2,2.469999999999999,-1.2999999999999972,66.027,67.86,63.83,4.030000000000001,2.2750000000000057,69.004,71.89,65.65,6.239999999999995,1.1699999999999875,37611,54232,29407,24825,-24825
2018-07-29,68.9,71.11,66.3,4.810000000000002,1.4300000000000068,70.902,71.63,69.55,2.0799999999999983,1.2999999999999972,67.496,69.29,64.74,4.550000000000011,2.990000000000009,69.654,70.72,67.99,2.730000000000004,0.519999999999996,29872,42087,19128,22959,-11831
2018-08-05,61.594,65.91,58.5,7.409999999999997,-4.809999999999995,63.518,68.38,61.88,6.499999999999993,-5.459999999999994,58.422,60.19,55.9,4.289999999999999,1.5599999999999952,61.230000000000004,61.88,59.28,2.6000000000000014,0.0,47834,118095,18182,99913,-96210
2018-08-12,57.876,60.84,55.64,5.200000000000003,-2.0800000000000054,59.878,61.49,57.46,4.030000000000001,-0.2600000000000051,56.03,58.5,52.0,6.5,2.729999999999997,58.162,60.32,56.29,4.030000000000001,4.030000000000001,21845,33368,13839,19529,-12708
2018-08-19,65.026,70.72,60.71,10.009999999999998,9.879999999999995,68.30199999999999,70.98,62.92,8.060000000000002,8.060000000000002,63.232,67.08,60.32,6.759999999999998,6.759999999999998,66.092,69.81,60.97,8.840000000000003,7.150000000000006,28763,34760,18187,16573,8680
2018-08-26,71.435,73.45,68.64,4.810000000000002,4.810000000000002,74.0675,75.92,70.85,5.070000000000007,4.680000000000007,70.4275,72.8,67.34,5.459999999999994,4.289999999999992,73.32000000000001,75.4,70.2,5.200000000000003,5.200000000000003,28668,37850,20713,17137,4298
2018-09-02,75.27,78.0,74.23,3.769999999999996,-0.2600000000000051,76.882,78.0,74.75,3.25,-3.25,71.552,74.62,68.25,6.3700000000000045,-6.3700000000000045,73.528,77.74,68.64,9.099999999999994,-9.099999999999994,33367,46201,22340,23861,-1904
2018-09-09,71.292,75.79,68.25,7.540000000000006,7.540000000000006,74.113,76.96,70.785,6.174999999999997,6.174999999999997,69.888,72.93,66.95,5.980000000000004,5.3300000000000125,72.8,76.05,67.86,8.189999999999998,7.540000000000006,26042,33333,15187,18146,10248
2018-09-16,83.148,87.75,74.1,13.650000000000006,11.700000000000003,86.892,89.31,81.25,8.060000000000002,8.060000000000002,80.158,84.5,73.97,10.530000000000001,10.530000000000001,84.578,89.31,80.73,8.579999999999998,8.579999999999998,126918,409677,44765,364912,22054
2018-09-23,82.28999999999999,90.74,77.35,13.39,-12.08999999999999,82.628,90.74,78.0,12.739999999999995,-11.569999999999993,76.076,80.6,70.85,9.75,-8.840000000000003,78.338,83.33,73.32,10.010000000000005,-10.010000000000005,68183,161495,28167,133328,-43456
2018-09-30,74.75,80.08,67.21,12.870000000000005,-7.540000000000006,77.844,82.94,68.77,14.170000000000002,-11.570000000000007,70.798,76.05,63.7,12.349999999999994,-8.319999999999993,74.51599999999999,80.99,67.6,13.39,-10.530000000000001,58445,128781,30565,98216,-16550
2018-10-07,65.52,67.47,63.05,4.420000000000002,-3.25,66.53399999999999,68.9,63.05,5.8500000000000085,-5.8500000000000085,60.606,64.09,58.5,5.590000000000003,-5.200000000000003,62.062,65.0,58.63,6.369999999999997,-3.770000000000003,38906,58761,18615,40146,-10517
2018-10-14,59.852,63.31,57.33,5.980000000000004,-4.159999999999997,61.516,64.61,57.59,7.019999999999996,-7.019999999999996,57.252,61.49,53.56,7.93,-7.93,58.656,63.83,54.08,9.75,-9.75,28154,42129,20124,22005,5276
2018-10-21,44.72,52.0,39.26,12.740000000000002,-11.57,46.488,53.56,39.91,13.650000000000006,-13.650000000000006,39.754,49.66,34.06,15.599999999999994,-15.599999999999994,41.833999999999996,51.87,35.62,16.25,-16.25,63437,95685,45690,49995,10363
2018-10-28,40.378,43.16,34.45,8.709999999999994,8.189999999999998,42.926,45.89,39.26,6.630000000000003,4.550000000000004,39.377,42.055,34.45,7.604999999999997,5.07,41.392,42.51,39.13,3.3799999999999955,1.9499999999999957,34440,55306,17484,37822,-27701
2018-11-04,41.054,43.55,39.78,3.769999999999996,1.0399999999999991,43.914,47.45,41.34,6.109999999999999,-0.12999999999999545,40.066,41.86,39.52,2.3399999999999963,0.259999999999998,42.016,44.46,39.52,4.939999999999998,0.6499999999999986,30471,47958,12066,35892,11002
2018-11-11,39.598,41.47,37.83,3.6400000000000006,-0.7800000000000011,41.574,44.07,39.78,4.289999999999999,-1.9499999999999957,38.48,40.17,37.44,2.730000000000004,0.39000000000000057,39.442,41.6,37.44,4.160000000000004,1.4299999999999997,31856,41214,20995,20219,4134
2018-11-18,38.5125,39.13,37.31,1.8200000000000003,1.8200000000000003,39.715,40.17,38.61,1.5600000000000023,1.4299999999999997,38.089999999999996,38.61,37.05,1.5600000000000023,1.4299999999999997,38.6425,39.52,37.96,1.5600000000000023,0.9099999999999966,17700,22052,13655,8397,-5424
2018-11-25,40.066,42.9,38.35,4.549999999999997,3.8999999999999986,41.964,47.06,39.39,7.670000000000002,7.539999999999999,39.078,41.34,37.83,3.510000000000005,3.510000000000005,40.456,43.29,38.22,5.07,5.07,41353,86930,16163,70767,35272
2018-12-02,40.56,43.68,38.87,4.810000000000002,-4.549999999999997,42.055,44.33,40.56,3.769999999999996,-3.769999999999996,38.935,39.52,38.22,1.3000000000000043,-1.3000000000000043,40.2675,41.34,39.26,2.0800000000000054,-0.39000000000000057,28409,46031,20455,25576,-5519
2018-12-09,39.468,40.69,37.7,2.989999999999995,-2.989999999999995,39.91,41.08,37.96,3.1199999999999974,-2.729999999999997,37.726,39.65,34.84,4.809999999999995,-3.25,38.246,39.65,35.1,4.549999999999997,-4.159999999999997,21906,29421,14330,15091,6679
2018-12-16,32.136,34.84,27.3,7.540000000000003,-7.540000000000003,33.696,36.27,30.03,6.240000000000002,-6.240000000000002,30.394,33.54,26.65,6.890000000000001,-6.890000000000001,31.434,33.93,28.6,5.329999999999998,-4.419999999999998,61161,196293,22724,173569,-2046
2018-12-23,30.810000000000002,31.85,29.64,2.210000000000001,0.9100000000000001,31.525,32.37,30.55,1.8199999999999967,-1.3000000000000007,28.892500000000002,30.03,28.21,1.8200000000000003,0.39000000000000057,30.94,31.85,29.38,2.4700000000000024,-2.4700000000000024,38520,89066,17219,71847,71847
2018-12-30,30.549999999999997,32.5,28.99,3.5100000000000016,3.5100000000000016,32.63,35.75,30.81,4.940000000000001,3.8999999999999986,29.9,32.11,28.6,3.509999999999998,3.120000000000001,31.785,34.97,29.77,5.199999999999999,3.6400000000000006,22160,27536,18334,9202,-5858
2019-01-06,36.556000000000004,39.0,34.84,4.159999999999997,-4.159999999999997,37.05,39.0,35.75,3.25,-3.25,34.45,34.97,33.67,1.2999999999999972,-1.2999999999999972,35.542,36.66,34.58,2.0799999999999983,-2.0799999999999983,25797,74527,7235,67292,-56937
2019-01-13,36.465,38.09,34.97,3.1200000000000045,0.7800000000000011,37.3425,38.09,35.75,2.3400000000000034,0.2600000000000051,35.1,36.01,34.45,1.5599999999999952,1.5599999999999952,35.8475,37.05,34.58,2.469999999999999,1.6900000000000048,19252,26933,12588,14345,-5356
2019-01-20,35.308,35.88,34.45,1.4299999999999997,-0.39000000000000057,35.88,36.92,34.97,1.9500000000000028,-0.7800000000000011,34.19,35.49,32.89,2.6000000000000014,0.6499999999999986,35.334,36.66,34.32,2.3399999999999963,1.1700000000000017,15674,25546,6353,19193,5567
2019-01-27,35.282,36.01,34.71,1.2999999999999972,-0.39000000000000057,35.854,36.66,34.97,1.6899999999999977,-0.5200000000000031,34.294,34.97,33.28,1.6899999999999977,-1.0399999999999991,34.891999999999996,36.01,33.41,2.6000000000000014,-1.1700000000000017,17059,23406,13789,9617,1579
2019-02-03,32.734,34.45,30.94,3.5100000000000016,1.5600000000000023,33.54,34.45,32.11,2.3400000000000034,0.6500000000000057,31.72,32.76,30.16,2.599999999999998,-0.12999999999999545,32.708,33.8,31.2,2.599999999999998,0.39000000000000057,15791,32220,10315,21905,-1276
2019-02-10,35.295,35.88,34.32,1.5600000000000023,1.5600000000000023,36.01,36.79,35.36,1.4299999999999997,0.6499999999999986,34.4825,35.36,33.67,1.6899999999999977,1.6899999999999977,35.49,35.88,35.23,0.6500000000000057,0.5200000000000031,15163,16536,14081,2455,-2455
2019-02-17,39.26,42.64,35.88,6.759999999999998,6.5,40.612,43.03,36.14,6.890000000000001,6.890000000000001,37.726,40.43,34.84,5.589999999999996,4.939999999999998,39.91,42.25,35.88,6.369999999999997,5.589999999999996,24336,35265,15934,19331,15115
2019-02-24,34.398,35.36,33.54,1.8200000000000003,0.7800000000000011,35.75,38.61,34.06,4.549999999999997,-3.1199999999999974,32.37,32.89,31.33,1.5600000000000023,0.0,34.086,35.36,32.37,2.990000000000002,-1.6899999999999977,31606,54940,18049,36891,-30192
2019-03-03,32.162,33.41,31.33,2.0799999999999983,-1.6899999999999977,32.578,33.67,31.72,1.9500000000000028,-1.9500000000000028,31.044,32.24,29.64,2.6000000000000014,-2.6000000000000014,31.59,32.24,30.29,1.9500000000000028,-1.9500000000000028,22673,45190,9646,35544,8818
2019-03-10,30.264,31.07,28.86,2.210000000000001,0.6499999999999986,30.914,31.2,30.42,0.7799999999999976,0.7799999999999976,29.484,30.16,28.73,1.4299999999999997,0.7800000000000011,30.264,31.07,28.73,2.34,1.8200000000000003,42093,134185,9587,124598,983
2019-03-17,29.276,30.03,28.6,1.4299999999999997,-1.0399999999999991,30.003999999999998,30.68,28.86,1.8200000000000003,-1.4299999999999997,28.522000000000002,29.12,27.17,1.9499999999999993,-1.6899999999999977,29.041999999999998,30.68,27.3,3.379999999999999,-1.6899999999999977,17211,23042,12068,10974,5003
2019-03-24,28.522,31.07,27.04,4.030000000000001,4.030000000000001,29.562,31.2,27.95,3.25,3.120000000000001,27.95,29.77,26.13,3.6400000000000006,2.7300000000000004,29.042,30.94,27.3,3.6400000000000006,2.8599999999999994,24793,48547,12423,36124,8639
2019-03-31,29.224,29.77,28.99,0.7800000000000011,0.7800000000000011,29.692,30.42,29.12,1.3000000000000007,0.7800000000000011,28.626,29.51,27.95,1.5600000000000023,1.3000000000000007,29.094,29.64,28.6,1.0399999999999991,0.9100000000000001,18560,32278,9380,22898,-6959
2019-04-07,30.446,32.5,28.86,3.6400000000000006,-0.7800000000000011,31.381999999999998,33.15,29.25,3.8999999999999986,-1.5599999999999987,29.64,30.81,28.34,2.469999999999999,-1.3000000000000007,30.342,32.5,28.99,3.5100000000000016,-1.4300000000000033,17714,33232,7581,25651,6012
2019-04-14,27.9175,29.25,26.65,2.6000000000000014,-2.2099999999999973,28.34,29.9,27.04,2.8599999999999994,-2.729999999999997,26.91,28.6,26.26,2.34,-2.34,27.235,28.73,26.52,2.210000000000001,-1.9499999999999993,16447,31034,7781,23253,-3904
2019-04-21,26.338,27.17,25.09,2.080000000000002,-0.13000000000000256,27.092,27.56,26.0,1.5599999999999987,0.129999999999999,25.506,26.39,23.92,2.469999999999999,-0.129999999999999,26.338,26.78,25.48,1.3000000000000007,-0.13000000000000256,14920,22470,7866,14604,4407
2019-04-28,26.156,26.65,25.87,0.7799999999999976,-0.7799999999999976,26.754,27.3,26.13,1.1700000000000017,0.26000000000000156,25.506,26.0,24.7,1.3000000000000007,-0.13000000000000256,26.26,27.04,25.35,1.6899999999999977,1.0399999999999991,12926,21122,8160,12962,-6008
2019-05-05,22.983999999999998,27.04,16.9,10.14,-9.620000000000001,23.634,27.56,16.9,10.66,-10.66,21.788,26.65,13.52,13.129999999999999,-12.740000000000002,22.984,27.43,16.51,10.919999999999998,-10.919999999999998,35753,89764,11490,78274,20112
2019-05-12,17.862000000000002,18.72,17.16,1.5599999999999987,-0.39000000000000057,18.304,18.72,17.55,1.1699999999999982,-1.1699999999999982,17.134,17.94,16.64,1.3000000000000007,-0.129999999999999,17.55,18.33,16.77,1.5599999999999987,-1.0399999999999991,14523,25376,9229,16147,-13416
2019-05-19,16.412499999999998,16.9,15.99,0.9099999999999984,-0.9099999999999984,16.8675,17.55,16.51,1.0399999999999991,-1.0399999999999991,15.99,16.38,15.34,1.0399999999999991,-0.3899999999999988,16.2825,16.64,15.73,0.9100000000000001,0.0,7441,12182,3951,8231,-3896
2019-05-26,17.784,17.94,17.42,0.5199999999999996,-0.13000000000000256,18.694,20.28,17.81,2.4700000000000024,-2.4700000000000024,17.238,17.81,16.51,1.2999999999999972,-1.2999999999999972,17.576,18.2,16.51,1.6899999999999977,-1.6899999999999977,23078,64102,9361,54741,-51556
2019-06-02,17.082,18.07,16.64,1.4299999999999997,-0.259999999999998,17.524,18.07,16.77,1.3000000000000007,0.39000000000000057,16.51,16.77,16.25,0.5199999999999996,0.129999999999999,17.186,17.94,16.64,1.3000000000000007,0.39000000000000057,12220,18056,7194,10862,-2013
2019-06-09,17.706,18.33,17.16,1.1699999999999982,-0.7800000000000011,18.018,18.59,17.42,1.1699999999999982,-0.6499999999999986,17.03,17.42,16.705,0.7150000000000034,-0.7150000000000034,17.602,18.59,17.03,1.5599999999999987,-0.7799999999999976,10603,15212,5388,9824,5845
2019-06-16,16.926,17.29,16.25,1.0399999999999991,-0.7800000000000011,17.108,17.68,16.38,1.3000000000000007,-1.3000000000000007,16.328,16.9,15.6,1.299999999999999,-1.040000000000001,16.718,17.29,15.86,1.4299999999999997,-0.9100000000000001,81491,360150,5742,354408,7389
2019-06-23,16.536,18.2,15.6,2.5999999999999996,2.209999999999999,17.212,18.59,15.99,2.5999999999999996,2.5999999999999996,16.172,17.55,15.47,2.08,2.08,16.874,18.07,15.73,2.34,2.34,46707,182289,8318,173971,4182
2019-06-30,17.192500000000003,17.94,16.51,1.4299999999999997,-1.4299999999999997,17.42,18.07,16.77,1.3000000000000007,-1.3000000000000007,16.705,17.29,16.38,0.9100000000000001,-0.9100000000000001,16.997500000000002,17.55,16.64,0.9100000000000001,-0.9100000000000001,7905,9692,6575,3117,914
2019-07-07,18.434,21.19,16.64,4.550000000000001,1.6899999999999977,20.462,25.09,16.77,8.32,2.210000000000001,17.576,19.37,16.38,2.990000000000002,1.5600000000000023,18.642,20.8,16.51,4.289999999999999,1.6899999999999977,26020,71787,7898,63889,-24
2019-07-14,18.096,18.33,17.81,0.5199999999999996,0.0,18.33,18.98,18.07,0.9100000000000001,-0.7800000000000011,17.654,18.07,17.16,0.9100000000000001,-0.9100000000000001,17.887999999999998,18.33,17.68,0.6499999999999986,-0.6499999999999986,7869,10140,5318,4822,-4653
2019-07-21,17.446,17.68,17.16,0.5199999999999996,0.129999999999999,17.784,17.94,17.68,0.26000000000000156,0.129999999999999,16.977999999999998,17.16,16.77,0.39000000000000057,-0.26000000000000156,17.368,17.81,17.03,0.7799999999999976,-0.129999999999999,7443,13199,5373,7826,1855
2019-07-28,17.394,18.2,16.9,1.3000000000000007,0.0,17.81,18.85,16.9,1.9500000000000028,-0.7800000000000011,16.744,17.42,15.34,2.080000000000002,-1.5599999999999987,17.108,17.81,15.86,1.9499999999999993,-1.6900000000000013,10770,14453,7198,7255,-1355
2019-08-04,13.52,16.25,10.27,5.98,-2.5999999999999996,14.408000000000001,16.51,11.72,4.790000000000001,-2.080000000000002,12.714,14.82,9.1,5.720000000000001,-1.5599999999999987,13.962,15.47,11.7,3.7700000000000014,-1.4300000000000015,36482,109360,12318,97042,-2786
2019-08-11,12.974,14.04,12.35,1.6899999999999995,-1.5599999999999987,13.312,14.17,13.0,1.17,-1.0399999999999991,12.4934,13.26,12.155999999999999,1.104000000000001,-1.104000000000001,12.8516,13.52,12.35,1.17,-0.3899999999999988,16303,27676,7804,19872,-15386
2019-08-18,12.753,13.0,12.48,0.5199999999999996,0.129999999999999,13.0928,13.52,12.649000000000001,0.8709999999999987,-0.32099999999999973,12.4314,12.800999999999998,12.077,0.7239999999999984,-0.14300000000000068,12.686,12.999,12.175,0.8239999999999998,-0.5599999999999987,17377,23264,12138,11126,1673
2019-08-25,12.18875,12.48,11.835,0.6449999999999996,0.13000000000000078,12.34025,12.61,12.155,0.45500000000000007,0.2599999999999998,11.83025,11.96,11.7,0.26000000000000156,0.0009999999999994458,11.96025,12.087,11.904000000000002,0.18299999999999805,-0.010999999999997456,13100,17793,9560,8233,3330
2019-09-01,10.6204,11.904000000000002,9.62,2.2840000000000025,-1.9070000000000018,10.7512,11.904000000000002,9.963,1.9410000000000025,-1.9070000000000018,9.9978,11.085999999999999,8.671,2.414999999999999,-2.3819999999999997,10.306799999999999,11.635,8.748,2.8870000000000005,-2.7650000000000006,32124,66025,12388,53637,26531
2019-09-08,9.2506,9.88,8.45,1.4300000000000015,0.9710000000000019,9.4814,10.01,8.796,1.2140000000000004,1.0850000000000009,8.963000000000001,9.556000000000001,8.06,1.4960000000000004,1.075000000000001,9.2952,9.873,8.407,1.4659999999999993,1.3290000000000006,21953,27785,13496,14289,-13366
2019-09-15,9.479,9.764,9.29,0.4740000000000002,-0.4740000000000002,9.8582,10.4,9.615,0.7850000000000001,0.06400000000000006,9.0694,9.361,8.767000000000001,0.5939999999999994,-0.5939999999999994,9.1538,9.373,8.837,0.5359999999999996,-0.5240000000000009,40114,139407,5987,133420,7114
2019-09-22,8.2066,8.84,7.869,0.9710000000000001,-0.7140000000000004,8.4354,9.065,8.052,1.013,-0.8879999999999999,7.7246,8.198,7.422999999999999,0.7750000000000012,-0.6530000000000005,8.0012,8.217,7.7170000000000005,0.5,-0.16000000000000014,16421,27115,8833,18282,465
2019-09-29,7.2686,8.125,6.5,1.625,-1.625,7.2894000000000005,8.125,6.565,1.5599999999999996,-1.5599999999999996,6.683,7.7,6.045,1.6550000000000002,-1.6550000000000002,6.7934,7.933,6.046,1.8869999999999996,-1.8869999999999996,20911,34434,8202,26232,19959
2019-10-06,6.0280000000000005,6.224,5.85,0.37400000000000055,-0.2469999999999999,6.11,6.224,5.994,0.23000000000000043,-0.23000000000000043,5.6048,5.85,5.331,0.5189999999999992,0.29000000000000004,5.8544,5.966,5.63,0.3360000000000003,0.08399999999999963,19591,29146,7253,21893,-21893
2019-10-13,5.7700000000000005,6.24,5.048,1.1920000000000002,-0.9440000000000008,5.811,6.24,5.0569999999999995,1.1830000000000007,-0.9350000000000014,5.0606,5.602,3.7710000000000004,1.831,-1.831,5.1868,5.711,3.9810000000000003,1.73,-1.73,27308,50923,11928,38995,36996
2019-10-20,3.9204,4.16,3.522,0.6380000000000003,-0.13000000000000034,4.365,5.004,4.03,0.9739999999999993,0.12600000000000033,3.6424,3.946,3.2510000000000003,0.6949999999999998,0.41799999999999926,3.9322,4.185,3.55,0.6349999999999998,0.4930000000000003,36989,65348,20038,45310,-45276
2019-10-27,3.2214,3.9,2.73,1.17,-0.8449999999999998,3.4414000000000002,4.03,3.055,0.9750000000000001,-0.6500000000000004,3.0382000000000002,3.77,2.665,1.105,-0.7149999999999999,3.2296,3.927,2.785,1.142,-0.5680000000000001,36716,59785,14179,45606,12587
2019-11-03,3.62,4.147,3.25,0.8970000000000002,0.516,3.7894,4.16,3.25,0.9100000000000001,-0.24600000000000044,3.121,3.3110000000000004,2.861,0.4500000000000002,-0.06100000000000039,3.2574,3.627,2.946,0.6809999999999996,-0.16500000000000004,37821,64348,23695,40653,23658
