Date,Guggenheim S&P SmallCap 600 EW_etf_Open_average,Guggenheim S&P SmallCap 600 EW_etf_Open_max,Guggenheim S&P SmallCap 600 EW_etf_Open_min,Guggenheim S&P SmallCap 600 EW_etf_Open_volatility,Guggenheim S&P SmallCap 600 EW_etf_Open_change,Guggenheim S&P SmallCap 600 EW_etf_High_average,Guggenheim S&P SmallCap 600 EW_etf_High_max,Guggenheim S&P SmallCap 600 EW_etf_High_min,Guggenheim S&P SmallCap 600 EW_etf_High_volatility,Guggenheim S&P SmallCap 600 EW_etf_High_change,Guggenheim S&P SmallCap 600 EW_etf_Low_average,Guggenheim S&P SmallCap 600 EW_etf_Low_max,Guggenheim S&P SmallCap 600 EW_etf_Low_min,Guggenheim S&P SmallCap 600 EW_etf_Low_volatility,Guggenheim S&P SmallCap 600 EW_etf_Low_change,Guggenheim S&P SmallCap 600 EW_etf_Close_average,Guggenheim S&P SmallCap 600 EW_etf_Close_max,Guggenheim S&P SmallCap 600 EW_etf_Close_min,Guggenheim S&P SmallCap 600 EW_etf_Close_volatility,Guggenheim S&P SmallCap 600 EW_etf_Close_change
2019-09-08,55.63,55.63,55.63,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.36,55.36,55.36,0.0,0.0
2019-09-15,54.31,54.31,54.31,0.0,0.0,54.32,54.32,54.32,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.32,54.32,54.32,0.0,0.0
2019-09-22,53.67,53.67,53.67,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.12,53.12,53.12,0.0,0.0
2019-09-29,51.32,51.32,51.32,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.89,51.89,51.89,0.0,0.0
2019-10-06,52.71,52.71,52.71,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.24,52.24,52.24,0.0,0.0,52.24,52.24,52.24,0.0,0.0
2019-10-13,53.15,53.15,53.15,0.0,0.0,53.24,53.24,53.24,0.0,0.0,52.69,52.69,52.69,0.0,0.0,53.05,53.05,53.05,0.0,0.0
2019-10-20,54.03,54.03,54.03,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.27,54.27,54.27,0.0,0.0
2019-10-27,54.71,54.71,54.71,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2019-11-03,55.5,55.5,55.5,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.58,55.58,55.58,0.0,0.0
2019-11-10,54.92,54.92,54.92,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.99,54.99,54.99,0.0,0.0
2019-11-17,53.95,53.95,53.95,0.0,0.0,54.32,54.32,54.32,0.0,0.0,53.95,53.95,53.95,0.0,0.0,54.32,54.32,54.32,0.0,0.0
2019-11-24,56.0,56.0,56.0,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.42,55.42,55.42,0.0,0.0
2019-12-01,55.86,55.86,55.86,0.0,0.0,56.17,56.17,56.17,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.95,55.95,55.95,0.0,0.0
2019-12-08,56.11,56.11,56.11,0.0,0.0,56.11,56.11,56.11,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2019-12-15,57.89,57.89,57.89,0.0,0.0,57.89,57.89,57.89,0.0,0.0,57.32,57.32,57.32,0.0,0.0,57.32,57.32,57.32,0.0,0.0
2019-12-22,56.96,56.96,56.96,0.0,0.0,56.96,56.96,56.96,0.0,0.0,56.68,56.68,56.68,0.0,0.0,56.68,56.68,56.68,0.0,0.0
2019-12-29,56.53,56.53,56.53,0.0,0.0,56.83,56.83,56.83,0.0,0.0,56.53,56.53,56.53,0.0,0.0,56.83,56.83,56.83,0.0,0.0
