Date,Guggenheim S&P SmallCap 600 EW_etf_Open_average,Guggenheim S&P SmallCap 600 EW_etf_Open_max,Guggenheim S&P SmallCap 600 EW_etf_Open_min,Guggenheim S&P SmallCap 600 EW_etf_Open_volatility,Guggenheim S&P SmallCap 600 EW_etf_Open_change,Guggenheim S&P SmallCap 600 EW_etf_High_average,Guggenheim S&P SmallCap 600 EW_etf_High_max,Guggenheim S&P SmallCap 600 EW_etf_High_min,Guggenheim S&P SmallCap 600 EW_etf_High_volatility,Guggenheim S&P SmallCap 600 EW_etf_High_change,Guggenheim S&P SmallCap 600 EW_etf_Low_average,Guggenheim S&P SmallCap 600 EW_etf_Low_max,Guggenheim S&P SmallCap 600 EW_etf_Low_min,Guggenheim S&P SmallCap 600 EW_etf_Low_volatility,Guggenheim S&P SmallCap 600 EW_etf_Low_change,Guggenheim S&P SmallCap 600 EW_etf_Close_average,Guggenheim S&P SmallCap 600 EW_etf_Close_max,Guggenheim S&P SmallCap 600 EW_etf_Close_min,Guggenheim S&P SmallCap 600 EW_etf_Close_volatility,Guggenheim S&P SmallCap 600 EW_etf_Close_change
2018-01-14,56.57,56.57,56.57,0.0,0.0,57.33,57.33,57.33,0.0,0.0,56.57,56.57,56.57,0.0,0.0,57.33,57.33,57.33,0.0,0.0
2018-01-21,57.81,57.81,57.81,0.0,0.0,57.92,57.92,57.92,0.0,0.0,57.39,57.39,57.39,0.0,0.0,57.5,57.5,57.5,0.0,0.0
2018-01-28,55.07,55.07,55.07,0.0,0.0,55.12,55.12,55.12,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2018-02-04,52.25,52.25,52.25,0.0,0.0,52.25,52.25,52.25,0.0,0.0,50.73,50.73,50.73,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2018-02-11,54.37,54.37,54.37,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.09,54.09,54.09,0.0,0.0,54.44,54.44,54.44,0.0,0.0
2018-02-18,54.04,54.04,54.04,0.0,0.0,54.04,54.04,54.04,0.0,0.0,54.04,54.04,54.04,0.0,0.0,54.04,54.04,54.04,0.0,0.0
2018-02-25,52.31,52.31,52.31,0.0,0.0,53.08,53.08,53.08,0.0,0.0,52.31,52.31,52.31,0.0,0.0,53.08,53.08,53.08,0.0,0.0
2018-03-04,54.41,54.41,54.41,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.41,54.41,54.41,0.0,0.0
2018-03-11,54.79,54.79,54.79,0.0,0.0,55.15,55.15,55.15,0.0,0.0,54.76,54.76,54.76,0.0,0.0,55.15,55.15,55.15,0.0,0.0
2018-03-18,53.71,53.71,53.71,0.0,0.0,54.14,54.14,54.14,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2018-03-25,53.68,53.68,53.68,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.68,53.68,53.68,0.0,0.0,54.04,54.04,54.04,0.0,0.0
2018-04-01,54.19,54.19,54.19,0.0,0.0,54.5,54.5,54.5,0.0,0.0,53.99,53.99,53.99,0.0,0.0,54.04,54.04,54.04,0.0,0.0
2018-04-08,54.51,54.51,54.51,0.0,0.0,55.11,55.11,55.11,0.0,0.0,54.51,54.51,54.51,0.0,0.0,55.11,55.11,55.11,0.0,0.0
2018-04-15,56.33,56.33,56.33,0.0,0.0,56.33,56.33,56.33,0.0,0.0,55.95,55.95,55.95,0.0,0.0,56.07,56.07,56.07,0.0,0.0
2018-04-22,55.52,55.52,55.52,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.23,55.23,55.23,0.0,0.0,55.43,55.43,55.43,0.0,0.0
2018-04-29,55.86,55.86,55.86,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.59,55.59,55.59,0.0,0.0
2018-05-06,57.36,57.36,57.36,0.0,0.0,57.36,57.36,57.36,0.0,0.0,57.24,57.24,57.24,0.0,0.0,57.24,57.24,57.24,0.0,0.0
2018-05-13,58.16,58.16,58.16,0.0,0.0,58.16,58.16,58.16,0.0,0.0,58.16,58.16,58.16,0.0,0.0,58.16,58.16,58.16,0.0,0.0
2018-05-20,58.34,58.34,58.34,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.34,58.34,58.34,0.0,0.0
2018-05-27,58.77,58.77,58.77,0.0,0.0,59.08,59.08,59.08,0.0,0.0,58.77,58.77,58.77,0.0,0.0,59.08,59.08,59.08,0.0,0.0
2018-06-03,60.47,60.47,60.47,0.0,0.0,60.69,60.69,60.69,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.69,60.69,60.69,0.0,0.0
2018-06-10,61.43,61.43,61.43,0.0,0.0,61.43,61.43,61.43,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.37,60.37,60.37,0.0,0.0
2018-06-17,60.81,60.81,60.81,0.0,0.0,60.81,60.81,60.81,0.0,0.0,60.81,60.81,60.81,0.0,0.0,60.81,60.81,60.81,0.0,0.0
2018-06-24,59.69,59.69,59.69,0.0,0.0,59.69,59.69,59.69,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.4,59.4,59.4,0.0,0.0
2018-07-01,61.28,61.28,61.28,0.0,0.0,61.3,61.3,61.3,0.0,0.0,61.23,61.23,61.23,0.0,0.0,61.23,61.23,61.23,0.0,0.0
2018-07-08,61.0,61.0,61.0,0.0,0.0,61.0,61.0,61.0,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.9,60.9,60.9,0.0,0.0
2018-07-15,61.76,61.76,61.76,0.0,0.0,61.76,61.76,61.76,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.46,61.46,61.46,0.0,0.0
2018-07-22,61.41,61.41,61.41,0.0,0.0,61.41,61.41,61.41,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.53,60.53,60.53,0.0,0.0
2018-07-29,61.06,61.06,61.06,0.0,0.0,61.06,61.06,61.06,0.0,0.0,61.06,61.06,61.06,0.0,0.0,61.06,61.06,61.06,0.0,0.0
2018-08-05,61.47,61.47,61.47,0.0,0.0,61.72,61.72,61.72,0.0,0.0,61.47,61.47,61.47,0.0,0.0,61.65,61.65,61.65,0.0,0.0
2018-08-12,61.09,61.09,61.09,0.0,0.0,62.06,62.06,62.06,0.0,0.0,61.09,61.09,61.09,0.0,0.0,62.06,62.06,62.06,0.0,0.0
2018-08-19,63.14,63.14,63.14,0.0,0.0,63.29,63.29,63.29,0.0,0.0,63.09,63.09,63.09,0.0,0.0,63.29,63.29,63.29,0.0,0.0
2018-08-26,63.0,63.0,63.0,0.0,0.0,63.0,63.0,63.0,0.0,0.0,63.0,63.0,63.0,0.0,0.0,63.0,63.0,63.0,0.0,0.0
2018-09-02,62.36,62.36,62.36,0.0,0.0,62.48,62.48,62.48,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.48,62.48,62.48,0.0,0.0
2018-09-09,62.82,62.82,62.82,0.0,0.0,62.82,62.82,62.82,0.0,0.0,62.82,62.82,62.82,0.0,0.0,62.82,62.82,62.82,0.0,0.0
2018-09-16,62.25,62.25,62.25,0.0,0.0,62.25,62.25,62.25,0.0,0.0,62.1,62.1,62.1,0.0,0.0,62.15,62.15,62.15,0.0,0.0
2018-09-23,61.05,61.05,61.05,0.0,0.0,61.08,61.08,61.08,0.0,0.0,61.05,61.05,61.05,0.0,0.0,61.08,61.08,61.08,0.0,0.0
2018-09-30,59.31,59.31,59.31,0.0,0.0,59.31,59.31,59.31,0.0,0.0,58.31,58.31,58.31,0.0,0.0,58.58,58.58,58.58,0.0,0.0
2018-10-07,56.2,56.2,56.2,0.0,0.0,56.2,56.2,56.2,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.64,55.64,55.64,0.0,0.0
2018-10-14,55.58,55.58,55.58,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.26,55.26,55.26,0.0,0.0,55.29,55.29,55.29,0.0,0.0
2018-10-21,52.8,52.8,52.8,0.0,0.0,53.79,53.79,53.79,0.0,0.0,52.8,52.8,52.8,0.0,0.0,53.64,53.64,53.64,0.0,0.0
2018-10-28,55.88,55.88,55.88,0.0,0.0,56.09,56.09,56.09,0.0,0.0,55.61,55.61,55.61,0.0,0.0,56.09,56.09,56.09,0.0,0.0
2018-11-04,56.15,56.15,56.15,0.0,0.0,56.15,56.15,56.15,0.0,0.0,55.61,55.61,55.61,0.0,0.0,55.77,55.77,55.77,0.0,0.0
2018-11-11,54.91,54.91,54.91,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2018-11-18,53.87,53.87,53.87,0.0,0.0,53.91,53.91,53.91,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.61,53.61,53.61,0.0,0.0
2018-11-25,54.83,54.83,54.83,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2018-12-02,52.89,52.89,52.89,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2018-12-09,50.92,50.92,50.92,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2018-12-16,47.5,47.5,47.5,0.0,0.0,47.5,47.5,47.5,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.14,46.14,46.14,0.0,0.0
2018-12-23,47.56,47.56,47.56,0.0,0.0,48.24,48.24,48.24,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.61,47.61,47.61,0.0,0.0
2018-12-30,48.56,48.56,48.56,0.0,0.0,49.52,49.52,49.52,0.0,0.0,48.56,48.56,48.56,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2019-01-06,51.83,51.83,51.83,0.0,0.0,52.08,52.08,52.08,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2019-01-13,53.06,53.06,53.06,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2019-01-20,53.25,53.25,53.25,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.27,53.27,53.27,0.0,0.0
2019-01-27,53.93,53.93,53.93,0.0,0.0,53.93,53.93,53.93,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.79,53.79,53.79,0.0,0.0
2019-02-03,53.21,53.21,53.21,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.21,53.21,53.21,0.0,0.0,53.71,53.71,53.71,0.0,0.0
2019-02-10,56.31,56.31,56.31,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.31,56.31,56.31,0.0,0.0,56.38,56.38,56.38,0.0,0.0
2019-02-17,57.0,57.0,57.0,0.0,0.0,57.16,57.16,57.16,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.15,57.15,57.15,0.0,0.0
2019-02-24,56.61,56.61,56.61,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.35,56.35,56.35,0.0,0.0,56.62,56.62,56.62,0.0,0.0
2019-03-03,53.71,53.71,53.71,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.83,53.83,53.83,0.0,0.0
2019-03-10,54.25,54.25,54.25,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.56,54.56,54.56,0.0,0.0
2019-03-17,54.4,54.4,54.4,0.0,0.0,54.4,54.4,54.4,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2019-03-24,55.21,55.21,55.21,0.0,0.0,55.21,55.21,55.21,0.0,0.0,53.94,53.94,53.94,0.0,0.0,54.01,54.01,54.01,0.0,0.0
2019-03-31,54.77,54.77,54.77,0.0,0.0,55.82,55.82,55.82,0.0,0.0,54.77,54.77,54.77,0.0,0.0,55.68,55.68,55.68,0.0,0.0
2019-04-07,55.66,55.66,55.66,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.66,55.66,55.66,0.0,0.0
2019-04-14,54.93,54.93,54.93,0.0,0.0,55.27,55.27,55.27,0.0,0.0,54.93,54.93,54.93,0.0,0.0,55.14,55.14,55.14,0.0,0.0
2019-04-21,54.93,54.93,54.93,0.0,0.0,55.62,55.62,55.62,0.0,0.0,54.93,54.93,54.93,0.0,0.0,55.62,55.62,55.62,0.0,0.0
2019-04-28,56.0,56.0,56.0,0.0,0.0,56.38,56.38,56.38,0.0,0.0,55.72,55.72,55.72,0.0,0.0,56.38,56.38,56.38,0.0,0.0
2019-05-05,54.11,54.11,54.11,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2019-05-12,53.63,53.63,53.63,0.0,0.0,53.93,53.93,53.93,0.0,0.0,53.26,53.26,53.26,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2019-05-19,51.83,51.83,51.83,0.0,0.0,52.03,52.03,52.03,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2019-05-26,50.05,50.05,50.05,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2019-06-02,51.28,51.28,51.28,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.59,51.59,51.59,0.0,0.0
2019-06-09,52.1,52.1,52.1,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.99,51.99,51.99,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2019-06-16,52.89,52.89,52.89,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2019-06-23,53.57,53.57,53.57,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.6,53.6,53.6,0.0,0.0
2019-06-30,53.27,53.27,53.27,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.27,53.27,53.27,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2019-07-07,53.22,53.22,53.22,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.4,53.4,53.4,0.0,0.0
2019-07-14,52.76,52.76,52.76,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.67,52.67,52.67,0.0,0.0
2019-07-21,53.44,53.44,53.44,0.0,0.0,53.88,53.88,53.88,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2019-07-28,52.26,52.26,52.26,0.0,0.0,52.63,52.63,52.63,0.0,0.0,51.94,51.94,51.94,0.0,0.0,52.28,52.28,52.28,0.0,0.0
2019-08-04,51.66,51.66,51.66,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.67,51.67,51.67,0.0,0.0
2019-08-11,50.75,50.75,50.75,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2019-08-18,50.16,50.16,50.16,0.0,0.0,50.87,50.87,50.87,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2019-08-25,51.07,51.07,51.07,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2019-09-01,52.41,52.41,52.41,0.0,0.0,52.41,52.41,52.41,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.74,51.74,51.74,0.0,0.0
