Date,PEIXStock_Open_average,PEIXStock_Open_max,PEIXStock_Open_min,PEIXStock_Open_volatility,PEIXStock_Open_change,PEIXStock_High_average,PEIXStock_High_max,PEIXStock_High_min,PEIXStock_High_volatility,PEIXStock_High_change,PEIXStock_Low_average,PEIXStock_Low_max,PEIXStock_Low_min,PEIXStock_Low_volatility,PEIXStock_Low_change,PEIXStock_Close_average,PEIXStock_Close_max,PEIXStock_Close_min,PEIXStock_Close_volatility,PEIXStock_Close_change,PEIXStock_Volume_average,PEIXStock_Volume_max,PEIXStock_Volume_min,PEIXStock_Volume_volatility,PEIXStock_Volume_change
2018-01-14,4.575,4.75,4.45,0.2999999999999998,-0.2999999999999998,4.625,4.75,4.5,0.25,-0.20000000000000018,4.44375,4.5,4.4,0.09999999999999964,-0.09999999999999964,4.5375,4.65,4.45,0.20000000000000018,-0.10000000000000053,323925,515681,212163,303518,-303518
2018-01-21,4.53,4.65,4.45,0.20000000000000018,-0.04999999999999982,4.5886000000000005,4.65,4.5,0.15000000000000036,-0.15000000000000036,4.4350000000000005,4.55,4.375,0.17499999999999982,-0.04999999999999982,4.5200000000000005,4.65,4.45,0.20000000000000018,-0.20000000000000018,261059,418606,172248,246358,124978
2018-01-28,4.27,4.45,4.1,0.35000000000000053,-0.35000000000000053,4.32,4.45,4.2,0.25,-0.20000000000000018,4.14,4.25,4.05,0.20000000000000018,-0.20000000000000018,4.22,4.35,4.1,0.25,-0.25,381658,583403,257645,325758,-258873
2018-02-04,3.75,4.05,3.6,0.44999999999999973,-0.3999999999999999,3.9,4.15,3.75,0.40000000000000036,-0.40000000000000036,3.63,3.8,3.55,0.25,-0.25,3.695,3.85,3.625,0.2250000000000001,-0.1499999999999999,324579,399334,256020,143314,-116184
2018-02-11,3.88,4.2,3.7,0.5,0.5,4.05,4.3,3.85,0.44999999999999973,0.44999999999999973,3.85,4.15,3.65,0.5000000000000004,0.5000000000000004,3.99,4.25,3.8,0.4500000000000002,0.4500000000000002,288058,341882,203147,138735,35933
2018-02-18,4.3,4.4,4.25,0.15000000000000036,0.0,4.42375,4.495,4.35,0.14500000000000046,-0.14500000000000046,4.18875,4.255,4.1,0.15500000000000025,-0.10000000000000053,4.3125,4.4,4.25,0.15000000000000036,-0.09999999999999964,238880,392801,140966,251835,-133667
2018-02-25,4.08,4.4,3.75,0.6500000000000004,-0.5,4.1850000000000005,4.4,3.85,0.5500000000000003,-0.42500000000000027,3.951,4.2,3.65,0.5500000000000003,-0.4950000000000001,4.09,4.4,3.75,0.6500000000000004,-0.5000000000000004,456040,851677,143814,707863,318043
2018-03-04,3.56,3.85,3.25,0.6000000000000001,-0.6000000000000001,3.655,3.95,3.35,0.6000000000000001,-0.6000000000000001,3.38,3.65,3.1,0.5499999999999998,-0.44999999999999973,3.415,3.65,3.1,0.5499999999999998,-0.2999999999999998,524647,778387,340387,438000,-141127
2018-03-11,3.7,4.15,3.5,0.6500000000000004,0.04999999999999982,3.9000000000000004,4.15,3.7,0.4500000000000002,-0.4500000000000002,3.56,3.65,3.5,0.1499999999999999,0.0,3.72,4.15,3.55,0.6000000000000005,-0.6000000000000005,771697,1113663,373200,740463,-8747
2018-03-18,3.43,3.5,3.35,0.1499999999999999,-0.1499999999999999,3.54,3.65,3.5,0.1499999999999999,-0.04999999999999982,3.316,3.35,3.255,0.0950000000000002,-0.0950000000000002,3.405,3.55,3.3,0.25,0.0,441966,469019,414235,54784,-34973
2018-03-25,3.1625,3.45,2.9,0.5500000000000003,-0.5500000000000003,3.26125,3.495,3.05,0.4450000000000003,-0.4450000000000003,2.925,3.1,2.75,0.3500000000000001,-0.25,3.03125,3.2,2.825,0.375,-0.20000000000000018,733231,1206507,471334,735173,-102092
2018-04-01,3.01,3.05,2.9,0.1499999999999999,0.0,3.07,3.15,3.0,0.1499999999999999,0.10000000000000009,2.886,2.95,2.805,0.14500000000000002,0.02499999999999991,2.99,3.1,2.95,0.1499999999999999,-0.04999999999999982,515772,683518,214703,468815,-10497
2018-04-08,3.09,3.4,2.95,0.44999999999999973,0.44999999999999973,3.2132,3.45,3.0,0.4500000000000002,0.4410000000000003,3.0,3.275,2.8,0.4750000000000001,0.4750000000000001,3.1599999999999997,3.4,3.0,0.3999999999999999,0.2999999999999998,419546,735007,276374,458633,-39054
2018-04-15,3.4899999999999998,3.85,3.3,0.5500000000000003,0.19999999999999973,3.66,3.95,3.4,0.5500000000000003,0.25,3.305,3.5,3.2,0.2999999999999998,0.19999999999999973,3.515,3.9,3.25,0.6499999999999999,0.02499999999999991,540664,1154403,249379,905024,115633
2018-04-22,3.44,3.55,3.3,0.25,0.1499999999999999,3.54,3.6,3.45,0.1499999999999999,0.09999999999999964,3.3484,3.45,3.25,0.20000000000000018,0.20000000000000018,3.45,3.55,3.3,0.25,0.15000000000000036,362209,490367,254133,236234,236234
2018-04-29,3.33,3.45,3.1,0.3500000000000001,-0.3500000000000001,3.425,3.6,3.15,0.4500000000000002,-0.4500000000000002,3.24,3.35,3.1,0.25,-0.25,3.29,3.5,3.125,0.375,-0.375,305760,491600,208171,283429,-140223
2018-05-06,3.25,3.45,3.15,0.30000000000000027,0.10000000000000009,3.44,3.6,3.25,0.3500000000000001,0.15000000000000036,3.1742,3.221,3.1,0.121,0.07100000000000017,3.28,3.4,3.15,0.25,0.10000000000000009,470484,687818,275608,412210,-256193
2018-05-13,3.49,3.6,3.35,0.25,0.25,3.595,3.775,3.45,0.32499999999999973,0.19999999999999973,3.3952,3.5,3.326,0.17399999999999993,0.07399999999999984,3.505,3.575,3.4,0.17500000000000027,0.1499999999999999,415475,614058,279460,334598,222946
