Date,EW_Open_average,EW_Open_max,EW_Open_min,EW_Open_volatility,EW_Open_change,EW_High_average,EW_High_max,EW_High_min,EW_High_volatility,EW_High_change,EW_Low_average,EW_Low_max,EW_Low_min,EW_Low_volatility,EW_Low_change,EW_Close_average,EW_Close_max,EW_Close_min,EW_Close_volatility,EW_Close_change,EW_Volume_average,EW_Volume_max,EW_Volume_min,EW_Volume_volatility,EW_Volume_change
2018-01-14,121.632,123.75,120.17,3.5799999999999983,2.3900000000000006,122.91,124.57,121.18,3.3899999999999864,1.6399999999999864,120.988,123.19,119.93,3.259999999999991,3.1799999999999926,122.14,124.51,120.07,4.440000000000012,4.440000000000012,1187759,1668022,723086,944936,-551899
2018-01-21,125.792,127.74,123.91,3.8299999999999983,3.8299999999999983,127.008,128.61,125.5,3.1100000000000136,3.1100000000000136,125.066,126.72,123.39,3.3299999999999983,3.3299999999999983,126.098,128.16,124.4,3.759999999999991,2.5,935367,1211168,763149,448019,3782
2018-01-28,128.744,133.76,125.4,8.359999999999985,5.439999999999998,131.006,138.48,127.44,11.039999999999992,5.5,126.782,131.45,124.31,7.139999999999986,1.7000000000000028,127.766,131.83,126.58,5.250000000000014,-0.03999999999999204,1925854,3309483,949221,2360262,1655269
2018-02-04,126.642,129.97,124.58,5.390000000000001,1.789999999999992,129.082,131.78,127.47,4.310000000000002,0.5900000000000034,123.878,126.05,121.4,4.6499999999999915,1.5,126.744,129.7,123.78,5.9199999999999875,-0.18999999999999773,1790580,2531169,1159630,1371539,-1371539
2018-02-11,129.49,134.27,126.2,8.070000000000007,8.070000000000007,132.20499999999998,135.33,128.16,7.170000000000016,7.170000000000016,128.75,133.38,125.12,8.259999999999991,8.259999999999991,131.515,134.68,127.35,7.3300000000000125,6.469999999999999,1258146,1574786,899858,674928,-151673
2018-02-18,134.514,136.0,133.81,2.1899999999999977,2.1899999999999977,136.41400000000002,137.53,135.69,1.8400000000000034,1.5999999999999943,133.704,134.95,133.0,1.9499999999999886,1.9499999999999886,134.92,136.72,133.67,3.0500000000000114,2.4000000000000057,1027101,1298383,850382,448001,-448001
2018-02-25,134.412,136.93,132.07,4.860000000000014,-3.0,136.19,137.84,134.69,3.1500000000000057,-0.9399999999999977,132.982,135.23,130.89,4.340000000000003,-1.7299999999999898,134.522,136.24,132.91,3.3300000000000125,1.0100000000000193,1307809,1699258,856245,843013,843013
2018-03-04,137.882,139.5,136.29,3.210000000000008,2.8899999999999864,139.096,140.76,137.84,2.9199999999999875,2.769999999999982,136.75199999999998,138.72,135.17,3.5500000000000114,3.25,138.646,140.04,137.77,2.269999999999982,2.1899999999999977,1055860,1298849,839334,459515,-87445
2018-03-11,141.33599999999998,141.84,140.89,0.950000000000017,0.950000000000017,142.16,143.22,141.65,1.5699999999999932,0.4199999999999875,139.694,140.64,137.98,2.6599999999999966,-1.960000000000008,140.934,142.34,139.4,2.9399999999999977,-1.4300000000000068,1420649,1945690,1041544,904146,226778
2018-03-18,138.748,141.18,136.9,4.280000000000001,-2.789999999999992,140.738,141.94,139.37,2.569999999999993,-1.210000000000008,137.126,138.91,135.05,3.859999999999985,-2.799999999999983,138.662,141.34,135.32,6.02000000000001,-1.0600000000000023,1257820,1699245,821776,877469,348745
2018-03-25,139.11,141.32,137.51,3.8100000000000023,-2.079999999999984,140.4425,142.35,139.36,2.9899999999999807,-2.780000000000001,135.715,137.21,133.45,3.7600000000000193,-3.7600000000000193,137.4625,139.52,135.45,4.070000000000022,-2.660000000000025,1446060,1576182,1273834,302348,128575
2018-04-01,137.602,140.07,134.78,5.289999999999992,2.210000000000008,139.722,142.31,137.05,5.259999999999991,2.4399999999999977,136.028,138.9,133.97,4.930000000000007,1.9199999999999875,138.244,140.91,136.67,4.240000000000009,0.700000000000017,1503775,1776081,1209224,566857,-324492
2018-04-08,139.178,140.34,138.09,2.25,-0.09999999999999432,140.178,141.34,139.61,1.7299999999999898,-1.7199999999999989,137.612,138.49,136.91,1.5800000000000125,-0.960000000000008,138.602,140.3,137.47,2.8300000000000125,-2.180000000000007,1359909,1668774,1072549,596225,408854
2018-04-15,138.60399999999998,139.23,137.75,1.4799999999999898,-1.1800000000000068,139.722,140.46,138.89,1.5700000000000216,-0.7600000000000193,136.522,138.01,133.84,4.1699999999999875,2.719999999999999,138.314,139.52,137.09,2.430000000000007,-2.0200000000000102,1455857,1707568,1041127,666441,196085
2018-04-22,130.01,137.62,124.01,13.61,-8.159999999999997,131.966,137.85,129.91,7.939999999999998,-7.639999999999986,127.662,132.3,123.0,9.300000000000011,-5.010000000000005,130.09,134.67,127.36,7.309999999999988,-7.309999999999988,2471488,5391910,1332213,4059697,-597670
2018-04-29,113.80799999999999,132.01,45.0,87.00999999999999,-83.91,116.02,135.51,45.74,89.76999999999998,-86.97,112.886,131.11,45.0,86.11000000000001,-83.25999999999999,115.444,134.77,45.36,89.41000000000001,-87.23,2110108,3691390,1092608,2598782,770998
2018-05-06,45.382,46.0,44.97,1.0300000000000011,0.8500000000000014,45.769999999999996,46.33,45.23,1.1000000000000014,0.9399999999999977,45.07,45.73,44.45,1.279999999999994,1.0700000000000003,45.534,46.04,44.94,1.1000000000000014,1.0800000000000054,2994706,3750500,2651200,1099300,-805330
2018-05-13,45.464,45.75,45.18,0.5700000000000003,-0.25,45.68,45.83,45.45,0.37999999999999545,0.01999999999999602,45.172,45.39,44.93,0.46000000000000085,0.25,45.46,45.75,45.28,0.46999999999999886,0.2700000000000031,2540040,3705760,1890500,1815260,-176570
2018-05-20,45.865,46.46,45.38,1.0799999999999983,0.03999999999999915,46.235,46.66,45.84,0.8199999999999932,0.09999999999999432,45.3575,45.5,45.08,0.4200000000000017,-0.4100000000000037,45.7675,46.35,45.32,1.0300000000000011,-0.21999999999999886,3422055,4276580,2201680,2074900,805310
2018-05-27,45.998000000000005,47.31,45.13,2.1799999999999997,2.1799999999999997,46.688,47.92,45.36,2.5600000000000023,2.5600000000000023,45.699999999999996,46.91,44.79,2.1199999999999974,2.1199999999999974,46.358000000000004,47.59,45.31,2.280000000000001,2.280000000000001,3506842,4598110,2479500,2118610,901550
2018-06-03,47.418,47.7,47.12,0.5800000000000054,0.010000000000005116,47.882,48.98,47.32,1.6599999999999966,1.25,47.032,47.53,46.72,0.8100000000000023,0.5200000000000031,47.664,48.76,47.29,1.4699999999999989,1.4699999999999989,3653808,4550820,2943450,1607370,1607370
2018-06-10,50.202,50.82,49.0,1.8200000000000003,1.5799999999999983,50.956,51.38,49.72,1.6600000000000037,1.6600000000000037,49.9,50.36,48.91,1.4500000000000028,1.3900000000000006,50.514,51.04,49.51,1.5300000000000011,1.5300000000000011,5087772,6300460,3597360,2703100,-1349130
2018-06-17,51.012,51.27,50.67,0.6000000000000014,0.28999999999999915,51.342,51.74,50.96,0.7800000000000011,-0.28999999999999915,50.455999999999996,51.12,49.61,1.509999999999998,-0.8699999999999974,50.838,51.3,50.0,1.2999999999999972,-1.2000000000000028,3872142,4713610,3318890,1394720,-936700
2018-06-24,49.008,50.09,48.29,1.8000000000000043,-1.8000000000000043,49.456,50.4,48.75,1.6499999999999986,-1.6499999999999986,48.502,49.77,48.04,1.730000000000004,-1.730000000000004,48.896,50.08,48.25,1.8299999999999983,-1.3599999999999994,3635230,5570050,2569940,3000110,475480
2018-07-01,48.935,49.23,48.81,0.4199999999999946,0.3999999999999986,49.1275,49.49,48.83,0.6600000000000037,0.6600000000000037,48.504999999999995,48.72,48.36,0.35999999999999943,0.35999999999999943,48.8775,49.18,48.51,0.6700000000000017,0.490000000000002,2601467,3557710,1849760,1707950,1707950
2018-07-08,48.914,49.34,48.52,0.8200000000000003,0.29000000000000625,49.194,49.59,48.53,1.0600000000000023,0.010000000000005116,48.612,48.98,47.97,1.009999999999998,0.05000000000000426,48.914,49.38,48.22,1.1600000000000037,-0.13000000000000256,3157528,5669240,1859580,3809660,416400
2018-07-15,49.88,50.87,48.78,2.0899999999999963,2.0899999999999963,50.57,51.33,49.86,1.4699999999999989,1.4699999999999989,49.73,50.42,48.78,1.6400000000000006,1.6400000000000006,50.304,50.89,49.73,1.1600000000000037,1.1600000000000037,3396722,4652670,2565730,2086940,-1327200
2018-07-22,49.954,51.82,47.11,4.710000000000001,-3.8999999999999986,50.51,52.29,48.24,4.049999999999997,-2.9499999999999957,49.153999999999996,51.44,46.59,4.849999999999994,-3.769999999999996,49.77,51.71,47.29,4.420000000000002,-3.3800000000000026,5873422,11378140,2899110,8479030,5054310
2018-07-29,47.854,48.33,47.55,0.7800000000000011,0.75,48.364,48.9,47.77,1.1299999999999955,1.1299999999999955,47.346000000000004,47.97,46.63,1.3399999999999963,1.3399999999999963,47.99,48.4,47.48,0.9200000000000017,0.6500000000000057,3341390,5237090,2619370,2617720,-2617720
2018-08-05,46.693999999999996,48.01,46.03,1.9799999999999969,-1.9799999999999969,46.982,48.07,46.32,1.75,-1.75,46.268,47.27,45.6,1.6700000000000017,-1.6700000000000017,46.45,47.58,45.7,1.8799999999999955,-1.8799999999999955,3234252,4921310,2548440,2372870,-382570
2018-08-12,46.14,46.71,45.58,1.1300000000000026,0.9699999999999989,46.612,47.14,46.06,1.0799999999999983,1.0399999999999991,45.686,46.24,44.84,1.3999999999999986,0.7199999999999989,46.332,46.94,45.71,1.2299999999999969,1.2299999999999969,3691764,4539160,2419790,2119370,-641520
2018-08-19,47.102000000000004,47.5,46.63,0.8699999999999974,0.21999999999999886,47.464,47.87,47.11,0.759999999999998,0.4099999999999966,46.732,47.02,46.35,0.6700000000000017,0.30000000000000426,47.0,47.24,46.8,0.44000000000000483,0.10999999999999943,2508432,3240790,1829410,1411380,572500
2018-08-26,47.567499999999995,47.86,47.16,0.7000000000000028,0.6400000000000006,48.0225,48.26,47.35,0.9099999999999966,0.8799999999999955,47.3925,47.8,46.68,1.1199999999999974,1.1199999999999974,47.82,48.08,47.33,0.75,0.75,2907992,4503130,1992270,2510860,-2400630
2018-09-02,47.228,48.15,46.6,1.5499999999999972,-0.8099999999999952,47.548,48.21,47.02,1.1899999999999977,-0.6600000000000037,46.717999999999996,47.08,46.36,0.7199999999999989,0.03999999999999915,47.096000000000004,47.47,46.6,0.8699999999999974,-0.01999999999999602,3458244,5265040,2168120,3096920,-3096920
2018-09-09,48.456,49.36,47.42,1.9399999999999977,1.9399999999999977,48.89,49.39,48.15,1.240000000000002,1.240000000000002,48.126,48.66,47.33,1.3299999999999983,1.3299999999999983,48.6,49.33,47.97,1.3599999999999994,0.7899999999999991,3033394,4142660,2137520,2005140,-1379040
2018-09-16,50.182,53.33,48.67,4.659999999999997,4.659999999999997,51.272,55.32,48.99,6.329999999999998,6.329999999999998,50.058,53.09,48.5,4.590000000000003,4.590000000000003,51.019999999999996,55.16,48.65,6.509999999999998,6.509999999999998,5596472,10980820,2526990,8453830,8453830
2018-09-23,56.616,58.25,54.05,4.200000000000003,4.200000000000003,57.486,58.33,56.21,2.1199999999999974,2.1199999999999974,55.986000000000004,57.39,53.24,4.149999999999999,3.460000000000001,57.056,58.03,56.12,1.9100000000000037,0.8200000000000003,6272604,8626730,5034030,3592700,-2354350
2018-09-30,52.352,54.41,50.53,3.8799999999999955,-3.8799999999999955,52.578,54.67,50.6,4.07,-4.07,50.738,53.02,48.76,4.260000000000005,-4.260000000000005,51.306,54.03,49.05,4.980000000000004,-4.980000000000004,7764386,10749570,5927420,4822150,-361600
2018-10-07,48.002,49.29,46.67,2.6199999999999974,-1.5700000000000003,48.647999999999996,49.94,47.67,2.269999999999996,-2.269999999999996,47.124,48.77,46.31,2.460000000000001,-1.970000000000006,47.542,49.31,46.59,2.719999999999999,-2.0500000000000043,6662100,7758350,6027570,1730780,-284800
