Date,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_Open_average,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_Open_max,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_Open_min,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_Open_volatility,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_Open_change,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_High_average,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_High_max,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_High_min,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_High_volatility,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_High_change,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_Low_average,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_Low_max,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_Low_min,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_Low_volatility,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_Low_change,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_Close_average,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_Close_max,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_Close_min,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_Close_volatility,Guggenheim Invest S&P 500 Equal Weight EnergyEtf_Close_change
2018-11-25,51.11,51.11,51.11,0.0,0.0,51.11,51.11,51.11,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2018-12-02,50.31,50.31,50.31,0.0,0.0,51.04,51.04,51.04,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2018-12-09,47.94,47.94,47.94,0.0,0.0,47.97,47.97,47.97,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2018-12-16,42.51,42.51,42.51,0.0,0.0,43.44,43.44,43.44,0.0,0.0,42.09,42.09,42.09,0.0,0.0,42.35,42.35,42.35,0.0,0.0
2018-12-23,43.56,43.56,43.56,0.0,0.0,43.63,43.63,43.63,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2018-12-30,44.74,44.74,44.74,0.0,0.0,45.72,45.72,45.72,0.0,0.0,44.63,44.63,44.63,0.0,0.0,45.67,45.67,45.67,0.0,0.0
2019-01-06,48.06,48.06,48.06,0.0,0.0,48.5,48.5,48.5,0.0,0.0,47.75,47.75,47.75,0.0,0.0,48.26,48.26,48.26,0.0,0.0
2019-01-13,49.82,49.82,49.82,0.0,0.0,50.13,50.13,50.13,0.0,0.0,49.43,49.43,49.43,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2019-01-20,48.86,48.86,48.86,0.0,0.0,49.7,49.7,49.7,0.0,0.0,48.86,48.86,48.86,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2019-01-27,50.19,50.19,50.19,0.0,0.0,50.62,50.62,50.62,0.0,0.0,49.87,49.87,49.87,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2019-02-03,47.95,47.95,47.95,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.87,47.87,47.87,0.0,0.0
2019-02-10,50.68,50.68,50.68,0.0,0.0,51.14,51.14,51.14,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.98,50.98,50.98,0.0,0.0
2019-02-17,50.71,50.71,50.71,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2019-02-24,50.16,50.16,50.16,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2019-03-03,48.22,48.22,48.22,0.0,0.0,48.22,48.22,48.22,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2019-03-10,49.9,49.9,49.9,0.0,0.0,50.26,50.26,50.26,0.0,0.0,49.9,49.9,49.9,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2019-03-17,51.08,51.08,51.08,0.0,0.0,51.14,51.14,51.14,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2019-03-24,51.39,51.39,51.39,0.0,0.0,51.52,51.52,51.52,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2019-03-31,50.81,50.81,50.81,0.0,0.0,51.9,51.9,51.9,0.0,0.0,50.81,50.81,50.81,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2019-04-07,53.27,53.27,53.27,0.0,0.0,53.49,53.49,53.49,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.07,53.07,53.07,0.0,0.0
2019-04-14,53.23,53.23,53.23,0.0,0.0,53.23,53.23,53.23,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2019-04-21,52.57,52.57,52.57,0.0,0.0,52.59,52.59,52.59,0.0,0.0,51.79,51.79,51.79,0.0,0.0,52.36,52.36,52.36,0.0,0.0
2019-04-28,49.94,49.94,49.94,0.0,0.0,50.43,50.43,50.43,0.0,0.0,49.94,49.94,49.94,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2019-05-05,49.31,49.31,49.31,0.0,0.0,49.63,49.63,49.63,0.0,0.0,48.61,48.61,48.61,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2019-05-12,49.74,49.74,49.74,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.43,49.43,49.43,0.0,0.0
2019-05-19,47.44,47.44,47.44,0.0,0.0,47.52,47.52,47.52,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.84,46.84,46.84,0.0,0.0
2019-05-26,44.68,44.68,44.68,0.0,0.0,45.11,45.11,45.11,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.59,44.59,44.59,0.0,0.0
2019-06-02,45.92,45.92,45.92,0.0,0.0,46.3,46.3,46.3,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.98,45.98,45.98,0.0,0.0
2019-06-09,46.06,46.06,46.06,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2019-06-16,48.17,48.17,48.17,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2019-06-23,48.02,48.02,48.02,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.02,48.02,48.02,0.0,0.0,48.55,48.55,48.55,0.0,0.0
2019-06-30,47.55,47.55,47.55,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2019-07-07,48.65,48.65,48.65,0.0,0.0,49.09,49.09,49.09,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.9,48.9,48.9,0.0,0.0
2019-07-14,46.7,46.7,46.7,0.0,0.0,47.19,47.19,47.19,0.0,0.0,46.58,46.58,46.58,0.0,0.0,47.08,47.08,47.08,0.0,0.0
2019-07-21,47.08,47.08,47.08,0.0,0.0,47.16,47.16,47.16,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.92,46.92,46.92,0.0,0.0
2019-07-28,46.35,46.35,46.35,0.0,0.0,46.35,46.35,46.35,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.49,45.49,45.49,0.0,0.0
2019-08-04,44.43,44.43,44.43,0.0,0.0,44.45,44.45,44.45,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2019-08-11,41.38,41.38,41.38,0.0,0.0,42.18,42.18,42.18,0.0,0.0,41.38,41.38,41.38,0.0,0.0,42.07,42.07,42.07,0.0,0.0
2019-08-18,42.05,42.05,42.05,0.0,0.0,42.59,42.59,42.59,0.0,0.0,40.87,40.87,40.87,0.0,0.0,41.07,41.07,41.07,0.0,0.0
2019-08-25,42.81,42.81,42.81,0.0,0.0,43.05,43.05,43.05,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2019-09-01,43.74,43.74,43.74,0.0,0.0,44.02,44.02,44.02,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.99,43.99,43.99,0.0,0.0
2019-09-08,45.73,45.73,45.73,0.0,0.0,45.96,45.96,45.96,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2019-09-15,46.37,46.37,46.37,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.24,46.24,46.24,0.0,0.0,46.44,46.44,46.44,0.0,0.0
2019-09-22,44.35,44.35,44.35,0.0,0.0,45.05,45.05,45.05,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2019-09-29,43.08,43.08,43.08,0.0,0.0,43.08,43.08,43.08,0.0,0.0,42.59,42.59,42.59,0.0,0.0,43.04,43.04,43.04,0.0,0.0
2019-10-06,43.06,43.06,43.06,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2019-10-13,42.57,42.57,42.57,0.0,0.0,42.98,42.98,42.98,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2019-10-20,44.05,44.05,44.05,0.0,0.0,44.55,44.55,44.55,0.0,0.0,43.99,43.99,43.99,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2019-10-27,43.45,43.45,43.45,0.0,0.0,44.47,44.47,44.47,0.0,0.0,43.45,43.45,43.45,0.0,0.0,44.46,44.46,44.46,0.0,0.0
2019-11-03,44.7,44.7,44.7,0.0,0.0,45.3,45.3,45.3,0.0,0.0,44.48,44.48,44.48,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2019-11-10,44.36,44.36,44.36,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.69,44.69,44.69,0.0,0.0
2019-11-17,44.6,44.6,44.6,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.26,44.26,44.26,0.0,0.0
2019-11-24,43.81,43.81,43.81,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2019-12-01,43.68,43.68,43.68,0.0,0.0,44.47,44.47,44.47,0.0,0.0,43.68,43.68,43.68,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2019-12-08,45.84,45.84,45.84,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.33,45.33,45.33,0.0,0.0
2019-12-15,46.88,46.88,46.88,0.0,0.0,47.19,47.19,47.19,0.0,0.0,46.86,46.86,46.86,0.0,0.0,47.11,47.11,47.11,0.0,0.0
2019-12-22,48.05,48.05,48.05,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.56,47.56,47.56,0.0,0.0
2019-12-29,48.59,48.59,48.59,0.0,0.0,48.59,48.59,48.59,0.0,0.0,47.85,47.85,47.85,0.0,0.0,48.12,48.12,48.12,0.0,0.0
