Date,PLDStock_Open_average,PLDStock_Open_max,PLDStock_Open_min,PLDStock_Open_volatility,PLDStock_Open_change,PLDStock_High_average,PLDStock_High_max,PLDStock_High_min,PLDStock_High_volatility,PLDStock_High_change,PLDStock_Low_average,PLDStock_Low_max,PLDStock_Low_min,PLDStock_Low_volatility,PLDStock_Low_change,PLDStock_Close_average,PLDStock_Close_max,PLDStock_Close_min,PLDStock_Close_volatility,PLDStock_Close_change,PLDStock_Volume_average,PLDStock_Volume_max,PLDStock_Volume_min,PLDStock_Volume_volatility,PLDStock_Volume_change
2018-01-14,62.2375,62.76,61.52,1.2399999999999949,-0.7199999999999989,62.6925,63.24,61.78,1.4600000000000009,-1.4600000000000009,61.6375,62.06,61.09,0.9699999999999989,-0.9099999999999966,62.0525,62.86,61.43,1.4299999999999997,-0.35999999999999943,3074611,3791008,2394227,1396781,1358532
2018-01-21,63.872,64.96,61.9,3.059999999999995,2.4499999999999957,64.478,64.99,63.16,1.8299999999999983,1.3400000000000034,63.33,64.15,61.78,2.3700000000000045,2.049999999999997,64.234,64.97,63.11,1.8599999999999994,1.2800000000000011,2627051,3554279,1611917,1942362,-1560261
2018-01-28,63.752,65.01,63.06,1.9500000000000028,-0.990000000000002,64.444,65.19,63.41,1.7800000000000011,-0.04999999999999716,63.036,63.58,62.42,1.1599999999999966,-0.44000000000000483,63.79,65.11,62.9,2.210000000000001,0.4399999999999977,2836569,3976908,1462627,2514281,1184164
2018-02-04,60.596,63.51,58.7,4.809999999999995,-4.809999999999995,61.854,64.22,60.88,3.3399999999999963,-3.3399999999999963,59.36,61.09,58.28,2.8100000000000023,-2.8100000000000023,60.128,61.21,58.33,2.8800000000000026,-0.8900000000000006,4050574,4659456,3365002,1294454,-131727
2018-02-11,60.738,61.46,60.05,1.4100000000000037,0.8299999999999983,61.385999999999996,62.48,60.79,1.6899999999999977,1.6899999999999977,59.986000000000004,61.42,58.44,2.980000000000004,2.980000000000004,61.047999999999995,61.98,60.15,1.8299999999999983,1.8299999999999983,2938157,3650514,2438864,1211650,-782755
2018-02-18,60.845,61.72,60.17,1.5499999999999972,-1.3799999999999955,61.519999999999996,62.5,60.58,1.9200000000000017,-1.009999999999998,60.2275,61.15,59.74,1.4099999999999966,-0.990000000000002,60.584999999999994,61.26,59.91,1.3500000000000014,0.030000000000001137,3237957,3633302,2689857,943445,-358008
2018-02-25,60.964,61.53,60.51,1.0200000000000031,-0.980000000000004,61.3,61.56,60.63,0.9299999999999997,-0.9299999999999997,60.158,60.9,59.25,1.6499999999999986,-1.6499999999999986,60.658,61.31,60.22,1.0900000000000034,-1.0900000000000034,2836231,4643987,2161192,2482795,-30832
2018-03-04,61.416000000000004,62.58,59.77,2.809999999999995,2.809999999999995,62.25,63.7,61.46,2.240000000000002,2.240000000000002,61.05,62.0,59.74,2.259999999999998,2.259999999999998,62.136,63.69,61.09,2.5999999999999943,2.5999999999999943,1957861,2445518,1433899,1011619,740775
2018-03-11,63.458,63.86,63.05,0.8100000000000023,-0.04999999999999716,63.784,64.02,63.4,0.6199999999999974,0.10999999999999943,63.032,63.15,62.85,0.29999999999999716,-0.11999999999999744,63.484,63.83,63.22,0.6099999999999994,0.269999999999996,2292946,3159444,1719799,1439645,-334059
2018-03-18,62.984,63.83,61.76,2.0700000000000003,-2.0700000000000003,63.304,63.94,61.89,2.049999999999997,-1.9399999999999977,61.958,63.13,59.91,3.220000000000006,-3.030000000000001,62.274,63.58,60.11,3.469999999999999,-3.230000000000004,1812833,2407416,1436906,970510,970510
2018-03-25,61.995000000000005,62.86,60.9,1.9600000000000009,1.9600000000000009,62.6975,63.36,61.41,1.9500000000000028,1.9500000000000028,61.6725,62.64,60.34,2.299999999999997,2.299999999999997,62.1975,62.99,61.23,1.7600000000000051,1.7600000000000051,2340896,2950250,1819853,1130397,635689
2018-04-01,62.0,63.17,61.25,1.9200000000000017,-1.2800000000000011,62.462,63.18,62.0,1.1799999999999997,-0.6499999999999986,61.006,61.27,60.82,0.45000000000000284,0.18999999999999773,61.656,62.15,61.24,0.9099999999999966,-0.1599999999999966,2202044,2593203,1865655,727548,-502696
