Date,iShares MSCI Denmark CappedEtf_Open_average,iShares MSCI Denmark CappedEtf_Open_max,iShares MSCI Denmark CappedEtf_Open_min,iShares MSCI Denmark CappedEtf_Open_volatility,iShares MSCI Denmark CappedEtf_Open_change,iShares MSCI Denmark CappedEtf_High_average,iShares MSCI Denmark CappedEtf_High_max,iShares MSCI Denmark CappedEtf_High_min,iShares MSCI Denmark CappedEtf_High_volatility,iShares MSCI Denmark CappedEtf_High_change,iShares MSCI Denmark CappedEtf_Low_average,iShares MSCI Denmark CappedEtf_Low_max,iShares MSCI Denmark CappedEtf_Low_min,iShares MSCI Denmark CappedEtf_Low_volatility,iShares MSCI Denmark CappedEtf_Low_change,iShares MSCI Denmark CappedEtf_Close_average,iShares MSCI Denmark CappedEtf_Close_max,iShares MSCI Denmark CappedEtf_Close_min,iShares MSCI Denmark CappedEtf_Close_volatility,iShares MSCI Denmark CappedEtf_Close_change
2018-01-14,70.25,70.25,70.25,0.0,0.0,70.44,70.44,70.44,0.0,0.0,70.25,70.25,70.25,0.0,0.0,70.38,70.38,70.38,0.0,0.0
2018-01-21,71.07,71.07,71.07,0.0,0.0,71.11,71.11,71.11,0.0,0.0,70.88,70.88,70.88,0.0,0.0,71.02,71.02,71.02,0.0,0.0
2018-01-28,67.6,67.6,67.6,0.0,0.0,67.82,67.82,67.82,0.0,0.0,66.77,66.77,66.77,0.0,0.0,66.88,66.88,66.88,0.0,0.0
2018-02-04,65.36,65.36,65.36,0.0,0.0,65.98,65.98,65.98,0.0,0.0,64.5,64.5,64.5,0.0,0.0,65.73,65.73,65.73,0.0,0.0
2018-02-11,69.26,69.26,69.26,0.0,0.0,69.62,69.62,69.62,0.0,0.0,69.26,69.26,69.26,0.0,0.0,69.4,69.4,69.4,0.0,0.0
2018-02-18,69.51,69.51,69.51,0.0,0.0,69.85,69.85,69.85,0.0,0.0,69.51,69.51,69.51,0.0,0.0,69.82,69.82,69.82,0.0,0.0
2018-02-25,67.35,67.35,67.35,0.0,0.0,67.68,67.68,67.68,0.0,0.0,67.21,67.21,67.21,0.0,0.0,67.68,67.68,67.68,0.0,0.0
2018-03-04,68.58,68.58,68.58,0.0,0.0,68.88,68.88,68.88,0.0,0.0,68.58,68.58,68.58,0.0,0.0,68.87,68.87,68.87,0.0,0.0
2018-03-11,68.53,68.53,68.53,0.0,0.0,68.83,68.83,68.83,0.0,0.0,68.44,68.44,68.44,0.0,0.0,68.52,68.52,68.52,0.0,0.0
2018-03-18,67.77,67.77,67.77,0.0,0.0,67.95,67.95,67.95,0.0,0.0,67.56,67.56,67.56,0.0,0.0,67.56,67.56,67.56,0.0,0.0
2018-03-25,68.59,68.59,68.59,0.0,0.0,68.98,68.98,68.98,0.0,0.0,68.49,68.49,68.49,0.0,0.0,68.69,68.69,68.69,0.0,0.0
2018-04-01,67.61,67.61,67.61,0.0,0.0,67.61,67.61,67.61,0.0,0.0,67.16,67.16,67.16,0.0,0.0,67.36,67.36,67.36,0.0,0.0
2018-04-08,68.13,68.13,68.13,0.0,0.0,68.13,68.13,68.13,0.0,0.0,67.85,67.85,67.85,0.0,0.0,68.11,68.11,68.11,0.0,0.0
2018-04-15,67.74,67.74,67.74,0.0,0.0,67.96,67.96,67.96,0.0,0.0,67.74,67.74,67.74,0.0,0.0,67.96,67.96,67.96,0.0,0.0
2018-04-22,67.38,67.38,67.38,0.0,0.0,67.65,67.65,67.65,0.0,0.0,67.24,67.24,67.24,0.0,0.0,67.65,67.65,67.65,0.0,0.0
2018-04-29,67.32,67.32,67.32,0.0,0.0,67.94,67.94,67.94,0.0,0.0,67.32,67.32,67.32,0.0,0.0,67.87,67.87,67.87,0.0,0.0
2018-05-06,69.23,69.23,69.23,0.0,0.0,69.65,69.65,69.65,0.0,0.0,69.23,69.23,69.23,0.0,0.0,69.65,69.65,69.65,0.0,0.0
2018-05-13,67.64,67.64,67.64,0.0,0.0,67.69,67.69,67.69,0.0,0.0,67.55,67.55,67.55,0.0,0.0,67.66,67.66,67.66,0.0,0.0
2018-05-20,66.79,66.79,66.79,0.0,0.0,66.98,66.98,66.98,0.0,0.0,66.67,66.67,66.67,0.0,0.0,66.84,66.84,66.84,0.0,0.0
2018-05-27,66.61,66.61,66.61,0.0,0.0,66.65,66.65,66.65,0.0,0.0,66.31,66.31,66.31,0.0,0.0,66.5,66.5,66.5,0.0,0.0
2018-06-03,66.02,66.02,66.02,0.0,0.0,66.32,66.32,66.32,0.0,0.0,65.82,65.82,65.82,0.0,0.0,66.19,66.19,66.19,0.0,0.0
2018-06-10,66.31,66.31,66.31,0.0,0.0,66.34,66.34,66.34,0.0,0.0,66.24,66.24,66.24,0.0,0.0,66.31,66.31,66.31,0.0,0.0
2018-06-17,65.33,65.33,65.33,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.2,65.2,65.2,0.0,0.0,65.47,65.47,65.47,0.0,0.0
2018-06-24,63.85,63.85,63.85,0.0,0.0,64.22,64.22,64.22,0.0,0.0,63.85,63.85,63.85,0.0,0.0,63.89,63.89,63.89,0.0,0.0
2018-07-01,65.05,65.05,65.05,0.0,0.0,65.26,65.26,65.26,0.0,0.0,64.74,64.74,64.74,0.0,0.0,65.05,65.05,65.05,0.0,0.0
2018-07-08,66.25,66.25,66.25,0.0,0.0,66.63,66.63,66.63,0.0,0.0,66.25,66.25,66.25,0.0,0.0,66.51,66.51,66.51,0.0,0.0
2018-07-15,67.14,67.14,67.14,0.0,0.0,67.61,67.61,67.61,0.0,0.0,67.14,67.14,67.14,0.0,0.0,67.35,67.35,67.35,0.0,0.0
2018-07-22,68.33,68.33,68.33,0.0,0.0,68.36,68.36,68.36,0.0,0.0,68.18,68.18,68.18,0.0,0.0,68.26,68.26,68.26,0.0,0.0
2018-07-29,67.39,67.39,67.39,0.0,0.0,67.52,67.52,67.52,0.0,0.0,67.26,67.26,67.26,0.0,0.0,67.5,67.5,67.5,0.0,0.0
2018-08-05,64.75,64.75,64.75,0.0,0.0,64.97,64.97,64.97,0.0,0.0,64.57,64.57,64.57,0.0,0.0,64.61,64.61,64.61,0.0,0.0
2018-08-12,65.14,65.14,65.14,0.0,0.0,65.23,65.23,65.23,0.0,0.0,64.92,64.92,64.92,0.0,0.0,65.23,65.23,65.23,0.0,0.0
2018-08-19,67.26,67.26,67.26,0.0,0.0,67.35,67.35,67.35,0.0,0.0,67.24,67.24,67.24,0.0,0.0,67.24,67.24,67.24,0.0,0.0
2018-08-26,67.78,67.78,67.78,0.0,0.0,67.78,67.78,67.78,0.0,0.0,67.23,67.23,67.23,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2018-09-02,65.7,65.7,65.7,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.32,65.32,65.32,0.0,0.0,65.55,65.55,65.55,0.0,0.0
2018-09-09,65.39,65.39,65.39,0.0,0.0,65.39,65.39,65.39,0.0,0.0,65.13,65.13,65.13,0.0,0.0,65.14,65.14,65.14,0.0,0.0
2018-09-16,65.95,65.95,65.95,0.0,0.0,66.04,66.04,66.04,0.0,0.0,65.86,65.86,65.86,0.0,0.0,65.86,65.86,65.86,0.0,0.0
2018-09-23,64.64,64.64,64.64,0.0,0.0,64.86,64.86,64.86,0.0,0.0,64.56,64.56,64.56,0.0,0.0,64.57,64.57,64.57,0.0,0.0
2018-09-30,61.43,61.43,61.43,0.0,0.0,61.54,61.54,61.54,0.0,0.0,61.22,61.22,61.22,0.0,0.0,61.47,61.47,61.47,0.0,0.0
2018-10-07,58.96,58.96,58.96,0.0,0.0,59.04,59.04,59.04,0.0,0.0,58.78,58.78,58.78,0.0,0.0,59.04,59.04,59.04,0.0,0.0
2018-10-14,59.98,59.98,59.98,0.0,0.0,60.01,60.01,60.01,0.0,0.0,59.83,59.83,59.83,0.0,0.0,59.87,59.87,59.87,0.0,0.0
2018-10-21,56.7,56.7,56.7,0.0,0.0,57.22,57.22,57.22,0.0,0.0,56.4,56.4,56.4,0.0,0.0,57.22,57.22,57.22,0.0,0.0
2018-10-28,59.81,59.81,59.81,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.46,59.46,59.46,0.0,0.0,59.79,59.79,59.79,0.0,0.0
2018-11-04,60.35,60.35,60.35,0.0,0.0,60.45,60.45,60.45,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.39,60.39,60.39,0.0,0.0
2018-11-11,58.36,58.36,58.36,0.0,0.0,58.79,58.79,58.79,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.53,58.53,58.53,0.0,0.0
2018-11-18,57.74,57.74,57.74,0.0,0.0,58.33,58.33,58.33,0.0,0.0,57.74,57.74,57.74,0.0,0.0,58.09,58.09,58.09,0.0,0.0
2018-11-25,58.83,58.83,58.83,0.0,0.0,58.83,58.83,58.83,0.0,0.0,58.23,58.23,58.23,0.0,0.0,58.42,58.42,58.42,0.0,0.0
2018-12-02,59.05,59.05,59.05,0.0,0.0,59.18,59.18,59.18,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.46,58.46,58.46,0.0,0.0
2018-12-09,58.77,58.77,58.77,0.0,0.0,58.77,58.77,58.77,0.0,0.0,58.54,58.54,58.54,0.0,0.0,58.54,58.54,58.54,0.0,0.0
2018-12-16,56.31,56.31,56.31,0.0,0.0,56.53,56.53,56.53,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.87,55.87,55.87,0.0,0.0
2018-12-23,56.98,56.98,56.98,0.0,0.0,56.98,56.98,56.98,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.55,56.55,56.55,0.0,0.0
2018-12-30,57.39,57.39,57.39,0.0,0.0,58.11,58.11,58.11,0.0,0.0,57.39,57.39,57.39,0.0,0.0,58.03,58.03,58.03,0.0,0.0
2019-01-06,59.52,59.52,59.52,0.0,0.0,59.68,59.68,59.68,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.61,59.61,59.61,0.0,0.0
2019-01-13,58.99,58.99,58.99,0.0,0.0,59.3,59.3,59.3,0.0,0.0,58.92,58.92,58.92,0.0,0.0,59.06,59.06,59.06,0.0,0.0
2019-01-20,58.8,58.8,58.8,0.0,0.0,58.8,58.8,58.8,0.0,0.0,58.73,58.73,58.73,0.0,0.0,58.73,58.73,58.73,0.0,0.0
2019-01-27,60.19,60.19,60.19,0.0,0.0,60.26,60.26,60.26,0.0,0.0,59.96,59.96,59.96,0.0,0.0,60.01,60.01,60.01,0.0,0.0
2019-02-03,59.32,59.32,59.32,0.0,0.0,59.51,59.51,59.51,0.0,0.0,59.21,59.21,59.21,0.0,0.0,59.51,59.51,59.51,0.0,0.0
2019-02-10,60.94,60.94,60.94,0.0,0.0,61.13,61.13,61.13,0.0,0.0,60.75,60.75,60.75,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2019-02-17,61.38,61.38,61.38,0.0,0.0,61.53,61.53,61.53,0.0,0.0,61.33,61.33,61.33,0.0,0.0,61.48,61.48,61.48,0.0,0.0
2019-02-24,62.47,62.47,62.47,0.0,0.0,62.47,62.47,62.47,0.0,0.0,62.1,62.1,62.1,0.0,0.0,62.15,62.15,62.15,0.0,0.0
2019-03-03,61.35,61.35,61.35,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.43,61.43,61.43,0.0,0.0
2019-03-10,63.27,63.27,63.27,0.0,0.0,63.36,63.36,63.36,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.3,63.3,63.3,0.0,0.0
2019-03-17,63.17,63.17,63.17,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.02,63.02,63.02,0.0,0.0,63.18,63.18,63.18,0.0,0.0
2019-03-24,62.88,62.88,62.88,0.0,0.0,63.05,63.05,63.05,0.0,0.0,62.88,62.88,62.88,0.0,0.0,63.05,63.05,63.05,0.0,0.0
2019-03-31,64.17,64.17,64.17,0.0,0.0,64.17,64.17,64.17,0.0,0.0,63.92,63.92,63.92,0.0,0.0,64.03,64.03,64.03,0.0,0.0
2019-04-07,64.45,64.45,64.45,0.0,0.0,64.45,64.45,64.45,0.0,0.0,64.24,64.24,64.24,0.0,0.0,64.33,64.33,64.33,0.0,0.0
2019-04-14,63.81,63.81,63.81,0.0,0.0,64.05,64.05,64.05,0.0,0.0,63.7,63.7,63.7,0.0,0.0,63.88,63.88,63.88,0.0,0.0
2019-04-21,63.84,63.84,63.84,0.0,0.0,63.92,63.92,63.92,0.0,0.0,63.84,63.84,63.84,0.0,0.0,63.91,63.91,63.91,0.0,0.0
2019-04-28,63.18,63.18,63.18,0.0,0.0,63.42,63.42,63.42,0.0,0.0,63.15,63.15,63.15,0.0,0.0,63.42,63.42,63.42,0.0,0.0
2019-05-05,63.0,63.0,63.0,0.0,0.0,63.63,63.63,63.63,0.0,0.0,63.0,63.0,63.0,0.0,0.0,63.63,63.63,63.63,0.0,0.0
2019-05-12,61.7,61.7,61.7,0.0,0.0,62.09,62.09,62.09,0.0,0.0,61.7,61.7,61.7,0.0,0.0,62.09,62.09,62.09,0.0,0.0
2019-05-19,62.89,62.89,62.89,0.0,0.0,63.21,63.21,63.21,0.0,0.0,62.89,62.89,62.89,0.0,0.0,63.21,63.21,63.21,0.0,0.0
2019-05-26,60.95,60.95,60.95,0.0,0.0,61.17,61.17,61.17,0.0,0.0,60.86,60.86,60.86,0.0,0.0,61.17,61.17,61.17,0.0,0.0
2019-06-02,62.78,62.78,62.78,0.0,0.0,63.02,63.02,63.02,0.0,0.0,62.78,62.78,62.78,0.0,0.0,63.02,63.02,63.02,0.0,0.0
2019-06-09,63.7,63.7,63.7,0.0,0.0,63.7,63.7,63.7,0.0,0.0,63.12,63.12,63.12,0.0,0.0,63.16,63.16,63.16,0.0,0.0
2019-06-16,62.57,62.57,62.57,0.0,0.0,62.71,62.71,62.71,0.0,0.0,62.35,62.35,62.35,0.0,0.0,62.59,62.59,62.59,0.0,0.0
2019-06-23,62.22,62.22,62.22,0.0,0.0,62.38,62.38,62.38,0.0,0.0,62.22,62.22,62.22,0.0,0.0,62.38,62.38,62.38,0.0,0.0
2019-06-30,62.27,62.27,62.27,0.0,0.0,62.46,62.46,62.46,0.0,0.0,62.21,62.21,62.21,0.0,0.0,62.46,62.46,62.46,0.0,0.0
2019-07-07,61.85,61.85,61.85,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.16,61.16,61.16,0.0,0.0,61.34,61.34,61.34,0.0,0.0
2019-07-14,61.19,61.19,61.19,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.19,61.19,61.19,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2019-07-21,61.54,61.54,61.54,0.0,0.0,61.65,61.65,61.65,0.0,0.0,61.54,61.54,61.54,0.0,0.0,61.58,61.58,61.58,0.0,0.0
2019-07-28,60.45,60.45,60.45,0.0,0.0,60.45,60.45,60.45,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.44,60.44,60.44,0.0,0.0
2019-08-04,60.76,60.76,60.76,0.0,0.0,60.77,60.77,60.77,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.52,60.52,60.52,0.0,0.0
2019-08-11,60.13,60.13,60.13,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.13,60.13,60.13,0.0,0.0,60.34,60.34,60.34,0.0,0.0
2019-08-18,61.22,61.22,61.22,0.0,0.0,61.26,61.26,61.26,0.0,0.0,60.79,60.79,60.79,0.0,0.0,60.81,60.81,60.81,0.0,0.0
2019-08-25,60.99,60.99,60.99,0.0,0.0,61.11,61.11,61.11,0.0,0.0,60.69,60.69,60.69,0.0,0.0,60.8,60.8,60.8,0.0,0.0
2019-09-01,62.24,62.24,62.24,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.13,62.13,62.13,0.0,0.0,62.13,62.13,62.13,0.0,0.0
2019-09-08,61.58,61.58,61.58,0.0,0.0,61.76,61.76,61.76,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.54,61.54,61.54,0.0,0.0
2019-09-15,61.64,61.64,61.64,0.0,0.0,62.02,62.02,62.02,0.0,0.0,61.54,61.54,61.54,0.0,0.0,61.64,61.64,61.64,0.0,0.0
2019-09-22,61.22,61.22,61.22,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.02,61.02,61.02,0.0,0.0,61.07,61.07,61.07,0.0,0.0
2019-09-29,59.67,59.67,59.67,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.67,59.67,59.67,0.0,0.0,59.97,59.97,59.97,0.0,0.0
2019-10-06,59.99,59.99,59.99,0.0,0.0,60.45,60.45,60.45,0.0,0.0,59.99,59.99,59.99,0.0,0.0,60.17,60.17,60.17,0.0,0.0
2019-10-13,61.18,61.18,61.18,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.13,61.13,61.13,0.0,0.0,61.35,61.35,61.35,0.0,0.0
2019-10-20,62.18,62.18,62.18,0.0,0.0,62.27,62.27,62.27,0.0,0.0,62.18,62.18,62.18,0.0,0.0,62.24,62.24,62.24,0.0,0.0
2019-10-27,63.38,63.38,63.38,0.0,0.0,64.03,64.03,64.03,0.0,0.0,63.38,63.38,63.38,0.0,0.0,63.87,63.87,63.87,0.0,0.0
2019-11-03,64.29,64.29,64.29,0.0,0.0,64.82,64.82,64.82,0.0,0.0,64.29,64.29,64.29,0.0,0.0,64.72,64.72,64.72,0.0,0.0
2019-11-10,65.09,65.09,65.09,0.0,0.0,65.37,65.37,65.37,0.0,0.0,65.09,65.09,65.09,0.0,0.0,65.24,65.24,65.24,0.0,0.0
2019-11-17,64.56,64.56,64.56,0.0,0.0,64.56,64.56,64.56,0.0,0.0,64.13,64.13,64.13,0.0,0.0,64.19,64.19,64.19,0.0,0.0
2019-11-24,65.35,65.35,65.35,0.0,0.0,65.35,65.35,65.35,0.0,0.0,65.25,65.25,65.25,0.0,0.0,65.25,65.25,65.25,0.0,0.0
2019-12-01,67.07,67.07,67.07,0.0,0.0,67.07,67.07,67.07,0.0,0.0,66.92,66.92,66.92,0.0,0.0,66.95,66.95,66.95,0.0,0.0
2019-12-08,67.46,67.46,67.46,0.0,0.0,67.51,67.51,67.51,0.0,0.0,67.34,67.34,67.34,0.0,0.0,67.42,67.42,67.42,0.0,0.0
2019-12-15,67.79,67.79,67.79,0.0,0.0,67.79,67.79,67.79,0.0,0.0,67.68,67.68,67.68,0.0,0.0,67.68,67.68,67.68,0.0,0.0
2019-12-22,68.75,68.75,68.75,0.0,0.0,69.05,69.05,69.05,0.0,0.0,68.75,68.75,68.75,0.0,0.0,69.05,69.05,69.05,0.0,0.0
2019-12-29,67.51,67.51,67.51,0.0,0.0,67.95,67.95,67.95,0.0,0.0,67.51,67.51,67.51,0.0,0.0,67.63,67.63,67.63,0.0,0.0
