Date,SJM_Open_average,SJM_Open_max,SJM_Open_min,SJM_Open_volatility,SJM_Open_change,SJM_High_average,SJM_High_max,SJM_High_min,SJM_High_volatility,SJM_High_change,SJM_Low_average,SJM_Low_max,SJM_Low_min,SJM_Low_volatility,SJM_Low_change,SJM_Close_average,SJM_Close_max,SJM_Close_min,SJM_Close_volatility,SJM_Close_change,SJM_Volume_average,SJM_Volume_max,SJM_Volume_min,SJM_Volume_volatility,SJM_Volume_change
2018-01-14,125.42999999999999,126.96,124.04,2.9199999999999875,2.9199999999999875,126.698,127.83,124.81,3.019999999999996,3.019999999999996,125.002,126.64,123.63,3.010000000000005,3.010000000000005,126.08800000000001,127.53,124.01,3.519999999999996,3.3699999999999903,726153,857054,569632,287422,-153890
2018-01-21,128.564,130.07,126.98,3.089999999999989,3.089999999999989,130.56,132.76,128.54,4.219999999999999,3.210000000000008,127.752,129.2,126.03,3.1699999999999875,2.789999999999992,129.002,131.06,126.94,4.1200000000000045,1.3799999999999955,1154827,2091136,815923,1275213,127564
2018-01-28,125.426,128.75,118.99,9.760000000000005,-9.760000000000005,126.29,130.15,121.16,8.990000000000009,-8.990000000000009,122.95400000000001,126.98,116.63,10.350000000000009,-10.350000000000009,123.426,127.46,116.63,10.829999999999998,-10.829999999999998,1856005,4547084,969452,3577632,176124
2018-02-04,118.648,119.97,114.91,5.060000000000002,5.060000000000002,120.7,121.19,120.46,0.730000000000004,0.23000000000000398,117.384,119.03,114.33,4.700000000000003,4.090000000000003,119.408,119.92,118.37,1.5499999999999972,-0.519999999999996,1127667,1341496,893082,448414,-382555
2018-02-11,120.7375,123.8,118.72,5.079999999999998,5.079999999999998,122.42,124.95,120.1,4.8500000000000085,4.8500000000000085,118.2075,119.4,117.12,2.280000000000001,1.6099999999999994,121.9525,124.46,119.69,4.769999999999996,4.769999999999996,1218781,1513132,882600,630532,630532
2018-02-18,123.426,124.33,120.97,3.3599999999999994,0.0,124.882,127.05,123.03,4.019999999999996,2.519999999999996,121.74,123.77,120.67,3.0999999999999943,1.5799999999999983,123.82,127.02,120.82,6.200000000000003,3.1499999999999915,1041577,1447685,744103,703582,36222
2018-02-25,126.962,127.98,126.05,1.9300000000000068,0.9200000000000017,129.28799999999998,130.35,128.23,2.1200000000000045,0.12999999999999545,125.914,126.64,124.84,1.7999999999999972,-1.7999999999999972,127.662,130.02,126.3,3.720000000000013,3.3800000000000097,1053464,1384223,879319,504904,-402977
2018-03-04,129.426,130.0,128.27,1.7299999999999898,-0.21000000000000796,130.246,131.41,129.36,2.049999999999983,1.1099999999999852,127.89200000000001,129.58,125.0,4.5800000000000125,1.6400000000000148,129.66,130.31,128.72,1.5900000000000034,0.6299999999999955,874913,1199405,616030,583375,-390735
2018-03-11,128.994,132.0,125.35,6.650000000000006,-5.1899999999999835,130.436,133.38,127.62,5.759999999999991,-3.799999999999983,127.146,130.67,124.67,5.999999999999986,-4.110000000000014,127.872,131.53,124.85,6.680000000000007,-5.239999999999995,1069139,1364912,737657,627255,-187248
2018-03-18,121.87400000000001,126.87,118.98,7.890000000000001,-7.390000000000001,123.36200000000001,127.09,121.37,5.719999999999999,-5.189999999999998,120.058,124.93,118.16,6.77000000000001,-5.6000000000000085,120.866,125.43,118.28,7.150000000000006,-3.730000000000004,1331813,2185721,793138,1392583,318288
