Date,Global X FTSE Greece 20_Open_average,Global X FTSE Greece 20_Open_max,Global X FTSE Greece 20_Open_min,Global X FTSE Greece 20_Open_volatility,Global X FTSE Greece 20_Open_change,Global X FTSE Greece 20_High_average,Global X FTSE Greece 20_High_max,Global X FTSE Greece 20_High_min,Global X FTSE Greece 20_High_volatility,Global X FTSE Greece 20_High_change,Global X FTSE Greece 20_Low_average,Global X FTSE Greece 20_Low_max,Global X FTSE Greece 20_Low_min,Global X FTSE Greece 20_Low_volatility,Global X FTSE Greece 20_Low_change,Global X FTSE Greece 20_Close_average,Global X FTSE Greece 20_Close_max,Global X FTSE Greece 20_Close_min,Global X FTSE Greece 20_Close_volatility,Global X FTSE Greece 20_Close_change
2018-01-14,11.08,11.08,11.08,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.01,11.01,11.01,0.0,0.0,11.13,11.13,11.13,0.0,0.0
2018-01-21,11.45,11.45,11.45,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.35,11.35,11.35,0.0,0.0
2018-01-28,11.04,11.04,11.04,0.0,0.0,11.05,11.05,11.05,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.39,10.39,10.39,0.0,0.0
2018-02-04,10.55,10.55,10.55,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.56,10.56,10.56,0.0,0.0
2018-02-11,10.89,10.89,10.89,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.86,10.86,10.86,0.0,0.0
2018-02-18,10.59,10.59,10.59,0.0,0.0,10.67,10.67,10.67,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.66,10.66,10.66,0.0,0.0
2018-02-25,10.13,10.13,10.13,0.0,0.0,10.14,10.14,10.14,0.0,0.0,9.98,9.98,9.98,0.0,0.0,10.1,10.1,10.1,0.0,0.0
2018-03-04,10.43,10.43,10.43,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.43,10.43,10.43,0.0,0.0,10.49,10.49,10.49,0.0,0.0
2018-03-11,10.07,10.07,10.07,0.0,0.0,10.07,10.07,10.07,0.0,0.0,9.93,9.93,9.93,0.0,0.0,9.98,9.98,9.98,0.0,0.0
2018-03-18,9.81,9.81,9.81,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.71,9.71,9.71,0.0,0.0,9.89,9.89,9.89,0.0,0.0
2018-03-25,9.6,9.6,9.6,0.0,0.0,9.69,9.69,9.69,0.0,0.0,9.42,9.42,9.42,0.0,0.0,9.5,9.5,9.5,0.0,0.0
2018-04-01,9.88,9.88,9.88,0.0,0.0,10.03,10.03,10.03,0.0,0.0,9.87,9.87,9.87,0.0,0.0,9.92,9.92,9.92,0.0,0.0
2018-04-08,10.25,10.25,10.25,0.0,0.0,10.4,10.4,10.4,0.0,0.0,10.25,10.25,10.25,0.0,0.0,10.4,10.4,10.4,0.0,0.0
2018-04-15,10.59,10.59,10.59,0.0,0.0,10.64,10.64,10.64,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.56,10.56,10.56,0.0,0.0
2018-04-22,10.7,10.7,10.7,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.67,10.67,10.67,0.0,0.0
2018-04-29,10.11,10.11,10.11,0.0,0.0,10.13,10.13,10.13,0.0,0.0,10.03,10.03,10.03,0.0,0.0,10.08,10.08,10.08,0.0,0.0
2018-05-06,10.13,10.13,10.13,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.07,10.07,10.07,0.0,0.0,10.07,10.07,10.07,0.0,0.0
2018-05-13,9.42,9.42,9.42,0.0,0.0,9.5,9.5,9.5,0.0,0.0,9.35,9.35,9.35,0.0,0.0,9.36,9.36,9.36,0.0,0.0
2018-05-20,9.11,9.11,9.11,0.0,0.0,9.11,9.11,9.11,0.0,0.0,8.98,8.98,8.98,0.0,0.0,9.06,9.06,9.06,0.0,0.0
2018-05-27,9.41,9.41,9.41,0.0,0.0,9.42,9.42,9.42,0.0,0.0,9.37,9.37,9.37,0.0,0.0,9.41,9.41,9.41,0.0,0.0
2018-06-03,9.33,9.33,9.33,0.0,0.0,9.33,9.33,9.33,0.0,0.0,9.28,9.28,9.28,0.0,0.0,9.3,9.3,9.3,0.0,0.0
2018-06-10,9.27,9.27,9.27,0.0,0.0,9.3,9.3,9.3,0.0,0.0,9.22,9.22,9.22,0.0,0.0,9.26,9.26,9.26,0.0,0.0
2018-06-17,9.46,9.46,9.46,0.0,0.0,9.51,9.51,9.51,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.48,9.48,9.48,0.0,0.0
2018-06-24,9.12,9.12,9.12,0.0,0.0,9.18,9.18,9.18,0.0,0.0,9.05,9.05,9.05,0.0,0.0,9.15,9.15,9.15,0.0,0.0
2018-07-01,9.29,9.29,9.29,0.0,0.0,9.32,9.32,9.32,0.0,0.0,9.2,9.2,9.2,0.0,0.0,9.31,9.31,9.31,0.0,0.0
2018-07-08,9.27,9.27,9.27,0.0,0.0,9.35,9.35,9.35,0.0,0.0,9.27,9.27,9.27,0.0,0.0,9.32,9.32,9.32,0.0,0.0
2018-07-15,9.12,9.12,9.12,0.0,0.0,9.18,9.18,9.18,0.0,0.0,9.08,9.08,9.08,0.0,0.0,9.09,9.09,9.09,0.0,0.0
2018-07-22,9.12,9.12,9.12,0.0,0.0,9.24,9.24,9.24,0.0,0.0,9.11,9.11,9.11,0.0,0.0,9.19,9.19,9.19,0.0,0.0
2018-07-29,9.12,9.12,9.12,0.0,0.0,9.18,9.18,9.18,0.0,0.0,9.12,9.12,9.12,0.0,0.0,9.15,9.15,9.15,0.0,0.0
2018-08-05,8.76,8.76,8.76,0.0,0.0,8.76,8.76,8.76,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.58,8.58,8.58,0.0,0.0
2018-08-12,8.55,8.55,8.55,0.0,0.0,8.56,8.56,8.56,0.0,0.0,8.47,8.47,8.47,0.0,0.0,8.55,8.55,8.55,0.0,0.0
2018-08-19,8.91,8.91,8.91,0.0,0.0,9.07,9.07,9.07,0.0,0.0,8.91,8.91,8.91,0.0,0.0,9.04,9.04,9.04,0.0,0.0
2018-08-26,8.76,8.76,8.76,0.0,0.0,8.8,8.8,8.8,0.0,0.0,8.63,8.63,8.63,0.0,0.0,8.72,8.72,8.72,0.0,0.0
