Date,BAP_Open_average,BAP_Open_max,BAP_Open_min,BAP_Open_volatility,BAP_Open_change,BAP_High_average,BAP_High_max,BAP_High_min,BAP_High_volatility,BAP_High_change,BAP_Low_average,BAP_Low_max,BAP_Low_min,BAP_Low_volatility,BAP_Low_change,BAP_Close_average,BAP_Close_max,BAP_Close_min,BAP_Close_volatility,BAP_Close_change,BAP_Volume_average,BAP_Volume_max,BAP_Volume_min,BAP_Volume_volatility,BAP_Volume_change
2018-01-14,226.2,230.0,223.0,7.0,7.0,228.48,230.34,226.47,3.8700000000000045,3.8700000000000045,224.13400000000001,227.15,219.03,8.120000000000005,8.02000000000001,227.61,230.34,223.94,6.400000000000006,6.400000000000006,192765,254466,102788,151678,66857
2018-01-21,234.394,237.3,230.44,6.860000000000014,3.9799999999999898,236.87,237.99,234.71,3.280000000000001,3.280000000000001,232.152,234.42,229.46,4.9599999999999795,4.9599999999999795,235.44,237.07,232.95,4.1200000000000045,4.1200000000000045,293369,518568,182460,336108,317621
2018-01-28,230.858,235.91,222.67,13.240000000000009,-12.130000000000024,232.606,237.88,224.01,13.870000000000005,-13.870000000000005,225.934,233.98,215.03,18.94999999999999,-18.94999999999999,228.158,235.91,217.84,18.069999999999993,-18.069999999999993,278203,334175,218141,116034,-46975
2018-02-04,215.772,221.18,210.8,10.379999999999995,-1.2300000000000182,219.4,224.55,211.97,12.580000000000013,-8.870000000000005,211.16,219.62,207.03,12.590000000000003,2.219999999999999,215.212,221.9,208.97,12.930000000000007,-7.510000000000019,290739,409759,137789,271970,-245951
2018-02-11,218.14499999999998,222.04,213.55,8.48999999999998,6.9599999999999795,221.5775,225.63,217.12,8.509999999999991,5.3799999999999955,217.0275,221.13,212.9,8.22999999999999,5.219999999999999,219.4925,222.5,217.02,5.47999999999999,1.1999999999999886,144124,183638,112082,71556,71556
2018-02-18,218.40200000000002,220.08,217.12,2.960000000000008,1.4799999999999898,220.022,222.12,218.51,3.6100000000000136,0.09000000000000341,216.166,218.12,214.09,4.030000000000001,1.9000000000000057,217.852,219.38,216.73,2.6500000000000057,0.960000000000008,237624,517324,94003,423321,47803
2018-02-25,216.398,217.12,214.59,2.530000000000001,-0.5900000000000034,218.84,223.39,217.0,6.389999999999986,5.589999999999975,214.15800000000002,215.19,212.87,2.319999999999993,-1.6699999999999875,217.964,223.28,215.9,7.3799999999999955,6.52000000000001,499803,758942,285294,473648,-139675
2018-03-04,223.406,224.63,221.76,2.8700000000000045,-2.4099999999999966,224.382,226.44,222.56,3.8799999999999955,-3.8799999999999955,220.986,223.03,219.78,3.25,-3.25,222.088,224.52,220.58,3.9399999999999977,-3.9399999999999977,200099,332828,128307,204521,-172110
2018-03-11,218.124,222.54,215.13,7.409999999999997,-5.039999999999992,219.668,222.54,217.41,5.1299999999999955,-1.6999999999999886,215.518,218.88,214.33,4.549999999999983,-4.359999999999985,217.21599999999998,220.57,215.48,5.090000000000003,-2.430000000000007,230049,349467,150432,199035,-82074
2018-03-18,219.18599999999998,220.7,216.23,4.469999999999999,0.9699999999999989,222.888,225.24,220.47,4.77000000000001,1.740000000000009,217.62,220.63,215.51,5.1200000000000045,1.9000000000000057,221.088,223.99,217.72,6.27000000000001,1.6000000000000227,246745,443366,161592,281774,-12030
