Date,ILMN_stock_Open_average,ILMN_stock_Open_max,ILMN_stock_Open_min,ILMN_stock_Open_volatility,ILMN_stock_Open_change,ILMN_stock_High_average,ILMN_stock_High_max,ILMN_stock_High_min,ILMN_stock_High_volatility,ILMN_stock_High_change,ILMN_stock_Low_average,ILMN_stock_Low_max,ILMN_stock_Low_min,ILMN_stock_Low_volatility,ILMN_stock_Low_change,ILMN_stock_Close_average,ILMN_stock_Close_max,ILMN_stock_Close_min,ILMN_stock_Close_volatility,ILMN_stock_Close_change,ILMN_stock_Volume_average,ILMN_stock_Volume_max,ILMN_stock_Volume_min,ILMN_stock_Volume_volatility,ILMN_stock_Volume_change
2018-01-14,244.09,247.33,242.24,5.090000000000003,-5.02000000000001,245.5575,248.97,243.9,5.069999999999993,-4.090000000000003,240.8775,241.44,240.13,1.3100000000000023,0.37000000000000455,242.0825,243.55,241.31,2.240000000000009,2.130000000000024,886370,1139941,738313,401628,-243208
2018-01-21,243.976,245.0,243.12,1.8799999999999955,-0.789999999999992,245.088,247.63,243.85,3.780000000000001,-2.710000000000008,241.652,242.87,240.16,2.710000000000008,-0.7800000000000011,243.768,245.19,242.49,2.6999999999999886,-0.3599999999999852,735488,845966,613310,232656,-31451
2018-01-28,238.46,247.45,227.98,19.47,-16.200000000000017,239.82,248.1,228.99,19.109999999999985,-15.909999999999997,231.048,238.95,219.54,19.409999999999997,-18.97,233.214,241.78,220.18,21.599999999999994,-21.599999999999994,1217235,1760472,779540,980932,759279
2018-02-04,216.522,221.45,210.0,11.449999999999989,-10.099999999999994,221.862,223.64,219.58,4.059999999999974,-3.9599999999999795,211.358,216.77,207.51,9.26000000000002,-2.869999999999976,216.346,221.2,209.54,11.659999999999997,4.189999999999998,1491493,1798295,1116021,682274,314302
2018-02-11,221.742,228.85,217.47,11.379999999999995,10.419999999999987,225.658,230.95,221.1,9.849999999999994,8.099999999999994,220.25,227.03,216.34,10.689999999999998,10.680000000000007,224.582,229.2,220.44,8.759999999999991,8.169999999999987,797540,1000188,663027,337161,-298492
2018-02-18,228.2275,229.49,226.57,2.920000000000016,0.15000000000000568,232.0,233.92,229.95,3.969999999999999,3.969999999999999,226.115,226.62,225.46,1.1599999999999966,1.1599999999999966,228.765,233.84,226.57,7.27000000000001,7.27000000000001,525871,567764,450092,117672,-31594
2018-02-25,229.672,234.54,222.29,12.25,-12.25,232.42000000000002,235.43,229.49,5.939999999999998,-5.5800000000000125,226.626,231.03,221.49,9.539999999999992,-9.539999999999992,228.982,233.43,224.54,8.890000000000015,-4.240000000000009,731932,866186,639763,226423,226423
2018-03-04,235.628,244.59,227.17,17.420000000000016,17.420000000000016,241.158,250.67,232.47,18.19999999999999,18.19999999999999,234.582,244.15,226.05,18.099999999999994,18.099999999999994,240.296,250.12,230.88,19.24000000000001,19.24000000000001,704158,818299,543884,274415,257190
2018-03-11,253.22,254.94,251.33,3.609999999999985,1.589999999999975,255.814,256.64,254.89,1.75,1.75,251.024,252.24,250.07,2.170000000000016,2.170000000000016,252.804,253.91,251.61,2.299999999999983,0.7400000000000091,785639,1094335,606499,487836,453415
2018-03-18,248.068,252.5,241.22,11.280000000000001,-11.280000000000001,250.466,254.21,244.32,9.890000000000015,-9.890000000000015,243.30599999999998,247.48,235.32,12.159999999999997,-11.469999999999999,244.94,252.65,235.36,17.289999999999992,-13.369999999999976,763143,872958,589555,283403,50256
