Date,CCMP_Open_average,CCMP_Open_max,CCMP_Open_min,CCMP_Open_volatility,CCMP_Open_change,CCMP_High_average,CCMP_High_max,CCMP_High_min,CCMP_High_volatility,CCMP_High_change,CCMP_Low_average,CCMP_Low_max,CCMP_Low_min,CCMP_Low_volatility,CCMP_Low_change,CCMP_Close_average,CCMP_Close_max,CCMP_Close_min,CCMP_Close_volatility,CCMP_Close_change,CCMP_Volume_average,CCMP_Volume_max,CCMP_Volume_min,CCMP_Volume_volatility,CCMP_Volume_change
2018-01-14,100.17,103.06,98.75,4.310000000000002,4.310000000000002,101.648,103.99,100.39,3.5999999999999943,3.5999999999999943,99.08800000000001,100.9,97.75,3.1500000000000057,3.1500000000000057,100.556,102.79,97.89,4.900000000000006,3.8900000000000006,158240,237283,114621,122662,-114469
2018-01-21,102.748,103.95,101.5,2.450000000000003,-0.3400000000000034,103.586,105.69,102.33,3.3599999999999994,-0.9099999999999966,100.514,101.17,99.63,1.5400000000000063,-0.4000000000000057,102.136,102.9,101.54,1.3599999999999994,-1.3599999999999994,280478,479597,137343,342254,171241
2018-01-28,101.006,102.77,99.35,3.4200000000000017,-0.960000000000008,102.28,103.2,100.96,2.240000000000009,-1.3500000000000085,99.63000000000001,101.36,96.43,4.929999999999993,-3.489999999999995,100.6,102.25,96.44,5.810000000000002,-5.560000000000002,253356,343849,177650,166199,-58525
2018-02-04,95.578,97.32,94.6,2.719999999999999,1.1300000000000097,97.212,98.3,95.98,2.319999999999993,-0.8499999999999943,93.59,95.18,92.38,2.8000000000000114,0.9899999999999949,95.748,97.68,93.57,4.110000000000014,-0.6700000000000017,208354,322239,110648,211591,-188083
2018-02-11,98.0325,100.18,95.85,4.3300000000000125,3.4399999999999977,99.69,101.17,97.29,3.8799999999999955,3.8799999999999955,97.2075,99.47,95.35,4.1200000000000045,4.1200000000000045,99.065,100.26,96.5,3.760000000000005,3.5,185888,324298,102675,221623,144997
2018-02-18,101.656,102.94,99.25,3.6899999999999977,3.6400000000000006,103.376,104.93,102.47,2.460000000000008,1.470000000000013,100.494,102.03,99.25,2.780000000000001,2.780000000000001,102.414,104.91,100.6,4.310000000000002,2.3299999999999983,137759,192938,85725,107213,-64930
2018-02-25,102.462,104.45,100.05,4.400000000000006,-2.180000000000007,104.234,105.77,102.98,2.789999999999992,-1.6099999999999994,101.182,102.48,100.0,2.480000000000004,-0.9500000000000028,102.45,103.33,101.12,2.2099999999999937,0.14999999999999147,127907,182063,92149,89914,-69585
2018-03-04,109.37,114.52,104.55,9.969999999999999,9.969999999999999,111.45,115.1,106.69,8.409999999999997,8.299999999999997,107.83,112.44,103.99,8.450000000000003,8.450000000000003,110.74,114.22,106.61,7.609999999999999,5.840000000000003,215305,369141,158170,210971,31082
2018-03-11,113.224,114.42,112.64,1.7800000000000011,-0.6899999999999977,113.92,114.45,113.52,0.9300000000000068,-0.010000000000005116,111.834,112.38,110.71,1.6700000000000017,-1.0800000000000125,113.008,113.65,112.13,1.5200000000000102,0.9000000000000057,208233,310477,111353,199124,-80993
2018-03-18,112.62,114.53,109.81,4.719999999999999,-3.480000000000004,114.214,115.94,112.62,3.319999999999993,-2.0600000000000023,110.41799999999999,113.35,108.03,5.319999999999993,-3.2099999999999937,112.378,115.6,108.05,7.549999999999997,-1.9099999999999966,149687,223331,85461,137870,42374
2018-03-25,107.71000000000001,112.43,105.51,6.920000000000002,-5.730000000000004,109.255,112.98,106.74,6.240000000000009,-4.6200000000000045,103.9025,105.63,102.06,3.569999999999993,-3.569999999999993,105.2825,107.11,103.01,4.099999999999994,-3.089999999999989,137857,165443,103068,62375,-26987
2018-04-01,104.942,107.71,103.62,4.089999999999989,1.039999999999992,107.05,108.17,105.78,2.3900000000000006,0.3999999999999915,103.38,104.99,102.52,2.469999999999999,0.1700000000000017,105.4,106.59,103.86,2.730000000000004,-1.1899999999999977,102910,133092,80429,52663,-48541
2018-04-08,109.736,112.49,106.7,5.789999999999992,5.409999999999997,111.102,112.79,109.26,3.530000000000001,3.460000000000008,108.478,111.35,105.52,5.829999999999998,5.5,110.438,111.8,108.37,3.4299999999999926,3.4299999999999926,131187,211768,105388,106380,831
2018-04-15,109.226,113.09,104.38,8.710000000000008,-8.180000000000007,109.928,113.47,105.47,8.0,-8.0,106.86,112.0,102.68,9.319999999999993,-9.319999999999993,107.55799999999999,112.86,102.87,9.989999999999995,-9.989999999999995,164742,244087,108331,135756,-63790
2018-04-22,102.544,105.33,99.4,5.929999999999993,-1.5500000000000114,103.536,105.33,101.21,4.1200000000000045,-1.4099999999999966,99.542,101.0,97.42,3.5799999999999983,2.1700000000000017,100.996,104.63,98.14,6.489999999999995,1.8400000000000034,199549,226587,177129,49458,-37149
2018-04-29,103.898,106.45,101.46,4.990000000000009,4.990000000000009,106.014,107.89,103.94,3.950000000000003,3.950000000000003,103.366,105.67,100.15,5.519999999999996,5.519999999999996,105.308,107.51,103.7,3.8100000000000023,3.8100000000000023,140195,166776,98625,68151,-24198
2018-05-06,110.646,112.89,107.82,5.070000000000007,4.690000000000012,111.94,113.45,108.76,4.689999999999998,4.689999999999998,109.682,111.92,105.71,6.210000000000008,6.210000000000008,111.356,112.94,108.57,4.3700000000000045,3.5400000000000063,91912,139586,67346,72240,-45294
2018-05-13,112.97,115.24,111.54,3.6999999999999886,-0.9599999999999937,113.97,115.92,111.97,3.950000000000003,-0.5300000000000011,111.098,112.9,109.89,3.010000000000005,-0.04999999999999716,112.624,115.45,110.07,5.38000000000001,0.21999999999999886,173607,219319,129526,89793,-21882
2018-05-20,111.85249999999999,112.58,110.78,1.7999999999999972,-0.6299999999999955,112.905,113.36,112.56,0.7999999999999972,0.4200000000000017,111.15,111.7,110.71,0.9900000000000091,0.29000000000000625,112.0625,112.38,111.55,0.8299999999999983,0.5700000000000074,75163,93716,53951,39765,-28741
2018-05-27,113.476,114.97,111.04,3.9299999999999926,3.9299999999999926,115.172,117.0,113.17,3.8299999999999983,3.8299999999999983,112.714,113.56,110.8,2.760000000000005,2.760000000000005,114.198,116.94,112.42,4.519999999999996,4.519999999999996,121459,146036,98073,47963,38353
2018-06-03,117.474,118.68,116.37,2.3100000000000023,-1.1700000000000017,118.66,119.32,117.59,1.7299999999999898,-0.12999999999999545,116.07600000000001,116.98,115.26,1.7199999999999989,-1.1400000000000006,117.392,119.27,116.33,2.9399999999999977,-1.75,113334,150702,78704,71998,41896
2018-06-10,114.58,116.38,112.8,3.5799999999999983,-3.5799999999999983,115.074,116.56,113.62,2.9399999999999977,-2.9399999999999977,113.514,114.5,111.66,2.8400000000000034,-2.8400000000000034,114.11200000000001,114.92,113.04,1.8799999999999955,-1.8599999999999994,189194,277644,114023,163621,-41798
