Date,TENX_Open_average,TENX_Open_max,TENX_Open_min,TENX_Open_volatility,TENX_Open_change,TENX_High_average,TENX_High_max,TENX_High_min,TENX_High_volatility,TENX_High_change,TENX_Low_average,TENX_Low_max,TENX_Low_min,TENX_Low_volatility,TENX_Low_change,TENX_Close_average,TENX_Close_max,TENX_Close_min,TENX_Close_volatility,TENX_Close_change,TENX_Volume_average,TENX_Volume_max,TENX_Volume_min,TENX_Volume_volatility,TENX_Volume_change
2018-01-14,7.7224,9.0,7.2,1.7999999999999998,-1.7999999999999998,7.8228,9.0,7.386,1.6139999999999999,-1.5839999999999996,6.9548,7.2,6.4,0.7999999999999998,0.7479999999999993,7.3456,7.502000000000001,7.222,0.28000000000000025,0.016000000000000014,28626,77529,10187,67342,-57195
2018-01-21,7.3536,7.428,7.2,0.22799999999999976,-0.21999999999999975,7.514,7.996,7.26,0.7360000000000007,-0.7360000000000007,7.0888,7.322,6.8,0.5220000000000002,-0.5220000000000002,7.2476,7.3839999999999995,6.994,0.3899999999999997,-0.3899999999999997,23625,58569,12905,45664,-42931
2018-01-28,6.5624,7.0,6.2,0.7999999999999998,-0.7999999999999998,6.7908,7.0,6.6,0.40000000000000036,-0.40000000000000036,6.1808,6.4,6.0,0.40000000000000036,0.09999999999999964,6.4344,6.537999999999999,6.336,0.20199999999999907,-0.002000000000000668,19467,30577,10522,20055,-6339
2018-02-04,6.5868,6.69,6.4,0.29000000000000004,0.004000000000000448,6.8056,6.99,6.602,0.3879999999999999,-0.19599999999999884,6.2468,6.428,6.08,0.34799999999999986,0.019999999999999574,6.5108,6.69,6.3,0.39000000000000057,-0.10200000000000031,18400,43761,8913,34848,-34848
2018-02-11,6.721,7.2,6.2860000000000005,0.9139999999999997,0.9139999999999997,6.984500000000001,7.2,6.598,0.6020000000000003,0.6020000000000003,6.5440000000000005,6.8,6.204,0.5960000000000001,0.5680000000000005,6.7855,6.982,6.518,0.4640000000000004,0.36400000000000077,12117,17949,7802,10147,3225
2018-02-18,6.156,6.854,4.89,1.9640000000000004,-1.9640000000000004,6.528,6.9,5.8,1.1000000000000005,-0.5600000000000005,5.641,6.462000000000001,4.444,2.0180000000000007,-1.9289999999999994,6.0312,6.79,4.974,1.8159999999999998,-1.7700000000000005,51404,157308,5588,151720,151720
2018-02-25,6.454,10.0,4.51,5.49,2.4299999999999997,8.624,12.63,5.07,7.5600000000000005,3.66,5.6262,7.251,4.41,2.841,2.4010000000000007,7.146,10.6,4.64,5.96,2.829999999999999,1784225,7251441,33230,7218211,685467
2018-03-04,7.588,7.72,7.32,0.39999999999999947,-0.08999999999999986,8.222,9.08,7.77,1.3100000000000005,1.3100000000000005,7.124,7.435,6.52,0.915,0.915,7.688,8.26,7.32,0.9399999999999995,0.6200000000000001,388585,606566,180167,426399,266684
2018-03-11,7.982,8.42,7.66,0.7599999999999998,-0.6199999999999992,8.2738,9.0,7.83,1.17,-1.17,7.66,7.92,7.5,0.41999999999999993,-0.41000000000000014,7.792,8.19,7.53,0.6599999999999993,-0.6599999999999993,135130,310878,33431,277447,-277447
2018-03-18,7.198,7.63,6.21,1.42,-1.3399999999999999,7.343,7.89,6.24,1.6499999999999995,-1.6499999999999995,6.826,7.53,6.0,1.5300000000000002,-1.5,6.908,7.67,6.03,1.6399999999999997,-1.5,53955,72750,35399,37351,3785
