Date,SPDR S&P Internet_Open_average,SPDR S&P Internet_Open_max,SPDR S&P Internet_Open_min,SPDR S&P Internet_Open_volatility,SPDR S&P Internet_Open_change,SPDR S&P Internet_High_average,SPDR S&P Internet_High_max,SPDR S&P Internet_High_min,SPDR S&P Internet_High_volatility,SPDR S&P Internet_High_change,SPDR S&P Internet_Low_average,SPDR S&P Internet_Low_max,SPDR S&P Internet_Low_min,SPDR S&P Internet_Low_volatility,SPDR S&P Internet_Low_change,SPDR S&P Internet_Close_average,SPDR S&P Internet_Close_max,SPDR S&P Internet_Close_min,SPDR S&P Internet_Close_volatility,SPDR S&P Internet_Close_change
2018-07-22,89.73,89.73,89.73,0.0,0.0,89.73,89.73,89.73,0.0,0.0,86.41,86.41,86.41,0.0,0.0,86.61,86.61,86.61,0.0,0.0
2018-07-29,88.71,88.71,88.71,0.0,0.0,90.29,90.29,90.29,0.0,0.0,88.69,88.69,88.69,0.0,0.0,90.29,90.29,90.29,0.0,0.0
2018-08-05,94.06,94.06,94.06,0.0,0.0,94.06,94.06,94.06,0.0,0.0,92.39,92.39,92.39,0.0,0.0,92.43,92.43,92.43,0.0,0.0
2018-08-12,93.18,93.18,93.18,0.0,0.0,93.28,93.28,93.28,0.0,0.0,92.15,92.15,92.15,0.0,0.0,93.02,93.02,93.02,0.0,0.0
2018-08-19,96.99,96.99,96.99,0.0,0.0,97.24,97.24,97.24,0.0,0.0,96.62,96.62,96.62,0.0,0.0,96.89,96.89,96.89,0.0,0.0
2018-08-26,97.33,97.33,97.33,0.0,0.0,97.72,97.72,97.72,0.0,0.0,97.0,97.0,97.0,0.0,0.0,97.67,97.67,97.67,0.0,0.0
2018-09-02,97.75,97.75,97.75,0.0,0.0,98.0,98.0,98.0,0.0,0.0,96.71,96.71,96.71,0.0,0.0,97.75,97.75,97.75,0.0,0.0
2018-09-09,99.61,99.61,99.61,0.0,0.0,99.61,99.61,99.61,0.0,0.0,96.75,96.75,96.75,0.0,0.0,96.99,96.99,96.99,0.0,0.0
2018-09-16,96.22,96.22,96.22,0.0,0.0,96.69,96.69,96.69,0.0,0.0,94.95,94.95,94.95,0.0,0.0,96.38,96.38,96.38,0.0,0.0
2018-09-23,98.25,98.25,98.25,0.0,0.0,98.25,98.25,98.25,0.0,0.0,96.57,96.57,96.57,0.0,0.0,96.57,96.57,96.57,0.0,0.0
2018-09-30,91.27,91.27,91.27,0.0,0.0,91.8,91.8,91.8,0.0,0.0,89.25,89.25,89.25,0.0,0.0,90.57,90.57,90.57,0.0,0.0
2018-10-07,86.69,86.69,86.69,0.0,0.0,87.0,87.0,87.0,0.0,0.0,85.47,85.47,85.47,0.0,0.0,86.5,86.5,86.5,0.0,0.0
2018-10-14,85.51,85.51,85.51,0.0,0.0,86.12,86.12,86.12,0.0,0.0,84.77,84.77,84.77,0.0,0.0,85.72,85.72,85.72,0.0,0.0
2018-10-21,83.41,83.41,83.41,0.0,0.0,84.61,84.61,84.61,0.0,0.0,80.42,80.42,80.42,0.0,0.0,80.42,80.42,80.42,0.0,0.0
2018-10-28,87.46,87.46,87.46,0.0,0.0,87.46,87.46,87.46,0.0,0.0,85.79,85.79,85.79,0.0,0.0,86.62,86.62,86.62,0.0,0.0
2018-11-04,85.0,85.0,85.0,0.0,0.0,85.0,85.0,85.0,0.0,0.0,82.63,82.63,82.63,0.0,0.0,83.15,83.15,83.15,0.0,0.0
2018-11-11,82.72,82.72,82.72,0.0,0.0,82.85,82.85,82.85,0.0,0.0,78.86,78.86,78.86,0.0,0.0,78.86,78.86,78.86,0.0,0.0
2018-11-18,80.78,80.78,80.78,0.0,0.0,81.99,81.99,81.99,0.0,0.0,80.69,80.69,80.69,0.0,0.0,81.99,81.99,81.99,0.0,0.0
2018-11-25,86.94,86.94,86.94,0.0,0.0,87.17,87.17,87.17,0.0,0.0,85.49,85.49,85.49,0.0,0.0,86.28,86.28,86.28,0.0,0.0
2018-12-02,82.56,82.56,82.56,0.0,0.0,84.0,84.0,84.0,0.0,0.0,82.56,82.56,82.56,0.0,0.0,83.64,83.64,83.64,0.0,0.0
2018-12-09,82.25,82.25,82.25,0.0,0.0,82.25,82.25,82.25,0.0,0.0,78.29,78.29,78.29,0.0,0.0,78.63,78.63,78.63,0.0,0.0
2018-12-16,70.64,70.64,70.64,0.0,0.0,72.04,72.04,72.04,0.0,0.0,69.99,69.99,69.99,0.0,0.0,70.86,70.86,70.86,0.0,0.0
2018-12-23,76.55,76.55,76.55,0.0,0.0,76.56,76.56,76.56,0.0,0.0,75.76,75.76,75.76,0.0,0.0,76.06,76.06,76.06,0.0,0.0
2018-12-30,77.49,77.49,77.49,0.0,0.0,80.17,80.17,80.17,0.0,0.0,77.49,77.49,77.49,0.0,0.0,79.58,79.58,79.58,0.0,0.0
2019-01-06,79.97,79.97,79.97,0.0,0.0,80.4,80.4,80.4,0.0,0.0,79.54,79.54,79.54,0.0,0.0,80.14,80.14,80.14,0.0,0.0
2019-01-13,83.05,83.05,83.05,0.0,0.0,84.29,84.29,84.29,0.0,0.0,83.05,83.05,83.05,0.0,0.0,84.29,84.29,84.29,0.0,0.0
2019-01-20,85.21,85.21,85.21,0.0,0.0,85.81,85.81,85.81,0.0,0.0,84.41,84.41,84.41,0.0,0.0,85.6,85.6,85.6,0.0,0.0
2019-01-27,87.54,87.54,87.54,0.0,0.0,88.1,88.1,88.1,0.0,0.0,87.38,87.38,87.38,0.0,0.0,87.98,87.98,87.98,0.0,0.0
2019-02-03,88.73,88.73,88.73,0.0,0.0,88.85,88.85,88.85,0.0,0.0,87.69,87.69,87.69,0.0,0.0,87.85,87.85,87.85,0.0,0.0
2019-02-10,89.55,89.55,89.55,0.0,0.0,89.55,89.55,89.55,0.0,0.0,89.15,89.15,89.15,0.0,0.0,89.2,89.2,89.2,0.0,0.0
2019-02-17,90.34,90.34,90.34,0.0,0.0,90.8,90.8,90.8,0.0,0.0,89.84,89.84,89.84,0.0,0.0,89.84,89.84,89.84,0.0,0.0
2019-02-24,90.38,90.38,90.38,0.0,0.0,90.73,90.73,90.73,0.0,0.0,87.55,87.55,87.55,0.0,0.0,88.52,88.52,88.52,0.0,0.0
2019-03-03,86.83,86.83,86.83,0.0,0.0,88.52,88.52,88.52,0.0,0.0,86.83,86.83,86.83,0.0,0.0,88.52,88.52,88.52,0.0,0.0
2019-03-10,89.52,89.52,89.52,0.0,0.0,90.1,90.1,90.1,0.0,0.0,89.23,89.23,89.23,0.0,0.0,89.66,89.66,89.66,0.0,0.0
2019-03-17,87.85,87.85,87.85,0.0,0.0,89.07,89.07,89.07,0.0,0.0,87.85,87.85,87.85,0.0,0.0,88.68,88.68,88.68,0.0,0.0
2019-03-24,89.38,89.38,89.38,0.0,0.0,89.82,89.82,89.82,0.0,0.0,89.25,89.25,89.25,0.0,0.0,89.75,89.75,89.75,0.0,0.0
2019-03-31,90.21,90.21,90.21,0.0,0.0,90.41,90.41,90.41,0.0,0.0,89.99,89.99,89.99,0.0,0.0,90.14,90.14,90.14,0.0,0.0
2019-04-07,90.36,90.36,90.36,0.0,0.0,90.72,90.72,90.72,0.0,0.0,90.3,90.3,90.3,0.0,0.0,90.67,90.67,90.67,0.0,0.0
2019-04-14,88.26,88.26,88.26,0.0,0.0,89.14,89.14,89.14,0.0,0.0,88.26,88.26,88.26,0.0,0.0,89.14,89.14,89.14,0.0,0.0
2019-04-21,93.25,93.25,93.25,0.0,0.0,93.5,93.5,93.5,0.0,0.0,93.22,93.22,93.22,0.0,0.0,93.35,93.35,93.35,0.0,0.0
2019-04-28,91.68,91.68,91.68,0.0,0.0,93.57,93.57,93.57,0.0,0.0,91.68,91.68,91.68,0.0,0.0,93.41,93.41,93.41,0.0,0.0
2019-05-05,85.38,85.38,85.38,0.0,0.0,85.38,85.38,85.38,0.0,0.0,84.42,84.42,84.42,0.0,0.0,84.55,84.55,84.55,0.0,0.0
2019-05-12,86.57,86.57,86.57,0.0,0.0,87.17,87.17,87.17,0.0,0.0,86.18,86.18,86.18,0.0,0.0,86.83,86.83,86.83,0.0,0.0
2019-05-19,87.12,87.12,87.12,0.0,0.0,87.12,87.12,87.12,0.0,0.0,86.34,86.34,86.34,0.0,0.0,86.35,86.35,86.35,0.0,0.0
2019-05-26,84.64,84.64,84.64,0.0,0.0,84.64,84.64,84.64,0.0,0.0,82.54,82.54,82.54,0.0,0.0,82.62,82.62,82.62,0.0,0.0
2019-06-02,89.13,89.13,89.13,0.0,0.0,90.79,90.79,90.79,0.0,0.0,89.13,89.13,89.13,0.0,0.0,89.31,89.31,89.31,0.0,0.0
2019-06-09,89.66,89.66,89.66,0.0,0.0,90.68,90.68,90.68,0.0,0.0,89.66,89.66,89.66,0.0,0.0,90.02,90.02,90.02,0.0,0.0
2019-06-16,90.8,90.8,90.8,0.0,0.0,90.8,90.8,90.8,0.0,0.0,90.17,90.17,90.17,0.0,0.0,90.18,90.18,90.18,0.0,0.0
2019-06-23,90.25,90.25,90.25,0.0,0.0,90.31,90.31,90.31,0.0,0.0,89.45,89.45,89.45,0.0,0.0,89.45,89.45,89.45,0.0,0.0
2019-06-30,90.02,90.02,90.02,0.0,0.0,90.02,90.02,90.02,0.0,0.0,89.96,89.96,89.96,0.0,0.0,89.96,89.96,89.96,0.0,0.0
2019-07-07,91.29,91.29,91.29,0.0,0.0,91.55,91.55,91.55,0.0,0.0,91.1,91.1,91.1,0.0,0.0,91.55,91.55,91.55,0.0,0.0
2019-07-14,90.18,90.18,90.18,0.0,0.0,90.18,90.18,90.18,0.0,0.0,90.02,90.02,90.02,0.0,0.0,90.1,90.1,90.1,0.0,0.0
2019-07-21,90.52,90.52,90.52,0.0,0.0,91.19,91.19,91.19,0.0,0.0,90.52,90.52,90.52,0.0,0.0,91.18,91.18,91.18,0.0,0.0
2019-07-28,85.65,85.65,85.65,0.0,0.0,85.65,85.65,85.65,0.0,0.0,83.51,83.51,83.51,0.0,0.0,84.02,84.02,84.02,0.0,0.0
2019-08-04,83.01,83.01,83.01,0.0,0.0,83.01,83.01,83.01,0.0,0.0,82.28,82.28,82.28,0.0,0.0,82.28,82.28,82.28,0.0,0.0
2019-08-11,81.42,81.42,81.42,0.0,0.0,81.91,81.91,81.91,0.0,0.0,81.42,81.42,81.42,0.0,0.0,81.59,81.59,81.59,0.0,0.0
2019-08-18,80.36,80.36,80.36,0.0,0.0,80.42,80.42,80.42,0.0,0.0,80.27,80.27,80.27,0.0,0.0,80.42,80.42,80.42,0.0,0.0
2019-08-25,81.91,81.91,81.91,0.0,0.0,82.0,82.0,82.0,0.0,0.0,80.98,80.98,80.98,0.0,0.0,81.23,81.23,81.23,0.0,0.0
2019-09-01,82.14,82.14,82.14,0.0,0.0,82.14,82.14,82.14,0.0,0.0,81.53,81.53,81.53,0.0,0.0,81.99,81.99,81.99,0.0,0.0
2019-09-08,83.39,83.39,83.39,0.0,0.0,83.9,83.9,83.9,0.0,0.0,83.39,83.39,83.39,0.0,0.0,83.88,83.88,83.88,0.0,0.0
2019-09-15,81.64,81.64,81.64,0.0,0.0,81.64,81.64,81.64,0.0,0.0,81.0,81.0,81.0,0.0,0.0,81.14,81.14,81.14,0.0,0.0
2019-09-22,78.25,78.25,78.25,0.0,0.0,79.0,79.0,79.0,0.0,0.0,78.25,78.25,78.25,0.0,0.0,78.82,78.82,78.82,0.0,0.0
2019-09-29,78.35,78.35,78.35,0.0,0.0,79.57,79.57,79.57,0.0,0.0,78.35,78.35,78.35,0.0,0.0,79.05,79.05,79.05,0.0,0.0
2019-10-06,78.9,78.9,78.9,0.0,0.0,78.9,78.9,78.9,0.0,0.0,78.77,78.77,78.77,0.0,0.0,78.81,78.81,78.81,0.0,0.0
2019-10-13,80.4,80.4,80.4,0.0,0.0,80.42,80.42,80.42,0.0,0.0,80.15,80.15,80.15,0.0,0.0,80.15,80.15,80.15,0.0,0.0
2019-10-20,81.65,81.65,81.65,0.0,0.0,81.88,81.88,81.88,0.0,0.0,81.64,81.64,81.64,0.0,0.0,81.64,81.64,81.64,0.0,0.0
2019-10-27,79.14,79.14,79.14,0.0,0.0,79.14,79.14,79.14,0.0,0.0,78.74,78.74,78.74,0.0,0.0,78.77,78.77,78.77,0.0,0.0
2019-11-03,78.39,78.39,78.39,0.0,0.0,79.27,79.27,79.27,0.0,0.0,78.39,78.39,78.39,0.0,0.0,79.11,79.11,79.11,0.0,0.0
2019-11-10,78.98,78.98,78.98,0.0,0.0,79.86,79.86,79.86,0.0,0.0,78.98,78.98,78.98,0.0,0.0,79.59,79.59,79.59,0.0,0.0
2019-11-17,80.51,80.51,80.51,0.0,0.0,81.33,81.33,81.33,0.0,0.0,80.51,80.51,80.51,0.0,0.0,81.22,81.22,81.22,0.0,0.0
2019-11-24,81.2,81.2,81.2,0.0,0.0,81.2,81.2,81.2,0.0,0.0,79.05,79.05,79.05,0.0,0.0,79.74,79.74,79.74,0.0,0.0
2019-12-01,80.8,80.8,80.8,0.0,0.0,80.8,80.8,80.8,0.0,0.0,80.33,80.33,80.33,0.0,0.0,80.33,80.33,80.33,0.0,0.0
2019-12-08,81.38,81.38,81.38,0.0,0.0,81.41,81.41,81.41,0.0,0.0,80.82,80.82,80.82,0.0,0.0,80.87,80.87,80.87,0.0,0.0
2019-12-15,81.26,81.26,81.26,0.0,0.0,81.63,81.63,81.63,0.0,0.0,81.16,81.16,81.16,0.0,0.0,81.42,81.42,81.42,0.0,0.0
2019-12-22,81.69,81.69,81.69,0.0,0.0,81.69,81.69,81.69,0.0,0.0,81.07,81.07,81.07,0.0,0.0,81.07,81.07,81.07,0.0,0.0
2019-12-29,82.28,82.28,82.28,0.0,0.0,82.34,82.34,82.34,0.0,0.0,82.12,82.12,82.12,0.0,0.0,82.34,82.34,82.34,0.0,0.0
