Date,AXL_Open_average,AXL_Open_max,AXL_Open_min,AXL_Open_volatility,AXL_Open_change,AXL_High_average,AXL_High_max,AXL_High_min,AXL_High_volatility,AXL_High_change,AXL_Low_average,AXL_Low_max,AXL_Low_min,AXL_Low_volatility,AXL_Low_change,AXL_Close_average,AXL_Close_max,AXL_Close_min,AXL_Close_volatility,AXL_Close_change,AXL_Volume_average,AXL_Volume_max,AXL_Volume_min,AXL_Volume_volatility,AXL_Volume_change
2018-01-14,19.04,19.47,18.47,1.0,0.03999999999999915,19.332,19.63,19.09,0.5399999999999991,-0.08999999999999986,18.552,18.98,18.27,0.7100000000000009,0.21999999999999886,18.982,19.59,18.41,1.1799999999999997,0.46000000000000085,2905631,4724048,1563556,3160492,-612963
2018-01-21,18.606,18.82,18.29,0.5300000000000011,-0.35999999999999943,18.708,18.95,18.5,0.4499999999999993,-0.33000000000000185,18.19,18.5,17.77,0.7300000000000004,-0.4299999999999997,18.43,18.68,18.16,0.5199999999999996,-0.5199999999999996,1693905,2849772,1079000,1770772,150354
2018-01-28,17.492,18.2,16.44,1.759999999999998,-1.4699999999999989,17.728,18.32,16.91,1.4100000000000001,-1.2899999999999991,17.018,17.72,15.98,1.7399999999999984,-1.7399999999999984,17.204,18.1,16.01,2.09,-2.09,2441796,2968122,1858707,1109415,1109415
2018-02-04,16.114,16.59,15.64,0.9499999999999993,0.1899999999999995,16.484,17.04,16.05,0.9899999999999984,-0.5,15.661999999999999,16.38,15.04,1.3399999999999999,0.009999999999999787,16.092,16.59,15.7,0.8900000000000006,-0.5600000000000005,2718231,3326174,1589052,1737122,-1737122
2018-02-11,15.9275,16.79,15.23,1.5599999999999987,1.0399999999999991,16.135,16.8,15.84,0.9600000000000009,0.9600000000000009,15.27,15.46,15.15,0.3100000000000005,-0.08999999999999986,15.55,15.79,15.22,0.5699999999999985,-0.1899999999999995,3394808,5429942,2511291,2918651,2668558
2018-02-18,15.584,15.8,15.15,0.6500000000000004,0.6399999999999988,15.9,16.08,15.6,0.47999999999999865,0.3800000000000008,15.386,15.59,14.95,0.6400000000000006,0.5899999999999999,15.714,15.97,15.41,0.5600000000000005,0.5600000000000005,2858876,3825698,1797761,2027937,-1810296
2018-02-25,14.854000000000001,15.97,14.14,1.83,-1.83,15.058,15.97,14.34,1.6300000000000008,-1.3000000000000007,14.434,15.09,13.96,1.129999999999999,-0.9700000000000006,14.652,15.09,14.28,0.8100000000000005,-0.5,2262730,2871864,1364686,1507178,-689353
2018-03-04,15.064,15.69,14.6,1.0899999999999999,1.0299999999999994,15.324,15.89,14.9,0.9900000000000002,0.9900000000000002,14.879999999999999,15.36,14.43,0.9299999999999997,0.9299999999999997,15.192,15.58,14.83,0.75,0.75,1670357,2137489,1339217,798272,-149658
2018-03-11,15.092,15.6,14.74,0.8599999999999994,-0.8599999999999994,15.27,15.92,14.8,1.1199999999999992,-1.1199999999999992,14.744,15.36,14.38,0.9799999999999986,-0.9799999999999986,14.92,15.44,14.74,0.6999999999999993,-0.6999999999999993,2158064,2830055,1765495,1064560,-280118
2018-03-18,15.026,15.51,14.58,0.9299999999999997,0.33999999999999986,15.314,15.8,14.81,0.9900000000000002,0.5800000000000001,14.792,15.12,14.47,0.6499999999999986,0.4900000000000002,14.974,15.34,14.5,0.8399999999999999,0.8399999999999999,2784144,4688092,1940248,2747844,-655067
2018-03-25,15.275,15.76,14.96,0.7999999999999989,-0.6899999999999995,15.425,15.83,15.13,0.6999999999999993,-0.6999999999999993,14.870000000000001,15.24,14.58,0.6600000000000001,-0.6600000000000001,15.0325,15.36,14.72,0.6399999999999988,-0.6399999999999988,2218232,2786345,1566208,1220137,-1220137
2018-04-01,15.478,16.03,14.87,1.160000000000002,1.160000000000002,15.92,16.28,15.45,0.8300000000000018,0.8300000000000018,15.368,15.93,14.83,1.0999999999999996,1.0600000000000005,15.724,16.0,15.23,0.7699999999999996,0.7699999999999996,2187474,2692030,1547789,1144241,766688
2018-04-08,16.116,16.31,15.95,0.35999999999999943,-0.16999999999999815,16.278,16.43,16.13,0.3000000000000007,0.00999999999999801,15.91,15.99,15.73,0.2599999999999998,-0.019999999999999574,16.032,16.27,15.77,0.5,0.259999999999998,2456535,3801410,1535042,2266368,-1163114
2018-04-15,15.950000000000001,16.42,15.46,0.9600000000000009,-0.8300000000000018,16.028,16.42,15.61,0.8100000000000023,-0.7600000000000016,15.62,16.09,15.26,0.8300000000000001,-0.5,15.783999999999999,16.13,15.54,0.5899999999999999,-0.48999999999999844,1573383,1915083,1011138,903945,-903945
2018-04-22,15.836,15.99,15.65,0.33999999999999986,0.28999999999999915,16.006,16.1,15.82,0.28000000000000114,0.259999999999998,15.572000000000001,15.73,15.33,0.40000000000000036,-0.13000000000000078,15.764,15.91,15.34,0.5700000000000003,-0.4299999999999997,2441626,3820013,1434411,2385602,-474576
2018-04-29,15.04,15.32,14.77,0.5500000000000007,-0.2900000000000009,15.208,15.54,14.85,0.6899999999999995,-0.41999999999999993,14.626,14.9,13.98,0.9199999999999999,0.0600000000000005,14.82,15.04,14.35,0.6899999999999995,-0.1399999999999988,3479974,4829691,1749766,3079925,-2255099
