Date,Xtrackers International Real Estate_Open_average,Xtrackers International Real Estate_Open_max,Xtrackers International Real Estate_Open_min,Xtrackers International Real Estate_Open_volatility,Xtrackers International Real Estate_Open_change,Xtrackers International Real Estate_High_average,Xtrackers International Real Estate_High_max,Xtrackers International Real Estate_High_min,Xtrackers International Real Estate_High_volatility,Xtrackers International Real Estate_High_change,Xtrackers International Real Estate_Low_average,Xtrackers International Real Estate_Low_max,Xtrackers International Real Estate_Low_min,Xtrackers International Real Estate_Low_volatility,Xtrackers International Real Estate_Low_change,Xtrackers International Real Estate_Close_average,Xtrackers International Real Estate_Close_max,Xtrackers International Real Estate_Close_min,Xtrackers International Real Estate_Close_volatility,Xtrackers International Real Estate_Close_change
2018-06-24,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2018-07-01,28.16,28.16,28.16,0.0,0.0,28.22,28.22,28.22,0.0,0.0,27.94,27.94,27.94,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2018-07-08,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2018-07-15,28.48,28.48,28.48,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2018-07-22,28.76,28.76,28.76,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.76,28.76,28.76,0.0,0.0
2018-07-29,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2018-08-05,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2018-08-12,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2018-08-19,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2018-08-26,28.64,28.64,28.64,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2018-09-02,27.42,27.42,27.42,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2018-09-09,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2018-09-16,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2018-09-23,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2018-09-30,26.69,26.69,26.69,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2018-10-07,25.88,25.88,25.88,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.88,25.88,25.88,0.0,0.0
2018-10-14,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2018-10-21,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0,24.23,24.23,24.23,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2018-10-28,26.47,26.47,26.47,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2018-11-04,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2018-11-11,25.98,25.98,25.98,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2018-11-18,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2018-11-25,27.1,27.1,27.1,0.0,0.0,27.1,27.1,27.1,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2018-12-02,26.02,26.02,26.02,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2018-12-09,25.95,25.95,25.95,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2018-12-16,24.91,24.91,24.91,0.0,0.0,25.09,25.09,25.09,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2018-12-23,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2018-12-30,25.46,25.46,25.46,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2019-01-06,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2019-01-13,26.63,26.63,26.63,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2019-01-20,26.72,26.72,26.72,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-01-27,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2019-02-03,27.36,27.36,27.36,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2019-02-10,27.32,27.32,27.32,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2019-02-17,28.07,28.07,28.07,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.97,27.97,27.97,0.0,0.0
2019-02-24,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2019-03-03,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2019-03-10,28.2,28.2,28.2,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2019-03-17,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-03-24,28.81,28.81,28.81,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2019-03-31,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.56,28.56,28.56,0.0,0.0
2019-04-07,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2019-04-14,28.17,28.17,28.17,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.17,28.17,28.17,0.0,0.0
2019-04-21,28.26,28.26,28.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2019-04-28,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0
2019-05-05,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2019-05-12,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2019-05-19,28.26,28.26,28.26,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2019-05-26,27.94,27.94,27.94,0.0,0.0,28.16,28.16,28.16,0.0,0.0,27.86,27.86,27.86,0.0,0.0,28.04,28.04,28.04,0.0,0.0
2019-06-02,28.64,28.64,28.64,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2019-06-09,28.44,28.44,28.44,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2019-06-16,28.99,28.99,28.99,0.0,0.0,29.08,29.08,29.08,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2019-06-23,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2019-06-30,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2019-07-07,28.94,28.94,28.94,0.0,0.0,29.09,29.09,29.09,0.0,0.0,28.94,28.94,28.94,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2019-07-14,28.99,28.99,28.99,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2019-07-21,28.57,28.57,28.57,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-07-28,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2019-08-04,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2019-08-11,27.7,27.7,27.7,0.0,0.0,28.14,28.14,28.14,0.0,0.0,26.64,26.64,26.64,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2019-08-18,27.97,27.97,27.97,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.97,27.97,27.97,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2019-08-25,28.1,28.1,28.1,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2019-09-01,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2019-09-08,28.62,28.62,28.62,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2019-09-15,28.42,28.42,28.42,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2019-09-22,28.43,28.43,28.43,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2019-09-29,28.64,28.64,28.64,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.76,28.76,28.76,0.0,0.0
2019-10-06,29.05,29.05,29.05,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2019-10-13,29.56,29.56,29.56,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2019-10-20,28.94,28.94,28.94,0.0,0.0,29.51,29.51,29.51,0.0,0.0,28.94,28.94,28.94,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2019-10-27,29.78,29.78,29.78,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2019-11-03,29.21,29.21,29.21,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.27,29.27,29.27,0.0,0.0
2019-11-10,29.24,29.24,29.24,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2019-11-17,29.49,29.49,29.49,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2019-11-24,29.51,29.51,29.51,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.43,29.43,29.43,0.0,0.0
2019-12-01,29.62,29.62,29.62,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2019-12-08,29.85,29.85,29.85,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2019-12-15,29.24,29.24,29.24,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2019-12-22,29.45,29.45,29.45,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.45,29.45,29.45,0.0,0.0
2019-12-29,29.5,29.5,29.5,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.59,29.59,29.59,0.0,0.0
