Date,BEAT_Open_average,BEAT_Open_max,BEAT_Open_min,BEAT_Open_volatility,BEAT_Open_change,BEAT_High_average,BEAT_High_max,BEAT_High_min,BEAT_High_volatility,BEAT_High_change,BEAT_Low_average,BEAT_Low_max,BEAT_Low_min,BEAT_Low_volatility,BEAT_Low_change,BEAT_Close_average,BEAT_Close_max,BEAT_Close_min,BEAT_Close_volatility,BEAT_Close_change,BEAT_Volume_average,BEAT_Volume_max,BEAT_Volume_min,BEAT_Volume_volatility,BEAT_Volume_change
2018-01-14,33.24,33.65,32.95,0.6999999999999957,0.5,33.636,34.15,33.38,0.769999999999996,0.769999999999996,32.81,33.3,32.55,0.75,0.5999999999999943,33.4,34.15,32.9,1.25,1.25,431261,629932,310359,319573,-266168
2018-01-21,34.89,35.55,34.25,1.2999999999999972,0.8500000000000014,35.38,35.8,34.45,1.3499999999999943,1.1999999999999957,34.48,35.0,33.8,1.2000000000000028,1.2000000000000028,35.019999999999996,35.5,34.4,1.1000000000000014,1.1000000000000014,356220,444444,253545,190899,-41975
2018-01-28,33.56,35.35,30.75,4.600000000000001,-4.600000000000001,34.024,35.5,32.15,3.3500000000000014,-3.3500000000000014,32.406,34.58,30.1,4.479999999999997,-4.479999999999997,32.81,34.8,30.75,4.049999999999997,-4.049999999999997,506297,697206,379829,317377,182340
2018-02-04,31.6,32.65,30.05,2.599999999999998,1.75,32.6,33.1,31.95,1.1500000000000021,-0.29999999999999716,30.824,31.67,30.0,1.6700000000000017,1.0,31.97,32.65,31.05,1.5999999999999979,-0.10000000000000142,336796,461543,244922,216621,-177034
2018-02-11,33.099999999999994,33.65,32.4,1.25,1.25,33.7125,34.5,33.0,1.5,1.5,32.6125,33.45,31.65,1.8000000000000043,1.8000000000000043,33.555,34.25,32.95,1.2999999999999972,1.2999999999999972,280927,320687,249436,71251,49046
2018-02-18,34.23,35.0,33.1,1.8999999999999986,0.44999999999999574,34.59,35.0,34.25,0.75,0.3500000000000014,33.05,33.5,32.55,0.9500000000000028,0.6000000000000014,33.86,34.7,33.05,1.6500000000000057,1.1500000000000057,601951,848161,488825,359336,15316
2018-02-25,32.68,34.15,31.15,3.0,-1.6499999999999986,33.314,34.6,32.3,2.3000000000000043,-1.4299999999999997,31.834,33.1,30.65,2.450000000000003,-0.9299999999999997,32.556,33.3,31.5,1.7999999999999972,-0.1699999999999946,428585,535273,365113,170160,4130
2018-03-04,33.93,34.5,32.8,1.7000000000000028,1.3500000000000014,34.84,36.1,34.35,1.75,1.6499999999999986,33.4,34.1,32.6,1.5,1.5,34.54,35.9,34.1,1.7999999999999972,1.6999999999999957,478111,540978,356936,184042,29167
2018-03-11,34.3,36.15,33.55,2.6000000000000014,-2.6000000000000014,34.546,36.15,33.65,2.5,-2.5,33.174,33.7,31.75,1.9500000000000028,-1.9200000000000017,33.46,33.95,32.3,1.6500000000000057,-1.6500000000000057,487997,656255,321805,334450,-140245
2018-03-18,32.51,33.0,32.1,0.8999999999999986,0.29999999999999716,33.076,33.45,32.7,0.75,0.09999999999999432,31.91,32.65,30.95,1.6999999999999993,-1.0,32.45,33.35,31.95,1.4000000000000021,-0.6999999999999993,292228,370395,214313,156082,36081
2018-03-25,31.1875,32.15,30.45,1.6999999999999993,-1.1499999999999986,31.6325,32.15,31.3,0.8499999999999979,-0.8499999999999979,30.45,31.0,29.85,1.1499999999999986,-0.5,30.875,31.3,30.4,0.9000000000000021,-0.5500000000000007,307289,392250,235743,156507,-30069
2018-04-01,31.22,32.0,30.9,1.1000000000000014,-0.10000000000000142,31.9,32.25,31.7,0.5500000000000007,0.1999999999999993,30.73,31.45,30.3,1.1499999999999986,-0.40000000000000213,31.41,31.8,30.6,1.1999999999999993,0.3999999999999986,290941,432719,224963,207756,193366
2018-04-08,32.980000000000004,33.95,32.0,1.9500000000000028,1.9500000000000028,33.63,34.7,32.75,1.9500000000000028,1.9500000000000028,32.668,33.65,31.85,1.7999999999999972,1.7999999999999972,33.43,34.4,32.6,1.7999999999999972,1.7999999999999972,270821,390928,164937,225991,-114963
2018-04-15,34.55,34.95,33.75,1.2000000000000028,0.05000000000000426,34.949999999999996,35.55,34.65,0.8999999999999986,-0.25,33.97,34.7,33.6,1.1000000000000014,-0.6499999999999986,34.35,34.95,33.6,1.3500000000000014,-1.1999999999999957,206853,229159,191960,37199,30135
2018-04-22,35.89,38.4,33.2,5.199999999999996,4.600000000000001,36.966,39.2,34.05,5.150000000000006,4.650000000000006,35.33,37.8,32.65,5.149999999999999,5.049999999999997,36.38,38.5,33.3,5.200000000000003,4.900000000000006,660048,1613157,307424,1305733,153977
2018-04-29,39.31,40.7,38.0,2.700000000000003,2.700000000000003,40.36,41.45,38.7,2.75,2.6499999999999986,38.85,40.55,37.9,2.6499999999999986,2.6499999999999986,40.019999999999996,41.15,38.3,2.8500000000000014,2.8500000000000014,523768,768595,339310,429285,2989
2018-05-06,41.24,42.0,40.3,1.7000000000000028,-0.30000000000000426,41.696,42.36,40.92,1.4399999999999977,-0.4799999999999969,40.589999999999996,41.8,39.65,2.1499999999999986,-0.5500000000000043,41.03,41.95,40.15,1.8000000000000043,-1.0500000000000043,324947,509201,231522,277679,40316
2018-05-13,40.69,41.3,40.05,1.25,0.8500000000000014,41.152,41.41,40.5,0.9099999999999966,0.8999999999999986,40.27,40.75,39.5,1.25,0.75,40.83,41.2,40.4,0.8000000000000043,0.5500000000000043,230865,267726,206157,61569,-47193
2018-05-20,41.475,42.5,40.7,1.7999999999999972,1.5,42.225,43.1,41.3,1.8000000000000043,1.8000000000000043,41.125,41.5,40.65,0.8500000000000014,0.44999999999999574,41.75,42.45,41.05,1.4000000000000057,0.7000000000000028,240388,366112,150044,216068,216068
2018-05-27,42.5,43.7,41.5,2.200000000000003,2.200000000000003,43.142,44.1,42.1,2.0,1.6599999999999966,42.0,42.85,41.15,1.7000000000000028,1.7000000000000028,42.7,43.7,41.55,2.1500000000000057,1.8000000000000043,241661,303435,198268,105167,-79844
2018-06-03,44.04,44.8,43.3,1.5,1.1000000000000014,44.82,47.1,43.85,3.25,0.5499999999999972,43.206,43.78,42.7,1.0799999999999983,-0.14999999999999858,43.92,44.3,43.5,0.7999999999999972,-0.14999999999999858,426523,667778,214502,453276,175102
2018-06-10,44.18,44.85,43.2,1.6499999999999986,1.6499999999999986,45.300000000000004,46.95,44.5,2.450000000000003,2.450000000000003,43.9,44.67,43.2,1.4699999999999989,1.4699999999999989,44.95,46.4,44.0,2.3999999999999986,2.3999999999999986,389457,475496,306689,168807,51463
