Date,RHP_Open_average,RHP_Open_max,RHP_Open_min,RHP_Open_volatility,RHP_Open_change,RHP_High_average,RHP_High_max,RHP_High_min,RHP_High_volatility,RHP_High_change,RHP_Low_average,RHP_Low_max,RHP_Low_min,RHP_Low_volatility,RHP_Low_change,RHP_Close_average,RHP_Close_max,RHP_Close_min,RHP_Close_volatility,RHP_Close_change,RHP_Volume_average,RHP_Volume_max,RHP_Volume_min,RHP_Volume_volatility,RHP_Volume_change
2018-01-14,75.594,77.1,74.57,2.530000000000001,2.530000000000001,76.622,77.32,75.9,1.4199999999999875,1.4199999999999875,75.292,76.67,74.57,2.1000000000000085,2.1000000000000085,76.108,77.1,74.59,2.509999999999991,2.5,284728,345391,204460,140931,-104962
2018-01-21,77.206,77.55,77.0,0.5499999999999972,-0.04000000000000625,77.63,77.99,77.21,0.7800000000000011,0.030000000000001137,76.622,76.99,76.5,0.4899999999999949,-0.06999999999999318,77.004,77.12,76.69,0.4300000000000068,-0.10999999999999943,333734,663204,170582,492622,-404382
2018-01-28,75.554,76.64,72.78,3.8599999999999994,-3.5900000000000034,75.882,76.93,73.31,3.6200000000000045,-3.4399999999999977,73.992,76.24,69.32,6.920000000000002,-6.52000000000001,74.29,76.55,69.58,6.969999999999999,-6.790000000000006,309985,433405,209722,223683,204714
2018-02-04,68.86200000000001,69.65,67.65,2.0,0.45000000000000284,69.912,71.22,69.24,1.980000000000004,-0.9500000000000028,67.556,69.38,66.35,3.030000000000001,-1.4200000000000017,68.624,69.67,67.17,2.5,-1.6000000000000085,470756,910536,277628,632908,-470915
2018-02-11,68.22,69.0,67.55,1.4500000000000028,0.9399999999999977,69.24,70.11,68.44,1.6700000000000017,1.2999999999999972,67.55,68.49,66.41,2.0799999999999983,2.0799999999999983,68.7925,69.73,68.38,1.3500000000000085,1.3500000000000085,286942,290677,282134,8543,-7310
2018-02-18,70.366,72.61,68.97,3.6400000000000006,3.0600000000000023,71.124,73.0,69.12,3.8799999999999955,3.019999999999996,69.202,70.96,68.29,2.6699999999999875,1.8499999999999943,70.0,71.75,68.59,3.1599999999999966,1.6400000000000006,325886,592506,214041,378465,-67427
2018-02-25,69.342,71.38,68.13,3.25,-2.039999999999992,70.284,71.68,69.44,2.240000000000009,-1.3200000000000074,68.622,69.34,67.63,1.710000000000008,0.2600000000000051,69.242,69.79,68.83,0.960000000000008,0.6500000000000057,305327,613236,194419,418817,-40139
2018-03-04,73.922,77.76,69.88,7.88000000000001,7.88000000000001,75.708,78.04,71.72,6.320000000000007,6.320000000000007,73.476,76.64,69.88,6.760000000000005,6.760000000000005,75.592,77.96,71.72,6.239999999999995,6.239999999999995,427860,531282,309420,221862,74338
2018-03-11,76.968,78.34,76.01,2.3299999999999983,-2.180000000000007,77.216,78.91,76.16,2.75,-2.75,75.77000000000001,77.26,74.92,2.3400000000000034,-2.3400000000000034,76.418,77.26,76.06,1.2000000000000028,-1.2000000000000028,355063,486306,181569,304737,-304737
2018-03-18,75.392,76.24,74.41,1.8299999999999983,-1.740000000000009,75.712,76.52,74.6,1.9200000000000017,-1.7299999999999898,74.46600000000001,75.61,73.25,2.3599999999999994,-1.6799999999999926,74.902,76.13,73.44,2.6899999999999977,-1.539999999999992,238302,287010,178068,108942,33157
2018-03-25,76.135,77.48,74.57,2.910000000000011,2.740000000000009,77.69,78.2,76.58,1.6200000000000045,1.5,75.18,76.56,73.69,2.8700000000000045,1.6599999999999966,76.5175,77.45,75.43,2.019999999999996,0.539999999999992,404160,474533,337853,136680,-122065
2018-04-01,76.52,76.93,75.83,1.1000000000000085,0.5599999999999881,77.068,77.61,76.86,0.75,-0.04999999999999716,75.844,76.05,75.66,0.39000000000000057,-0.25,76.252,76.8,75.66,1.1400000000000006,-0.730000000000004,357823,477966,272130,205836,-190758
