Date,John Hancock Multifactor Consumer StaplesEtf_Open_average,John Hancock Multifactor Consumer StaplesEtf_Open_max,John Hancock Multifactor Consumer StaplesEtf_Open_min,John Hancock Multifactor Consumer StaplesEtf_Open_volatility,John Hancock Multifactor Consumer StaplesEtf_Open_change,John Hancock Multifactor Consumer StaplesEtf_High_average,John Hancock Multifactor Consumer StaplesEtf_High_max,John Hancock Multifactor Consumer StaplesEtf_High_min,John Hancock Multifactor Consumer StaplesEtf_High_volatility,John Hancock Multifactor Consumer StaplesEtf_High_change,John Hancock Multifactor Consumer StaplesEtf_Low_average,John Hancock Multifactor Consumer StaplesEtf_Low_max,John Hancock Multifactor Consumer StaplesEtf_Low_min,John Hancock Multifactor Consumer StaplesEtf_Low_volatility,John Hancock Multifactor Consumer StaplesEtf_Low_change,John Hancock Multifactor Consumer StaplesEtf_Close_average,John Hancock Multifactor Consumer StaplesEtf_Close_max,John Hancock Multifactor Consumer StaplesEtf_Close_min,John Hancock Multifactor Consumer StaplesEtf_Close_volatility,John Hancock Multifactor Consumer StaplesEtf_Close_change
2019-01-06,25.09,25.09,25.09,0.0,0.0,25.14,25.14,25.14,0.0,0.0,24.96,24.96,24.96,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2019-01-13,25.37,25.37,25.37,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2019-01-20,25.04,25.04,25.04,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2019-01-27,25.71,25.71,25.71,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2019-02-03,25.7,25.7,25.7,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2019-02-10,26.21,26.21,26.21,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-02-17,26.26,26.26,26.26,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2019-02-24,26.29,26.29,26.29,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2019-03-03,26.01,26.01,26.01,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2019-03-10,26.44,26.44,26.44,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2019-03-17,26.74,26.74,26.74,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-03-24,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2019-03-31,26.98,26.98,26.98,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.98,26.98,26.98,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2019-04-07,27.34,27.34,27.34,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2019-04-14,27.24,27.24,27.24,0.0,0.0,27.63,27.63,27.63,0.0,0.0,24.66,24.66,24.66,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2019-04-21,27.46,27.46,27.46,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2019-04-28,27.62,27.62,27.62,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2019-05-05,27.33,27.33,27.33,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2019-05-12,27.87,27.87,27.87,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2019-05-19,27.64,27.64,27.64,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2019-05-26,26.72,26.72,26.72,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2019-06-02,28.12,28.12,28.12,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.13,28.13,28.13,0.0,0.0
2019-06-09,28.33,28.33,28.33,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2019-06-16,28.23,28.23,28.23,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.17,28.17,28.17,0.0,0.0
2019-06-23,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2019-06-30,28.0,28.0,28.0,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2019-07-07,28.32,28.32,28.32,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2019-07-14,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2019-07-21,28.52,28.52,28.52,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-07-28,28.14,28.14,28.14,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2019-08-04,28.33,28.33,28.33,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2019-08-11,28.6,28.6,28.6,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2019-08-18,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2019-08-25,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2019-09-01,29.04,29.04,29.04,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2019-09-08,29.04,29.04,29.04,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2019-09-15,28.94,28.94,28.94,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2019-09-22,29.14,29.14,29.14,0.0,0.0,29.14,29.14,29.14,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2019-09-29,28.76,28.76,28.76,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2019-10-06,28.88,28.88,28.88,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2019-10-13,28.85,28.85,28.85,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2019-10-20,28.79,28.79,28.79,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2019-10-27,28.95,28.95,28.95,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2019-11-03,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2019-11-10,29.15,29.15,29.15,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2019-11-17,29.15,29.15,29.15,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2019-11-24,29.54,29.54,29.54,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2019-12-01,29.67,29.67,29.67,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2019-12-08,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2019-12-15,30.28,30.28,30.28,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2019-12-22,30.13,30.13,30.13,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2019-12-29,29.66,29.66,29.66,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.8,29.8,29.8,0.0,0.0
