Date,John Hancock Multifactor Consumer StaplesEtf_Open_average,John Hancock Multifactor Consumer StaplesEtf_Open_max,John Hancock Multifactor Consumer StaplesEtf_Open_min,John Hancock Multifactor Consumer StaplesEtf_Open_volatility,John Hancock Multifactor Consumer StaplesEtf_Open_change,John Hancock Multifactor Consumer StaplesEtf_High_average,John Hancock Multifactor Consumer StaplesEtf_High_max,John Hancock Multifactor Consumer StaplesEtf_High_min,John Hancock Multifactor Consumer StaplesEtf_High_volatility,John Hancock Multifactor Consumer StaplesEtf_High_change,John Hancock Multifactor Consumer StaplesEtf_Low_average,John Hancock Multifactor Consumer StaplesEtf_Low_max,John Hancock Multifactor Consumer StaplesEtf_Low_min,John Hancock Multifactor Consumer StaplesEtf_Low_volatility,John Hancock Multifactor Consumer StaplesEtf_Low_change,John Hancock Multifactor Consumer StaplesEtf_Close_average,John Hancock Multifactor Consumer StaplesEtf_Close_max,John Hancock Multifactor Consumer StaplesEtf_Close_min,John Hancock Multifactor Consumer StaplesEtf_Close_volatility,John Hancock Multifactor Consumer StaplesEtf_Close_change
2018-01-14,27.83,27.83,27.83,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2018-01-21,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2018-01-28,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2018-02-04,26.33,26.33,26.33,0.0,0.0,26.35,26.35,26.35,0.0,0.0,25.89,25.89,25.89,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2018-02-11,26.71,26.71,26.71,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2018-02-18,26.56,26.56,26.56,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2018-02-25,26.29,26.29,26.29,0.0,0.0,26.5,26.5,26.5,0.0,0.0,25.49,25.49,25.49,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2018-03-04,26.74,26.74,26.74,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2018-03-11,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2018-03-18,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2018-03-25,25.7,25.7,25.7,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.7,25.7,25.7,0.0,0.0,26.1,26.1,26.1,0.0,0.0
2018-04-01,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2018-04-08,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2018-04-15,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2018-04-22,25.32,25.32,25.32,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2018-04-29,24.81,24.81,24.81,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2018-05-06,24.68,24.68,24.68,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2018-05-13,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2018-05-20,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2018-05-27,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2018-06-03,24.81,24.81,24.81,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2018-06-10,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2018-06-17,25.68,25.68,25.68,0.0,0.0,26.17,26.17,26.17,0.0,0.0,25.68,25.68,25.68,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2018-06-24,25.76,25.76,25.76,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2018-07-01,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2018-07-08,26.17,26.17,26.17,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2018-07-15,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2018-07-22,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2018-07-29,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2018-08-05,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2018-08-12,27.25,27.25,27.25,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2018-08-19,27.03,27.03,27.03,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2018-08-26,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2018-09-02,27.23,27.23,27.23,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2018-09-09,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2018-09-16,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2018-09-23,26.65,26.65,26.65,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2018-09-30,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2018-10-07,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0,25.86,25.86,25.86,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2018-10-14,27.04,27.04,27.04,0.0,0.0,27.13,27.13,27.13,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2018-10-21,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2018-10-28,27.15,27.15,27.15,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2018-11-04,27.88,27.88,27.88,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.84,27.84,27.84,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2018-11-11,27.46,27.46,27.46,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2018-11-18,26.87,26.87,26.87,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.87,26.87,26.87,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2018-11-25,27.37,27.37,27.37,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2018-12-02,27.42,27.42,27.42,0.0,0.0,27.42,27.42,27.42,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2018-12-09,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2018-12-16,25.18,25.18,25.18,0.0,0.0,25.31,25.31,25.31,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2018-12-23,24.57,24.57,24.57,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2018-12-30,24.62,24.62,24.62,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.82,24.82,24.82,0.0,0.0
