Date,NAV_Open_average,NAV_Open_max,NAV_Open_min,NAV_Open_volatility,NAV_Open_change,NAV_High_average,NAV_High_max,NAV_High_min,NAV_High_volatility,NAV_High_change,NAV_Low_average,NAV_Low_max,NAV_Low_min,NAV_Low_volatility,NAV_Low_change,NAV_Close_average,NAV_Close_max,NAV_Close_min,NAV_Close_volatility,NAV_Close_change,NAV_Volume_average,NAV_Volume_max,NAV_Volume_min,NAV_Volume_volatility,NAV_Volume_change
2018-01-14,44.048,45.86,43.3,2.5600000000000023,-2.3699999999999974,44.55,46.09,43.74,2.3500000000000014,-1.3100000000000023,43.176,43.79,42.45,1.3399999999999963,-0.490000000000002,43.922,44.75,43.41,1.3400000000000034,0.6300000000000026,873785,1523845,590564,933281,132578
2018-01-21,46.294,47.08,44.61,2.469999999999999,2.469999999999999,47.126,47.73,46.28,1.4499999999999957,1.4499999999999957,45.86,46.6,44.61,1.990000000000002,1.990000000000002,46.696,47.45,46.23,1.220000000000006,0.45000000000000284,665352,1061436,432203,629233,-551228
2018-01-28,45.57,46.43,44.01,2.4200000000000017,-2.0500000000000043,46.410000000000004,47.22,45.52,1.6999999999999957,-0.9699999999999989,44.666000000000004,45.61,43.27,2.3399999999999963,-1.7399999999999949,45.256,46.55,43.29,3.259999999999998,-2.6099999999999994,653324,850072,545725,304347,199919
2018-02-04,42.738,44.08,40.92,3.1599999999999966,-1.4600000000000009,43.61,45.02,41.54,3.480000000000004,-3.3800000000000026,41.332,43.97,38.7,5.269999999999996,-1.5799999999999983,42.336,44.37,40.46,3.9099999999999966,-3.4099999999999966,1085508,2093571,605340,1488231,-52216
2018-02-11,40.0075,40.7,39.08,1.6200000000000045,-1.480000000000004,40.445,40.95,39.38,1.5700000000000003,-1.5499999999999972,38.9825,39.86,37.73,2.1300000000000026,-2.1300000000000026,39.565,40.35,38.52,1.8299999999999983,-1.6599999999999966,1224417,1550047,685039,865008,865008
2018-02-18,39.504,40.24,38.35,1.8900000000000006,1.1000000000000014,40.339999999999996,40.72,39.69,1.0300000000000011,-0.46999999999999886,38.814,39.61,38.05,1.5600000000000023,0.13000000000000256,39.458,40.0,39.01,0.990000000000002,-0.480000000000004,675434,1080760,513939,566821,-481417
2018-02-25,37.842,39.03,36.0,3.030000000000001,-3.030000000000001,38.378,39.37,36.67,2.6999999999999957,-1.5700000000000003,36.798,38.72,35.65,3.0700000000000003,-2.8799999999999955,37.344,38.96,36.06,2.8999999999999986,-1.3400000000000034,1009530,1308955,593199,715756,448889
2018-03-04,37.763999999999996,38.87,36.5,2.3699999999999974,-0.509999999999998,38.275999999999996,39.34,37.05,2.2900000000000063,0.03999999999999915,36.152,36.98,34.81,2.1699999999999946,-1.8699999999999974,36.914,38.17,34.99,3.1799999999999997,-2.039999999999999,1823768,2704626,708432,1996194,1258621
2018-03-11,34.926,35.33,34.58,0.75,-0.03999999999999915,35.18,35.41,34.71,0.6999999999999957,-0.22999999999999687,34.1,34.54,33.34,1.1999999999999957,-1.1999999999999957,34.694,35.31,33.73,1.5800000000000054,-1.4000000000000057,956988,1156338,834916,321422,-86473
2018-03-18,33.234,33.95,32.2,1.75,-1.75,33.705999999999996,34.68,32.73,1.9500000000000028,-1.6799999999999997,32.504,33.78,31.56,2.2200000000000024,-2.2200000000000024,33.004,34.22,31.63,2.59,-0.8300000000000054,612985,674264,483987,190277,190277
2018-03-25,33.305,34.69,32.51,2.1799999999999997,1.5300000000000011,34.135,35.24,32.92,2.3200000000000003,1.0799999999999983,32.6425,33.23,32.28,0.9499999999999957,0.8899999999999935,33.4225,34.97,32.55,2.4200000000000017,1.0700000000000003,1060414,1830150,598229,1231921,470505
2018-04-01,34.586,35.48,33.64,1.8399999999999963,1.0399999999999991,35.48,36.38,34.72,1.6600000000000037,0.46000000000000085,33.918,34.77,33.31,1.4600000000000009,-0.25,34.68,36.2,33.51,2.690000000000005,-0.8100000000000023,906946,1007026,669803,337223,91074
2018-04-08,36.64,38.95,33.82,5.130000000000003,5.130000000000003,38.22,41.4,36.4,5.0,5.0,36.104,38.28,33.82,4.460000000000001,4.460000000000001,37.548,40.71,35.74,4.969999999999999,4.969999999999999,1555414,3200858,785241,2415617,1911028
2018-04-15,39.944,41.26,38.25,3.009999999999998,-2.8100000000000023,40.564,42.97,38.61,4.359999999999999,-2.8500000000000014,38.808,40.2,37.72,2.480000000000004,-2.480000000000004,39.278,40.94,38.0,2.9399999999999977,-2.9399999999999977,1408131,3667409,500989,3166420,-692623
2018-04-22,36.658,38.5,35.58,2.9200000000000017,-2.9200000000000017,36.724,38.5,35.75,2.75,-2.75,35.338,35.8,34.75,1.0499999999999972,-0.7700000000000031,35.764,36.29,34.81,1.4799999999999969,-1.4799999999999969,640756,886061,385244,500817,-279560
2018-04-29,34.886,35.85,34.55,1.3000000000000043,1.3000000000000043,35.746,36.95,34.91,2.0400000000000063,1.980000000000004,34.392,35.85,33.53,2.3200000000000003,2.259999999999998,35.41,36.71,34.83,1.8800000000000026,1.8100000000000023,538952,953025,332761,620264,-611803
2018-05-06,37.502,38.09,36.7,1.3900000000000006,1.2299999999999969,38.202,38.55,37.45,1.0999999999999943,0.9299999999999997,37.162,37.75,36.59,1.1599999999999966,1.1599999999999966,37.676,38.11,37.12,0.990000000000002,0.4200000000000017,390249,645108,248999,396109,-133246
2018-05-13,38.894,40.66,37.62,3.039999999999999,3.039999999999999,39.58,40.89,38.16,2.730000000000004,2.730000000000004,38.538,39.93,37.26,2.6700000000000017,2.6700000000000017,39.288000000000004,40.27,38.06,2.210000000000001,2.210000000000001,579593,906255,395830,510425,364745
