Date,Direxion Daily Small Cap Bull 1.25X Shares_Open_average,Direxion Daily Small Cap Bull 1.25X Shares_Open_max,Direxion Daily Small Cap Bull 1.25X Shares_Open_min,Direxion Daily Small Cap Bull 1.25X Shares_Open_volatility,Direxion Daily Small Cap Bull 1.25X Shares_Open_change,Direxion Daily Small Cap Bull 1.25X Shares_High_average,Direxion Daily Small Cap Bull 1.25X Shares_High_max,Direxion Daily Small Cap Bull 1.25X Shares_High_min,Direxion Daily Small Cap Bull 1.25X Shares_High_volatility,Direxion Daily Small Cap Bull 1.25X Shares_High_change,Direxion Daily Small Cap Bull 1.25X Shares_Low_average,Direxion Daily Small Cap Bull 1.25X Shares_Low_max,Direxion Daily Small Cap Bull 1.25X Shares_Low_min,Direxion Daily Small Cap Bull 1.25X Shares_Low_volatility,Direxion Daily Small Cap Bull 1.25X Shares_Low_change,Direxion Daily Small Cap Bull 1.25X Shares_Close_average,Direxion Daily Small Cap Bull 1.25X Shares_Close_max,Direxion Daily Small Cap Bull 1.25X Shares_Close_min,Direxion Daily Small Cap Bull 1.25X Shares_Close_volatility,Direxion Daily Small Cap Bull 1.25X Shares_Close_change
2018-08-19,43.72,43.72,43.72,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2018-08-26,43.38,43.38,43.38,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.6,43.6,43.6,0.0,0.0
2018-09-02,42.96,42.96,42.96,0.0,0.0,42.96,42.96,42.96,0.0,0.0,42.96,42.96,42.96,0.0,0.0,42.96,42.96,42.96,0.0,0.0
2018-09-09,42.75,42.75,42.75,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.54,42.54,42.54,0.0,0.0
2018-09-16,42.43,42.43,42.43,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.18,42.18,42.18,0.0,0.0
2018-09-23,41.57,41.57,41.57,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.45,41.45,41.45,0.0,0.0
2018-09-30,38.97,38.97,38.97,0.0,0.0,39.44,39.44,39.44,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.36,39.36,39.36,0.0,0.0
2018-10-07,37.8,37.8,37.8,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2018-10-14,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2018-10-21,36.15,36.15,36.15,0.0,0.0,36.15,36.15,36.15,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2018-10-28,37.16,37.16,37.16,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.16,37.16,37.16,0.0,0.0
2018-11-04,37.7,37.7,37.7,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2018-11-11,36.04,36.04,36.04,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2018-11-18,35.49,35.49,35.49,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2018-11-25,36.48,36.48,36.48,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.48,36.48,36.48,0.0,0.0
2018-12-02,33.66,33.66,33.66,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2018-12-09,32.32,32.32,32.32,0.0,0.0,32.32,32.32,32.32,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2018-12-16,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2018-12-23,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2018-12-30,31.99,31.99,31.99,0.0,0.0,32.14,32.14,32.14,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2019-01-06,33.13,33.13,33.13,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.03,33.03,33.03,0.0,0.0,33.03,33.03,33.03,0.0,0.0
2019-01-13,34.2,34.2,34.2,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2019-01-20,34.03,34.03,34.03,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2019-01-27,35.23,35.23,35.23,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2019-02-03,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2019-02-10,36.76,36.76,36.76,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2019-02-17,37.65,37.65,37.65,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.31,37.31,37.31,0.0,0.0
2019-02-24,36.52,36.52,36.52,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.52,36.52,36.52,0.0,0.0
2019-03-03,35.47,35.47,35.47,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2019-03-10,35.84,35.84,35.84,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2019-03-17,34.26,34.26,34.26,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2019-03-24,35.43,35.43,35.43,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2019-03-31,36.38,36.38,36.38,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2019-04-07,36.41,36.41,36.41,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2019-04-14,35.99,35.99,35.99,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2019-04-21,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2019-04-28,37.22,37.22,37.22,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2019-05-05,35.45,35.45,35.45,0.0,0.0,35.47,35.47,35.47,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2019-05-12,34.56,34.56,34.56,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2019-05-19,33.78,33.78,33.78,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2019-05-26,32.7,32.7,32.7,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2019-06-02,34.39,34.39,34.39,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.39,34.39,34.39,0.0,0.0
2019-06-09,34.29,34.29,34.29,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2019-06-16,34.87,34.87,34.87,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2019-06-23,35.66,35.66,35.66,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2019-06-30,35.34,35.34,35.34,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2019-07-07,35.17,35.17,35.17,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2019-07-14,34.74,34.74,34.74,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2019-07-21,35.73,35.73,35.73,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2019-07-28,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2019-08-04,33.97,33.97,33.97,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.87,33.87,33.87,0.0,0.0
2019-08-11,34.37,34.37,34.37,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2019-08-18,33.19,33.19,33.19,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.86,32.86,32.86,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2019-08-25,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2019-09-01,34.46,34.46,34.46,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.45,34.45,34.45,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2019-09-08,36.76,36.76,36.76,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2019-09-15,36.0,36.0,36.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2019-09-22,35.4,35.4,35.4,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.29,35.29,35.29,0.0,0.0
2019-09-29,34.36,34.36,34.36,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2019-10-06,34.47,34.47,34.47,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2019-10-13,35.81,35.81,35.81,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2019-10-20,36.84,36.84,36.84,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2019-10-27,37.32,37.32,37.32,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2019-11-03,37.14,37.14,37.14,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2019-11-10,36.84,36.84,36.84,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2019-11-17,37.73,37.73,37.73,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2019-11-24,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2019-12-01,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2019-12-08,38.68,38.68,38.68,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2019-12-15,38.86,38.86,38.86,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-12-22,38.47,38.47,38.47,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.66,38.66,38.66,0.0,0.0
2019-12-29,38.78,38.78,38.78,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.78,38.78,38.78,0.0,0.0
