Date,CERS_stock_Open_average,CERS_stock_Open_max,CERS_stock_Open_min,CERS_stock_Open_volatility,CERS_stock_Open_change,CERS_stock_High_average,CERS_stock_High_max,CERS_stock_High_min,CERS_stock_High_volatility,CERS_stock_High_change,CERS_stock_Low_average,CERS_stock_Low_max,CERS_stock_Low_min,CERS_stock_Low_volatility,CERS_stock_Low_change,CERS_stock_Close_average,CERS_stock_Close_max,CERS_stock_Close_min,CERS_stock_Close_volatility,CERS_stock_Close_change,CERS_stock_Volume_average,CERS_stock_Volume_max,CERS_stock_Volume_min,CERS_stock_Volume_volatility,CERS_stock_Volume_change
2018-01-14,4.1525,4.32,4.03,0.29000000000000004,-0.22000000000000064,4.225,4.41,4.15,0.2599999999999998,-0.2599999999999998,4.04,4.07,4.0,0.07000000000000028,0.07000000000000028,4.1,4.16,4.01,0.15000000000000036,0.11000000000000032,657328,1228421,403057,825364,-782343
2018-01-21,4.672,5.14,4.13,1.0099999999999998,0.7999999999999998,4.84,5.43,4.22,1.21,0.8700000000000001,4.544,4.86,4.09,0.7700000000000005,0.7700000000000005,4.692,5.01,4.19,0.8199999999999994,0.7999999999999998,4997104,19558340,530210,19028130,611337
2018-01-28,4.6080000000000005,5.0,4.36,0.6399999999999997,-0.6399999999999997,4.66,5.01,4.42,0.5899999999999999,-0.5299999999999994,4.452,4.67,4.31,0.3600000000000003,-0.3600000000000003,4.562,4.88,4.37,0.5099999999999998,-0.5099999999999998,2594879,6323754,955250,5368504,-3206
2018-02-04,4.048,4.31,3.9,0.4099999999999997,-0.3299999999999996,4.152,4.41,4.0,0.41000000000000014,-0.41000000000000014,3.906,3.98,3.77,0.20999999999999996,-0.20999999999999996,3.986,4.07,3.93,0.14000000000000012,-0.06000000000000005,1551862,2087652,1157951,929701,-674889
2018-02-11,4.004,4.17,3.84,0.33000000000000007,0.14999999999999947,4.116,4.21,4.01,0.20000000000000018,0.1900000000000004,3.928,4.04,3.8,0.2400000000000002,0.1499999999999999,4.046,4.13,3.85,0.2799999999999998,0.2799999999999998,726263,1071969,434036,637933,-310646
2018-02-18,4.2025,4.31,4.12,0.1899999999999995,0.1899999999999995,4.3125,4.36,4.25,0.11000000000000032,0.07000000000000028,4.140000000000001,4.2,4.05,0.15000000000000036,0.10000000000000053,4.2075,4.27,4.16,0.10999999999999943,0.05999999999999961,730147,1124840,506530,618310,426347
2018-02-25,4.268,4.28,4.25,0.03000000000000025,0.03000000000000025,4.396,4.63,4.32,0.3099999999999996,0.3099999999999996,4.204,4.25,4.16,0.08999999999999986,-0.040000000000000036,4.346,4.59,4.25,0.33999999999999986,0.2999999999999998,826988,1429441,358195,1071246,1071246
2018-03-04,4.6979999999999995,4.89,4.57,0.3199999999999994,0.29000000000000004,4.81,4.91,4.6,0.3100000000000005,0.3100000000000005,4.562,4.68,4.44,0.23999999999999932,0.10999999999999943,4.726,4.87,4.52,0.35000000000000053,0.35000000000000053,1492062,2528831,1126754,1402077,1402077
2018-03-11,5.154,5.41,4.8,0.6100000000000003,0.5600000000000005,5.408,5.77,5.16,0.6099999999999994,0.6099999999999994,5.086,5.32,4.75,0.5700000000000003,0.5700000000000003,5.316,5.74,5.05,0.6900000000000004,0.6900000000000004,2138367,4586525,1259350,3327175,2631827
2018-03-18,5.59,5.73,5.5,0.23000000000000043,-0.22000000000000064,5.744,5.85,5.68,0.16999999999999993,-0.0600000000000005,5.474,5.54,5.4,0.13999999999999968,0.04999999999999982,5.55,5.64,5.47,0.16999999999999993,0.020000000000000462,1278608,2012862,782790,1230072,-1183801
