Date,PowerShares Global Clean Energy_etf_Open_average,PowerShares Global Clean Energy_etf_Open_max,PowerShares Global Clean Energy_etf_Open_min,PowerShares Global Clean Energy_etf_Open_volatility,PowerShares Global Clean Energy_etf_Open_change,PowerShares Global Clean Energy_etf_High_average,PowerShares Global Clean Energy_etf_High_max,PowerShares Global Clean Energy_etf_High_min,PowerShares Global Clean Energy_etf_High_volatility,PowerShares Global Clean Energy_etf_High_change,PowerShares Global Clean Energy_etf_Low_average,PowerShares Global Clean Energy_etf_Low_max,PowerShares Global Clean Energy_etf_Low_min,PowerShares Global Clean Energy_etf_Low_volatility,PowerShares Global Clean Energy_etf_Low_change,PowerShares Global Clean Energy_etf_Close_average,PowerShares Global Clean Energy_etf_Close_max,PowerShares Global Clean Energy_etf_Close_min,PowerShares Global Clean Energy_etf_Close_volatility,PowerShares Global Clean Energy_etf_Close_change
2018-05-06,13.05,13.05,13.05,0.0,0.0,13.11,13.11,13.11,0.0,0.0,13.04,13.04,13.04,0.0,0.0,13.07,13.07,13.07,0.0,0.0
2018-05-13,12.94,12.94,12.94,0.0,0.0,12.99,12.99,12.99,0.0,0.0,12.94,12.94,12.94,0.0,0.0,12.99,12.99,12.99,0.0,0.0
2018-05-20,12.91,12.91,12.91,0.0,0.0,12.91,12.91,12.91,0.0,0.0,12.88,12.88,12.88,0.0,0.0,12.88,12.88,12.88,0.0,0.0
2018-05-27,12.79,12.79,12.79,0.0,0.0,12.99,12.99,12.99,0.0,0.0,12.79,12.79,12.79,0.0,0.0,12.86,12.86,12.86,0.0,0.0
2018-06-03,12.58,12.58,12.58,0.0,0.0,12.96,12.96,12.96,0.0,0.0,12.55,12.55,12.55,0.0,0.0,12.55,12.55,12.55,0.0,0.0
2018-06-10,12.46,12.46,12.46,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.39,12.39,12.39,0.0,0.0,12.63,12.63,12.63,0.0,0.0
2018-06-17,12.21,12.21,12.21,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.41,12.41,12.41,0.0,0.0
2018-06-24,11.8,11.8,11.8,0.0,0.0,11.85,11.85,11.85,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.82,11.82,11.82,0.0,0.0
2018-07-01,11.8,11.8,11.8,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.9,11.9,11.9,0.0,0.0
2018-07-08,11.88,11.88,11.88,0.0,0.0,11.98,11.98,11.98,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.88,11.88,11.88,0.0,0.0
2018-07-15,11.97,11.97,11.97,0.0,0.0,11.98,11.98,11.98,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.95,11.95,11.95,0.0,0.0
2018-07-22,12.06,12.06,12.06,0.0,0.0,12.15,12.15,12.15,0.0,0.0,11.88,11.88,11.88,0.0,0.0,12.15,12.15,12.15,0.0,0.0
2018-07-29,11.95,11.95,11.95,0.0,0.0,12.0,12.0,12.0,0.0,0.0,11.86,11.86,11.86,0.0,0.0,11.96,11.96,11.96,0.0,0.0
2018-08-05,11.95,11.95,11.95,0.0,0.0,11.95,11.95,11.95,0.0,0.0,11.95,11.95,11.95,0.0,0.0,11.95,11.95,11.95,0.0,0.0
2018-08-12,11.59,11.59,11.59,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.52,11.52,11.52,0.0,0.0,11.63,11.63,11.63,0.0,0.0
2018-08-19,11.92,11.92,11.92,0.0,0.0,11.98,11.98,11.98,0.0,0.0,11.86,11.86,11.86,0.0,0.0,11.98,11.98,11.98,0.0,0.0
2018-08-26,11.94,11.94,11.94,0.0,0.0,12.03,12.03,12.03,0.0,0.0,11.93,11.93,11.93,0.0,0.0,11.96,11.96,11.96,0.0,0.0
2018-09-02,11.72,11.72,11.72,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.65,11.65,11.65,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2018-09-09,11.81,11.81,11.81,0.0,0.0,11.86,11.86,11.86,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.81,11.81,11.81,0.0,0.0
2018-09-16,12.33,12.33,12.33,0.0,0.0,12.33,12.33,12.33,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.16,12.16,12.16,0.0,0.0
2018-09-23,11.96,11.96,11.96,0.0,0.0,11.98,11.98,11.98,0.0,0.0,11.86,11.86,11.86,0.0,0.0,11.98,11.98,11.98,0.0,0.0
2018-09-30,11.55,11.55,11.55,0.0,0.0,11.65,11.65,11.65,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.35,11.35,11.35,0.0,0.0
2018-10-07,10.98,10.98,10.98,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.84,10.84,10.84,0.0,0.0,10.98,10.98,10.98,0.0,0.0
2018-10-14,11.15,11.15,11.15,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.01,11.01,11.01,0.0,0.0
2018-10-21,10.69,10.69,10.69,0.0,0.0,10.74,10.74,10.74,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.65,10.65,10.65,0.0,0.0
2018-10-28,11.28,11.28,11.28,0.0,0.0,11.28,11.28,11.28,0.0,0.0,11.11,11.11,11.11,0.0,0.0,11.15,11.15,11.15,0.0,0.0
2018-11-04,11.4,11.4,11.4,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.25,11.25,11.25,0.0,0.0
2018-11-11,11.33,11.33,11.33,0.0,0.0,11.33,11.33,11.33,0.0,0.0,11.03,11.03,11.03,0.0,0.0,11.03,11.03,11.03,0.0,0.0
2018-11-18,11.19,11.19,11.19,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.19,11.19,11.19,0.0,0.0
2018-11-25,11.29,11.29,11.29,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.29,11.29,11.29,0.0,0.0,11.57,11.57,11.57,0.0,0.0
2018-12-02,11.28,11.28,11.28,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.16,11.16,11.16,0.0,0.0,11.29,11.29,11.29,0.0,0.0
2018-12-09,11.08,11.08,11.08,0.0,0.0,11.28,11.28,11.28,0.0,0.0,10.79,10.79,10.79,0.0,0.0,11.04,11.04,11.04,0.0,0.0
2018-12-16,10.38,10.38,10.38,0.0,0.0,10.58,10.58,10.58,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.42,10.42,10.42,0.0,0.0
2018-12-23,10.46,10.46,10.46,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.01,10.01,10.01,0.0,0.0,10.26,10.26,10.26,0.0,0.0
2018-12-30,10.34,10.34,10.34,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.34,10.34,10.34,0.0,0.0,10.53,10.53,10.53,0.0,0.0
2019-01-06,11.03,11.03,11.03,0.0,0.0,11.03,11.03,11.03,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.03,11.03,11.03,0.0,0.0
2019-01-13,11.07,11.07,11.07,0.0,0.0,11.14,11.14,11.14,0.0,0.0,11.07,11.07,11.07,0.0,0.0,11.14,11.14,11.14,0.0,0.0
2019-01-20,11.41,11.41,11.41,0.0,0.0,11.53,11.53,11.53,0.0,0.0,10.99,10.99,10.99,0.0,0.0,11.46,11.46,11.46,0.0,0.0
2019-01-27,11.71,11.71,11.71,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.69,11.69,11.69,0.0,0.0
2019-02-03,11.61,11.61,11.61,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.67,11.67,11.67,0.0,0.0
2019-02-10,12.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.94,11.94,11.94,0.0,0.0
2019-02-17,12.2,12.2,12.2,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.36,12.36,12.36,0.0,0.0
2019-02-24,12.37,12.37,12.37,0.0,0.0,12.38,12.38,12.38,0.0,0.0,12.34,12.34,12.34,0.0,0.0,12.36,12.36,12.36,0.0,0.0
2019-03-03,11.78,11.78,11.78,0.0,0.0,11.89,11.89,11.89,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.89,11.89,11.89,0.0,0.0
2019-03-10,12.16,12.16,12.16,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.17,12.17,12.17,0.0,0.0
2019-03-17,12.03,12.03,12.03,0.0,0.0,12.03,12.03,12.03,0.0,0.0,11.95,11.95,11.95,0.0,0.0,11.95,11.95,11.95,0.0,0.0
2019-03-24,11.95,11.95,11.95,0.0,0.0,11.97,11.97,11.97,0.0,0.0,11.95,11.95,11.95,0.0,0.0,11.97,11.97,11.97,0.0,0.0
2019-03-31,12.38,12.38,12.38,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.4,12.4,12.4,0.0,0.0
2019-04-07,12.37,12.37,12.37,0.0,0.0,12.39,12.39,12.39,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.39,12.39,12.39,0.0,0.0
2019-04-14,12.5,12.5,12.5,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.48,12.48,12.48,0.0,0.0
2019-04-21,12.38,12.38,12.38,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.38,12.38,12.38,0.0,0.0,12.4,12.4,12.4,0.0,0.0
2019-04-28,12.35,12.35,12.35,0.0,0.0,12.47,12.47,12.47,0.0,0.0,12.35,12.35,12.35,0.0,0.0,12.47,12.47,12.47,0.0,0.0
2019-05-05,12.16,12.16,12.16,0.0,0.0,12.19,12.19,12.19,0.0,0.0,12.11,12.11,12.11,0.0,0.0,12.19,12.19,12.19,0.0,0.0
2019-05-12,11.95,11.95,11.95,0.0,0.0,12.03,12.03,12.03,0.0,0.0,11.95,11.95,11.95,0.0,0.0,11.97,11.97,11.97,0.0,0.0
2019-05-19,11.83,11.83,11.83,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.83,11.83,11.83,0.0,0.0,11.9,11.9,11.9,0.0,0.0
2019-05-26,11.7,11.7,11.7,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.76,11.76,11.76,0.0,0.0
2019-06-02,12.14,12.14,12.14,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.14,12.14,12.14,0.0,0.0,12.15,12.15,12.15,0.0,0.0
2019-06-09,12.19,12.19,12.19,0.0,0.0,12.19,12.19,12.19,0.0,0.0,12.19,12.19,12.19,0.0,0.0,12.19,12.19,12.19,0.0,0.0
2019-06-16,12.58,12.58,12.58,0.0,0.0,12.58,12.58,12.58,0.0,0.0,12.54,12.54,12.54,0.0,0.0,12.54,12.54,12.54,0.0,0.0
2019-06-23,12.65,12.65,12.65,0.0,0.0,12.65,12.65,12.65,0.0,0.0,12.54,12.54,12.54,0.0,0.0,12.55,12.55,12.55,0.0,0.0
2019-06-30,12.74,12.74,12.74,0.0,0.0,12.74,12.74,12.74,0.0,0.0,12.62,12.62,12.62,0.0,0.0,12.7,12.7,12.7,0.0,0.0
2019-07-07,12.63,12.63,12.63,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.62,12.62,12.62,0.0,0.0,12.66,12.66,12.66,0.0,0.0
2019-07-14,12.58,12.58,12.58,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.58,12.58,12.58,0.0,0.0,12.63,12.63,12.63,0.0,0.0
2019-07-21,12.54,12.54,12.54,0.0,0.0,12.54,12.54,12.54,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.54,12.54,12.54,0.0,0.0
2019-07-28,12.53,12.53,12.53,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.44,12.44,12.44,0.0,0.0
2019-08-04,12.44,12.44,12.44,0.0,0.0,12.44,12.44,12.44,0.0,0.0,12.25,12.25,12.25,0.0,0.0,12.32,12.32,12.32,0.0,0.0
2019-08-11,11.96,11.96,11.96,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.92,11.92,11.92,0.0,0.0,11.92,11.92,11.92,0.0,0.0
2019-08-18,11.99,11.99,11.99,0.0,0.0,12.06,12.06,12.06,0.0,0.0,11.84,11.84,11.84,0.0,0.0,11.84,11.84,11.84,0.0,0.0
2019-08-25,12.15,12.15,12.15,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.04,12.04,12.04,0.0,0.0,12.07,12.07,12.07,0.0,0.0
2019-09-01,12.26,12.26,12.26,0.0,0.0,12.26,12.26,12.26,0.0,0.0,12.26,12.26,12.26,0.0,0.0,12.26,12.26,12.26,0.0,0.0
2019-09-08,12.48,12.48,12.48,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.48,12.48,12.48,0.0,0.0
2019-09-15,12.64,12.64,12.64,0.0,0.0,12.65,12.65,12.65,0.0,0.0,12.64,12.64,12.64,0.0,0.0,12.65,12.65,12.65,0.0,0.0
2019-09-22,12.25,12.25,12.25,0.0,0.0,12.25,12.25,12.25,0.0,0.0,12.12,12.12,12.12,0.0,0.0,12.13,12.13,12.13,0.0,0.0
2019-09-29,12.12,12.12,12.12,0.0,0.0,12.19,12.19,12.19,0.0,0.0,12.12,12.12,12.12,0.0,0.0,12.19,12.19,12.19,0.0,0.0
2019-10-06,12.23,12.23,12.23,0.0,0.0,12.32,12.32,12.32,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.32,12.32,12.32,0.0,0.0
2019-10-13,12.4,12.4,12.4,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.46,12.46,12.46,0.0,0.0
2019-10-20,12.51,12.51,12.51,0.0,0.0,12.56,12.56,12.56,0.0,0.0,12.49,12.49,12.49,0.0,0.0,12.56,12.56,12.56,0.0,0.0
2019-10-27,12.7,12.7,12.7,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.65,12.65,12.65,0.0,0.0,12.68,12.68,12.68,0.0,0.0
2019-11-03,12.83,12.83,12.83,0.0,0.0,12.9,12.9,12.9,0.0,0.0,12.81,12.81,12.81,0.0,0.0,12.84,12.84,12.84,0.0,0.0
2019-11-10,12.97,12.97,12.97,0.0,0.0,13.06,13.06,13.06,0.0,0.0,12.97,12.97,12.97,0.0,0.0,13.06,13.06,13.06,0.0,0.0
2019-11-17,12.94,12.94,12.94,0.0,0.0,13.02,13.02,13.02,0.0,0.0,12.94,12.94,12.94,0.0,0.0,13.0,13.0,13.0,0.0,0.0
2019-11-24,13.11,13.11,13.11,0.0,0.0,13.18,13.18,13.18,0.0,0.0,13.11,13.11,13.11,0.0,0.0,13.18,13.18,13.18,0.0,0.0
2019-12-01,13.38,13.38,13.38,0.0,0.0,13.41,13.41,13.41,0.0,0.0,13.38,13.38,13.38,0.0,0.0,13.41,13.41,13.41,0.0,0.0
2019-12-08,13.7,13.7,13.7,0.0,0.0,13.71,13.71,13.71,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.68,13.68,13.68,0.0,0.0
2019-12-15,14.0,14.0,14.0,0.0,0.0,14.09,14.09,14.09,0.0,0.0,14.0,14.0,14.0,0.0,0.0,14.07,14.07,14.07,0.0,0.0
2019-12-22,14.31,14.31,14.31,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.16,14.16,14.16,0.0,0.0,14.16,14.16,14.16,0.0,0.0
2019-12-29,14.33,14.33,14.33,0.0,0.0,14.46,14.46,14.46,0.0,0.0,14.33,14.33,14.33,0.0,0.0,14.43,14.43,14.43,0.0,0.0
