Date,INSM_Open_average,INSM_Open_max,INSM_Open_min,INSM_Open_volatility,INSM_Open_change,INSM_High_average,INSM_High_max,INSM_High_min,INSM_High_volatility,INSM_High_change,INSM_Low_average,INSM_Low_max,INSM_Low_min,INSM_Low_volatility,INSM_Low_change,INSM_Close_average,INSM_Close_max,INSM_Close_min,INSM_Close_volatility,INSM_Close_change,INSM_Volume_average,INSM_Volume_max,INSM_Volume_min,INSM_Volume_volatility,INSM_Volume_change
2018-01-14,30.042,31.78,29.35,2.4299999999999997,-2.41,30.606,31.96,29.39,2.5700000000000003,-0.8500000000000014,29.116,29.49,28.63,0.8599999999999994,-0.5899999999999999,29.886,30.86,29.28,1.5799999999999983,1.2899999999999991,472742,709448,304838,404610,-105561
2018-01-21,28.516,29.51,27.75,1.7600000000000016,-1.7600000000000016,28.904,29.56,28.55,1.009999999999998,-0.9499999999999993,27.614,28.0,27.16,0.8399999999999999,0.5,28.198,29.0,27.76,1.2399999999999984,-0.9699999999999989,1978017,4893110,754918,4138192,-3924677
2018-01-28,26.39,27.66,25.32,2.34,-1.370000000000001,27.046,27.97,26.7,1.2699999999999996,-1.2699999999999996,25.602,26.26,25.17,1.0899999999999999,-0.7800000000000011,26.064,26.59,25.44,1.1499999999999986,-0.7800000000000011,1072783,1307795,709519,598276,-517811
2018-02-04,25.14,26.31,24.1,2.2099999999999973,-0.889999999999997,25.8,26.55,24.56,1.990000000000002,-1.4700000000000024,24.006,25.11,22.82,2.289999999999999,-0.879999999999999,24.817999999999998,26.25,23.93,2.3200000000000003,-1.7899999999999991,829503,1082498,598290,484208,-383086
2018-02-11,24.56,25.44,23.72,1.7200000000000024,1.3599999999999994,25.3425,25.97,24.15,1.8200000000000003,1.75,23.9725,24.73,23.43,1.3000000000000007,0.6900000000000013,24.7375,25.37,24.09,1.2800000000000011,0.14000000000000057,736426,743592,728415,15177,-7797
2018-02-18,24.642,25.65,24.03,1.6199999999999974,1.6199999999999974,25.59,27.33,24.6,2.729999999999997,2.729999999999997,23.722,24.53,21.9,2.6300000000000026,0.6099999999999994,25.064,26.38,24.22,2.16,2.16,1339745,2510947,676003,1834944,1055694
2018-02-25,24.71,26.46,23.28,3.1799999999999997,-2.460000000000001,25.286,26.91,24.41,2.5,-1.9400000000000013,23.856,25.41,22.84,2.5700000000000003,-1.7100000000000009,24.326,25.41,23.48,1.9299999999999997,-1.1700000000000017,852275,1009363,732005,277358,251041
2018-03-04,25.312,26.26,24.43,1.8300000000000018,1.8300000000000018,25.914,26.6,24.79,1.8100000000000023,1.8100000000000023,24.83,25.55,23.73,1.8200000000000003,1.6499999999999986,25.53,26.23,24.79,1.4400000000000013,0.6300000000000026,549667,635300,446283,189017,17874
2018-03-11,25.112,25.84,24.21,1.629999999999999,-0.3099999999999987,25.492,26.27,25.09,1.1799999999999997,-0.5100000000000016,24.274,24.78,23.71,1.0700000000000003,-1.0700000000000003,24.798,25.41,24.29,1.120000000000001,-1.1000000000000014,617460,1024569,436551,588018,220618
2018-03-18,23.817999999999998,24.98,21.77,3.210000000000001,-2.539999999999999,24.47,26.03,22.88,3.150000000000002,-1.9400000000000013,23.042,24.6,21.38,3.2200000000000024,-2.520000000000003,23.444,24.85,21.69,3.16,-1.6499999999999986,797283,1557484,242945,1314539,687506
2018-03-25,22.197499999999998,22.7,21.82,0.879999999999999,-0.6099999999999994,22.6075,22.98,22.12,0.8599999999999994,-0.6699999999999982,21.2075,21.73,20.09,1.6400000000000006,-1.6400000000000006,21.8675,22.52,21.04,1.4800000000000004,-0.8399999999999999,869801,1313050,512856,800194,781330
2018-04-01,20.496,21.3,19.69,1.6099999999999994,-0.9400000000000013,21.19,21.64,20.66,0.9800000000000004,0.21000000000000085,19.986,20.24,19.53,0.7099999999999973,-0.11999999999999744,20.52,21.31,20.0,1.3099999999999987,0.8499999999999979,871043,1029908,709035,320873,11381
