Date,Deutsche Xtrackers MSCI Southern EU_etf_Open_average,Deutsche Xtrackers MSCI Southern EU_etf_Open_max,Deutsche Xtrackers MSCI Southern EU_etf_Open_min,Deutsche Xtrackers MSCI Southern EU_etf_Open_volatility,Deutsche Xtrackers MSCI Southern EU_etf_Open_change,Deutsche Xtrackers MSCI Southern EU_etf_High_average,Deutsche Xtrackers MSCI Southern EU_etf_High_max,Deutsche Xtrackers MSCI Southern EU_etf_High_min,Deutsche Xtrackers MSCI Southern EU_etf_High_volatility,Deutsche Xtrackers MSCI Southern EU_etf_High_change,Deutsche Xtrackers MSCI Southern EU_etf_Low_average,Deutsche Xtrackers MSCI Southern EU_etf_Low_max,Deutsche Xtrackers MSCI Southern EU_etf_Low_min,Deutsche Xtrackers MSCI Southern EU_etf_Low_volatility,Deutsche Xtrackers MSCI Southern EU_etf_Low_change,Deutsche Xtrackers MSCI Southern EU_etf_Close_average,Deutsche Xtrackers MSCI Southern EU_etf_Close_max,Deutsche Xtrackers MSCI Southern EU_etf_Close_min,Deutsche Xtrackers MSCI Southern EU_etf_Close_volatility,Deutsche Xtrackers MSCI Southern EU_etf_Close_change
2018-01-14,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2018-01-21,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2018-01-28,25.44,25.44,25.44,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2018-02-04,23.8,23.8,23.8,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2018-02-11,24.89,24.89,24.89,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0
2018-02-18,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2018-02-25,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2018-03-04,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2018-03-11,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2018-03-18,24.07,24.07,24.07,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2018-03-25,24.07,24.07,24.07,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2018-04-01,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2018-04-08,24.66,24.66,24.66,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2018-04-15,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2018-04-22,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2018-04-29,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2018-05-06,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2018-05-13,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2018-05-20,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2018-05-27,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0
2018-06-03,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2018-06-10,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2018-06-17,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2018-06-24,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2018-07-01,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2018-07-08,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2018-07-15,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2018-07-22,23.72,23.72,23.72,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2018-07-29,23.32,23.32,23.32,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2018-08-05,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2018-08-12,22.2,22.2,22.2,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2018-08-19,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2018-08-26,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2018-09-02,22.27,22.27,22.27,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2018-09-09,22.82,22.82,22.82,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2018-09-16,23.47,23.47,23.47,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2018-09-23,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2018-09-30,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2018-10-07,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2018-10-14,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2018-10-21,20.46,20.46,20.46,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2018-10-28,20.46,20.46,20.46,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2018-11-04,21.05,21.05,21.05,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.05,21.05,21.05,0.0,0.0
2018-11-11,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2018-11-18,20.37,20.37,20.37,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.37,20.37,20.37,0.0,0.0
2018-11-25,20.78,20.78,20.78,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2018-12-02,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2018-12-09,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2018-12-16,19.39,19.39,19.39,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2018-12-23,19.44,19.44,19.44,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.47,19.47,19.47,0.0,0.0
2018-12-30,19.59,19.59,19.59,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2019-01-06,20.2,20.2,20.2,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2019-01-13,20.38,20.38,20.38,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2019-01-20,20.74,20.74,20.74,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.74,20.74,20.74,0.0,0.0
2019-01-27,20.82,20.82,20.82,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2019-02-03,20.44,20.44,20.44,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2019-02-10,21.04,21.04,21.04,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.04,21.04,21.04,0.0,0.0
2019-02-17,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2019-02-24,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0
2019-03-03,21.13,21.13,21.13,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.16,21.16,21.16,0.0,0.0
2019-03-10,21.86,21.86,21.86,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.86,21.86,21.86,0.0,0.0
2019-03-17,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.36,21.36,21.36,0.0,0.0
2019-03-24,21.51,21.51,21.51,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.51,21.51,21.51,0.0,0.0
2019-03-31,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2019-04-07,22.32,22.32,22.32,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2019-04-14,22.54,22.54,22.54,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.54,22.54,22.54,0.0,0.0
2019-04-21,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0
2019-04-28,22.46,22.46,22.46,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2019-05-05,21.78,21.78,21.78,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.98,21.98,21.98,0.0,0.0
2019-05-12,21.9,21.9,21.9,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.87,21.87,21.87,0.0,0.0
2019-05-19,21.65,21.65,21.65,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.71,21.71,21.71,0.0,0.0
2019-05-26,20.93,20.93,20.93,0.0,0.0,21.13,21.13,21.13,0.0,0.0,20.93,20.93,20.93,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2019-06-02,21.97,21.97,21.97,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.97,21.97,21.97,0.0,0.0
2019-06-09,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2019-06-16,21.9,21.9,21.9,0.0,0.0,21.99,21.99,21.99,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.99,21.99,21.99,0.0,0.0
2019-06-23,22.15,22.15,22.15,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2019-06-30,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0
