Date,STI_Open_average,STI_Open_max,STI_Open_min,STI_Open_volatility,STI_Open_change,STI_High_average,STI_High_max,STI_High_min,STI_High_volatility,STI_High_change,STI_Low_average,STI_Low_max,STI_Low_min,STI_Low_volatility,STI_Low_change,STI_Close_average,STI_Close_max,STI_Close_min,STI_Close_volatility,STI_Close_change,STI_Volume_average,STI_Volume_max,STI_Volume_min,STI_Volume_volatility,STI_Volume_change
2016-01-03,40.70333333333333,41.86,39.3,2.5600000000000023,-2.5600000000000023,40.971666666666664,42.04,39.45,2.5899999999999963,-2.5899999999999963,39.971666666666664,41.46,38.36,3.1000000000000014,-2.759999999999998,40.275,41.77,38.71,3.0600000000000023,-2.8699999999999974,5032839,6482478,4372338,2110140,121703
2016-01-10,38.6725,39.69,37.14,2.549999999999997,-2.3200000000000003,38.905,39.75,37.58,2.1700000000000017,-1.9299999999999997,37.745,38.61,36.64,1.9699999999999989,-1.9699999999999989,38.2975,39.39,37.44,1.9500000000000028,-1.9500000000000028,5582231,6758549,4401203,2357346,912810
2016-01-17,36.468,37.99,35.14,2.8500000000000014,-2.8500000000000014,36.802,38.02,35.23,2.7900000000000063,-2.7900000000000063,35.428,36.78,34.05,2.730000000000004,-2.730000000000004,35.824,37.12,34.12,3.0,-3.0,7638158,10558091,5104558,5453533,5453533
2016-01-24,35.46,36.43,34.31,2.1199999999999974,1.9799999999999969,36.152,36.59,35.06,1.5300000000000011,1.4299999999999997,35.18,35.89,34.2,1.6899999999999977,1.6899999999999977,35.866,36.58,35.02,1.5599999999999952,1.0899999999999963,7283098,10959173,5041919,5917254,-483146
2016-01-31,34.644,35.36,33.72,1.6400000000000006,-1.6400000000000006,34.932,35.41,33.78,1.6299999999999955,-1.6299999999999955,33.604,34.3,32.13,2.1699999999999946,-2.059999999999995,34.124,34.87,32.6,2.269999999999996,-1.769999999999996,6248373,8374492,4385918,3988574,1052328
2016-02-07,32.35,33.53,31.76,1.7699999999999996,0.3100000000000023,33.295,33.86,32.32,1.5399999999999991,0.12000000000000455,31.9675,32.84,31.07,1.7700000000000031,0.3200000000000003,32.7225,33.53,31.36,2.1700000000000017,0.37000000000000455,5902579,6923681,4996651,1927030,-682774
2016-02-14,34.372,34.79,33.79,1.0,0.37000000000000455,34.78,35.13,34.23,0.9000000000000057,0.11999999999999744,33.925999999999995,34.48,33.55,0.9299999999999997,0.8200000000000003,34.322,34.85,33.89,0.9600000000000009,0.5600000000000023,4312270,5467780,3623753,1844027,-1147101
2016-02-21,33.984,34.66,33.06,1.5999999999999943,-0.259999999999998,34.366,35.01,33.48,1.5300000000000011,-0.480000000000004,33.336,33.98,32.45,1.529999999999994,-0.4299999999999997,33.754,34.54,33.18,1.3599999999999994,-0.6499999999999986,4650516,6878457,3718584,3159873,3159873
2016-02-28,35.634,36.92,33.54,3.3800000000000026,3.230000000000004,36.42,37.54,35.01,2.530000000000001,1.8999999999999986,35.49,36.73,33.45,3.279999999999994,2.979999999999997,36.268,37.05,35.01,2.039999999999999,1.730000000000004,4103029,5430778,2975062,2455716,-2455716
2016-03-06,36.086,36.77,35.4,1.3700000000000045,0.37000000000000455,36.442,37.12,35.78,1.3399999999999963,0.6899999999999977,35.528,36.63,34.79,1.8400000000000034,1.2899999999999991,36.004,36.99,35.05,1.9400000000000048,1.4699999999999989,4934243,6687807,2597970,4089837,-4089837
2016-03-13,36.668,37.01,36.25,0.759999999999998,0.6199999999999974,37.196,37.56,36.79,0.7700000000000031,0.6700000000000017,36.338,36.8,35.75,1.0499999999999972,0.4899999999999949,36.832,37.19,36.39,0.7999999999999972,0.269999999999996,3649327,6853770,2270306,4583464,111993
