Date,ARK Innovation_Open_average,ARK Innovation_Open_max,ARK Innovation_Open_min,ARK Innovation_Open_volatility,ARK Innovation_Open_change,ARK Innovation_High_average,ARK Innovation_High_max,ARK Innovation_High_min,ARK Innovation_High_volatility,ARK Innovation_High_change,ARK Innovation_Low_average,ARK Innovation_Low_max,ARK Innovation_Low_min,ARK Innovation_Low_volatility,ARK Innovation_Low_change,ARK Innovation_Close_average,ARK Innovation_Close_max,ARK Innovation_Close_min,ARK Innovation_Close_volatility,ARK Innovation_Close_change
2018-01-14,40.3,40.3,40.3,0.0,0.0,41.05,41.05,41.05,0.0,0.0,40.25,40.25,40.25,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2018-01-21,42.05,42.05,42.05,0.0,0.0,42.55,42.55,42.55,0.0,0.0,41.81,41.81,41.81,0.0,0.0,42.33,42.33,42.33,0.0,0.0
2018-01-28,39.09,39.09,39.09,0.0,0.0,39.93,39.93,39.93,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2018-02-04,39.16,39.16,39.16,0.0,0.0,39.22,39.22,39.22,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.82,38.82,38.82,0.0,0.0
2018-02-11,41.1,41.1,41.1,0.0,0.0,41.45,41.45,41.45,0.0,0.0,40.91,40.91,40.91,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2018-02-18,41.83,41.83,41.83,0.0,0.0,42.46,42.46,42.46,0.0,0.0,41.68,41.68,41.68,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2018-02-25,41.61,41.61,41.61,0.0,0.0,42.72,42.72,42.72,0.0,0.0,41.45,41.45,41.45,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2018-03-04,45.19,45.19,45.19,0.0,0.0,45.29,45.29,45.29,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2018-03-11,43.0,43.0,43.0,0.0,0.0,43.28,43.28,43.28,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2018-03-18,41.41,41.41,41.41,0.0,0.0,41.72,41.72,41.72,0.0,0.0,40.38,40.38,40.38,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2018-03-25,38.73,38.73,38.73,0.0,0.0,38.99,38.99,38.99,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2018-04-01,38.91,38.91,38.91,0.0,0.0,39.58,39.58,39.58,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2018-04-08,40.54,40.54,40.54,0.0,0.0,40.55,40.55,40.55,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2018-04-15,41.1,41.1,41.1,0.0,0.0,41.12,41.12,41.12,0.0,0.0,39.79,39.79,39.79,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2018-04-22,39.31,39.31,39.31,0.0,0.0,39.88,39.88,39.88,0.0,0.0,38.96,38.96,38.96,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2018-04-29,40.19,40.19,40.19,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2018-05-06,42.99,42.99,42.99,0.0,0.0,43.6,43.6,43.6,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2018-05-13,43.0,43.0,43.0,0.0,0.0,43.18,43.18,43.18,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.74,42.74,42.74,0.0,0.0
2018-05-20,43.25,43.25,43.25,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.19,43.19,43.19,0.0,0.0
2018-05-27,44.02,44.02,44.02,0.0,0.0,44.55,44.55,44.55,0.0,0.0,43.72,43.72,43.72,0.0,0.0,44.51,44.51,44.51,0.0,0.0
2018-06-03,45.84,45.84,45.84,0.0,0.0,46.31,46.31,46.31,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.78,45.78,45.78,0.0,0.0
2018-06-10,46.91,46.91,46.91,0.0,0.0,47.85,47.85,47.85,0.0,0.0,46.85,46.85,46.85,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2018-06-17,46.22,46.22,46.22,0.0,0.0,46.38,46.38,46.38,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2018-06-24,44.78,44.78,44.78,0.0,0.0,45.6,45.6,45.6,0.0,0.0,44.57,44.57,44.57,0.0,0.0,45.6,45.6,45.6,0.0,0.0
2018-07-01,47.25,47.25,47.25,0.0,0.0,47.3,47.3,47.3,0.0,0.0,46.54,46.54,46.54,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2018-07-08,47.75,47.75,47.75,0.0,0.0,47.75,47.75,47.75,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.94,46.94,46.94,0.0,0.0
