Date,CSGP_Open_average,CSGP_Open_max,CSGP_Open_min,CSGP_Open_volatility,CSGP_Open_change,CSGP_High_average,CSGP_High_max,CSGP_High_min,CSGP_High_volatility,CSGP_High_change,CSGP_Low_average,CSGP_Low_max,CSGP_Low_min,CSGP_Low_volatility,CSGP_Low_change,CSGP_Close_average,CSGP_Close_max,CSGP_Close_min,CSGP_Close_volatility,CSGP_Close_change,CSGP_Volume_average,CSGP_Volume_max,CSGP_Volume_min,CSGP_Volume_volatility,CSGP_Volume_change
2018-01-14,329.322,341.11,319.84,21.27000000000004,16.110000000000014,335.234,344.66,322.78,21.880000000000052,18.680000000000007,327.04,338.95,318.52,20.430000000000007,20.430000000000007,332.114,341.95,319.06,22.889999999999986,22.889999999999986,305702,621256,151774,469482,-121958
2018-01-21,350.156,354.17,342.51,11.660000000000025,8.900000000000034,354.016,355.8,350.79,5.009999999999991,4.449999999999989,347.228,350.57,340.68,9.889999999999986,9.889999999999986,351.00600000000003,352.8,349.54,3.259999999999991,0.48999999999995225,286147,333270,217678,115592,99676
2018-01-28,345.982,348.9,340.0,8.899999999999977,-8.220000000000027,350.584,353.59,345.4,8.189999999999998,-6.25,342.056,345.26,335.03,10.230000000000018,-10.230000000000018,345.01,350.02,338.33,11.689999999999998,-8.860000000000014,226328,267669,184443,83226,72204
2018-02-04,333.61400000000003,338.31,330.25,8.060000000000002,-2.7900000000000205,339.176,342.3,333.24,9.060000000000002,-2.7800000000000296,327.334,334.8,318.36,16.439999999999998,-2.25,332.754,337.47,327.99,9.480000000000018,-1.1299999999999955,191405,326518,115848,210670,-173815
2018-02-11,342.65250000000003,347.8,333.23,14.569999999999993,14.569999999999993,348.27750000000003,352.63,343.08,9.550000000000011,9.550000000000011,340.5625,347.5,331.02,16.480000000000018,16.480000000000018,346.6925,350.14,343.01,7.1299999999999955,7.1299999999999955,197417,245565,154137,91428,-91428
2018-02-18,353.17,358.53,349.53,9.0,9.0,356.14799999999997,358.84,353.01,5.829999999999984,2.7799999999999727,345.38,352.38,332.17,20.20999999999998,8.110000000000014,352.768,354.91,351.58,3.330000000000041,1.5600000000000023,212765,355536,146736,208800,52232
2018-02-25,345.944,352.0,342.07,9.930000000000007,-5.170000000000016,352.544,358.08,350.04,8.039999999999964,5.579999999999984,341.002,344.0,337.83,6.170000000000016,-3.8899999999999864,347.198,357.08,342.13,14.949999999999989,13.079999999999984,273951,502025,201929,300096,-16025
2018-03-04,358.66,362.22,355.5,6.720000000000027,4.010000000000048,361.362,367.68,357.98,9.699999999999989,7.860000000000014,356.278,359.08,354.5,4.579999999999984,3.3000000000000114,358.062,361.22,356.06,5.160000000000025,2.2899999999999636,174483,222526,116242,106284,106284
2018-03-11,363.906,365.54,358.95,6.590000000000032,6.590000000000032,368.038,372.22,364.01,8.210000000000036,8.210000000000036,361.414,363.98,356.62,7.360000000000014,5.110000000000014,364.986,367.8,363.1,4.699999999999989,2.919999999999959,335249,748934,183691,565243,119758
2018-03-18,366.966,374.9,358.43,16.46999999999997,-0.44999999999998863,372.136,378.57,362.56,16.00999999999999,-6.850000000000023,361.002,370.8,355.05,15.75,-7.930000000000007,367.132,375.8,357.88,17.920000000000016,-8.970000000000027,239096,311993,181523,130470,-98877
2018-03-25,362.2725,368.45,358.14,10.310000000000002,-5.930000000000007,365.5775,370.26,361.44,8.819999999999993,-6.939999999999998,352.945,356.11,347.58,8.53000000000003,-8.53000000000003,357.4575,362.68,351.13,11.550000000000011,-8.860000000000014,186034,220309,125441,94868,-94868
2018-04-01,353.794,359.64,348.54,11.099999999999966,2.0499999999999545,359.964,361.16,358.71,2.4500000000000455,-0.22999999999996135,348.906,354.55,342.16,12.389999999999986,-3.019999999999982,355.156,359.05,351.28,7.770000000000039,3.5600000000000023,184013,272795,108931,163864,-68933
2018-04-08,362.616,367.92,358.44,9.480000000000018,5.569999999999993,366.598,369.87,361.67,8.199999999999989,7.189999999999998,359.558,363.27,355.3,7.96999999999997,7.96999999999997,363.75800000000004,367.73,359.31,8.420000000000016,7.25,140580,210252,108637,101615,100729
2018-04-15,376.452,380.06,369.63,10.430000000000007,7.720000000000027,379.224,381.21,377.35,3.859999999999957,-0.5799999999999841,372.094,375.55,365.78,9.770000000000039,-3.8500000000000227,375.56600000000003,377.73,368.86,8.870000000000005,-7.899999999999977,242409,311710,157806,153904,153904
2018-04-22,375.248,381.67,369.67,12.0,-10.589999999999975,378.896,392.07,370.65,21.420000000000016,-21.420000000000016,367.904,372.35,364.71,7.640000000000043,-7.640000000000043,372.314,385.01,366.66,18.349999999999966,-18.349999999999966,289093,456377,128889,327488,-197430
2018-04-29,370.64799999999997,377.5,366.44,11.060000000000002,11.060000000000002,376.498,386.56,371.7,14.860000000000014,14.610000000000014,367.214,375.07,363.26,11.810000000000002,11.810000000000002,374.886,386.01,368.3,17.70999999999998,17.029999999999973,184159,220102,145145,74957,-3785
2018-05-06,389.936,394.44,384.05,10.389999999999986,8.949999999999989,392.954,396.59,387.77,8.819999999999993,8.819999999999993,387.526,390.65,382.64,8.009999999999991,6.840000000000032,390.724,393.45,386.53,6.920000000000016,4.7000000000000455,127110,165632,105708,59924,-59924
2018-05-13,383.142,388.7,376.5,12.199999999999989,-5.649999999999977,385.924,389.34,382.58,6.759999999999991,-3.7799999999999727,379.426,383.39,375.1,8.289999999999964,-1.2699999999999818,382.222,388.0,375.87,12.129999999999995,-3.2900000000000205,198170,219217,177884,41333,-7401
2018-05-20,381.25,385.0,376.59,8.410000000000025,-2.089999999999975,384.6275,386.62,381.3,5.319999999999993,-0.3299999999999841,377.265,378.43,375.5,2.930000000000007,1.5900000000000318,380.35249999999996,382.24,377.5,4.740000000000009,3.339999999999975,128055,180573,88494,92079,-52608
2018-05-27,381.386,386.42,378.17,8.25,8.25,387.06,393.71,383.92,9.789999999999964,8.759999999999991,379.604,386.42,374.69,11.730000000000018,11.730000000000018,383.3,391.04,377.94,13.100000000000023,13.100000000000023,201023,283615,136867,146748,53481
2018-06-03,397.76,401.48,391.31,10.170000000000016,9.480000000000018,402.302,406.88,396.85,10.029999999999973,10.029999999999973,394.47,400.79,390.69,10.100000000000023,10.100000000000023,400.824,405.25,396.41,8.839999999999975,8.839999999999975,206929,326984,112784,214200,35267
