Date,SPDR S&P Kensho Smart Mobility_Open_average,SPDR S&P Kensho Smart Mobility_Open_max,SPDR S&P Kensho Smart Mobility_Open_min,SPDR S&P Kensho Smart Mobility_Open_volatility,SPDR S&P Kensho Smart Mobility_Open_change,SPDR S&P Kensho Smart Mobility_High_average,SPDR S&P Kensho Smart Mobility_High_max,SPDR S&P Kensho Smart Mobility_High_min,SPDR S&P Kensho Smart Mobility_High_volatility,SPDR S&P Kensho Smart Mobility_High_change,SPDR S&P Kensho Smart Mobility_Low_average,SPDR S&P Kensho Smart Mobility_Low_max,SPDR S&P Kensho Smart Mobility_Low_min,SPDR S&P Kensho Smart Mobility_Low_volatility,SPDR S&P Kensho Smart Mobility_Low_change,SPDR S&P Kensho Smart Mobility_Close_average,SPDR S&P Kensho Smart Mobility_Close_max,SPDR S&P Kensho Smart Mobility_Close_min,SPDR S&P Kensho Smart Mobility_Close_volatility,SPDR S&P Kensho Smart Mobility_Close_change
2019-01-06,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2019-01-13,26.55,26.55,26.55,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-01-20,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2019-01-27,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2019-02-03,26.59,26.59,26.59,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2019-02-10,27.92,27.92,27.92,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2019-02-17,29.26,29.26,29.26,0.0,0.0,29.26,29.26,29.26,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2019-02-24,28.64,28.64,28.64,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2019-03-03,27.87,27.87,27.87,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2019-03-10,27.96,27.96,27.96,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2019-03-17,27.0,27.0,27.0,0.0,0.0,27.21,27.21,27.21,0.0,0.0,26.9,26.9,26.9,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2019-03-24,27.7,27.7,27.7,0.0,0.0,28.1,28.1,28.1,0.0,0.0,27.7,27.7,27.7,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2019-03-31,28.84,28.84,28.84,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.84,28.84,28.84,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2019-04-07,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2019-04-14,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2019-04-21,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2019-04-28,28.88,28.88,28.88,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2019-05-05,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-05-12,26.56,26.56,26.56,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2019-05-19,25.85,25.85,25.85,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2019-05-26,25.38,25.38,25.38,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2019-06-02,26.8,26.8,26.8,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2019-06-09,26.86,26.86,26.86,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2019-06-16,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2019-06-23,28.24,28.24,28.24,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2019-06-30,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2019-07-07,28.53,28.53,28.53,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2019-07-14,28.31,28.31,28.31,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0
2019-07-21,28.62,28.62,28.62,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2019-07-28,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2019-08-04,25.54,25.54,25.54,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2019-08-11,25.68,25.68,25.68,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2019-08-18,24.8,24.8,24.8,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2019-08-25,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2019-09-01,27.01,27.01,27.01,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2019-09-08,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2019-09-15,26.99,26.99,26.99,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2019-09-22,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2019-09-29,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2019-10-06,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2019-10-13,27.14,27.14,27.14,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2019-10-20,28.02,28.02,28.02,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.04,28.04,28.04,0.0,0.0
2019-10-27,28.45,28.45,28.45,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-11-03,28.86,28.86,28.86,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2019-11-10,28.75,28.75,28.75,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2019-11-17,29.11,29.11,29.11,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2019-11-24,29.03,29.03,29.03,0.0,0.0,29.03,29.03,29.03,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2019-12-01,28.99,28.99,28.99,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2019-12-08,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2019-12-15,30.33,30.33,30.33,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2019-12-22,29.9,29.9,29.9,0.0,0.0,30.35,30.35,30.35,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2019-12-29,30.49,30.49,30.49,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.22,30.22,30.22,0.0,0.0
