Date,FFG_Open_average,FFG_Open_max,FFG_Open_min,FFG_Open_volatility,FFG_Open_change,FFG_High_average,FFG_High_max,FFG_High_min,FFG_High_volatility,FFG_High_change,FFG_Low_average,FFG_Low_max,FFG_Low_min,FFG_Low_volatility,FFG_Low_change,FFG_Close_average,FFG_Close_max,FFG_Close_min,FFG_Close_volatility,FFG_Close_change,FFG_Volume_average,FFG_Volume_max,FFG_Volume_min,FFG_Volume_volatility,FFG_Volume_change
2018-01-14,73.16,74.7,72.2,2.5,-1.9500000000000028,74.13,75.5,73.5,2.0,-2.0,71.97,72.35,71.7,0.6499999999999915,0.5999999999999943,72.77,73.6,71.75,1.8499999999999943,0.9000000000000057,21733,43395,9757,33638,-33638
2018-01-21,72.74,73.95,71.85,2.1000000000000085,-0.8500000000000085,72.934,73.95,71.85,2.1000000000000085,-1.8200000000000074,71.78,72.45,70.9,1.5499999999999972,-1.5499999999999972,72.08,73.5,70.9,2.5999999999999943,-2.5999999999999943,7936,13123,5792,7331,-7331
2018-01-28,69.89,70.7,69.25,1.4500000000000028,-1.0,70.53,71.2,69.85,1.3500000000000085,-0.5,68.97,69.75,66.95,2.799999999999997,-2.799999999999997,69.64,71.2,67.55,3.6500000000000057,-2.299999999999997,17044,20187,12955,7232,-32
2018-02-04,66.93,69.2,65.3,3.9000000000000057,-1.2000000000000028,68.314,69.7,67.0,2.700000000000003,-0.29999999999999716,65.65,67.7,64.5,3.200000000000003,-0.7999999999999972,66.84,69.25,64.75,4.5,-0.9500000000000028,25346,37857,18694,19163,-14610
2018-02-11,67.825,69.4,66.4,3.0,2.4499999999999886,69.325,70.95,67.7,3.25,3.25,67.55,68.85,65.95,2.8999999999999915,2.8999999999999915,69.0125,70.7,67.2,3.5,3.5,16179,18893,14218,4675,-4675
2018-02-18,71.01,71.7,70.55,1.1500000000000057,1.0,71.63,71.85,71.25,0.5999999999999943,0.3499999999999943,70.242,70.95,69.86,1.0900000000000034,1.0,70.79,71.55,70.15,1.3999999999999915,1.1499999999999915,16622,18654,12564,6090,-6090
2018-02-25,67.838,71.55,64.7,6.849999999999994,-4.109999999999999,69.466,71.85,66.4,5.449999999999989,-2.6499999999999915,65.9,70.0,64.0,6.0,-2.950000000000003,67.682,70.0,64.9,5.099999999999994,-1.0400000000000063,33655,86376,15994,70382,-94
2018-03-04,70.232,71.46,68.91,2.549999999999997,2.1599999999999966,71.264,72.24,69.6,2.6400000000000006,2.6400000000000006,69.51,70.48,68.47,2.010000000000005,2.010000000000005,70.9,72.24,69.5,2.739999999999995,2.739999999999995,23300,37975,14236,23739,4847
2018-03-11,71.026,72.78,69.8,2.980000000000004,-2.980000000000004,71.56400000000001,73.07,70.7,2.3699999999999903,-2.3699999999999903,69.886,71.6,69.28,2.319999999999993,-2.319999999999993,70.48,71.8,70.0,1.7999999999999972,-1.75,39190,65242,22882,42360,-21631
2018-03-18,69.94,71.65,68.4,3.25,1.3500000000000085,70.726,71.65,70.0,1.6500000000000057,1.2700000000000102,69.05,69.9,68.15,1.75,-0.75,69.71,70.65,68.6,2.0500000000000114,-0.6499999999999915,28073,72526,8334,64192,10638
2018-03-25,68.975,70.1,67.8,2.299999999999997,-0.5999999999999943,69.9,70.4,69.2,1.2000000000000028,-0.75,67.5,68.8,66.45,2.3499999999999943,-1.0499999999999972,68.51249999999999,69.6,67.35,2.25,-0.4000000000000057,68681,164966,23335,141631,9922
2018-04-01,69.3,70.5,67.75,2.75,2.75,70.48,71.1,69.15,1.9499999999999886,1.9499999999999886,68.8,69.85,67.65,2.1999999999999886,1.9000000000000057,69.84,70.4,68.7,1.7000000000000028,1.0499999999999972,20785,27344,12611,14733,-1351
2018-04-08,71.28,71.95,70.45,1.5,1.5,71.984,73.3,71.05,2.25,1.8999999999999915,70.96,71.95,70.35,1.6000000000000085,1.5,71.57,73.15,70.85,2.3000000000000114,2.200000000000003,10691,15087,7175,7912,-2302
2018-04-15,74.28,75.65,73.3,2.3500000000000085,2.3500000000000085,75.4,77.15,73.6,3.5500000000000114,3.5500000000000114,74.02,75.55,72.4,3.1499999999999915,3.1499999999999915,74.93,76.75,73.15,3.5999999999999943,3.5999999999999943,21406,32622,14042,18580,-18580
2018-04-22,77.81,78.5,77.0,1.5,1.25,78.22,78.5,77.95,0.5499999999999972,0.29999999999999716,77.014,77.6,76.47,1.1299999999999955,0.7800000000000011,77.78,78.1,77.4,0.6999999999999886,0.3499999999999943,18584,25884,10432,15452,2395
2018-04-29,78.77,81.25,77.5,3.75,3.700000000000003,79.76,81.75,78.55,3.200000000000003,2.6500000000000057,77.466,78.85,76.75,2.0999999999999943,0.46999999999999886,78.7,81.3,77.7,3.5999999999999943,-0.8999999999999915,20287,31646,12926,18720,18720
2018-05-06,78.27,79.15,77.65,1.5,0.29999999999999716,79.03,79.75,78.2,1.5499999999999972,-0.29999999999999716,77.49,78.85,76.7,2.1499999999999915,-0.09999999999999432,78.09,79.4,76.7,2.700000000000003,-0.9500000000000028,33063,98068,6251,91817,-65442
2018-05-13,78.23,79.45,76.65,2.799999999999997,2.6499999999999915,79.096,79.78,78.1,1.6800000000000068,1.6500000000000057,77.82000000000001,78.75,76.65,2.0999999999999943,2.0999999999999943,78.51,79.2,77.6,1.6000000000000085,1.6000000000000085,12509,15432,9291,6141,3249
2018-05-20,79.075,79.35,78.9,0.44999999999998863,-0.44999999999998863,80.07,80.75,79.8,0.9500000000000028,0.04999999999999716,78.7375,79.25,77.85,1.4000000000000057,-1.4000000000000057,79.575,79.75,79.3,0.45000000000000284,0.45000000000000284,11874,17625,7826,9799,-1093
2018-05-27,79.59,80.6,78.7,1.8999999999999915,1.4500000000000028,80.87,81.8,79.3,2.5,2.1000000000000085,79.134,80.15,78.47,1.6800000000000068,1.6800000000000068,79.91,80.95,78.6,2.3500000000000085,1.7999999999999972,18655,37724,11313,26411,-3141
2018-06-03,81.86,82.6,80.8,1.7999999999999972,1.1500000000000057,82.61,83.65,81.8,1.8500000000000085,0.4000000000000057,81.22,81.95,79.9,2.049999999999997,1.4499999999999886,81.99,82.5,81.6,0.9000000000000057,0.15000000000000568,11919,13277,9577,3700,646
2018-06-10,81.59,82.95,80.6,2.3500000000000085,1.2000000000000028,82.61,84.1,81.4,2.6999999999999886,2.3499999999999943,80.476,81.35,79.88,1.4699999999999989,0.7999999999999972,82.13,83.9,80.65,3.25,3.25,26947,43953,11962,31991,31991
2018-06-17,83.06,85.0,81.6,3.4000000000000057,-1.8500000000000085,83.39,85.0,81.6,3.4000000000000057,-3.3500000000000085,81.726,83.25,79.8,3.450000000000003,-3.450000000000003,82.31,84.95,80.0,4.950000000000003,-4.950000000000003,24152,39477,14227,25250,-5225
2018-06-24,79.02,80.4,77.95,2.450000000000003,-2.3000000000000114,79.96000000000001,80.75,79.2,1.5499999999999972,0.3499999999999943,78.384,79.4,77.95,1.4500000000000028,-1.3000000000000114,79.1,80.6,78.15,2.4499999999999886,1.0,20743,30817,13792,17025,-12045
2018-07-01,81.025,81.35,80.6,0.75,0.75,81.475,81.8,81.2,0.5999999999999943,0.29999999999999716,80.5825,81.05,80.03,1.019999999999996,0.45000000000000284,81.025,81.3,80.8,0.5,0.3499999999999943,14165,22415,7335,15080,15080
2018-07-08,81.24,82.2,80.15,2.049999999999997,-1.25,81.82000000000001,82.65,81.35,1.3000000000000114,-1.3000000000000114,80.4,81.15,80.0,1.1500000000000057,-0.9000000000000057,81.13,82.55,80.35,2.200000000000003,-1.25,10086,17884,4486,13398,-8583
2018-07-15,82.7,84.45,81.05,3.4000000000000057,3.1000000000000085,83.666,84.8,81.88,2.9200000000000017,2.5700000000000074,81.95,83.6,80.9,2.6999999999999886,1.3499999999999943,82.73,84.0,80.95,3.049999999999997,1.3999999999999915,13669,18526,9862,8664,1954
2018-07-22,81.71,82.95,80.6,2.3500000000000085,-2.3500000000000085,82.266,82.95,81.33,1.6200000000000045,-1.6200000000000045,80.87,81.5,80.4,1.0999999999999943,-1.0999999999999943,81.23,82.05,80.6,1.4500000000000028,-1.25,14411,18893,9297,9596,6894
2018-07-29,82.18,83.8,81.15,2.6499999999999915,2.6499999999999915,83.31,85.7,82.25,3.450000000000003,1.7000000000000028,81.63,83.25,80.35,2.9000000000000057,2.450000000000003,82.31,83.7,81.05,2.6500000000000057,1.5499999999999972,11070,14801,3723,11078,-11078
2018-08-05,81.67999999999999,83.6,80.05,3.549999999999997,-2.3499999999999943,82.346,84.53,81.25,3.280000000000001,-3.280000000000001,80.39399999999999,82.6,79.7,2.8999999999999915,-2.780000000000001,80.97,82.9,80.0,2.9000000000000057,-2.9000000000000057,18793,34534,9117,25417,19701
2018-08-12,80.89,82.15,79.8,2.3500000000000085,1.75,81.544,82.3,80.67,1.6299999999999955,1.480000000000004,80.252,81.25,79.0,2.25,1.2099999999999937,81.05,81.75,80.15,1.5999999999999943,1.5999999999999943,13321,18229,9218,9011,7278
2018-08-19,82.21,83.25,81.35,1.9000000000000057,-0.5500000000000114,82.86,83.55,82.35,1.2000000000000028,-0.9500000000000028,81.526,82.15,80.8,1.3500000000000085,-0.6500000000000057,81.85,82.95,80.8,2.1500000000000057,-1.7000000000000028,9998,12948,8506,4442,-4442
2018-08-26,81.0,81.6,80.55,1.0499999999999972,-1.0499999999999972,81.4575,81.6,81.3,0.29999999999999716,-0.06999999999999318,80.575,80.75,80.25,0.5,-0.20000000000000284,81.0375,81.35,80.85,0.5,0.5,10217,13929,7438,6491,-833
