Date,Kraneshares MSCI China Environment_Open_average,Kraneshares MSCI China Environment_Open_max,Kraneshares MSCI China Environment_Open_min,Kraneshares MSCI China Environment_Open_volatility,Kraneshares MSCI China Environment_Open_change,Kraneshares MSCI China Environment_High_average,Kraneshares MSCI China Environment_High_max,Kraneshares MSCI China Environment_High_min,Kraneshares MSCI China Environment_High_volatility,Kraneshares MSCI China Environment_High_change,Kraneshares MSCI China Environment_Low_average,Kraneshares MSCI China Environment_Low_max,Kraneshares MSCI China Environment_Low_min,Kraneshares MSCI China Environment_Low_volatility,Kraneshares MSCI China Environment_Low_change,Kraneshares MSCI China Environment_Close_average,Kraneshares MSCI China Environment_Close_max,Kraneshares MSCI China Environment_Close_min,Kraneshares MSCI China Environment_Close_volatility,Kraneshares MSCI China Environment_Close_change
2018-08-19,20.06,20.06,20.06,0.0,0.0,20.21,20.21,20.21,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2018-08-26,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0
2018-09-02,18.85,18.85,18.85,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.8,18.8,18.8,0.0,0.0
2018-09-09,18.66,18.66,18.66,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.53,18.53,18.53,0.0,0.0
2018-09-16,19.86,19.86,19.86,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2018-09-23,19.9,19.9,19.9,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.96,19.96,19.96,0.0,0.0
2018-09-30,18.53,18.53,18.53,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.54,18.54,18.54,0.0,0.0
2018-10-07,18.07,18.07,18.07,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.07,18.07,18.07,0.0,0.0
2018-10-14,18.23,18.23,18.23,0.0,0.0,18.26,18.26,18.26,0.0,0.0,18.23,18.23,18.23,0.0,0.0,18.26,18.26,18.26,0.0,0.0
2018-10-21,17.36,17.36,17.36,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.36,17.36,17.36,0.0,0.0
2018-10-28,18.71,18.71,18.71,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.71,18.71,18.71,0.0,0.0
2018-11-04,18.54,18.54,18.54,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.54,18.54,18.54,0.0,0.0
2018-11-11,19.58,19.58,19.58,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.51,19.51,19.51,0.0,0.0
2018-11-18,19.15,19.15,19.15,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2018-11-25,19.65,19.65,19.65,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2018-12-02,18.66,18.66,18.66,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.66,18.66,18.66,0.0,0.0
2018-12-09,18.5,18.5,18.5,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.53,18.53,18.53,0.0,0.0
2018-12-16,17.73,17.73,17.73,0.0,0.0,17.83,17.83,17.83,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.83,17.83,17.83,0.0,0.0
2018-12-23,17.52,17.52,17.52,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.52,17.52,17.52,0.0,0.0
2018-12-30,17.67,17.67,17.67,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.67,17.67,17.67,0.0,0.0
2019-01-06,18.05,18.05,18.05,0.0,0.0,18.05,18.05,18.05,0.0,0.0,18.05,18.05,18.05,0.0,0.0,18.05,18.05,18.05,0.0,0.0
2019-01-13,18.62,18.62,18.62,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.45,18.45,18.45,0.0,0.0
2019-01-20,18.99,18.99,18.99,0.0,0.0,18.99,18.99,18.99,0.0,0.0,18.99,18.99,18.99,0.0,0.0,18.99,18.99,18.99,0.0,0.0
2019-01-27,19.81,19.81,19.81,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.81,19.81,19.81,0.0,0.0
2019-02-03,19.68,19.68,19.68,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.68,19.68,19.68,0.0,0.0
2019-02-10,19.89,19.89,19.89,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.89,19.89,19.89,0.0,0.0
2019-02-17,20.94,20.94,20.94,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.86,20.86,20.86,0.0,0.0
2019-02-24,20.42,20.42,20.42,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2019-03-03,19.95,19.95,19.95,0.0,0.0,20.01,20.01,20.01,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.9,19.9,19.9,0.0,0.0
2019-03-10,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2019-03-17,19.85,19.85,19.85,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.72,19.72,19.72,0.0,0.0
2019-03-24,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2019-03-31,20.66,20.66,20.66,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.66,20.66,20.66,0.0,0.0
2019-04-07,20.24,20.24,20.24,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.31,20.31,20.31,0.0,0.0
2019-04-14,20.24,20.24,20.24,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2019-04-21,19.66,19.66,19.66,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.69,19.69,19.69,0.0,0.0
2019-04-28,19.28,19.28,19.28,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.36,19.36,19.36,0.0,0.0
2019-05-05,18.2,18.2,18.2,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.09,18.09,18.09,0.0,0.0,18.09,18.09,18.09,0.0,0.0
2019-05-12,17.85,17.85,17.85,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.85,17.85,17.85,0.0,0.0
2019-05-19,17.9,17.9,17.9,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2019-05-26,18.38,18.38,18.38,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.53,18.53,18.53,0.0,0.0
2019-06-02,18.59,18.59,18.59,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.59,18.59,18.59,0.0,0.0
2019-06-09,18.25,18.25,18.25,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.25,18.25,18.25,0.0,0.0
2019-06-16,18.56,18.56,18.56,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.71,18.71,18.71,0.0,0.0
2019-06-23,19.04,19.04,19.04,0.0,0.0,19.04,19.04,19.04,0.0,0.0,19.04,19.04,19.04,0.0,0.0,19.04,19.04,19.04,0.0,0.0
2019-06-30,18.86,18.86,18.86,0.0,0.0,18.91,18.91,18.91,0.0,0.0,18.84,18.84,18.84,0.0,0.0,18.91,18.91,18.91,0.0,0.0
2019-07-07,18.77,18.77,18.77,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.77,18.77,18.77,0.0,0.0
2019-07-14,18.7,18.7,18.7,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2019-07-21,18.57,18.57,18.57,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.57,18.57,18.57,0.0,0.0
2019-07-28,17.51,17.51,17.51,0.0,0.0,17.51,17.51,17.51,0.0,0.0,16.96,16.96,16.96,0.0,0.0,16.96,16.96,16.96,0.0,0.0
2019-08-04,17.21,17.21,17.21,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.21,17.21,17.21,0.0,0.0
2019-08-11,17.23,17.23,17.23,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.23,17.23,17.23,0.0,0.0
2019-08-18,17.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0
2019-08-25,17.24,17.24,17.24,0.0,0.0,17.24,17.24,17.24,0.0,0.0,17.24,17.24,17.24,0.0,0.0,17.24,17.24,17.24,0.0,0.0
2019-09-01,18.0,18.0,18.0,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.12,18.12,18.12,0.0,0.0
2019-09-08,18.38,18.38,18.38,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.38,18.38,18.38,0.0,0.0
2019-09-15,18.13,18.13,18.13,0.0,0.0,18.13,18.13,18.13,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0
2019-09-22,17.27,17.27,17.27,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.27,17.27,17.27,0.0,0.0,17.27,17.27,17.27,0.0,0.0
2019-09-29,17.38,17.38,17.38,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.38,17.38,17.38,0.0,0.0
2019-10-06,17.58,17.58,17.58,0.0,0.0,17.58,17.58,17.58,0.0,0.0,17.58,17.58,17.58,0.0,0.0,17.58,17.58,17.58,0.0,0.0
2019-10-13,17.54,17.54,17.54,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.54,17.54,17.54,0.0,0.0
2019-10-20,17.56,17.56,17.56,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.56,17.56,17.56,0.0,0.0
2019-10-27,17.9,17.9,17.9,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.9,17.9,17.9,0.0,0.0
2019-11-03,17.85,17.85,17.85,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.85,17.85,17.85,0.0,0.0
2019-11-10,17.46,17.46,17.46,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.46,17.46,17.46,0.0,0.0
2019-11-17,17.77,17.77,17.77,0.0,0.0,17.77,17.77,17.77,0.0,0.0,17.77,17.77,17.77,0.0,0.0,17.77,17.77,17.77,0.0,0.0
2019-11-24,17.71,17.71,17.71,0.0,0.0,17.71,17.71,17.71,0.0,0.0,17.66,17.66,17.66,0.0,0.0,17.66,17.66,17.66,0.0,0.0
2019-12-01,17.95,17.95,17.95,0.0,0.0,18.05,18.05,18.05,0.0,0.0,17.95,17.95,17.95,0.0,0.0,18.05,18.05,18.05,0.0,0.0
2019-12-08,18.72,18.72,18.72,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.71,18.71,18.71,0.0,0.0
2019-12-15,18.61,18.61,18.61,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2019-12-22,18.28,18.28,18.28,0.0,0.0,18.28,18.28,18.28,0.0,0.0,18.28,18.28,18.28,0.0,0.0,18.28,18.28,18.28,0.0,0.0
2019-12-29,18.87,18.87,18.87,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.7,18.7,18.7,0.0,0.0
