Date,JPMorgan Global Bond Opportunities ETF_Open_average,JPMorgan Global Bond Opportunities ETF_Open_max,JPMorgan Global Bond Opportunities ETF_Open_min,JPMorgan Global Bond Opportunities ETF_Open_volatility,JPMorgan Global Bond Opportunities ETF_Open_change,JPMorgan Global Bond Opportunities ETF_High_average,JPMorgan Global Bond Opportunities ETF_High_max,JPMorgan Global Bond Opportunities ETF_High_min,JPMorgan Global Bond Opportunities ETF_High_volatility,JPMorgan Global Bond Opportunities ETF_High_change,JPMorgan Global Bond Opportunities ETF_Low_average,JPMorgan Global Bond Opportunities ETF_Low_max,JPMorgan Global Bond Opportunities ETF_Low_min,JPMorgan Global Bond Opportunities ETF_Low_volatility,JPMorgan Global Bond Opportunities ETF_Low_change,JPMorgan Global Bond Opportunities ETF_Close_average,JPMorgan Global Bond Opportunities ETF_Close_max,JPMorgan Global Bond Opportunities ETF_Close_min,JPMorgan Global Bond Opportunities ETF_Close_volatility,JPMorgan Global Bond Opportunities ETF_Close_change
2018-04-29,50.19,50.19,50.19,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2018-05-06,50.25,50.25,50.25,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2018-05-13,50.03,50.03,50.03,0.0,0.0,50.09,50.09,50.09,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2018-05-20,50.03,50.03,50.03,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2018-05-27,50.0,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.94,49.94,49.94,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2018-06-03,49.93,49.93,49.93,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.92,49.92,49.92,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2018-06-10,50.13,50.13,50.13,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2018-06-17,49.89,49.89,49.89,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2018-06-24,49.82,49.82,49.82,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2018-07-01,49.88,49.88,49.88,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2018-07-08,50.01,50.01,50.01,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2018-07-15,50.14,50.14,50.14,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2018-07-22,50.31,50.31,50.31,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2018-07-29,50.13,50.13,50.13,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2018-08-05,50.06,50.06,50.06,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2018-08-12,49.97,49.97,49.97,0.0,0.0,50.02,50.02,50.02,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2018-08-19,50.07,50.07,50.07,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2018-08-26,49.9,49.9,49.9,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2018-09-02,49.84,49.84,49.84,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2018-09-09,50.0,50.0,50.0,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2018-09-16,50.14,50.14,50.14,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2018-09-23,50.05,50.05,50.05,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2018-09-30,49.87,49.87,49.87,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2018-10-07,49.83,49.83,49.83,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2018-10-14,49.72,49.72,49.72,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2018-10-21,49.67,49.67,49.67,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2018-10-28,49.52,49.52,49.52,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2018-11-04,49.73,49.73,49.73,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2018-11-11,49.25,49.25,49.25,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2018-11-18,49.21,49.21,49.21,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.14,49.14,49.14,0.0,0.0
2018-11-25,49.06,49.06,49.06,0.0,0.0,49.15,49.15,49.15,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2018-12-02,49.07,49.07,49.07,0.0,0.0,49.08,49.08,49.08,0.0,0.0,48.93,48.93,48.93,0.0,0.0,48.93,48.93,48.93,0.0,0.0
2018-12-09,49.14,49.14,49.14,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2018-12-16,48.87,48.87,48.87,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2018-12-23,47.18,47.18,47.18,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.31,47.31,47.31,0.0,0.0
2018-12-30,47.43,47.43,47.43,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2019-01-06,47.91,47.91,47.91,0.0,0.0,48.07,48.07,48.07,0.0,0.0,47.9,47.9,47.9,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2019-01-13,48.19,48.19,48.19,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2019-01-20,48.44,48.44,48.44,0.0,0.0,48.46,48.46,48.46,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2019-01-27,48.67,48.67,48.67,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2019-02-03,48.73,48.73,48.73,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2019-02-10,48.58,48.58,48.58,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.76,48.76,48.76,0.0,0.0
2019-02-17,48.85,48.85,48.85,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.83,48.83,48.83,0.0,0.0
2019-02-24,48.85,48.85,48.85,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.68,48.68,48.68,0.0,0.0,48.83,48.83,48.83,0.0,0.0
2019-03-03,48.71,48.71,48.71,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.71,48.71,48.71,0.0,0.0
2019-03-10,48.97,48.97,48.97,0.0,0.0,49.13,49.13,49.13,0.0,0.0,48.94,48.94,48.94,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2019-03-17,49.34,49.34,49.34,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2019-03-24,49.2,49.2,49.2,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.1,49.1,49.1,0.0,0.0
2019-03-31,49.39,49.39,49.39,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.31,49.31,49.31,0.0,0.0
2019-04-07,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2019-04-14,49.53,49.53,49.53,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2019-04-21,49.49,49.49,49.49,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2019-04-28,49.48,49.48,49.48,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2019-05-05,49.38,49.38,49.38,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2019-05-12,49.45,49.45,49.45,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.46,49.46,49.46,0.0,0.0
2019-05-19,49.53,49.53,49.53,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.51,49.51,49.51,0.0,0.0
2019-05-26,49.68,49.68,49.68,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2019-06-02,49.98,49.98,49.98,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2019-06-09,50.2,50.2,50.2,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2019-06-16,50.56,50.56,50.56,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2019-06-23,50.67,50.67,50.67,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2019-06-30,50.83,50.83,50.83,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2019-07-07,50.73,50.73,50.73,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2019-07-14,50.84,50.84,50.84,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2019-07-21,50.9,50.9,50.9,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2019-07-28,50.89,50.89,50.89,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.88,50.88,50.88,0.0,0.0
2019-08-04,50.99,50.99,50.99,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.97,50.97,50.97,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2019-08-11,51.21,51.21,51.21,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.2,51.2,51.2,0.0,0.0
2019-08-18,51.3,51.3,51.3,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2019-08-25,51.33,51.33,51.33,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2019-09-01,51.29,51.29,51.29,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2019-09-08,51.05,51.05,51.05,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2019-09-15,51.24,51.24,51.24,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.18,51.18,51.18,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2019-09-22,51.15,51.15,51.15,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2019-09-29,51.34,51.34,51.34,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.33,51.33,51.33,0.0,0.0
2019-10-06,51.19,51.19,51.19,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2019-10-13,51.27,51.27,51.27,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2019-10-20,51.2,51.2,51.2,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.23,51.23,51.23,0.0,0.0
2019-10-27,51.08,51.08,51.08,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2019-11-03,50.88,50.88,50.88,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.82,50.82,50.82,0.0,0.0
2019-11-10,50.86,50.86,50.86,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2019-11-17,50.87,50.87,50.87,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2019-11-24,50.66,50.66,50.66,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2019-12-01,50.78,50.78,50.78,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.73,50.73,50.73,0.0,0.0
2019-12-08,50.97,50.97,50.97,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.94,50.94,50.94,0.0,0.0
2019-12-15,51.08,51.08,51.08,0.0,0.0,51.08,51.08,51.08,0.0,0.0,50.99,50.99,50.99,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2019-12-22,50.08,50.08,50.08,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2019-12-29,50.09,50.09,50.09,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.04,50.04,50.04,0.0,0.0
