Date,First Trust Technology AlphaDEX_Open_average,First Trust Technology AlphaDEX_Open_max,First Trust Technology AlphaDEX_Open_min,First Trust Technology AlphaDEX_Open_volatility,First Trust Technology AlphaDEX_Open_change,First Trust Technology AlphaDEX_High_average,First Trust Technology AlphaDEX_High_max,First Trust Technology AlphaDEX_High_min,First Trust Technology AlphaDEX_High_volatility,First Trust Technology AlphaDEX_High_change,First Trust Technology AlphaDEX_Low_average,First Trust Technology AlphaDEX_Low_max,First Trust Technology AlphaDEX_Low_min,First Trust Technology AlphaDEX_Low_volatility,First Trust Technology AlphaDEX_Low_change,First Trust Technology AlphaDEX_Close_average,First Trust Technology AlphaDEX_Close_max,First Trust Technology AlphaDEX_Close_min,First Trust Technology AlphaDEX_Close_volatility,First Trust Technology AlphaDEX_Close_change
2018-04-01,53.82,53.82,53.82,0.0,0.0,54.75,54.75,54.75,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.68,53.68,53.68,0.0,0.0
2018-04-08,55.58,55.58,55.58,0.0,0.0,55.89,55.89,55.89,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.71,55.71,55.71,0.0,0.0
2018-04-15,55.66,55.66,55.66,0.0,0.0,55.85,55.85,55.85,0.0,0.0,54.93,54.93,54.93,0.0,0.0,55.14,55.14,55.14,0.0,0.0
2018-04-22,54.4,54.4,54.4,0.0,0.0,54.61,54.61,54.61,0.0,0.0,53.87,53.87,53.87,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2018-04-29,55.12,55.12,55.12,0.0,0.0,55.68,55.68,55.68,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.44,55.44,55.44,0.0,0.0
2018-05-06,57.48,57.48,57.48,0.0,0.0,57.82,57.82,57.82,0.0,0.0,56.77,56.77,56.77,0.0,0.0,56.84,56.84,56.84,0.0,0.0
2018-05-13,57.12,57.12,57.12,0.0,0.0,57.3,57.3,57.3,0.0,0.0,56.56,56.56,56.56,0.0,0.0,56.81,56.81,56.81,0.0,0.0
2018-05-20,57.22,57.22,57.22,0.0,0.0,57.47,57.47,57.47,0.0,0.0,57.14,57.14,57.14,0.0,0.0,57.19,57.19,57.19,0.0,0.0
2018-05-27,58.15,58.15,58.15,0.0,0.0,58.51,58.51,58.51,0.0,0.0,57.8,57.8,57.8,0.0,0.0,58.5,58.5,58.5,0.0,0.0
2018-06-03,58.59,58.59,58.59,0.0,0.0,58.76,58.76,58.76,0.0,0.0,58.39,58.39,58.39,0.0,0.0,58.51,58.51,58.51,0.0,0.0
2018-06-10,59.05,59.05,59.05,0.0,0.0,59.57,59.57,59.57,0.0,0.0,58.73,58.73,58.73,0.0,0.0,59.52,59.52,59.52,0.0,0.0
2018-06-17,57.37,57.37,57.37,0.0,0.0,57.38,57.38,57.38,0.0,0.0,55.77,55.77,55.77,0.0,0.0,56.32,56.32,56.32,0.0,0.0
2018-06-24,55.68,55.68,55.68,0.0,0.0,56.89,56.89,56.89,0.0,0.0,55.54,55.54,55.54,0.0,0.0,56.87,56.87,56.87,0.0,0.0
2018-07-01,58.26,58.26,58.26,0.0,0.0,58.35,58.35,58.35,0.0,0.0,57.66,57.66,57.66,0.0,0.0,58.24,58.24,58.24,0.0,0.0
2018-07-08,59.18,59.18,59.18,0.0,0.0,59.29,59.29,59.29,0.0,0.0,58.87,58.87,58.87,0.0,0.0,58.97,58.97,58.97,0.0,0.0
2018-07-15,59.21,59.21,59.21,0.0,0.0,59.46,59.46,59.46,0.0,0.0,58.68,58.68,58.68,0.0,0.0,59.41,59.41,59.41,0.0,0.0
2018-07-22,58.25,58.25,58.25,0.0,0.0,58.25,58.25,58.25,0.0,0.0,56.05,56.05,56.05,0.0,0.0,56.54,56.54,56.54,0.0,0.0
2018-07-29,57.89,57.89,57.89,0.0,0.0,58.74,58.74,58.74,0.0,0.0,57.83,57.83,57.83,0.0,0.0,58.73,58.73,58.73,0.0,0.0
2018-08-05,59.57,59.57,59.57,0.0,0.0,59.96,59.96,59.96,0.0,0.0,59.11,59.11,59.11,0.0,0.0,59.14,59.14,59.14,0.0,0.0
2018-08-12,59.3,59.3,59.3,0.0,0.0,59.49,59.49,59.49,0.0,0.0,58.83,58.83,58.83,0.0,0.0,59.33,59.33,59.33,0.0,0.0
2018-08-19,62.46,62.46,62.46,0.0,0.0,62.67,62.67,62.67,0.0,0.0,62.14,62.14,62.14,0.0,0.0,62.4,62.4,62.4,0.0,0.0
2018-08-26,62.9,62.9,62.9,0.0,0.0,63.2,63.2,63.2,0.0,0.0,62.9,62.9,62.9,0.0,0.0,63.17,63.17,63.17,0.0,0.0
2018-09-02,62.83,62.83,62.83,0.0,0.0,63.16,63.16,63.16,0.0,0.0,62.34,62.34,62.34,0.0,0.0,63.15,63.15,63.15,0.0,0.0
2018-09-09,64.42,64.42,64.42,0.0,0.0,64.42,64.42,64.42,0.0,0.0,62.93,62.93,62.93,0.0,0.0,63.0,63.0,63.0,0.0,0.0
2018-09-16,62.56,62.56,62.56,0.0,0.0,63.25,63.25,63.25,0.0,0.0,62.19,62.19,62.19,0.0,0.0,63.19,63.19,63.19,0.0,0.0
2018-09-23,63.85,63.85,63.85,0.0,0.0,64.04,64.04,64.04,0.0,0.0,62.91,62.91,62.91,0.0,0.0,63.07,63.07,63.07,0.0,0.0
2018-09-30,60.06,60.06,60.06,0.0,0.0,60.07,60.07,60.07,0.0,0.0,58.26,58.26,58.26,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2018-10-07,57.06,57.06,57.06,0.0,0.0,57.34,57.34,57.34,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.74,56.74,56.74,0.0,0.0
2018-10-14,56.3,56.3,56.3,0.0,0.0,56.89,56.89,56.89,0.0,0.0,55.86,55.86,55.86,0.0,0.0,56.65,56.65,56.65,0.0,0.0
2018-10-21,54.14,54.14,54.14,0.0,0.0,54.51,54.51,54.51,0.0,0.0,51.4,51.4,51.4,0.0,0.0,52.34,52.34,52.34,0.0,0.0
2018-10-28,56.11,56.11,56.11,0.0,0.0,56.11,56.11,56.11,0.0,0.0,54.86,54.86,54.86,0.0,0.0,55.5,55.5,55.5,0.0,0.0
2018-11-04,56.0,56.0,56.0,0.0,0.0,56.0,56.0,56.0,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.36,54.36,54.36,0.0,0.0
2018-11-11,55.33,55.33,55.33,0.0,0.0,55.33,55.33,55.33,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2018-11-18,53.89,53.89,53.89,0.0,0.0,54.4,54.4,54.4,0.0,0.0,53.53,53.53,53.53,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2018-11-25,57.99,57.99,57.99,0.0,0.0,58.0,58.0,58.0,0.0,0.0,57.15,57.15,57.15,0.0,0.0,57.76,57.76,57.76,0.0,0.0
2018-12-02,54.16,54.16,54.16,0.0,0.0,55.25,55.25,55.25,0.0,0.0,53.92,53.92,53.92,0.0,0.0,54.94,54.94,54.94,0.0,0.0
2018-12-09,54.16,54.16,54.16,0.0,0.0,54.16,54.16,54.16,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2018-12-16,48.89,48.89,48.89,0.0,0.0,49.26,49.26,49.26,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.1,48.1,48.1,0.0,0.0
2018-12-23,52.35,52.35,52.35,0.0,0.0,52.65,52.65,52.65,0.0,0.0,51.93,51.93,51.93,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2018-12-30,52.42,52.42,52.42,0.0,0.0,53.88,53.88,53.88,0.0,0.0,52.42,52.42,52.42,0.0,0.0,53.44,53.44,53.44,0.0,0.0
2019-01-06,54.41,54.41,54.41,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.05,54.05,54.05,0.0,0.0,54.22,54.22,54.22,0.0,0.0
2019-01-13,55.84,55.84,55.84,0.0,0.0,56.74,56.74,56.74,0.0,0.0,55.78,55.78,55.78,0.0,0.0,56.52,56.52,56.52,0.0,0.0
2019-01-20,57.2,57.2,57.2,0.0,0.0,57.78,57.78,57.78,0.0,0.0,56.98,56.98,56.98,0.0,0.0,57.63,57.63,57.63,0.0,0.0
2019-01-27,59.93,59.93,59.93,0.0,0.0,60.62,60.62,60.62,0.0,0.0,59.82,59.82,59.82,0.0,0.0,60.59,60.59,60.59,0.0,0.0
2019-02-03,61.66,61.66,61.66,0.0,0.0,61.98,61.98,61.98,0.0,0.0,61.34,61.34,61.34,0.0,0.0,61.67,61.67,61.67,0.0,0.0
2019-02-10,63.23,63.23,63.23,0.0,0.0,63.23,63.23,63.23,0.0,0.0,62.74,62.74,62.74,0.0,0.0,63.13,63.13,63.13,0.0,0.0
2019-02-17,64.58,64.58,64.58,0.0,0.0,64.85,64.85,64.85,0.0,0.0,64.22,64.22,64.22,0.0,0.0,64.29,64.29,64.29,0.0,0.0
2019-02-24,64.21,64.21,64.21,0.0,0.0,64.21,64.21,64.21,0.0,0.0,62.01,62.01,62.01,0.0,0.0,62.87,62.87,62.87,0.0,0.0
2019-03-03,61.66,61.66,61.66,0.0,0.0,62.86,62.86,62.86,0.0,0.0,61.66,61.66,61.66,0.0,0.0,62.74,62.74,62.74,0.0,0.0
2019-03-10,63.94,63.94,63.94,0.0,0.0,64.3,64.3,64.3,0.0,0.0,63.42,63.42,63.42,0.0,0.0,63.9,63.9,63.9,0.0,0.0
2019-03-17,63.31,63.31,63.31,0.0,0.0,63.58,63.58,63.58,0.0,0.0,62.72,62.72,62.72,0.0,0.0,63.24,63.24,63.24,0.0,0.0
2019-03-24,64.69,64.69,64.69,0.0,0.0,65.1,65.1,65.1,0.0,0.0,64.26,64.26,64.26,0.0,0.0,65.06,65.06,65.06,0.0,0.0
2019-03-31,65.39,65.39,65.39,0.0,0.0,65.74,65.74,65.74,0.0,0.0,64.77,64.77,64.77,0.0,0.0,65.73,65.73,65.73,0.0,0.0
2019-04-07,66.92,66.92,66.92,0.0,0.0,67.22,67.22,67.22,0.0,0.0,66.5,66.5,66.5,0.0,0.0,66.96,66.96,66.96,0.0,0.0
2019-04-14,66.3,66.3,66.3,0.0,0.0,66.94,66.94,66.94,0.0,0.0,66.22,66.22,66.22,0.0,0.0,66.89,66.89,66.89,0.0,0.0
2019-04-21,68.06,68.06,68.06,0.0,0.0,68.42,68.42,68.42,0.0,0.0,67.91,67.91,67.91,0.0,0.0,68.0,68.0,68.0,0.0,0.0
2019-04-28,66.34,66.34,66.34,0.0,0.0,67.68,67.68,67.68,0.0,0.0,66.01,66.01,66.01,0.0,0.0,67.61,67.61,67.61,0.0,0.0
2019-05-05,64.18,64.18,64.18,0.0,0.0,64.47,64.47,64.47,0.0,0.0,62.81,62.81,62.81,0.0,0.0,63.01,63.01,63.01,0.0,0.0
2019-05-12,63.88,63.88,63.88,0.0,0.0,64.1,64.1,64.1,0.0,0.0,63.17,63.17,63.17,0.0,0.0,63.44,63.44,63.44,0.0,0.0
2019-05-19,63.12,63.12,63.12,0.0,0.0,63.48,63.48,63.48,0.0,0.0,62.93,62.93,62.93,0.0,0.0,63.05,63.05,63.05,0.0,0.0
2019-05-26,62.02,62.02,62.02,0.0,0.0,62.18,62.18,62.18,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.45,60.45,60.45,0.0,0.0
2019-06-02,65.43,65.43,65.43,0.0,0.0,66.45,66.45,66.45,0.0,0.0,65.43,65.43,65.43,0.0,0.0,65.66,65.66,65.66,0.0,0.0
2019-06-09,64.31,64.31,64.31,0.0,0.0,64.71,64.71,64.71,0.0,0.0,64.27,64.27,64.27,0.0,0.0,64.28,64.28,64.28,0.0,0.0
2019-06-16,66.43,66.43,66.43,0.0,0.0,66.43,66.43,66.43,0.0,0.0,65.9,65.9,65.9,0.0,0.0,65.96,65.96,65.96,0.0,0.0
2019-06-23,68.06,68.06,68.06,0.0,0.0,68.36,68.36,68.36,0.0,0.0,67.39,67.39,67.39,0.0,0.0,67.63,67.63,67.63,0.0,0.0
2019-06-30,67.77,67.77,67.77,0.0,0.0,67.94,67.94,67.94,0.0,0.0,67.47,67.47,67.47,0.0,0.0,67.67,67.67,67.67,0.0,0.0
2019-07-07,69.33,69.33,69.33,0.0,0.0,69.51,69.51,69.51,0.0,0.0,69.08,69.08,69.08,0.0,0.0,69.48,69.48,69.48,0.0,0.0
2019-07-14,69.15,69.15,69.15,0.0,0.0,69.72,69.72,69.72,0.0,0.0,69.15,69.15,69.15,0.0,0.0,69.46,69.46,69.46,0.0,0.0
2019-07-21,71.36,71.36,71.36,0.0,0.0,71.36,71.36,71.36,0.0,0.0,69.66,69.66,69.66,0.0,0.0,70.57,70.57,70.57,0.0,0.0
2019-07-28,65.88,65.88,65.88,0.0,0.0,66.05,66.05,66.05,0.0,0.0,64.05,64.05,64.05,0.0,0.0,64.66,64.66,64.66,0.0,0.0
2019-08-04,66.81,66.81,66.81,0.0,0.0,66.85,66.85,66.85,0.0,0.0,65.82,65.82,65.82,0.0,0.0,66.2,66.2,66.2,0.0,0.0
2019-08-11,67.05,67.05,67.05,0.0,0.0,67.14,67.14,67.14,0.0,0.0,66.34,66.34,66.34,0.0,0.0,66.52,66.52,66.52,0.0,0.0
2019-08-18,66.39,66.39,66.39,0.0,0.0,66.4,66.4,66.4,0.0,0.0,65.56,65.56,65.56,0.0,0.0,66.13,66.13,66.13,0.0,0.0
2019-08-25,67.33,67.33,67.33,0.0,0.0,67.33,67.33,67.33,0.0,0.0,66.23,66.23,66.23,0.0,0.0,66.7,66.7,66.7,0.0,0.0
2019-09-01,68.18,68.18,68.18,0.0,0.0,68.18,68.18,68.18,0.0,0.0,66.25,66.25,66.25,0.0,0.0,66.77,66.77,66.77,0.0,0.0
2019-09-08,65.78,65.78,65.78,0.0,0.0,66.76,66.76,66.76,0.0,0.0,65.78,65.78,65.78,0.0,0.0,66.58,66.58,66.58,0.0,0.0
2019-09-15,66.45,66.45,66.45,0.0,0.0,67.02,67.02,67.02,0.0,0.0,66.39,66.39,66.39,0.0,0.0,66.77,66.77,66.77,0.0,0.0
2019-09-22,64.69,64.69,64.69,0.0,0.0,65.29,65.29,65.29,0.0,0.0,64.42,64.42,64.42,0.0,0.0,65.15,65.15,65.15,0.0,0.0
2019-09-29,65.79,65.79,65.79,0.0,0.0,66.4,66.4,66.4,0.0,0.0,65.79,65.79,65.79,0.0,0.0,65.93,65.93,65.93,0.0,0.0
2019-10-06,66.48,66.48,66.48,0.0,0.0,66.56,66.56,66.56,0.0,0.0,66.21,66.21,66.21,0.0,0.0,66.46,66.46,66.46,0.0,0.0
2019-10-13,65.66,65.66,65.66,0.0,0.0,66.09,66.09,66.09,0.0,0.0,65.51,65.51,65.51,0.0,0.0,65.91,65.91,65.91,0.0,0.0
2019-10-20,66.55,66.55,66.55,0.0,0.0,66.97,66.97,66.97,0.0,0.0,66.55,66.55,66.55,0.0,0.0,66.86,66.86,66.86,0.0,0.0
2019-10-27,67.94,67.94,67.94,0.0,0.0,68.11,68.11,68.11,0.0,0.0,67.65,67.65,67.65,0.0,0.0,67.72,67.72,67.72,0.0,0.0
2019-11-03,67.96,67.96,67.96,0.0,0.0,68.48,68.48,68.48,0.0,0.0,67.91,67.91,67.91,0.0,0.0,68.33,68.33,68.33,0.0,0.0
2019-11-10,70.07,70.07,70.07,0.0,0.0,70.31,70.31,70.31,0.0,0.0,69.82,69.82,69.82,0.0,0.0,70.05,70.05,70.05,0.0,0.0
2019-11-17,69.92,69.92,69.92,0.0,0.0,70.64,70.64,70.64,0.0,0.0,69.92,69.92,69.92,0.0,0.0,70.62,70.62,70.62,0.0,0.0
2019-11-24,70.68,70.68,70.68,0.0,0.0,70.68,70.68,70.68,0.0,0.0,69.11,69.11,69.11,0.0,0.0,69.42,69.42,69.42,0.0,0.0
2019-12-01,69.98,69.98,69.98,0.0,0.0,70.04,70.04,70.04,0.0,0.0,69.53,69.53,69.53,0.0,0.0,69.53,69.53,69.53,0.0,0.0
2019-12-08,71.35,71.35,71.35,0.0,0.0,71.93,71.93,71.93,0.0,0.0,71.33,71.33,71.33,0.0,0.0,71.5,71.5,71.5,0.0,0.0
2019-12-15,73.0,73.0,73.0,0.0,0.0,73.09,73.09,73.09,0.0,0.0,72.7,72.7,72.7,0.0,0.0,72.81,72.81,72.81,0.0,0.0
2019-12-22,72.88,72.88,72.88,0.0,0.0,72.88,72.88,72.88,0.0,0.0,71.84,71.84,71.84,0.0,0.0,72.39,72.39,72.39,0.0,0.0
2019-12-29,72.8,72.8,72.8,0.0,0.0,73.38,73.38,73.38,0.0,0.0,72.56,72.56,72.56,0.0,0.0,73.17,73.17,73.17,0.0,0.0
