Date,Guggenheim S&P 500 Equal Weight Real Estate_Open_average,Guggenheim S&P 500 Equal Weight Real Estate_Open_max,Guggenheim S&P 500 Equal Weight Real Estate_Open_min,Guggenheim S&P 500 Equal Weight Real Estate_Open_volatility,Guggenheim S&P 500 Equal Weight Real Estate_Open_change,Guggenheim S&P 500 Equal Weight Real Estate_High_average,Guggenheim S&P 500 Equal Weight Real Estate_High_max,Guggenheim S&P 500 Equal Weight Real Estate_High_min,Guggenheim S&P 500 Equal Weight Real Estate_High_volatility,Guggenheim S&P 500 Equal Weight Real Estate_High_change,Guggenheim S&P 500 Equal Weight Real Estate_Low_average,Guggenheim S&P 500 Equal Weight Real Estate_Low_max,Guggenheim S&P 500 Equal Weight Real Estate_Low_min,Guggenheim S&P 500 Equal Weight Real Estate_Low_volatility,Guggenheim S&P 500 Equal Weight Real Estate_Low_change,Guggenheim S&P 500 Equal Weight Real Estate_Close_average,Guggenheim S&P 500 Equal Weight Real Estate_Close_max,Guggenheim S&P 500 Equal Weight Real Estate_Close_min,Guggenheim S&P 500 Equal Weight Real Estate_Close_volatility,Guggenheim S&P 500 Equal Weight Real Estate_Close_change
2018-03-25,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2018-04-01,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2018-04-08,25.79,25.79,25.79,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2018-04-15,25.24,25.24,25.24,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-04-22,25.98,25.98,25.98,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2018-04-29,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2018-05-06,26.36,26.36,26.36,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2018-05-13,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2018-05-20,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2018-05-27,26.57,26.57,26.57,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2018-06-03,27.12,27.12,27.12,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.06,27.06,27.06,0.0,0.0
2018-06-10,26.62,26.62,26.62,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2018-06-17,27.24,27.24,27.24,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2018-06-24,27.37,27.37,27.37,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2018-07-01,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2018-07-08,27.62,27.62,27.62,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2018-07-15,27.3,27.3,27.3,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2018-07-22,27.11,27.11,27.11,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2018-07-29,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2018-08-05,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2018-08-12,28.67,28.67,28.67,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.69,28.69,28.69,0.0,0.0
2018-08-19,28.16,28.16,28.16,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.17,28.17,28.17,0.0,0.0
2018-08-26,28.48,28.48,28.48,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2018-09-02,28.3,28.3,28.3,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2018-09-09,28.28,28.28,28.28,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2018-09-16,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2018-09-23,27.35,27.35,27.35,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2018-09-30,27.1,27.1,27.1,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2018-10-07,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2018-10-14,26.58,26.58,26.58,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2018-10-21,26.38,26.38,26.38,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2018-10-28,26.94,26.94,26.94,0.0,0.0,27.1,27.1,27.1,0.0,0.0,26.94,26.94,26.94,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2018-11-04,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2018-11-11,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2018-11-18,27.72,27.72,27.72,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2018-11-25,28.33,28.33,28.33,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2018-12-02,28.16,28.16,28.16,0.0,0.0,28.26,28.26,28.26,0.0,0.0,27.85,27.85,27.85,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2018-12-09,27.76,27.76,27.76,0.0,0.0,27.76,27.76,27.76,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2018-12-16,25.61,25.61,25.61,0.0,0.0,25.61,25.61,25.61,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2018-12-23,26.01,26.01,26.01,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2018-12-30,25.89,25.89,25.89,0.0,0.0,26.13,26.13,26.13,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2019-01-06,26.67,26.67,26.67,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2019-01-13,27.42,27.42,27.42,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2019-01-20,27.77,27.77,27.77,0.0,0.0,28.16,28.16,28.16,0.0,0.0,27.77,27.77,27.77,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2019-01-27,28.66,28.66,28.66,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2019-02-03,29.13,29.13,29.13,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2019-02-10,29.21,29.21,29.21,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.27,29.27,29.27,0.0,0.0
2019-02-17,29.32,29.32,29.32,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2019-02-24,29.22,29.22,29.22,0.0,0.0,29.22,29.22,29.22,0.0,0.0,28.84,28.84,28.84,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2019-03-03,29.25,29.25,29.25,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2019-03-10,29.48,29.48,29.48,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2019-03-17,29.75,29.75,29.75,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2019-03-24,30.06,30.06,30.06,0.0,0.0,30.06,30.06,30.06,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.98,29.98,29.98,0.0,0.0
2019-03-31,30.12,30.12,30.12,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2019-04-07,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2019-04-14,28.87,28.87,28.87,0.0,0.0,29.02,29.02,29.02,0.0,0.0,28.8,28.8,28.8,0.0,0.0,29.02,29.02,29.02,0.0,0.0
2019-04-21,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.43,29.43,29.43,0.0,0.0
2019-04-28,29.74,29.74,29.74,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.83,29.83,29.83,0.0,0.0
2019-05-05,29.55,29.55,29.55,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2019-05-12,29.89,29.89,29.89,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.64,29.64,29.64,0.0,0.0
2019-05-19,30.22,30.22,30.22,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2019-05-26,29.77,29.77,29.77,0.0,0.0,30.75,30.75,30.75,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2019-06-02,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2019-06-09,30.83,30.83,30.83,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.83,30.83,30.83,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2019-06-16,30.58,30.58,30.58,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2019-06-23,29.86,29.86,29.86,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2019-06-30,30.57,30.57,30.57,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2019-07-07,30.65,30.65,30.65,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2019-07-14,29.99,29.99,29.99,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2019-07-21,30.22,30.22,30.22,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2019-07-28,30.47,30.47,30.47,0.0,0.0,30.47,30.47,30.47,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2019-08-04,30.84,30.84,30.84,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-08-11,31.17,31.17,31.17,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2019-08-18,30.84,30.84,30.84,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2019-08-25,31.37,31.37,31.37,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2019-09-01,31.99,31.99,31.99,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2019-09-08,31.41,31.41,31.41,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2019-09-15,31.53,31.53,31.53,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.61,31.61,31.61,0.0,0.0
2019-09-22,31.85,31.85,31.85,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2019-09-29,31.69,31.69,31.69,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2019-10-06,31.65,31.65,31.65,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2019-10-13,32.12,32.12,32.12,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2019-10-20,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2019-10-27,32.08,32.08,32.08,0.0,0.0,32.08,32.08,32.08,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2019-11-03,31.09,31.09,31.09,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2019-11-10,31.55,31.55,31.55,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2019-11-17,31.13,31.13,31.13,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2019-11-24,31.44,31.44,31.44,0.0,0.0,31.44,31.44,31.44,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2019-12-01,31.52,31.52,31.52,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2019-12-08,30.7,30.7,30.7,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2019-12-15,30.98,30.98,30.98,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2019-12-22,31.08,31.08,31.08,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2019-12-29,30.79,30.79,30.79,0.0,0.0,31.17,31.17,31.17,0.0,0.0,30.79,30.79,30.79,0.0,0.0,31.14,31.14,31.14,0.0,0.0
