Date,Direxion Daily Total Bond Market Bear 1X Shares_Open_average,Direxion Daily Total Bond Market Bear 1X Shares_Open_max,Direxion Daily Total Bond Market Bear 1X Shares_Open_min,Direxion Daily Total Bond Market Bear 1X Shares_Open_volatility,Direxion Daily Total Bond Market Bear 1X Shares_Open_change,Direxion Daily Total Bond Market Bear 1X Shares_High_average,Direxion Daily Total Bond Market Bear 1X Shares_High_max,Direxion Daily Total Bond Market Bear 1X Shares_High_min,Direxion Daily Total Bond Market Bear 1X Shares_High_volatility,Direxion Daily Total Bond Market Bear 1X Shares_High_change,Direxion Daily Total Bond Market Bear 1X Shares_Low_average,Direxion Daily Total Bond Market Bear 1X Shares_Low_max,Direxion Daily Total Bond Market Bear 1X Shares_Low_min,Direxion Daily Total Bond Market Bear 1X Shares_Low_volatility,Direxion Daily Total Bond Market Bear 1X Shares_Low_change,Direxion Daily Total Bond Market Bear 1X Shares_Close_average,Direxion Daily Total Bond Market Bear 1X Shares_Close_max,Direxion Daily Total Bond Market Bear 1X Shares_Close_min,Direxion Daily Total Bond Market Bear 1X Shares_Close_volatility,Direxion Daily Total Bond Market Bear 1X Shares_Close_change
2018-04-08,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2018-04-15,31.83,31.83,31.83,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2018-04-22,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2018-04-29,32.01,32.01,32.01,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2018-05-06,32.01,32.01,32.01,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2018-05-13,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2018-05-20,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2018-05-27,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2018-06-03,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2018-06-10,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2018-06-17,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2018-06-24,31.89,31.89,31.89,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2018-07-01,31.83,31.83,31.83,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.79,31.79,31.79,0.0,0.0
2018-07-08,31.8,31.8,31.8,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2018-07-15,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2018-07-22,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2018-07-29,31.91,31.91,31.91,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2018-08-05,31.91,31.91,31.91,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.79,31.79,31.79,0.0,0.0
2018-08-12,31.87,31.87,31.87,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.81,31.81,31.81,0.0,0.0
2018-08-19,31.77,31.77,31.77,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2018-08-26,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2018-09-02,31.89,31.89,31.89,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2018-09-09,31.8,31.8,31.8,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2018-09-16,32.14,32.14,32.14,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2018-09-23,32.04,32.04,32.04,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2018-09-30,32.37,32.37,32.37,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2018-10-07,32.16,32.16,32.16,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2018-10-14,32.3,32.3,32.3,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2018-10-21,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2018-10-28,32.28,32.28,32.28,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2018-11-04,32.35,32.35,32.35,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2018-11-11,32.34,32.34,32.34,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2018-11-18,32.28,32.28,32.28,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2018-11-25,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2018-12-02,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2018-12-09,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2018-12-16,31.81,31.81,31.81,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2018-12-23,31.6,31.6,31.6,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2018-12-30,31.55,31.55,31.55,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2019-01-06,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2019-01-13,31.64,31.64,31.64,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.64,31.64,31.64,0.0,0.0
2019-01-20,31.64,31.64,31.64,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.64,31.64,31.64,0.0,0.0
2019-01-27,31.47,31.47,31.47,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2019-02-03,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2019-02-10,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2019-02-17,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2019-02-24,31.69,31.69,31.69,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2019-03-03,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2019-03-10,31.35,31.35,31.35,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2019-03-17,30.95,30.95,30.95,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2019-03-24,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2019-03-31,31.02,31.02,31.02,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2019-04-07,31.02,31.02,31.02,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2019-04-14,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2019-04-21,30.99,30.99,30.99,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2019-04-28,30.95,30.95,30.95,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2019-05-05,30.86,30.86,30.86,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2019-05-12,30.89,30.89,30.89,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2019-05-19,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2019-05-26,30.43,30.43,30.43,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2019-06-02,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2019-06-09,30.41,30.41,30.41,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2019-06-16,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2019-06-23,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2019-06-30,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2019-07-07,30.17,30.17,30.17,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.21,30.21,30.21,0.0,0.0
2019-07-14,30.19,30.19,30.19,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2019-07-21,30.22,30.22,30.22,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2019-07-28,29.96,29.96,29.96,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.64,29.64,29.64,0.0,0.0
2019-08-04,29.66,29.66,29.66,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2019-08-11,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2019-08-18,29.47,29.47,29.47,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2019-08-25,29.44,29.44,29.44,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.44,29.44,29.44,0.0,0.0
2019-09-01,29.58,29.58,29.58,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.64,29.64,29.64,0.0,0.0
2019-09-08,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2019-09-15,29.71,29.71,29.71,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.71,29.71,29.71,0.0,0.0
2019-09-22,29.54,29.54,29.54,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2019-09-29,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2019-10-06,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2019-10-13,29.69,29.69,29.69,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2019-10-20,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2019-10-27,29.59,29.59,29.59,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2019-11-03,29.59,29.59,29.59,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.79,29.79,29.79,0.0,0.0
2019-11-10,29.61,29.61,29.61,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.71,29.71,29.71,0.0,0.0
2019-11-17,29.63,29.63,29.63,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.63,29.63,29.63,0.0,0.0
2019-11-24,29.81,29.81,29.81,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.71,29.71,29.71,0.0,0.0
2019-12-01,29.6,29.6,29.6,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.64,29.64,29.64,0.0,0.0
2019-12-08,29.66,29.66,29.66,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2019-12-15,29.62,29.62,29.62,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2019-12-22,29.7,29.7,29.7,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2019-12-29,29.45,29.45,29.45,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.45,29.45,29.45,0.0,0.0
