Date,USAA MSCI USA Small Cap Value Momentum Blend_Open_average,USAA MSCI USA Small Cap Value Momentum Blend_Open_max,USAA MSCI USA Small Cap Value Momentum Blend_Open_min,USAA MSCI USA Small Cap Value Momentum Blend_Open_volatility,USAA MSCI USA Small Cap Value Momentum Blend_Open_change,USAA MSCI USA Small Cap Value Momentum Blend_High_average,USAA MSCI USA Small Cap Value Momentum Blend_High_max,USAA MSCI USA Small Cap Value Momentum Blend_High_min,USAA MSCI USA Small Cap Value Momentum Blend_High_volatility,USAA MSCI USA Small Cap Value Momentum Blend_High_change,USAA MSCI USA Small Cap Value Momentum Blend_Low_average,USAA MSCI USA Small Cap Value Momentum Blend_Low_max,USAA MSCI USA Small Cap Value Momentum Blend_Low_min,USAA MSCI USA Small Cap Value Momentum Blend_Low_volatility,USAA MSCI USA Small Cap Value Momentum Blend_Low_change,USAA MSCI USA Small Cap Value Momentum Blend_Close_average,USAA MSCI USA Small Cap Value Momentum Blend_Close_max,USAA MSCI USA Small Cap Value Momentum Blend_Close_min,USAA MSCI USA Small Cap Value Momentum Blend_Close_volatility,USAA MSCI USA Small Cap Value Momentum Blend_Close_change
2019-04-21,52.45,52.45,52.45,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.39,52.39,52.39,0.0,0.0
2019-04-28,51.87,51.87,51.87,0.0,0.0,52.87,52.87,52.87,0.0,0.0,51.87,51.87,51.87,0.0,0.0,52.81,52.81,52.81,0.0,0.0
2019-05-05,50.67,50.67,50.67,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2019-05-12,50.17,50.17,50.17,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2019-05-19,49.7,49.7,49.7,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2019-05-26,48.34,48.34,48.34,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2019-06-02,49.82,49.82,49.82,0.0,0.0,50.21,50.21,50.21,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2019-06-09,49.96,49.96,49.96,0.0,0.0,50.24,50.24,50.24,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2019-06-16,50.66,50.66,50.66,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2019-06-23,51.55,51.55,51.55,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2019-06-30,51.66,51.66,51.66,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.38,51.38,51.38,0.0,0.0
2019-07-07,51.79,51.79,51.79,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2019-07-14,51.15,51.15,51.15,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2019-07-21,52.01,52.01,52.01,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.83,51.83,51.83,0.0,0.0
2019-07-28,50.03,50.03,50.03,0.0,0.0,50.03,50.03,50.03,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.43,49.43,49.43,0.0,0.0
2019-08-04,49.86,49.86,49.86,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2019-08-11,50.03,50.03,50.03,0.0,0.0,50.1,50.1,50.1,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2019-08-18,49.11,49.11,49.11,0.0,0.0,49.13,49.13,49.13,0.0,0.0,48.85,48.85,48.85,0.0,0.0,49.13,49.13,49.13,0.0,0.0
2019-08-25,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2019-09-01,49.75,49.75,49.75,0.0,0.0,50.09,50.09,50.09,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2019-09-08,51.26,51.26,51.26,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2019-09-15,50.55,50.55,50.55,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2019-09-22,50.25,50.25,50.25,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2019-09-29,49.58,49.58,49.58,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2019-10-06,49.87,49.87,49.87,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2019-10-13,51.24,51.24,51.24,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2019-10-20,51.89,51.89,51.89,0.0,0.0,51.98,51.98,51.98,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2019-10-27,52.33,52.33,52.33,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.35,52.35,52.35,0.0,0.0
2019-11-03,51.84,51.84,51.84,0.0,0.0,52.21,52.21,52.21,0.0,0.0,51.84,51.84,51.84,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2019-11-10,52.43,52.43,52.43,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.5,52.5,52.5,0.0,0.0
2019-11-17,52.86,52.86,52.86,0.0,0.0,53.26,53.26,53.26,0.0,0.0,52.83,52.83,52.83,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2019-11-24,53.32,53.32,53.32,0.0,0.0,53.32,53.32,53.32,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2019-12-01,53.48,53.48,53.48,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.45,53.45,53.45,0.0,0.0
2019-12-08,53.77,53.77,53.77,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2019-12-15,54.57,54.57,54.57,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.21,54.21,54.21,0.0,0.0,54.27,54.27,54.27,0.0,0.0
2019-12-22,54.08,54.08,54.08,0.0,0.0,54.21,54.21,54.21,0.0,0.0,54.02,54.02,54.02,0.0,0.0,54.02,54.02,54.02,0.0,0.0
2019-12-29,53.68,53.68,53.68,0.0,0.0,54.0,54.0,54.0,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.98,53.98,53.98,0.0,0.0
