Date,Franklin FTSE Germany_Open_average,Franklin FTSE Germany_Open_max,Franklin FTSE Germany_Open_min,Franklin FTSE Germany_Open_volatility,Franklin FTSE Germany_Open_change,Franklin FTSE Germany_High_average,Franklin FTSE Germany_High_max,Franklin FTSE Germany_High_min,Franklin FTSE Germany_High_volatility,Franklin FTSE Germany_High_change,Franklin FTSE Germany_Low_average,Franklin FTSE Germany_Low_max,Franklin FTSE Germany_Low_min,Franklin FTSE Germany_Low_volatility,Franklin FTSE Germany_Low_change,Franklin FTSE Germany_Close_average,Franklin FTSE Germany_Close_max,Franklin FTSE Germany_Close_min,Franklin FTSE Germany_Close_volatility,Franklin FTSE Germany_Close_change
2018-01-14,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2018-01-21,27.05,27.05,27.05,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2018-01-28,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2018-02-04,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2018-02-11,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2018-02-18,25.44,25.44,25.44,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2018-02-25,24.41,24.41,24.41,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2018-03-04,25.16,25.16,25.16,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2018-03-11,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2018-03-18,24.21,24.21,24.21,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2018-03-25,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2018-04-01,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2018-04-08,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2018-04-15,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2018-04-22,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2018-04-29,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2018-05-06,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2018-05-13,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2018-05-20,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2018-05-27,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2018-06-03,24.96,24.96,24.96,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2018-06-10,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2018-06-17,23.66,23.66,23.66,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.72,23.72,23.72,0.0,0.0
2018-06-24,23.76,23.76,23.76,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2018-07-01,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2018-07-08,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0
2018-07-15,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.69,23.69,23.69,0.0,0.0
2018-07-22,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2018-07-29,23.36,23.36,23.36,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2018-08-05,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.76,22.76,22.76,0.0,0.0
2018-08-12,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2018-08-19,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2018-08-26,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0
2018-09-02,22.69,22.69,22.69,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.69,22.69,22.69,0.0,0.0
2018-09-09,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0
2018-09-16,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2018-09-23,22.92,22.92,22.92,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2018-09-30,22.06,22.06,22.06,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2018-10-07,21.43,21.43,21.43,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2018-10-14,21.2,21.2,21.2,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2018-10-21,20.79,20.79,20.79,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.79,20.79,20.79,0.0,0.0
2018-10-28,21.28,21.28,21.28,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2018-11-04,20.5,20.5,20.5,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.87,20.87,20.87,0.0,0.0
2018-11-11,20.78,20.78,20.78,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2018-11-18,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2018-11-25,20.61,20.61,20.61,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2018-12-02,19.39,19.39,19.39,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.38,19.38,19.38,0.0,0.0,19.58,19.58,19.58,0.0,0.0
2018-12-09,19.45,19.45,19.45,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2018-12-16,19.05,19.05,19.05,0.0,0.0,19.08,19.08,19.08,0.0,0.0,18.78,18.78,18.78,0.0,0.0,18.78,18.78,18.78,0.0,0.0
2018-12-23,19.44,19.44,19.44,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.5,19.5,19.5,0.0,0.0
2018-12-30,19.79,19.79,19.79,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2019-01-06,20.05,20.05,20.05,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.05,20.05,20.05,0.0,0.0
2019-01-13,20.47,20.47,20.47,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2019-01-20,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2019-01-27,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2019-02-03,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2019-02-10,20.47,20.47,20.47,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2019-02-17,20.88,20.88,20.88,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.88,20.88,20.88,0.0,0.0
2019-02-24,21.1,21.1,21.1,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.1,21.1,21.1,0.0,0.0
