Date,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_Open_average,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_Open_max,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_Open_min,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_Open_volatility,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_Open_change,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_High_average,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_High_max,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_High_min,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_High_volatility,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_High_change,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_Low_average,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_Low_max,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_Low_min,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_Low_volatility,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_Low_change,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_Close_average,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_Close_max,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_Close_min,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_Close_volatility,Barclays + Shiller CAPE Exp 12 Oct 2022_etf_Close_change
2018-01-14,122.89,122.89,122.89,0.0,0.0,123.08,123.08,123.08,0.0,0.0,122.62,122.62,122.62,0.0,0.0,123.02,123.02,123.02,0.0,0.0
2018-01-21,125.25,125.25,125.25,0.0,0.0,125.85,125.85,125.85,0.0,0.0,125.15,125.15,125.15,0.0,0.0,125.85,125.85,125.85,0.0,0.0
2018-01-28,122.92,122.92,122.92,0.0,0.0,122.92,122.92,122.92,0.0,0.0,121.48,121.48,121.48,0.0,0.0,121.48,121.48,121.48,0.0,0.0
2018-02-04,114.49,114.49,114.49,0.0,0.0,115.09,115.09,115.09,0.0,0.0,111.66,111.66,111.66,0.0,0.0,115.09,115.09,115.09,0.0,0.0
2018-02-11,119.99,119.99,119.99,0.0,0.0,121.25,121.25,121.25,0.0,0.0,119.99,119.99,119.99,0.0,0.0,120.8,120.8,120.8,0.0,0.0
2018-02-18,120.75,120.75,120.75,0.0,0.0,120.75,120.75,120.75,0.0,0.0,120.46,120.46,120.46,0.0,0.0,120.6,120.6,120.6,0.0,0.0
2018-02-25,117.17,117.17,117.17,0.0,0.0,119.16,119.16,119.16,0.0,0.0,117.13,117.13,117.13,0.0,0.0,119.13,119.13,119.13,0.0,0.0
2018-03-04,121.11,121.11,121.11,0.0,0.0,122.21,122.21,122.21,0.0,0.0,121.11,121.11,121.11,0.0,0.0,122.21,122.21,122.21,0.0,0.0
2018-03-11,121.62,121.62,121.62,0.0,0.0,121.75,121.75,121.75,0.0,0.0,121.42,121.42,121.42,0.0,0.0,121.46,121.46,121.46,0.0,0.0
2018-03-18,116.71,116.71,116.71,0.0,0.0,116.71,116.71,116.71,0.0,0.0,114.11,114.11,114.11,0.0,0.0,114.11,114.11,114.11,0.0,0.0
2018-03-25,115.35,115.35,115.35,0.0,0.0,116.85,116.85,116.85,0.0,0.0,115.35,115.35,115.35,0.0,0.0,116.85,116.85,116.85,0.0,0.0
2018-04-01,116.82,116.82,116.82,0.0,0.0,116.82,116.82,116.82,0.0,0.0,114.0,114.0,114.0,0.0,0.0,114.4,114.4,114.4,0.0,0.0
2018-04-08,118.21,118.21,118.21,0.0,0.0,118.21,118.21,118.21,0.0,0.0,116.61,116.61,116.61,0.0,0.0,116.61,116.61,116.61,0.0,0.0
2018-04-15,118.94,118.94,118.94,0.0,0.0,118.94,118.94,118.94,0.0,0.0,117.77,117.77,117.77,0.0,0.0,117.77,117.77,117.77,0.0,0.0
2018-04-22,118.18,118.18,118.18,0.0,0.0,118.18,118.18,118.18,0.0,0.0,117.58,117.58,117.58,0.0,0.0,117.65,117.65,117.65,0.0,0.0
2018-04-29,115.91,115.91,115.91,0.0,0.0,117.25,117.25,117.25,0.0,0.0,115.91,115.91,115.91,0.0,0.0,117.25,117.25,117.25,0.0,0.0
2018-05-06,120.0,120.0,120.0,0.0,0.0,120.15,120.15,120.15,0.0,0.0,119.74,119.74,119.74,0.0,0.0,119.78,119.78,119.78,0.0,0.0
2018-05-13,119.88,119.88,119.88,0.0,0.0,120.13,120.13,120.13,0.0,0.0,119.88,119.88,119.88,0.0,0.0,120.08,120.08,120.08,0.0,0.0
2018-05-20,121.15,121.15,121.15,0.0,0.0,121.15,121.15,121.15,0.0,0.0,120.95,120.95,120.95,0.0,0.0,121.07,121.07,121.07,0.0,0.0
