Date,SPDR S&P 500 Growth_Open_average,SPDR S&P 500 Growth_Open_max,SPDR S&P 500 Growth_Open_min,SPDR S&P 500 Growth_Open_volatility,SPDR S&P 500 Growth_Open_change,SPDR S&P 500 Growth_High_average,SPDR S&P 500 Growth_High_max,SPDR S&P 500 Growth_High_min,SPDR S&P 500 Growth_High_volatility,SPDR S&P 500 Growth_High_change,SPDR S&P 500 Growth_Low_average,SPDR S&P 500 Growth_Low_max,SPDR S&P 500 Growth_Low_min,SPDR S&P 500 Growth_Low_volatility,SPDR S&P 500 Growth_Low_change,SPDR S&P 500 Growth_Close_average,SPDR S&P 500 Growth_Close_max,SPDR S&P 500 Growth_Close_min,SPDR S&P 500 Growth_Close_volatility,SPDR S&P 500 Growth_Close_change
2018-11-11,35.17,35.17,35.17,0.0,0.0,35.17,35.17,35.17,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2018-11-18,34.09,34.09,34.09,0.0,0.0,34.32,34.32,34.32,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2018-11-25,36.34,36.34,36.34,0.0,0.0,36.39,36.39,36.39,0.0,0.0,35.97,35.97,35.97,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2018-12-02,33.94,33.94,33.94,0.0,0.0,34.42,34.42,34.42,0.0,0.0,33.51,33.51,33.51,0.0,0.0,34.27,34.27,34.27,0.0,0.0
2018-12-09,33.68,33.68,33.68,0.0,0.0,33.85,33.85,33.85,0.0,0.0,32.84,32.84,32.84,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2018-12-16,30.9,30.9,30.9,0.0,0.0,31.12,31.12,31.12,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2018-12-23,32.43,32.43,32.43,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2018-12-30,32.81,32.81,32.81,0.0,0.0,33.22,33.22,33.22,0.0,0.0,32.71,32.71,32.71,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2019-01-06,33.36,33.36,33.36,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.37,33.37,33.37,0.0,0.0
2019-01-13,34.42,34.42,34.42,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2019-01-20,34.07,34.07,34.07,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.98,33.98,33.98,0.0,0.0
2019-01-27,34.92,34.92,34.92,0.0,0.0,35.19,35.19,35.19,0.0,0.0,34.85,34.85,34.85,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2019-02-03,35.16,35.16,35.16,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.12,35.12,35.12,0.0,0.0
2019-02-10,35.87,35.87,35.87,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2019-02-17,36.45,36.45,36.45,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.3,36.3,36.3,0.0,0.0
2019-02-24,36.79,36.79,36.79,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.16,36.16,36.16,0.0,0.0,36.52,36.52,36.52,0.0,0.0
2019-03-03,35.95,35.95,35.95,0.0,0.0,36.41,36.41,36.41,0.0,0.0,35.91,35.91,35.91,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2019-03-10,36.83,36.83,36.83,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.86,36.86,36.86,0.0,0.0
2019-03-17,36.63,36.63,36.63,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2019-03-24,37.46,37.46,37.46,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2019-03-31,37.78,37.78,37.78,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2019-04-07,38.08,38.08,38.08,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.89,37.89,37.89,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2019-04-14,37.84,37.84,37.84,0.0,0.0,38.05,38.05,38.05,0.0,0.0,37.8,37.8,37.8,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2019-04-21,38.69,38.69,38.69,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2019-04-28,38.02,38.02,38.02,0.0,0.0,38.57,38.57,38.57,0.0,0.0,37.94,37.94,37.94,0.0,0.0,38.5,38.5,38.5,0.0,0.0
2019-05-05,37.18,37.18,37.18,0.0,0.0,37.35,37.35,37.35,0.0,0.0,36.89,36.89,36.89,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2019-05-12,37.57,37.57,37.57,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2019-05-19,37.58,37.58,37.58,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2019-05-26,36.6,36.6,36.6,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2019-06-02,38.33,38.33,38.33,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2019-06-09,38.32,38.32,38.32,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2019-06-16,39.09,39.09,39.09,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.04,39.04,39.04,0.0,0.0
2019-06-23,39.21,39.21,39.21,0.0,0.0,39.21,39.21,39.21,0.0,0.0,38.89,38.89,38.89,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2019-06-30,39.32,39.32,39.32,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.29,39.29,39.29,0.0,0.0
2019-07-07,39.88,39.88,39.88,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2019-07-14,39.42,39.42,39.42,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2019-07-21,39.96,39.96,39.96,0.0,0.0,39.96,39.96,39.96,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.88,39.88,39.88,0.0,0.0
2019-07-28,38.05,38.05,38.05,0.0,0.0,38.08,38.08,38.08,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2019-08-04,38.54,38.54,38.54,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2019-08-11,38.79,38.79,38.79,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2019-08-18,38.25,38.25,38.25,0.0,0.0,38.32,38.32,38.32,0.0,0.0,37.97,37.97,37.97,0.0,0.0,38.32,38.32,38.32,0.0,0.0
2019-08-25,39.14,39.14,39.14,0.0,0.0,39.16,39.16,39.16,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2019-09-01,39.68,39.68,39.68,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2019-09-08,39.25,39.25,39.25,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2019-09-15,39.08,39.08,39.08,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.05,39.05,39.05,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2019-09-22,38.75,38.75,38.75,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2019-09-29,38.55,38.55,38.55,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2019-10-06,38.78,38.78,38.78,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.76,38.76,38.76,0.0,0.0
2019-10-13,39.06,39.06,39.06,0.0,0.0,39.12,39.12,39.12,0.0,0.0,38.94,38.94,38.94,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2019-10-20,39.36,39.36,39.36,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2019-10-27,39.98,39.98,39.98,0.0,0.0,40.01,40.01,40.01,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2019-11-03,39.76,39.76,39.76,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.88,39.88,39.88,0.0,0.0
2019-11-10,40.4,40.4,40.4,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-11-17,40.51,40.51,40.51,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.67,40.67,40.67,0.0,0.0
2019-11-24,40.98,40.98,40.98,0.0,0.0,40.98,40.98,40.98,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2019-12-01,40.87,40.87,40.87,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.78,40.78,40.78,0.0,0.0
2019-12-08,41.39,41.39,41.39,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.45,41.45,41.45,0.0,0.0
2019-12-15,41.86,41.86,41.86,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.78,41.78,41.78,0.0,0.0
2019-12-22,42.13,42.13,42.13,0.0,0.0,42.13,42.13,42.13,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2019-12-29,42.0,42.0,42.0,0.0,0.0,42.4,42.4,42.4,0.0,0.0,41.92,41.92,41.92,0.0,0.0,42.19,42.19,42.19,0.0,0.0
