Date,Vanguard Small-Cap Growth_Open_average,Vanguard Small-Cap Growth_Open_max,Vanguard Small-Cap Growth_Open_min,Vanguard Small-Cap Growth_Open_volatility,Vanguard Small-Cap Growth_Open_change,Vanguard Small-Cap Growth_High_average,Vanguard Small-Cap Growth_High_max,Vanguard Small-Cap Growth_High_min,Vanguard Small-Cap Growth_High_volatility,Vanguard Small-Cap Growth_High_change,Vanguard Small-Cap Growth_Low_average,Vanguard Small-Cap Growth_Low_max,Vanguard Small-Cap Growth_Low_min,Vanguard Small-Cap Growth_Low_volatility,Vanguard Small-Cap Growth_Low_change,Vanguard Small-Cap Growth_Close_average,Vanguard Small-Cap Growth_Close_max,Vanguard Small-Cap Growth_Close_min,Vanguard Small-Cap Growth_Close_volatility,Vanguard Small-Cap Growth_Close_change
2018-05-13,174.04,174.04,174.04,0.0,0.0,174.74,174.74,174.74,0.0,0.0,173.55,173.55,173.55,0.0,0.0,174.11,174.11,174.11,0.0,0.0
2018-05-20,172.93,172.93,172.93,0.0,0.0,173.31,173.31,173.31,0.0,0.0,172.78,172.78,172.78,0.0,0.0,173.08,173.08,173.08,0.0,0.0
2018-05-27,175.91,175.91,175.91,0.0,0.0,176.24,176.24,176.24,0.0,0.0,174.82,174.82,174.82,0.0,0.0,176.21,176.21,176.21,0.0,0.0
2018-06-03,178.75,178.75,178.75,0.0,0.0,179.26,179.26,179.26,0.0,0.0,178.4,178.4,178.4,0.0,0.0,178.93,178.93,178.93,0.0,0.0
2018-06-10,179.9,179.9,179.9,0.0,0.0,181.41,181.41,181.41,0.0,0.0,179.51,179.51,179.51,0.0,0.0,181.39,181.39,181.39,0.0,0.0
2018-06-17,178.94,178.94,178.94,0.0,0.0,179.19,179.19,179.19,0.0,0.0,174.9,174.9,174.9,0.0,0.0,175.89,175.89,175.89,0.0,0.0
2018-06-24,174.77,174.77,174.77,0.0,0.0,176.68,176.68,176.68,0.0,0.0,174.3,174.3,174.3,0.0,0.0,176.68,176.68,176.68,0.0,0.0
2018-07-01,181.75,181.75,181.75,0.0,0.0,182.21,182.21,182.21,0.0,0.0,180.81,180.81,180.81,0.0,0.0,182.13,182.13,182.13,0.0,0.0
2018-07-08,182.2,182.2,182.2,0.0,0.0,182.3,182.3,182.3,0.0,0.0,180.43,180.43,180.43,0.0,0.0,180.94,180.94,180.94,0.0,0.0
2018-07-15,182.37,182.37,182.37,0.0,0.0,182.68,182.68,182.68,0.0,0.0,181.5,181.5,181.5,0.0,0.0,182.41,182.41,182.41,0.0,0.0
2018-07-22,178.18,178.18,178.18,0.0,0.0,179.1,179.1,179.1,0.0,0.0,175.39,175.39,175.39,0.0,0.0,175.72,175.72,175.72,0.0,0.0
2018-07-29,179.71,179.71,179.71,0.0,0.0,181.15,181.15,181.15,0.0,0.0,179.49,179.49,179.49,0.0,0.0,181.06,181.06,181.06,0.0,0.0
2018-08-05,181.72,181.72,181.72,0.0,0.0,182.18,182.18,182.18,0.0,0.0,179.84,179.84,179.84,0.0,0.0,180.32,180.32,180.32,0.0,0.0
2018-08-12,182.91,182.91,182.91,0.0,0.0,183.29,183.29,183.29,0.0,0.0,181.91,181.91,181.91,0.0,0.0,182.9,182.9,182.9,0.0,0.0
2018-08-19,187.55,187.55,187.55,0.0,0.0,188.54,188.54,188.54,0.0,0.0,187.55,187.55,187.55,0.0,0.0,188.07,188.07,188.07,0.0,0.0
2018-08-26,188.92,188.92,188.92,0.0,0.0,190.15,190.15,190.15,0.0,0.0,188.6,188.6,188.6,0.0,0.0,189.93,189.93,189.93,0.0,0.0
2018-09-02,187.95,187.95,187.95,0.0,0.0,188.48,188.48,188.48,0.0,0.0,187.48,187.48,187.48,0.0,0.0,188.14,188.14,188.14,0.0,0.0
2018-09-09,189.89,189.89,189.89,0.0,0.0,190.13,190.13,190.13,0.0,0.0,186.82,186.82,186.82,0.0,0.0,187.01,187.01,187.01,0.0,0.0
2018-09-16,186.95,186.95,186.95,0.0,0.0,187.39,187.39,187.39,0.0,0.0,185.96,185.96,185.96,0.0,0.0,186.95,186.95,186.95,0.0,0.0
2018-09-23,188.14,188.14,188.14,0.0,0.0,188.14,188.14,188.14,0.0,0.0,184.69,184.69,184.69,0.0,0.0,185.04,185.04,185.04,0.0,0.0
2018-09-30,178.6,178.6,178.6,0.0,0.0,178.94,178.94,178.94,0.0,0.0,175.81,175.81,175.81,0.0,0.0,177.47,177.47,177.47,0.0,0.0
2018-10-07,169.59,169.59,169.59,0.0,0.0,171.39,171.39,171.39,0.0,0.0,168.47,168.47,168.47,0.0,0.0,170.2,170.2,170.2,0.0,0.0
2018-10-14,169.97,169.97,169.97,0.0,0.0,170.37,170.37,170.37,0.0,0.0,168.2,168.2,168.2,0.0,0.0,169.02,169.02,169.02,0.0,0.0
2018-10-21,164.22,164.22,164.22,0.0,0.0,165.5,165.5,165.5,0.0,0.0,158.5,158.5,158.5,0.0,0.0,160.48,160.48,160.48,0.0,0.0
2018-10-28,169.81,169.81,169.81,0.0,0.0,169.94,169.94,169.94,0.0,0.0,167.5,167.5,167.5,0.0,0.0,168.84,168.84,168.84,0.0,0.0
2018-11-04,168.92,168.92,168.92,0.0,0.0,169.0,169.0,169.0,0.0,0.0,164.87,164.87,164.87,0.0,0.0,165.09,165.09,165.09,0.0,0.0
2018-11-11,166.31,166.31,166.31,0.0,0.0,166.56,166.56,166.56,0.0,0.0,161.29,161.29,161.29,0.0,0.0,161.69,161.69,161.69,0.0,0.0
2018-11-18,163.17,163.17,163.17,0.0,0.0,164.67,164.67,164.67,0.0,0.0,163.17,163.17,163.17,0.0,0.0,164.53,164.53,164.53,0.0,0.0
2018-11-25,172.18,172.18,172.18,0.0,0.0,173.0,173.0,173.0,0.0,0.0,169.54,169.54,169.54,0.0,0.0,171.54,171.54,171.54,0.0,0.0
2018-12-02,160.39,160.39,160.39,0.0,0.0,161.6,161.6,161.6,0.0,0.0,158.22,158.22,158.22,0.0,0.0,160.53,160.53,160.53,0.0,0.0
2018-12-09,156.51,156.51,156.51,0.0,0.0,157.05,157.05,157.05,0.0,0.0,152.1,152.1,152.1,0.0,0.0,152.73,152.73,152.73,0.0,0.0
2018-12-16,141.85,141.85,141.85,0.0,0.0,142.66,142.66,142.66,0.0,0.0,139.95,139.95,139.95,0.0,0.0,140.03,140.03,140.03,0.0,0.0
2018-12-23,149.73,149.73,149.73,0.0,0.0,150.59,150.59,150.59,0.0,0.0,148.32,148.32,148.32,0.0,0.0,150.59,150.59,150.59,0.0,0.0
2018-12-30,152.77,152.77,152.77,0.0,0.0,156.48,156.48,156.48,0.0,0.0,152.5,152.5,152.5,0.0,0.0,155.71,155.71,155.71,0.0,0.0
2019-01-06,159.98,159.98,159.98,0.0,0.0,160.75,160.75,160.75,0.0,0.0,159.26,159.26,159.26,0.0,0.0,159.63,159.63,159.63,0.0,0.0
2019-01-13,164.88,164.88,164.88,0.0,0.0,166.6,166.6,166.6,0.0,0.0,164.33,164.33,164.33,0.0,0.0,166.28,166.28,166.28,0.0,0.0
2019-01-20,165.15,165.15,165.15,0.0,0.0,166.29,166.29,166.29,0.0,0.0,164.6,164.6,164.6,0.0,0.0,166.05,166.05,166.05,0.0,0.0
2019-01-27,170.53,170.53,170.53,0.0,0.0,172.32,172.32,172.32,0.0,0.0,170.14,170.14,170.14,0.0,0.0,172.32,172.32,172.32,0.0,0.0
2019-02-03,172.47,172.47,172.47,0.0,0.0,173.2,173.2,173.2,0.0,0.0,171.89,171.89,171.89,0.0,0.0,173.05,173.05,173.05,0.0,0.0
2019-02-10,177.18,177.18,177.18,0.0,0.0,178.48,178.48,178.48,0.0,0.0,176.52,176.52,176.52,0.0,0.0,178.48,178.48,178.48,0.0,0.0
2019-02-17,181.0,181.0,181.0,0.0,0.0,181.83,181.83,181.83,0.0,0.0,180.55,180.55,180.55,0.0,0.0,180.61,180.61,180.61,0.0,0.0
2019-02-24,181.67,181.67,181.67,0.0,0.0,182.0,182.0,182.0,0.0,0.0,177.5,177.5,177.5,0.0,0.0,179.29,179.29,179.29,0.0,0.0
2019-03-03,174.97,174.97,174.97,0.0,0.0,177.72,177.72,177.72,0.0,0.0,174.88,174.88,174.88,0.0,0.0,177.68,177.68,177.68,0.0,0.0
2019-03-10,179.92,179.92,179.92,0.0,0.0,181.15,181.15,181.15,0.0,0.0,178.95,178.95,178.95,0.0,0.0,180.42,180.42,180.42,0.0,0.0
2019-03-17,176.12,176.12,176.12,0.0,0.0,177.53,177.53,177.53,0.0,0.0,174.85,174.85,174.85,0.0,0.0,176.74,176.74,176.74,0.0,0.0
2019-03-24,181.17,181.17,181.17,0.0,0.0,181.5,181.5,181.5,0.0,0.0,180.48,180.48,180.48,0.0,0.0,181.48,181.48,181.48,0.0,0.0
2019-03-31,183.26,183.26,183.26,0.0,0.0,183.72,183.72,183.72,0.0,0.0,182.04,182.04,182.04,0.0,0.0,183.62,183.62,183.62,0.0,0.0
2019-04-07,185.08,185.08,185.08,0.0,0.0,185.4,185.4,185.4,0.0,0.0,183.98,183.98,183.98,0.0,0.0,184.75,184.75,184.75,0.0,0.0
2019-04-14,181.37,181.37,181.37,0.0,0.0,182.16,182.16,182.16,0.0,0.0,181.2,181.2,181.2,0.0,0.0,182.13,182.13,182.13,0.0,0.0
2019-04-21,186.34,186.34,186.34,0.0,0.0,186.92,186.92,186.92,0.0,0.0,185.68,185.68,185.68,0.0,0.0,186.21,186.21,186.21,0.0,0.0
2019-04-28,184.48,184.48,184.48,0.0,0.0,187.64,187.64,187.64,0.0,0.0,184.0,184.0,184.0,0.0,0.0,187.21,187.21,187.21,0.0,0.0
2019-05-05,179.14,179.14,179.14,0.0,0.0,179.25,179.25,179.25,0.0,0.0,176.04,176.04,176.04,0.0,0.0,176.63,176.63,176.63,0.0,0.0
2019-05-12,178.3,178.3,178.3,0.0,0.0,178.97,178.97,178.97,0.0,0.0,177.17,177.17,177.17,0.0,0.0,177.53,177.53,177.53,0.0,0.0
2019-05-19,177.22,177.22,177.22,0.0,0.0,178.01,178.01,178.01,0.0,0.0,176.62,176.62,176.62,0.0,0.0,177.52,177.52,177.52,0.0,0.0
2019-05-26,173.87,173.87,173.87,0.0,0.0,174.33,174.33,174.33,0.0,0.0,171.83,171.83,171.83,0.0,0.0,172.7,172.7,172.7,0.0,0.0
2019-06-02,181.89,181.89,181.89,0.0,0.0,183.69,183.69,183.69,0.0,0.0,181.89,181.89,181.89,0.0,0.0,182.04,182.04,182.04,0.0,0.0
2019-06-09,181.88,181.88,181.88,0.0,0.0,183.56,183.56,183.56,0.0,0.0,181.88,181.88,181.88,0.0,0.0,182.86,182.86,182.86,0.0,0.0
2019-06-16,186.13,186.13,186.13,0.0,0.0,186.18,186.18,186.18,0.0,0.0,183.62,183.62,183.62,0.0,0.0,183.73,183.73,183.73,0.0,0.0
2019-06-23,188.44,188.44,188.44,0.0,0.0,189.28,189.28,189.28,0.0,0.0,186.54,186.54,186.54,0.0,0.0,187.45,187.45,187.45,0.0,0.0
2019-06-30,188.19,188.19,188.19,0.0,0.0,188.4,188.4,188.4,0.0,0.0,186.92,186.92,186.92,0.0,0.0,187.28,187.28,187.28,0.0,0.0
2019-07-07,190.25,190.25,190.25,0.0,0.0,190.25,190.25,190.25,0.0,0.0,189.1,189.1,189.1,0.0,0.0,189.47,189.47,189.47,0.0,0.0
2019-07-14,188.43,188.43,188.43,0.0,0.0,189.2,189.2,189.2,0.0,0.0,188.2,188.2,188.2,0.0,0.0,188.3,188.3,188.3,0.0,0.0
2019-07-21,192.06,192.06,192.06,0.0,0.0,192.14,192.14,192.14,0.0,0.0,189.45,189.45,189.45,0.0,0.0,190.43,190.43,190.43,0.0,0.0
2019-07-28,181.96,181.96,181.96,0.0,0.0,181.96,181.96,181.96,0.0,0.0,177.87,177.87,177.87,0.0,0.0,179.79,179.79,179.79,0.0,0.0
2019-08-04,184.54,184.54,184.54,0.0,0.0,184.54,184.54,184.54,0.0,0.0,182.38,182.38,182.38,0.0,0.0,182.98,182.98,182.98,0.0,0.0
2019-08-11,185.76,185.76,185.76,0.0,0.0,185.97,185.97,185.97,0.0,0.0,184.89,184.89,184.89,0.0,0.0,185.07,185.07,185.07,0.0,0.0
2019-08-18,182.72,182.72,182.72,0.0,0.0,182.92,182.92,182.92,0.0,0.0,181.17,181.17,181.17,0.0,0.0,182.74,182.74,182.74,0.0,0.0
2019-08-25,186.31,186.31,186.31,0.0,0.0,186.4,186.4,186.4,0.0,0.0,184.01,184.01,184.01,0.0,0.0,185.0,185.0,185.0,0.0,0.0
2019-09-01,187.25,187.25,187.25,0.0,0.0,187.25,187.25,187.25,0.0,0.0,184.33,184.33,184.33,0.0,0.0,185.28,185.28,185.28,0.0,0.0
2019-09-08,186.88,186.88,186.88,0.0,0.0,188.78,188.78,188.78,0.0,0.0,186.48,186.48,186.48,0.0,0.0,188.29,188.29,188.29,0.0,0.0
2019-09-15,186.61,186.61,186.61,0.0,0.0,187.54,187.54,187.54,0.0,0.0,186.33,186.33,186.33,0.0,0.0,186.91,186.91,186.91,0.0,0.0
2019-09-22,181.31,181.31,181.31,0.0,0.0,182.76,182.76,182.76,0.0,0.0,180.88,180.88,180.88,0.0,0.0,182.04,182.04,182.04,0.0,0.0
2019-09-29,181.2,181.2,181.2,0.0,0.0,182.33,182.33,182.33,0.0,0.0,180.61,180.61,180.61,0.0,0.0,181.07,181.07,181.07,0.0,0.0
2019-10-06,182.04,182.04,182.04,0.0,0.0,182.41,182.41,182.41,0.0,0.0,181.35,181.35,181.35,0.0,0.0,181.95,181.95,181.95,0.0,0.0
2019-10-13,184.41,184.41,184.41,0.0,0.0,184.91,184.91,184.91,0.0,0.0,183.86,183.86,183.86,0.0,0.0,184.07,184.07,184.07,0.0,0.0
2019-10-20,185.26,185.26,185.26,0.0,0.0,186.67,186.67,186.67,0.0,0.0,185.26,185.26,185.26,0.0,0.0,185.98,185.98,185.98,0.0,0.0
2019-10-27,188.88,188.88,188.88,0.0,0.0,189.26,189.26,189.26,0.0,0.0,187.62,187.62,187.62,0.0,0.0,188.09,188.09,188.09,0.0,0.0
2019-11-03,187.85,187.85,187.85,0.0,0.0,189.1,189.1,189.1,0.0,0.0,187.32,187.32,187.32,0.0,0.0,189.03,189.03,189.03,0.0,0.0
2019-11-10,191.1,191.1,191.1,0.0,0.0,191.44,191.44,191.44,0.0,0.0,190.68,190.68,190.68,0.0,0.0,191.29,191.29,191.29,0.0,0.0
2019-11-17,192.61,192.61,192.61,0.0,0.0,195.2,195.2,195.2,0.0,0.0,192.61,192.61,192.61,0.0,0.0,195.04,195.04,195.04,0.0,0.0
2019-11-24,196.69,196.69,196.69,0.0,0.0,196.69,196.69,196.69,0.0,0.0,193.31,193.31,193.31,0.0,0.0,193.67,193.67,193.67,0.0,0.0
2019-12-01,196.17,196.17,196.17,0.0,0.0,196.18,196.18,196.18,0.0,0.0,194.91,194.91,194.91,0.0,0.0,194.91,194.91,194.91,0.0,0.0
2019-12-08,196.93,196.93,196.93,0.0,0.0,197.54,197.54,197.54,0.0,0.0,196.02,196.02,196.02,0.0,0.0,196.58,196.58,196.58,0.0,0.0
2019-12-15,199.71,199.71,199.71,0.0,0.0,199.93,199.93,199.93,0.0,0.0,198.86,198.86,198.86,0.0,0.0,199.61,199.61,199.61,0.0,0.0
2019-12-22,199.32,199.32,199.32,0.0,0.0,199.32,199.32,199.32,0.0,0.0,197.15,197.15,197.15,0.0,0.0,198.13,198.13,198.13,0.0,0.0
2019-12-29,197.57,197.57,197.57,0.0,0.0,199.62,199.62,199.62,0.0,0.0,197.5,197.5,197.5,0.0,0.0,199.08,199.08,199.08,0.0,0.0
