Date,Fidelity MSCI Information Technology_Open_average,Fidelity MSCI Information Technology_Open_max,Fidelity MSCI Information Technology_Open_min,Fidelity MSCI Information Technology_Open_volatility,Fidelity MSCI Information Technology_Open_change,Fidelity MSCI Information Technology_High_average,Fidelity MSCI Information Technology_High_max,Fidelity MSCI Information Technology_High_min,Fidelity MSCI Information Technology_High_volatility,Fidelity MSCI Information Technology_High_change,Fidelity MSCI Information Technology_Low_average,Fidelity MSCI Information Technology_Low_max,Fidelity MSCI Information Technology_Low_min,Fidelity MSCI Information Technology_Low_volatility,Fidelity MSCI Information Technology_Low_change,Fidelity MSCI Information Technology_Close_average,Fidelity MSCI Information Technology_Close_max,Fidelity MSCI Information Technology_Close_min,Fidelity MSCI Information Technology_Close_volatility,Fidelity MSCI Information Technology_Close_change
2018-09-09,59.89,59.89,59.89,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.03,59.03,59.03,0.0,0.0,59.09,59.09,59.09,0.0,0.0
2018-09-16,59.22,59.22,59.22,0.0,0.0,59.9,59.9,59.9,0.0,0.0,58.99,58.99,58.99,0.0,0.0,59.84,59.84,59.84,0.0,0.0
2018-09-23,60.53,60.53,60.53,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.12,60.12,60.12,0.0,0.0,60.3,60.3,60.3,0.0,0.0
2018-09-30,58.29,58.29,58.29,0.0,0.0,58.5,58.5,58.5,0.0,0.0,57.17,57.17,57.17,0.0,0.0,57.86,57.86,57.86,0.0,0.0
2018-10-07,56.04,56.04,56.04,0.0,0.0,56.13,56.13,56.13,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.49,55.49,55.49,0.0,0.0
2018-10-14,55.83,55.83,55.83,0.0,0.0,56.39,56.39,56.39,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.99,55.99,55.99,0.0,0.0
2018-10-21,54.56,54.56,54.56,0.0,0.0,55.0,55.0,55.0,0.0,0.0,51.72,51.72,51.72,0.0,0.0,52.79,52.79,52.79,0.0,0.0
2018-10-28,54.65,54.65,54.65,0.0,0.0,54.65,54.65,54.65,0.0,0.0,53.72,53.72,53.72,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2018-11-04,54.59,54.59,54.59,0.0,0.0,54.59,54.59,54.59,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2018-11-11,53.55,53.55,53.55,0.0,0.0,53.62,53.62,53.62,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.68,51.68,51.68,0.0,0.0
2018-11-18,51.51,51.51,51.51,0.0,0.0,52.08,52.08,52.08,0.0,0.0,51.4,51.4,51.4,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2018-11-25,55.33,55.33,55.33,0.0,0.0,55.43,55.43,55.43,0.0,0.0,54.58,54.58,54.58,0.0,0.0,55.18,55.18,55.18,0.0,0.0
2018-12-02,51.17,51.17,51.17,0.0,0.0,52.22,52.22,52.22,0.0,0.0,50.85,50.85,50.85,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2018-12-09,51.07,51.07,51.07,0.0,0.0,51.39,51.39,51.39,0.0,0.0,49.74,49.74,49.74,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2018-12-16,46.53,46.53,46.53,0.0,0.0,47.03,47.03,47.03,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.74,45.74,45.74,0.0,0.0
2018-12-23,49.26,49.26,49.26,0.0,0.0,49.49,49.49,49.49,0.0,0.0,48.89,48.89,48.89,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2018-12-30,49.01,49.01,49.01,0.0,0.0,49.83,49.83,49.83,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2019-01-06,50.35,50.35,50.35,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2019-01-13,51.91,51.91,51.91,0.0,0.0,52.39,52.39,52.39,0.0,0.0,51.67,51.67,51.67,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2019-01-20,52.1,52.1,52.1,0.0,0.0,52.22,52.22,52.22,0.0,0.0,51.77,51.77,51.77,0.0,0.0,52.21,52.21,52.21,0.0,0.0
2019-01-27,53.69,53.69,53.69,0.0,0.0,54.47,54.47,54.47,0.0,0.0,53.68,53.68,53.68,0.0,0.0,54.47,54.47,54.47,0.0,0.0
2019-02-03,54.9,54.9,54.9,0.0,0.0,55.05,55.05,55.05,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2019-02-10,56.14,56.14,56.14,0.0,0.0,56.16,56.16,56.16,0.0,0.0,55.8,55.8,55.8,0.0,0.0,56.14,56.14,56.14,0.0,0.0
2019-02-17,57.44,57.44,57.44,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.22,57.22,57.22,0.0,0.0,57.24,57.24,57.24,0.0,0.0
2019-02-24,57.75,57.75,57.75,0.0,0.0,57.84,57.84,57.84,0.0,0.0,56.57,56.57,56.57,0.0,0.0,57.18,57.18,57.18,0.0,0.0
2019-03-03,56.36,56.36,56.36,0.0,0.0,57.41,57.41,57.41,0.0,0.0,56.36,56.36,56.36,0.0,0.0,57.38,57.38,57.38,0.0,0.0
2019-03-10,58.64,58.64,58.64,0.0,0.0,59.02,59.02,59.02,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.83,58.83,58.83,0.0,0.0
2019-03-17,58.51,58.51,58.51,0.0,0.0,58.83,58.83,58.83,0.0,0.0,58.09,58.09,58.09,0.0,0.0,58.48,58.48,58.48,0.0,0.0
2019-03-24,59.88,59.88,59.88,0.0,0.0,60.18,60.18,60.18,0.0,0.0,59.55,59.55,59.55,0.0,0.0,60.15,60.15,60.15,0.0,0.0
2019-03-31,60.67,60.67,60.67,0.0,0.0,61.02,61.02,61.02,0.0,0.0,60.33,60.33,60.33,0.0,0.0,61.02,61.02,61.02,0.0,0.0
2019-04-07,61.61,61.61,61.61,0.0,0.0,61.76,61.76,61.76,0.0,0.0,61.29,61.29,61.29,0.0,0.0,61.57,61.57,61.57,0.0,0.0
2019-04-14,61.93,61.93,61.93,0.0,0.0,62.39,62.39,62.39,0.0,0.0,61.93,61.93,61.93,0.0,0.0,62.39,62.39,62.39,0.0,0.0
2019-04-21,62.93,62.93,62.93,0.0,0.0,63.17,63.17,63.17,0.0,0.0,62.91,62.91,62.91,0.0,0.0,62.99,62.99,62.99,0.0,0.0
2019-04-28,61.6,61.6,61.6,0.0,0.0,62.83,62.83,62.83,0.0,0.0,61.38,61.38,61.38,0.0,0.0,62.72,62.72,62.72,0.0,0.0
2019-05-05,59.35,59.35,59.35,0.0,0.0,59.65,59.65,59.65,0.0,0.0,58.51,58.51,58.51,0.0,0.0,58.67,58.67,58.67,0.0,0.0
2019-05-12,59.36,59.36,59.36,0.0,0.0,59.72,59.72,59.72,0.0,0.0,59.0,59.0,59.0,0.0,0.0,59.25,59.25,59.25,0.0,0.0
2019-05-19,58.93,58.93,58.93,0.0,0.0,59.22,59.22,59.22,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.65,58.65,58.65,0.0,0.0
2019-05-26,57.57,57.57,57.57,0.0,0.0,57.83,57.83,57.83,0.0,0.0,56.07,56.07,56.07,0.0,0.0,56.42,56.42,56.42,0.0,0.0
2019-06-02,61.25,61.25,61.25,0.0,0.0,62.04,62.04,62.04,0.0,0.0,61.22,61.22,61.22,0.0,0.0,61.46,61.46,61.46,0.0,0.0
2019-06-09,60.76,60.76,60.76,0.0,0.0,61.09,61.09,61.09,0.0,0.0,60.66,60.66,60.66,0.0,0.0,60.82,60.82,60.82,0.0,0.0
2019-06-16,62.6,62.6,62.6,0.0,0.0,62.7,62.7,62.7,0.0,0.0,62.42,62.42,62.42,0.0,0.0,62.42,62.42,62.42,0.0,0.0
2019-06-23,63.63,63.63,63.63,0.0,0.0,63.71,63.71,63.71,0.0,0.0,62.97,62.97,62.97,0.0,0.0,63.24,63.24,63.24,0.0,0.0
2019-06-30,63.3,63.3,63.3,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.07,63.07,63.07,0.0,0.0,63.28,63.28,63.28,0.0,0.0
2019-07-07,64.91,64.91,64.91,0.0,0.0,64.98,64.98,64.98,0.0,0.0,64.76,64.76,64.76,0.0,0.0,64.92,64.92,64.92,0.0,0.0
2019-07-14,64.53,64.53,64.53,0.0,0.0,65.17,65.17,65.17,0.0,0.0,64.53,64.53,64.53,0.0,0.0,65.01,65.01,65.01,0.0,0.0
2019-07-21,66.0,66.0,66.0,0.0,0.0,66.04,66.04,66.04,0.0,0.0,65.31,65.31,65.31,0.0,0.0,65.85,65.85,65.85,0.0,0.0
2019-07-28,61.37,61.37,61.37,0.0,0.0,61.68,61.68,61.68,0.0,0.0,59.89,59.89,59.89,0.0,0.0,60.39,60.39,60.39,0.0,0.0
2019-08-04,62.12,62.12,62.12,0.0,0.0,62.26,62.26,62.26,0.0,0.0,61.47,61.47,61.47,0.0,0.0,61.69,61.69,61.69,0.0,0.0
2019-08-11,63.11,63.11,63.11,0.0,0.0,63.35,63.35,63.35,0.0,0.0,62.84,62.84,62.84,0.0,0.0,63.09,63.09,63.09,0.0,0.0
2019-08-18,62.19,62.19,62.19,0.0,0.0,62.28,62.28,62.28,0.0,0.0,61.69,61.69,61.69,0.0,0.0,62.15,62.15,62.15,0.0,0.0
2019-08-25,63.56,63.56,63.56,0.0,0.0,63.63,63.63,63.63,0.0,0.0,62.7,62.7,62.7,0.0,0.0,63.07,63.07,63.07,0.0,0.0
2019-09-01,64.92,64.92,64.92,0.0,0.0,64.92,64.92,64.92,0.0,0.0,63.73,63.73,63.73,0.0,0.0,64.12,64.12,64.12,0.0,0.0
2019-09-08,63.82,63.82,63.82,0.0,0.0,64.38,64.38,64.38,0.0,0.0,63.78,63.78,63.78,0.0,0.0,64.26,64.26,64.26,0.0,0.0
2019-09-15,63.74,63.74,63.74,0.0,0.0,64.09,64.09,64.09,0.0,0.0,63.57,63.57,63.57,0.0,0.0,63.89,63.89,63.89,0.0,0.0
2019-09-22,63.33,63.33,63.33,0.0,0.0,63.9,63.9,63.9,0.0,0.0,63.15,63.15,63.15,0.0,0.0,63.77,63.77,63.77,0.0,0.0
2019-09-29,63.71,63.71,63.71,0.0,0.0,64.15,64.15,64.15,0.0,0.0,63.59,63.59,63.59,0.0,0.0,63.67,63.67,63.67,0.0,0.0
2019-10-06,64.62,64.62,64.62,0.0,0.0,64.85,64.85,64.85,0.0,0.0,64.56,64.56,64.56,0.0,0.0,64.6,64.6,64.6,0.0,0.0
2019-10-13,64.35,64.35,64.35,0.0,0.0,64.67,64.67,64.67,0.0,0.0,64.15,64.15,64.15,0.0,0.0,64.63,64.63,64.63,0.0,0.0
2019-10-20,66.01,66.01,66.01,0.0,0.0,66.4,66.4,66.4,0.0,0.0,66.0,66.0,66.0,0.0,0.0,66.34,66.34,66.34,0.0,0.0
2019-10-27,67.56,67.56,67.56,0.0,0.0,67.6,67.6,67.6,0.0,0.0,67.22,67.22,67.22,0.0,0.0,67.36,67.36,67.36,0.0,0.0
2019-11-03,67.78,67.78,67.78,0.0,0.0,68.26,68.26,68.26,0.0,0.0,67.63,67.63,67.63,0.0,0.0,68.19,68.19,68.19,0.0,0.0
2019-11-10,69.04,69.04,69.04,0.0,0.0,69.33,69.33,69.33,0.0,0.0,68.76,68.76,68.76,0.0,0.0,69.21,69.21,69.21,0.0,0.0
2019-11-17,68.97,68.97,68.97,0.0,0.0,69.69,69.69,69.69,0.0,0.0,68.8,68.8,68.8,0.0,0.0,69.65,69.65,69.65,0.0,0.0
2019-11-24,69.97,69.97,69.97,0.0,0.0,69.97,69.97,69.97,0.0,0.0,68.58,68.58,68.58,0.0,0.0,68.88,68.88,68.88,0.0,0.0
2019-12-01,69.4,69.4,69.4,0.0,0.0,69.55,69.55,69.55,0.0,0.0,69.1,69.1,69.1,0.0,0.0,69.14,69.14,69.14,0.0,0.0
2019-12-08,71.23,71.23,71.23,0.0,0.0,71.6,71.6,71.6,0.0,0.0,71.23,71.23,71.23,0.0,0.0,71.32,71.32,71.32,0.0,0.0
2019-12-15,72.16,72.16,72.16,0.0,0.0,72.29,72.29,72.29,0.0,0.0,72.01,72.01,72.01,0.0,0.0,72.15,72.15,72.15,0.0,0.0
2019-12-22,72.64,72.64,72.64,0.0,0.0,72.65,72.65,72.65,0.0,0.0,71.63,71.63,71.63,0.0,0.0,72.24,72.24,72.24,0.0,0.0
2019-12-29,72.81,72.81,72.81,0.0,0.0,73.49,73.49,73.49,0.0,0.0,72.6,72.6,72.6,0.0,0.0,73.08,73.08,73.08,0.0,0.0
