Date,CELG_Open_average,CELG_Open_max,CELG_Open_min,CELG_Open_volatility,CELG_Open_change,CELG_High_average,CELG_High_max,CELG_High_min,CELG_High_volatility,CELG_High_change,CELG_Low_average,CELG_Low_max,CELG_Low_min,CELG_Low_volatility,CELG_Low_change,CELG_Close_average,CELG_Close_max,CELG_Close_min,CELG_Close_volatility,CELG_Close_change,CELG_Volume_average,CELG_Volume_max,CELG_Volume_min,CELG_Volume_volatility,CELG_Volume_change
2016-01-03,114.54666666666667,117.71,109.55,8.159999999999997,-7.219999999999999,116.00666666666666,119.59,109.96,9.63000000000001,-8.470000000000013,111.34833333333333,116.68,99.33,17.35000000000001,-16.769999999999996,112.69833333333334,117.96,103.03,14.929999999999993,-14.590000000000003,6966141,15845760,3890237,11955523,10686522
2016-01-10,103.5675,106.98,101.34,5.640000000000001,-2.049999999999997,107.1425,108.63,104.84,3.789999999999992,-3.0799999999999983,100.85499999999999,102.86,99.44,3.4200000000000017,-2.0400000000000063,104.05,106.85,100.67,6.179999999999993,-3.789999999999992,8440562,9060222,7792620,1267602,579544
2016-01-17,106.362,109.24,101.67,7.569999999999993,4.6499999999999915,108.842,109.91,105.63,4.280000000000001,4.280000000000001,104.204,106.55,101.22,5.329999999999998,5.170000000000002,106.28999999999999,108.81,102.99,5.820000000000007,3.710000000000008,7651823,11005330,5388957,5616373,-2183227
2016-01-24,102.662,107.78,97.27,10.510000000000005,-7.3700000000000045,104.102,108.33,100.42,7.909999999999997,-5.75,98.552,104.0,95.1,8.900000000000006,-7.099999999999994,101.326,105.99,97.21,8.780000000000001,-5.189999999999998,9203436,13832511,4502405,9330106,6172953
2016-01-31,98.886,101.72,96.44,5.280000000000001,-2.6000000000000085,101.382,103.69,99.95,3.739999999999995,0.07000000000000739,95.986,98.75,93.05,5.700000000000003,-0.7099999999999937,99.068,101.93,96.85,5.0800000000000125,2.3300000000000125,8481043,9725142,7542337,2182805,1899169
2016-02-07,99.9425,101.84,96.73,5.109999999999999,4.259999999999991,103.465,105.98,102.15,3.8299999999999983,-0.18999999999999773,98.1825,101.17,95.75,5.420000000000002,1.7000000000000028,101.425,103.16,99.59,3.569999999999993,1.9500000000000028,7215236,8024404,6009369,2015035,-1298294
2016-02-14,104.544,105.84,103.06,2.780000000000001,-0.0799999999999983,105.194,106.42,103.77,2.6500000000000057,-0.5800000000000125,102.964,104.0,102.11,1.8900000000000006,-0.6899999999999977,104.102,105.31,102.61,2.700000000000003,0.09000000000000341,4945208,5493012,4498277,994735,-880294
2016-02-21,102.91499999999999,104.43,100.69,3.740000000000009,-1.5600000000000023,103.77,105.73,102.59,3.1400000000000006,-2.4200000000000017,101.60833333333333,103.35,99.92,3.4299999999999926,-1.0799999999999983,102.34,103.37,100.83,2.5400000000000063,-1.210000000000008,4820701,5793636,3352183,2441453,-179287
2016-02-28,102.852,104.08,101.69,2.3900000000000006,-0.14000000000000057,104.83,106.14,103.67,2.469999999999999,-0.010000000000005116,101.882,103.44,100.72,2.719999999999999,0.8400000000000034,103.84400000000001,105.0,102.51,2.489999999999995,-0.75,4649070,5243571,4082035,1161536,-1161536
2016-03-06,102.126,103.46,101.26,2.1999999999999886,-1.8599999999999994,102.838,104.95,101.64,3.3100000000000023,-3.3100000000000023,100.044,102.44,99.1,3.3400000000000034,-2.519999999999996,101.112,102.62,99.99,2.6300000000000097,-2.6300000000000097,6108019,7285289,5223096,2062193,-133057
2016-03-13,97.786,99.41,96.89,2.519999999999996,-1.1700000000000017,99.374,101.74,97.63,4.109999999999999,2.1199999999999903,96.6,98.22,94.39,3.8299999999999983,0.5900000000000034,98.42,101.14,96.69,4.450000000000003,3.1599999999999966,7341419,9582204,5296421,4285783,-1458859
2016-03-20,100.6875,102.7,99.21,3.490000000000009,0.1599999999999966,102.395,103.74,100.99,2.75,-2.75,99.205,100.25,98.1,2.1500000000000057,-1.2600000000000051,100.6025,102.73,99.22,3.510000000000005,-3.510000000000005,4683399,6891856,3052126,3839730,-3839730
2016-03-27,100.008,101.91,98.99,2.9200000000000017,2.9200000000000017,101.438,102.39,100.24,2.1500000000000057,2.1500000000000057,98.848,100.91,97.09,3.819999999999993,3.819999999999993,100.256,101.19,98.8,2.3900000000000006,0.8999999999999915,4514051,5531808,4046373,1485435,-1092058
2016-04-03,105.268,109.11,99.96,9.150000000000006,6.560000000000002,107.444,109.76,102.7,7.060000000000002,4.359999999999999,103.524,106.61,99.86,6.75,3.430000000000007,105.504,108.22,102.12,6.099999999999994,1.6899999999999977,5645199,8368555,4051286,4317269,109448
2016-04-10,106.316,107.82,103.33,4.489999999999995,3.8200000000000074,107.536,108.73,105.8,2.930000000000007,2.930000000000007,105.216,106.51,103.14,3.3700000000000045,3.3700000000000045,107.006,107.84,105.26,2.5799999999999983,2.5799999999999983,4095130,5195255,3427847,1767408,-495553
2016-04-17,108.394,110.43,106.5,3.930000000000007,2.240000000000009,109.908,111.9,107.35,4.550000000000011,3.180000000000007,107.602,109.83,105.86,3.969999999999999,3.469999999999999,108.854,110.57,106.53,4.039999999999992,4.039999999999992,3759422,4855538,2730632,2124906,-1093756
2016-04-24,106.598,110.7,103.25,7.450000000000003,-7.450000000000003,108.488,110.77,105.02,5.75,-5.75,104.3,107.21,102.39,4.819999999999993,-4.489999999999995,106.022,108.03,103.41,4.6200000000000045,-2.5799999999999983,6370680,8607601,4918748,3688853,-556976
2016-05-01,101.696,103.49,100.61,2.8799999999999955,-2.8799999999999955,102.896,104.65,101.83,2.8200000000000074,-1.6000000000000085,100.52,102.54,99.27,3.2700000000000102,-1.9500000000000028,101.698,103.22,100.25,2.969999999999999,-0.8100000000000023,3726421,4365402,3407868,957534,-142623
2016-05-08,101.362,103.21,99.92,3.289999999999992,-2.8100000000000023,102.282,103.48,100.99,2.490000000000009,-1.6800000000000068,100.09,101.75,99.24,2.510000000000005,-1.9899999999999949,101.106,103.25,100.16,3.0900000000000034,-1.6800000000000068,3172215,3985540,2429016,1556524,-488382
