Date,DTE_Open_average,DTE_Open_max,DTE_Open_min,DTE_Open_volatility,DTE_Open_change,DTE_High_average,DTE_High_max,DTE_High_min,DTE_High_volatility,DTE_High_change,DTE_Low_average,DTE_Low_max,DTE_Low_min,DTE_Low_volatility,DTE_Low_change,DTE_Close_average,DTE_Close_max,DTE_Close_min,DTE_Close_volatility,DTE_Close_change,DTE_Volume_average,DTE_Volume_max,DTE_Volume_min,DTE_Volume_volatility,DTE_Volume_change
2018-01-14,103.974,104.45,103.37,1.0799999999999983,-0.5700000000000074,104.312,104.66,103.89,0.769999999999996,-0.4899999999999949,103.066,103.52,102.84,0.6799999999999926,0.1700000000000017,103.642,104.14,103.15,0.9899999999999949,-0.7800000000000011,1393130,2204387,1096743,1107644,-1107644
2018-01-21,104.666,106.03,103.42,2.6099999999999994,1.5699999999999932,105.464,106.24,105.0,1.2399999999999949,0.060000000000002274,104.028,104.51,103.37,1.1400000000000006,0.6700000000000017,104.99,105.96,104.39,1.5699999999999932,-0.28000000000000114,1513401,2646949,1061670,1585279,1468180
2018-01-28,104.178,105.76,103.02,2.740000000000009,-1.0499999999999972,105.03399999999999,106.35,104.1,2.25,-0.7600000000000051,103.19200000000001,103.85,101.72,2.1299999999999955,-2.0900000000000034,103.876,105.64,102.0,3.6400000000000006,-2.239999999999995,1851212,2827492,1207515,1619977,665087
2018-02-04,99.834,101.23,98.77,2.460000000000008,0.39000000000000057,101.056,101.86,100.44,1.4200000000000017,0.6899999999999977,98.778,100.06,97.66,2.4000000000000057,2.4000000000000057,99.886,101.25,98.49,2.760000000000005,1.8900000000000006,1855687,3112835,1157299,1955536,-1540107
2018-02-11,101.725,102.73,101.06,1.6700000000000017,1.6700000000000017,103.2925,105.56,101.99,3.5700000000000074,3.1700000000000017,101.23750000000001,102.53,100.4,2.1299999999999955,2.1299999999999955,102.9525,105.22,101.23,3.989999999999995,3.010000000000005,1153035,1716854,950154,766700,759159
2018-02-18,103.492,105.05,101.94,3.1099999999999994,-0.09999999999999432,104.50200000000001,105.7,102.93,2.769999999999996,-0.6400000000000006,102.342,103.58,101.49,2.0900000000000034,0.6899999999999977,103.084,104.7,101.86,2.8400000000000034,0.5600000000000023,1076519,1398798,924565,474233,-474233
2018-02-25,101.69,104.02,100.67,3.3499999999999943,-3.3499999999999943,102.748,104.69,101.91,2.780000000000001,-1.9699999999999989,100.566,102.01,99.82,2.190000000000012,-1.7900000000000063,101.38,102.57,100.73,1.8399999999999892,0.539999999999992,1454996,2176531,876094,1300437,-1056464
2018-03-04,100.84,102.43,100.16,2.2700000000000102,-2.0700000000000074,101.422,102.5,100.59,1.9099999999999966,-0.7399999999999949,99.986,100.68,99.52,1.1600000000000108,-0.4000000000000057,100.592,101.2,99.92,1.2800000000000011,-0.29000000000000625,1162981,1537614,824643,712971,712971
2018-03-11,101.526,102.11,101.06,1.0499999999999972,0.7999999999999972,102.27,102.91,101.51,1.3999999999999915,1.3999999999999915,100.976,101.55,100.33,1.2199999999999989,1.2199999999999989,101.776,102.27,100.93,1.3399999999999892,1.259999999999991,1779810,3391414,940547,2450867,348185
2018-03-18,102.268,102.71,101.41,1.2999999999999972,-0.8800000000000097,103.456,104.73,102.44,2.2900000000000063,-0.37000000000000455,101.612,102.43,100.98,1.4500000000000028,0.10000000000000853,102.08800000000001,102.55,101.09,1.4599999999999937,-0.030000000000001137,1268286,1992659,595207,1397452,-1225680
