Date,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Open_average,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Open_max,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Open_min,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Open_volatility,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Open_change,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_High_average,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_High_max,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_High_min,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_High_volatility,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_High_change,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Low_average,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Low_max,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Low_min,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Low_volatility,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Low_change,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Close_average,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Close_max,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Close_min,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Close_volatility,ETFS Bloomberg All Commodity Longer Dated StrategyEtf_Close_change
2018-08-12,25.19,25.19,25.19,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2018-08-19,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2018-08-26,25.32,25.32,25.32,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2018-09-02,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2018-09-09,24.97,24.97,24.97,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2018-09-16,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2018-09-23,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2018-09-30,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2018-10-07,26.07,26.07,26.07,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2018-10-14,25.98,25.98,25.98,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2018-10-21,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2018-10-28,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2018-11-04,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2018-11-11,24.79,24.79,24.79,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2018-11-18,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2018-11-25,23.99,23.99,23.99,0.0,0.0,24.07,24.07,24.07,0.0,0.0,23.99,23.99,23.99,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2018-12-02,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0
2018-12-09,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2018-12-16,23.33,23.33,23.33,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2018-12-23,23.12,23.12,23.12,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2018-12-30,23.41,23.41,23.41,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2019-01-06,23.94,23.94,23.94,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2019-01-13,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2019-01-20,24.28,24.28,24.28,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2019-01-27,24.39,24.39,24.39,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-02-03,24.24,24.24,24.24,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2019-02-10,24.34,24.34,24.34,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2019-02-17,24.79,24.79,24.79,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2019-02-24,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0
2019-03-03,24.25,24.25,24.25,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2019-03-10,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2019-03-17,24.78,24.78,24.78,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2019-03-24,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2019-03-31,24.89,24.89,24.89,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-04-07,25.03,25.03,25.03,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2019-04-14,24.36,24.36,24.36,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2019-04-21,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2019-04-28,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0
2019-05-05,23.8,23.8,23.8,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2019-05-12,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2019-05-19,23.72,23.72,23.72,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2019-05-26,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0
2019-06-02,23.38,23.38,23.38,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2019-06-09,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0
2019-06-16,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2019-06-23,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2019-06-30,23.94,23.94,23.94,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2019-07-07,24.32,24.32,24.32,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2019-07-14,24.05,24.05,24.05,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2019-07-21,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2019-07-28,23.41,23.41,23.41,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.34,23.34,23.34,0.0,0.0
2019-08-04,23.45,23.45,23.45,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2019-08-11,23.13,23.13,23.13,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2019-08-18,22.98,22.98,22.98,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2019-08-25,23.21,23.21,23.21,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2019-09-01,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2019-09-08,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2019-09-15,23.96,23.96,23.96,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2019-09-22,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2019-09-29,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2019-10-06,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2019-10-13,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2019-10-20,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2019-10-27,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2019-11-03,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2019-11-10,24.0,24.0,24.0,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2019-11-17,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2019-11-24,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2019-12-01,23.93,23.93,23.93,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2019-12-08,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2019-12-15,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2019-12-22,24.57,24.57,24.57,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2019-12-29,24.67,24.67,24.67,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0
