Date,VanEck Vectors Africa_Open_average,VanEck Vectors Africa_Open_max,VanEck Vectors Africa_Open_min,VanEck Vectors Africa_Open_volatility,VanEck Vectors Africa_Open_change,VanEck Vectors Africa_High_average,VanEck Vectors Africa_High_max,VanEck Vectors Africa_High_min,VanEck Vectors Africa_High_volatility,VanEck Vectors Africa_High_change,VanEck Vectors Africa_Low_average,VanEck Vectors Africa_Low_max,VanEck Vectors Africa_Low_min,VanEck Vectors Africa_Low_volatility,VanEck Vectors Africa_Low_change,VanEck Vectors Africa_Close_average,VanEck Vectors Africa_Close_max,VanEck Vectors Africa_Close_min,VanEck Vectors Africa_Close_volatility,VanEck Vectors Africa_Close_change
2018-07-01,23.62,23.62,23.62,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2018-07-08,23.57,23.57,23.57,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2018-07-15,23.01,23.01,23.01,0.0,0.0,23.09,23.09,23.09,0.0,0.0,22.89,22.89,22.89,0.0,0.0,23.09,23.09,23.09,0.0,0.0
2018-07-22,23.44,23.44,23.44,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2018-07-29,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2018-08-05,23.08,23.08,23.08,0.0,0.0,24.07,24.07,24.07,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2018-08-12,21.51,21.51,21.51,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.76,21.76,21.76,0.0,0.0
2018-08-19,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2018-08-26,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2018-09-02,20.98,20.98,20.98,0.0,0.0,21.04,21.04,21.04,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.81,20.81,20.81,0.0,0.0
2018-09-09,21.02,21.02,21.02,0.0,0.0,21.29,21.29,21.29,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.97,20.97,20.97,0.0,0.0
2018-09-16,21.6,21.6,21.6,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.52,21.52,21.52,0.0,0.0
2018-09-23,21.67,21.67,21.67,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2018-09-30,20.88,20.88,20.88,0.0,0.0,21.07,21.07,21.07,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.81,20.81,20.81,0.0,0.0
2018-10-07,20.51,20.51,20.51,0.0,0.0,21.24,21.24,21.24,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2018-10-14,20.51,20.51,20.51,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.62,20.62,20.62,0.0,0.0
2018-10-21,20.18,20.18,20.18,0.0,0.0,20.2,20.2,20.2,0.0,0.0,19.92,19.92,19.92,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2018-10-28,20.79,20.79,20.79,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.71,20.71,20.71,0.0,0.0
2018-11-04,20.74,20.74,20.74,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2018-11-11,20.46,20.46,20.46,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2018-11-18,20.57,20.57,20.57,0.0,0.0,21.05,21.05,21.05,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2018-11-25,20.43,20.43,20.43,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2018-12-02,20.47,20.47,20.47,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2018-12-09,20.06,20.06,20.06,0.0,0.0,20.2,20.2,20.2,0.0,0.0,19.98,19.98,19.98,0.0,0.0,20.03,20.03,20.03,0.0,0.0
2018-12-16,19.34,19.34,19.34,0.0,0.0,20.15,20.15,20.15,0.0,0.0,19.21,19.21,19.21,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2018-12-23,19.68,19.68,19.68,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2018-12-30,19.95,19.95,19.95,0.0,0.0,20.2,20.2,20.2,0.0,0.0,19.91,19.91,19.91,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2019-01-06,20.77,20.77,20.77,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2019-01-13,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2019-01-20,20.78,20.78,20.78,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.97,20.97,20.97,0.0,0.0
2019-01-27,21.74,21.74,21.74,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.83,21.83,21.83,0.0,0.0
2019-02-03,21.57,21.57,21.57,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2019-02-10,21.59,21.59,21.59,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.78,21.78,21.78,0.0,0.0
2019-02-17,22.33,22.33,22.33,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2019-02-24,21.93,21.93,21.93,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2019-03-03,21.4,21.4,21.4,0.0,0.0,22.28,22.28,22.28,0.0,0.0,21.4,21.4,21.4,0.0,0.0,21.54,21.54,21.54,0.0,0.0
2019-03-10,21.75,21.75,21.75,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2019-03-17,21.89,21.89,21.89,0.0,0.0,22.09,22.09,22.09,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0
2019-03-24,21.44,21.44,21.44,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.51,21.51,21.51,0.0,0.0
2019-03-31,21.81,21.81,21.81,0.0,0.0,22.17,22.17,22.17,0.0,0.0,21.81,21.81,21.81,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2019-04-07,22.3,22.3,22.3,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2019-04-14,22.69,22.69,22.69,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.55,22.55,22.55,0.0,0.0
2019-04-21,22.13,22.13,22.13,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.16,22.16,22.16,0.0,0.0
2019-04-28,21.93,21.93,21.93,0.0,0.0,22.19,22.19,22.19,0.0,0.0,21.93,21.93,21.93,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2019-05-05,21.27,21.27,21.27,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.56,21.56,21.56,0.0,0.0
2019-05-12,21.15,21.15,21.15,0.0,0.0,21.16,21.16,21.16,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.87,20.87,20.87,0.0,0.0
2019-05-19,20.22,20.22,20.22,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2019-05-26,20.48,20.48,20.48,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.63,20.63,20.63,0.0,0.0
2019-06-02,20.83,20.83,20.83,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.83,20.83,20.83,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2019-06-09,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2019-06-16,22.02,22.02,22.02,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2019-06-23,22.26,22.26,22.26,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.1,22.1,22.1,0.0,0.0
2019-06-30,21.86,21.86,21.86,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.87,21.87,21.87,0.0,0.0
2019-07-07,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2019-07-14,21.88,21.88,21.88,0.0,0.0,22.03,22.03,22.03,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2019-07-21,21.79,21.79,21.79,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2019-07-28,21.02,21.02,21.02,0.0,0.0,21.08,21.08,21.08,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2019-08-04,20.28,20.28,20.28,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.04,20.04,20.04,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2019-08-11,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.78,19.78,19.78,0.0,0.0
2019-08-18,19.96,19.96,19.96,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2019-08-25,20.11,20.11,20.11,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2019-09-01,20.46,20.46,20.46,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2019-09-08,21.0,21.0,21.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2019-09-15,20.71,20.71,20.71,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2019-09-22,20.3,20.3,20.3,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.07,20.07,20.07,0.0,0.0
2019-09-29,19.87,19.87,19.87,0.0,0.0,20.07,20.07,20.07,0.0,0.0,19.75,19.75,19.75,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2019-10-06,20.3,20.3,20.3,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2019-10-13,20.61,20.61,20.61,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2019-10-20,20.45,20.45,20.45,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.41,20.41,20.41,0.0,0.0
2019-10-27,20.32,20.32,20.32,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.53,20.53,20.53,0.0,0.0
2019-11-03,21.06,21.06,21.06,0.0,0.0,21.06,21.06,21.06,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.74,20.74,20.74,0.0,0.0
2019-11-10,20.5,20.5,20.5,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.66,20.66,20.66,0.0,0.0
2019-11-17,20.9,20.9,20.9,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.79,20.79,20.79,0.0,0.0
2019-11-24,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2019-12-01,20.79,20.79,20.79,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2019-12-08,20.61,20.61,20.61,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2019-12-15,21.34,21.34,21.34,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2019-12-22,20.34,20.34,20.34,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2019-12-29,20.4,20.4,20.4,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.31,20.31,20.31,0.0,0.0
